7423ed5806bfa1da4d79dcb0eb340d2139407266aaa6bb0d1b6f1a686f5bf871,749d282c8c0d12802df12c1230d5e5034550cdadc1f5286679e1dff3d1f56e73,4e3ab9159f4634dba256d7dcd7fa3a10fd204f6f1da5f6a801e0ef0cbbb25873,49466bb5879a13fe616ac2efb1558bccc7e763729d6b1f93c5f8bee5943914e2,bd7a98248c2ef5856039aea5b46bcfb7dae02b313383f7a712e620dd0b1fc974,7f902b41e2a22d401baa994b74c2e1cfd68c3c09d879e0af58bcbf375d18ad0e,8e22f4e2717a045de98c7a04e95a827194fee4ac55339660adc0b8703113cdee,2e348853582e352b438213fc7866615da00f0afb9b1665a2fd8448a3927f16fb,dc9a2ee2985f40da5a9d3844e3b4e9de5159713f4daca7c991bc7d1a9d2103bd,ef236f0bf9b784b67dd9eaf9ca86b1626ae8c2b15f0d7a9a34f79e821508bdec,f8850fb57b6191b3ca93a57c1241262d2f369dc8e1ed238a2552f86be25c23bd,b37fd52c22015fa02192ad0808beeed3a53d9fe6ce53da52ba25a8275de7192f
"3","2023/04/17 16:00:00","10","1","31000101","0","31000101","2023/04/24 15:59:59","1000","0","7003","進行1場戰鬥"
"3","2023/04/17 16:00:00","10","5","31000102","0","31000102","2023/04/24 15:59:59","1000","0","7003","進行5場戰鬥"
"3","2023/04/17 16:00:00","10","10","31000103","0","31000103","2023/04/24 15:59:59","1000","0","7003","進行10場戰鬥"
"3","2023/04/17 16:00:00","10","15","31000104","0","31000104","2023/04/24 15:59:59","1000","0","7003","進行15場戰鬥"
"3","2023/04/17 16:00:00","10","20","31000105","0","31000105","2023/04/24 15:59:59","1000","0","7003","進行20場戰鬥"
"3","2023/04/17 16:00:00","10","25","31000106","0","31000106","2023/04/24 15:59:59","1000","0","7003","進行25場戰鬥"
"3","2023/04/17 16:00:00","10","30","31000107","0","31000107","2023/04/24 15:59:59","1000","0","7003","進行30場戰鬥"
"3","2023/04/17 16:00:00","10","35","31000108","0","31000108","2023/04/24 15:59:59","1000","0","7003","進行35場戰鬥"
"3","2023/04/17 16:00:00","10","40","31000109","0","31000109","2023/04/24 15:59:59","1000","0","7003","進行40場戰鬥"
"3","2023/04/17 16:00:00","10","5000000","31001101","3001","31001101","2023/04/24 15:59:59","1001","0","7004","對黑之王賈巴沃克造成500萬累積傷害"
"3","2023/04/17 16:00:00","10","7500000","31001102","3001","31001102","2023/04/24 15:59:59","1001","0","7004","對黑之王賈巴沃克造成750萬累積傷害"
"3","2023/04/17 16:00:00","10","10000000","31001103","3001","31001103","2023/04/24 15:59:59","1001","0","7004","對黑之王賈巴沃克造成1000萬累積傷害"
"3","2023/04/17 16:00:00","11","1","31001111","3001","31001111","2023/04/24 15:59:59","1001","2500000","7005","在1場戰鬥中對黑之王賈巴沃克造成250萬傷害"
"3","2023/04/17 16:00:00","11","1","31001112","3001","31001112","2023/04/24 15:59:59","1001","5000000","7005","在1場戰鬥中對黑之王賈巴沃克造成500萬傷害"
"3","2023/04/17 16:00:00","20","5000000","31001201","3002","31001201","2023/04/24 15:59:59","1001","0","7004","對失控的純潔之弓造成500萬累積傷害"
"3","2023/04/17 16:00:00","20","7500000","31001202","3002","31001202","2023/04/24 15:59:59","1001","0","7004","對失控的純潔之弓造成750萬累積傷害"
"3","2023/04/17 16:00:00","20","10000000","31001203","3002","31001203","2023/04/24 15:59:59","1001","0","7004","對失控的純潔之弓造成1000萬累積傷害"
"3","2023/04/17 16:00:00","21","1","31001211","3002","31001211","2023/04/24 15:59:59","1001","2500000","7005","在1場戰鬥中對失控的純潔之弓造成250萬傷害"
"3","2023/04/17 16:00:00","21","1","31001212","3002","31001212","2023/04/24 15:59:59","1001","5000000","7005","在1場戰鬥中對失控的純潔之弓造成500萬傷害"
"3","2023/04/17 16:00:00","30","5000000","31001301","3003","31001301","2023/04/24 15:59:59","1001","0","7004","對幻影男爵造成500萬累積傷害"
"3","2023/04/17 16:00:00","30","7500000","31001302","3003","31001302","2023/04/24 15:59:59","1001","0","7004","對幻影男爵造成750萬累積傷害"
"3","2023/04/17 16:00:00","30","10000000","31001303","3003","31001303","2023/04/24 15:59:59","1001","0","7004","對幻影男爵造成1000萬累積傷害"
"3","2023/04/17 16:00:00","31","1","31001311","3003","31001311","2023/04/24 15:59:59","1001","2500000","7005","在1場戰鬥中對幻影男爵造成250萬傷害"
"3","2023/04/17 16:00:00","31","1","31001312","3003","31001312","2023/04/24 15:59:59","1001","5000000","7005","在1場戰鬥中對幻影男爵造成500萬傷害"
"3","2023/04/17 16:00:00","40","5000000","31001401","3004","31001401","2023/04/24 15:59:59","1001","0","7004","對天塔帕斯造成500萬累積傷害"
"3","2023/04/17 16:00:00","40","7500000","31001402","3004","31001402","2023/04/24 15:59:59","1001","0","7004","對天塔帕斯造成750萬累積傷害"
"3","2023/04/17 16:00:00","40","10000000","31001403","3004","31001403","2023/04/24 15:59:59","1001","0","7004","對天塔帕斯造成1000萬累積傷害"
"3","2023/04/17 16:00:00","41","1","31001411","3004","31001411","2023/04/24 15:59:59","1001","2500000","7005","在1場戰鬥中對天塔帕斯造成250萬傷害"
"3","2023/04/17 16:00:00","41","1","31001412","3004","31001412","2023/04/24 15:59:59","1001","5000000","7005","在1場戰鬥中對天塔帕斯造成500萬傷害"
"3","2023/04/17 16:00:00","10","5000000","31002101","3005","31002101","2023/04/24 15:59:59","1002","0","7004","對豪紳造成500萬累積傷害"
"3","2023/04/17 16:00:00","10","7500000","31002102","3005","31002102","2023/04/24 15:59:59","1002","0","7004","對豪紳造成750萬累積傷害"
"3","2023/04/17 16:00:00","10","10000000","31002103","3005","31002103","2023/04/24 15:59:59","1002","0","7004","對豪紳造成1000萬累積傷害"
"3","2023/04/17 16:00:00","10","110000000","31002104","3005","31002104","2023/04/24 15:59:59","1002","0","7004","對豪紳造成1億1000萬累積傷害"
"3","2023/04/17 16:00:00","11","1","31002111","3005","31002111","2023/04/24 15:59:59","1002","2500000","7005","在1場戰鬥中對豪紳造成250萬傷害"
"3","2023/04/17 16:00:00","11","1","31002112","3005","31002112","2023/04/24 15:59:59","1002","5000000","7005","在1場戰鬥中對豪紳造成500萬傷害"
"3","2023/04/17 16:00:00","11","1","31002113","3005","31002113","2023/04/24 15:59:59","1002","22000000","7005","在1場戰鬥中對豪紳造成2200萬傷害"
"3","2023/04/17 16:00:00","10","5000000","31003101","3006","31003101","2023/04/24 15:59:59","1003","0","7004","對阿爾瑪＆奧拉姆造成500萬累積傷害"
"3","2023/04/17 16:00:00","10","7500000","31003102","3006","31003102","2023/04/24 15:59:59","1003","0","7004","對阿爾瑪＆奧拉姆造成750萬累積傷害"
"3","2023/04/17 16:00:00","10","10000000","31003103","3006","31003103","2023/04/24 15:59:59","1003","0","7004","對阿爾瑪＆奧拉姆造成1000萬累積傷害"
"3","2023/04/17 16:00:00","10","100000000","31003104","3006","31003104","2023/04/24 15:59:59","1003","0","7004","對阿爾瑪＆奧拉姆造成1億累積傷害"
"3","2023/04/17 16:00:00","11","1","31003111","3006","31003111","2023/04/24 15:59:59","1003","2500000","7005","在1場戰鬥中對阿爾瑪＆奧拉姆造成250萬傷害"
"3","2023/04/17 16:00:00","11","1","31003112","3006","31003112","2023/04/24 15:59:59","1003","5000000","7005","在1場戰鬥中對阿爾瑪＆奧拉姆造成500萬傷害"
"3","2023/04/17 16:00:00","11","1","31003113","3006","31003113","2023/04/24 15:59:59","1003","20000000","7005","在1場戰鬥中對阿爾瑪＆奧拉姆造成2000萬傷害"
"3","2023/04/17 16:00:00","20","5000000","31003201","3007","31003201","2023/04/24 15:59:59","1003","0","7004","對好朋友X＆無名的藝術造成500萬累積傷害"
"3","2023/04/17 16:00:00","20","7500000","31003202","3007","31003202","2023/04/24 15:59:59","1003","0","7004","對好朋友X＆無名的藝術造成750萬累積傷害"
"3","2023/04/17 16:00:00","20","10000000","31003203","3007","31003203","2023/04/24 15:59:59","1003","0","7004","對好朋友X＆無名的藝術造成1000萬累積傷害"
