c2d181006776c3fef7f222fe55d1e15714fe40ce5d5a4237bc3e24b869b12b2c,4bae0dd4fd276b77c86f4c79f8f6eb05f0ff50803acaf4ce8ab13298c6216d0d,11ff526674589dd587d18f5d2a282f543ae35f7a97e9886e9c1eca4e321f4f52,366dc8157428c5ef561f8156e0eb9922e2d573f43d7f4cbbe1949f28b0e31225,6359a53441e37af092ca32d444557bf5cb0ad7ce43b46ec2acd1504155d55d3f,668651c0c785087123b9ce69899aaa8ec72c932e244e29b9bd5a5287fdd798e6,6c076b1eebe939dead881c5b9e91f75e0c48aa3141442aa6198fad642f90f94d,1a40c09cf4d8e0aa1ae2e92f8b2531cdcf085a899f337b896af49c418426767e,ef81e13ebf07964edeeb36bfe73e2b4164b85ed55443a069356e4a0f69e0e3f8
"30000","50","0","0","5000","20000","0","0","100111"
"30000","50","0","0","5000","20000","0","0","100112"
"30000","50","0","0","5000","20000","0","0","100113"
"45000","125","0","0","12500","30000","0","0","100121"
"45000","125","0","0","12500","30000","0","0","100122"
"45000","125","0","0","12500","30000","0","0","100123"
"60000","200","0","0","20000","40000","0","0","100131"
"60000","200","0","0","20000","40000","0","0","100132"
"60000","200","0","0","20000","40000","0","0","100133"
"30000","50","0","0","5000","20000","0","0","100211"
"30000","50","0","0","5000","20000","0","0","100212"
"30000","50","0","0","5000","20000","0","0","100213"
"45000","125","0","0","12500","30000","0","0","100221"
"45000","125","0","0","12500","30000","0","0","100222"
"45000","125","0","0","12500","30000","0","0","100223"
"60000","200","0","0","20000","40000","0","0","100231"
"60000","200","0","0","20000","40000","0","0","100232"
"60000","200","0","0","20000","40000","0","0","100233"
"30000","50","0","0","5000","20000","0","0","100311"
"30000","50","0","0","5000","20000","0","0","100312"
"30000","50","0","0","5000","20000","0","0","100313"
"45000","125","0","0","12500","30000","0","0","100321"
"45000","125","0","0","12500","30000","0","0","100322"
"45000","125","0","0","12500","30000","0","0","100323"
"60000","200","0","0","20000","40000","0","0","100331"
"60000","200","0","0","20000","40000","0","0","100332"
"60000","200","0","0","20000","40000","0","0","100333"
"30000","50","0","0","5000","20000","0","0","100411"
"30000","50","0","0","5000","20000","0","0","100412"
"30000","50","0","0","5000","20000","0","0","100413"
"45000","125","0","0","12500","30000","0","0","100421"
"45000","125","0","0","12500","30000","0","0","100422"
"45000","125","0","0","12500","30000","0","0","100423"
"60000","200","0","0","20000","40000","0","0","100431"
"60000","200","0","0","20000","40000","0","0","100432"
"60000","200","0","0","20000","40000","0","0","100433"
"30000","50","0","0","5000","20000","0","0","100511"
"30000","50","0","0","5000","20000","0","0","100512"
"30000","50","0","0","5000","20000","0","0","100513"
"45000","125","0","0","12500","30000","0","0","100521"
"45000","125","0","0","12500","30000","0","0","100522"
"45000","125","0","0","12500","30000","0","0","100523"
"60000","200","0","0","20000","40000","0","0","100531"
"60000","200","0","0","20000","40000","0","0","100532"
"60000","200","0","0","20000","40000","0","0","100533"
"30000","50","0","0","5000","20000","0","0","100611"
"30000","50","0","0","5000","20000","0","0","100612"
"30000","50","0","0","5000","20000","0","0","100613"
"45000","125","0","0","12500","30000","0","0","100621"
"45000","125","0","0","12500","30000","0","0","100622"
"45000","125","0","0","12500","30000","0","0","100623"
"60000","200","0","0","20000","40000","0","0","100631"
"60000","200","0","0","20000","40000","0","0","100632"
"60000","200","0","0","20000","40000","0","0","100633"
"30000","50","0","0","5000","20000","0","0","100711"
"30000","50","0","0","5000","20000","0","0","100712"
"30000","50","0","0","5000","20000","0","0","100713"
"45000","125","0","0","12500","30000","0","0","100721"
"45000","125","0","0","12500","30000","0","0","100722"
"45000","125","0","0","12500","30000","0","0","100723"
"60000","200","0","0","20000","40000","0","0","100731"
"60000","200","0","0","20000","40000","0","0","100732"
"60000","200","0","0","20000","40000","0","0","100733"
"30000","50","0","0","5000","20000","0","0","100811"
"30000","50","0","0","5000","20000","0","0","100812"
"30000","50","0","0","5000","20000","0","0","100813"
"45000","125","0","0","12500","30000","0","0","100821"
"45000","125","0","0","12500","30000","0","0","100822"
"45000","125","0","0","12500","30000","0","0","100823"
"60000","200","0","0","20000","40000","0","0","100831"
"60000","200","0","0","20000","40000","0","0","100832"
"60000","200","0","0","20000","40000","0","0","100833"
"30000","50","0","0","5000","20000","0","0","100911"
"30000","50","0","0","5000","20000","0","0","100912"
"30000","50","0","0","5000","20000","0","0","100913"
"45000","125","0","0","12500","30000","0","0","100921"
"45000","125","0","0","12500","30000","0","0","100922"
"45000","125","0","0","12500","30000","0","0","100923"
"60000","200","0","0","20000","40000","0","0","100931"
"60000","200","0","0","20000","40000","0","0","100932"
"60000","200","0","0","20000","40000","0","0","100933"
