d0fdad1ed2bc77438d7bde8243e842053122569cc618380fcd126c1f30200149,f13d4917c144e9879e8612e057aaec170acb64fc43c3a5a6cd4ebab8b36aba60,474c846e137c28ede850d5c506591aa74e3ede32b46ac25a80f6d7bc3a8c954b,9e2711b653f770a64e6005b77e213d65a25d2e0f137b309a77e61b384d5f23b3,7308d44d2aa025e866dad6829bfe366b317ba794b85c4429219a71ca2841d5e5,9d60a6aa0cdf021f49e485cf584ab08e9dd314a6f202436c7679ec275ea25a7e,9438027e7e18168ad9e2ff20a007736d80fce3acf74a4b1415f5adce3a53c8ab,be113c6d063ec637d8b76b1b30df6544ae73f991e4d90a9657d90edd4009d5f9
"0","2","戰鬥開始時，我方的TP提升250。","1005","1005","0","TP提升250","1005"
"0","2","戰鬥開始時，我方的TP提升250。","1006","1006","0","TP提升250","1006"
"0","2","戰鬥開始時，我方的TP提升250。","1007","1007","0","TP提升250","1007"
"0","2","戰鬥開始時，我方的TP提升250。","1008","1008","0","TP提升250","1008"
"36000","1","戰鬥開始90秒內，使敵人的物理攻擊力下降。","1005","100501","7469000000000","降低物理攻擊90秒","100501"
"36000","1","戰鬥開始90秒內，使敵人的物理攻擊力下降。","1005","100502","7161000000000","降低物理攻擊90秒","100502"
"36000","1","戰鬥開始90秒內，使敵人的物理防禦力下降。","1005","100503","6930000000000","降低物理防禦90秒","100503"
"36000","1","戰鬥開始90秒內，使敵人的魔法防禦力下降。","1005","100504","6699000000000","降低魔法防禦90秒","100504"
"36000","1","戰鬥開始90秒內，使敵人的物理攻擊力下降。","1005","100505","6468000000000","降低物理攻擊90秒","100505"
"36000","1","戰鬥開始90秒內，使敵人的物理攻擊力下降。","1005","100506","6160000000000","降低物理攻擊90秒","100506"
"36000","1","戰鬥開始90秒內，使敵人的物理防禦力下降。","1005","100507","5929000000000","降低物理防禦90秒","100507"
"36000","1","戰鬥開始90秒內，使敵人的魔法防禦力下降。","1005","100508","5698000000000","降低魔法防禦90秒","100508"
"36000","1","戰鬥開始90秒內，使敵人的物理攻擊力下降。","1005","100509","5390000000000","降低物理攻擊90秒","100509"
"36000","1","戰鬥開始90秒內，使敵人的物理攻擊力下降。","1005","100510","5159000000000","降低物理攻擊90秒","100510"
"36000","1","戰鬥開始90秒內，使敵人的物理攻擊力下降。","1005","100511","4928000000000","降低物理攻擊90秒","100511"
"36000","1","戰鬥開始90秒內，使敵人的物理攻擊力下降。","1005","100512","4620000000000","降低物理攻擊90秒","100512"
"36000","1","戰鬥開始90秒內，使敵人的物理防禦力下降。","1005","100513","4389000000000","降低物理防禦90秒","100513"
"36000","1","戰鬥開始90秒內，使敵人的魔法防禦力下降。","1005","100514","4158000000000","降低魔法防禦90秒","100514"
"36000","1","戰鬥開始90秒內，使敵人的物理攻擊力下降。","1005","100515","3927000000000","降低物理攻擊90秒","100515"
"36000","1","戰鬥開始90秒內，使敵人的物理攻擊力下降。","1005","100516","3619000000000","降低物理攻擊90秒","100516"
"36000","1","戰鬥開始90秒內，使敵人的物理防禦力下降。","1005","100517","3388000000000","降低物理防禦90秒","100517"
"36000","1","戰鬥開始90秒內，使敵人的魔法防禦力下降。","1005","100518","3157000000000","降低魔法防禦90秒","100518"
"36000","1","戰鬥開始90秒內，使敵人的物理攻擊力下降。","1005","100519","2849000000000","降低物理攻擊90秒","100519"
"36000","1","戰鬥開始90秒內，使敵人的物理攻擊力下降。","1005","100520","2618000000000","降低物理攻擊90秒","100520"
"36000","1","戰鬥開始90秒內，使敵人的物理攻擊力下降。","1005","100521","2387000000000","降低物理攻擊90秒","100521"
"36000","1","戰鬥開始90秒內，使敵人的物理攻擊力下降。","1005","100522","2079000000000","降低物理攻擊90秒","100522"
"36000","1","戰鬥開始90秒內，使敵人的物理防禦力下降。","1005","100523","1848000000000","降低物理防禦90秒","100523"
"36000","1","戰鬥開始90秒內，使敵人的魔法防禦力下降。","1005","100524","1617000000000","降低魔法防禦90秒","100524"
"36000","1","戰鬥開始90秒內，使敵人的物理攻擊力下降。","1005","100525","1386000000000","降低物理攻擊90秒","100525"
"36000","1","戰鬥開始時，我方的TP提升150。","1005","100526","1078000000000","TP提升150","100526"
"36000","1","戰鬥開始10秒內，我方進入無敵狀態。","1005","100527","847000000000","無敵10秒","100527"
"36000","1","戰鬥開始90秒內，使敵人的物理攻擊力下降。","1005","100528","616000000000","降低物理攻擊90秒","100528"
"36000","1","戰鬥開始90秒內，使敵人的物理防禦力下降。","1005","100529","308000000000","降低物理防禦90秒","100529"
"36000","1","戰鬥開始90秒內，使敵人的魔法防禦力下降。","1005","100530","77000000000","降低魔法防禦90秒","100530"
"36000","1","戰鬥開始90秒內，使我方的魔法攻擊力提升。","1006","100601","12028000000000","提升魔法攻擊90秒","100601"
"36000","1","戰鬥開始90秒內，使我方的物理攻擊力提升。","1006","100602","11532000000000","提升物理攻擊90秒","100602"
"36000","1","戰鬥開始90秒內，使敵人的物理防禦力下降。","1006","100603","11160000000000","降低物理防禦90秒","100603"
"36000","1","戰鬥開始90秒內，使敵人的魔法防禦力下降。","1006","100604","10788000000000","降低魔法防禦90秒","100604"
