502c9b18a15c9b307285cc31cdb7d7e214b1e494e1772953e9162c217127211d,68cf001ea6944ed2ed872471be68eac3d70a3738441536b84766321f34d508b7,606e630c37a08bd162c0c099f39e424cabc2beabd7bdcbd0f46bb9a15efe5e74,51e79e384d70b32e67bcb4a2cc0f28d07a5b847c843bafe3de9a49534b190586,ddbfe82a5caee3b5aa4e7d3fb14330ad6542bd814acb6438b1b300b033946022,6fd743b7d1ed35d34334fda78985f945b9aaff56f727dccee01790f23b63fcf4,a7ba325cbca75244af9fbf5a805172e45ef21b217d584382361b79b53a90779a,7fdc5ee9c44ff6a93e14493ce08bdb72cb4edb57a60614aec6d0fd0304ec1315,7a7c8fe22f5f4a37a411e6f2260afd31ff0c270838762a231035e676a6815ba6
"129","1","達成公主騎士RANK 5","1002","1001","20021","5","1001","0"
"129","1","達成公主騎士RANK 10","1002","1002","20021","10","1002","0"
"129","1","達成公主騎士RANK 30","1002","1003","20021","30","1003","0"
"129","1","達成公主騎士RANK 50","1002","1004","20021","50","1004","0"
"129","1","達成公主騎士RANK 100","1002","1005","20021","100","1005","0"
"129","1","達成公主騎士RANK 150","1002","1006","20021","150","1006","0"
"129","1","達成公主騎士RANK 200","1002","1007","20021","200","1007","0"
"129","1","達成公主騎士RANK250","1002","1008","20021","250","1007","0"
"129","1","達成公主騎士RANK300","1002","1009","20021","300","1007","0"
"129","1","達成公主騎士RANK450","1002","1010","20021","450","1007","0"
"129","1","達成公主騎士RANK520","1002","1011","20021","520","1007","0"
"129","2","讓火屬性的屬性等級提升到50","1003","2001","20022","50","2001","1"
"129","2","讓火屬性的屬性等級提升到100","1003","2002","20022","100","2002","1"
"129","2","讓火屬性的屬性等級提升到150","1003","2003","20022","150","2003","1"
"129","2","讓火屬性的屬性等級提升到200","1003","2004","20022","200","2004","1"
"129","2","讓火屬性的屬性等級提升到250","1003","2005","20022","250","2005","1"
"129","2","讓火屬性的屬性等級提升到300","1003","2006","20022","300","2006","1"
"129","2","讓火屬性的屬性等級提升到350","1003","2007","20022","350","2007","1"
"129","2","讓火屬性的屬性等級提升到400","1003","2008","20022","400","2008","1"
"129","2","讓火屬性的屬性等級提升到450","1003","2009","20022","450","2009","1"
"129","2","讓火屬性的屬性等級提升到500","1003","2010","20022","500","2010","1"
"129","2","讓火屬性的屬性等級提升到550","1003","2011","20022","550","2011","1"
"129","2","讓火屬性的屬性等級提升到600","1003","2012","20022","600","2012","1"
"129","2","讓火屬性的屬性等級提升到650","1003","2013","20022","650","2013","1"
"129","2","讓火屬性的屬性等級提升到700","1003","2014","20022","700","2014","1"
"129","2","讓火屬性的屬性等級提升到750","1003","2015","20022","750","2015","1"
"129","2","讓火屬性的屬性等級提升到800","1003","2016","20022","800","2015","1"
"129","2","讓火屬性的屬性等級提升到900","1003","2017","20022","900","2015","1"
"129","2","讓火屬性的屬性等級提升到1000","1003","2018","20022","1000","2015","1"
"129","3","讓水屬性的屬性等級提升到50","1003","3001","20022","50","2001","2"
"129","3","讓水屬性的屬性等級提升到100","1003","3002","20022","100","2002","2"
"129","3","讓水屬性的屬性等級提升到150","1003","3003","20022","150","2003","2"
"129","3","讓水屬性的屬性等級提升到200","1003","3004","20022","200","2004","2"
"129","3","讓水屬性的屬性等級提升到250","1003","3005","20022","250","2005","2"
"129","3","讓水屬性的屬性等級提升到300","1003","3006","20022","300","2006","2"
"129","3","讓水屬性的屬性等級提升到350","1003","3007","20022","350","2007","2"
"129","3","讓水屬性的屬性等級提升到400","1003","3008","20022","400","2008","2"
"129","3","讓水屬性的屬性等級提升到450","1003","3009","20022","450","2009","2"
"129","3","讓水屬性的屬性等級提升到500","1003","3010","20022","500","2010","2"
"129","3","讓水屬性的屬性等級提升到550","1003","3011","20022","550","2006","2"
"129","3","讓水屬性的屬性等級提升到600","1003","3012","20022","600","2007","2"
"129","3","讓水屬性的屬性等級提升到650","1003","3013","20022","650","2008","2"
"129","3","讓水屬性的屬性等級提升到700","1003","3014","20022","700","2009","2"
"129","3","讓水屬性的屬性等級提升到750","1003","3015","20022","750","2010","2"
"129","3","讓水屬性的屬性等級提升到800","1003","3016","20022","800","2015","2"
"129","3","讓水屬性的屬性等級提升到900","1003","3017","20022","900","2015","2"
"129","3","讓水屬性的屬性等級提升到1000","1003","3018","20022","1000","2015","2"
"129","4","讓風屬性的屬性等級提升到50","1003","4001","20022","50","2001","3"
"129","4","讓風屬性的屬性等級提升到100","1003","4002","20022","100","2002","3"
"129","4","讓風屬性的屬性等級提升到150","1003","4003","20022","150","2003","3"
"129","4","讓風屬性的屬性等級提升到200","1003","4004","20022","200","2004","3"
"129","4","讓風屬性的屬性等級提升到250","1003","4005","20022","250","2005","3"
"129","4","讓風屬性的屬性等級提升到300","1003","4006","20022","300","2006","3"
"129","4","讓風屬性的屬性等級提升到350","1003","4007","20022","350","2007","3"
