52332f0a4ec49ab62d055c083bda24a8c215eb91b6d286629f4fbab44126f315,2a60afaa1a823668dcfdf4026b8355d1491f7849914c237de9c9d21b7bf12b9e,b1651f1ae25756170b40e30b1b151ac3ba85922d1ec0d49501fca317c7dbe4f8,76417679b2ddf078b81ed930053a0ce6338005cac41e3d2a7a15ad967e6ec5e2,3d54a4b8d79480afe234f5e20f4527de3f9c6e496b589cfd243b0413ede679a5,b026e21a28343f6c5ebf42429258cb2f167b7a94f6eddc3e6275fea3816e2f8d,f38a5ff128b89a033283e88112ebd10710e71842017f77ab5f3d844eebc2d99d,b28df31f5dca4c4b8830464efe8c679cd0975e924b7bd3c8307e8759c053efa8,19b7473313c5e6e82e3e30a46ee79da73dd5c0ea23804f084542c8578bdf0eb3,c90af3bf756e7a0d7ec8172e49c6e17868cee8d2a33bf5386e633b2ad89c32d7,22970f7ff8d2af781a138f795281f7525f397d3f4df6e53130cfc31135b9a7ef,4fa5746ac3723b991f8b343cb540c8c2bcaf17c8cc1a68a07edb86334ea6ada6,58721d41be57292ab36a3e9eb981d6c96b56e458175b3398bc9cdf55cab40a96,0e82488e8ac53d9d780c3615f34756a51a908e1948b1db50eef66b21ada69e51,75fef684e5faec1e91b0d4441212ae13ef81893313052a77219fa318805e2d98,21e3739d83627b49335c846371355051e594bde37367230cdfac6d6550203ec9,069a5cf5505368b0b522a4b728fbd0f120090752f15ab691fb64bd0521c4e8f4,b122ca326cd7ed5972e4172f7748ff13c60668674d0a26704ed1401da1cd6edc,8b0622a5944bf5787b88faa813e2aead6bc7aaf3d09c10bfe527ce8c4daacff4,5d65f8bb5b397e9327e1ccb9aa144d2872765bd2fb47c5192efc90eaa557a892,e1fcebde36703e10581647aa6a3c13939eebadf0c01a480d2249f13c3188344b
"2","0","0","90006","31043","0","500","8","0","1","0","1","2","1","1","0","500","1001","5","91002","0"
"2","0","0","90006","31043","0","1000","8","0","1","0","2","2","2","2","0","1000","1001","8","91002","0"
"2","0","0","90006","31043","0","1500","8","0","1","0","3","2","3","3","0","1500","1001","10","91002","0"
"2","0","0","90006","31043","0","2000","8","0","1","0","4","2","4","4","0","2000","1001","12","91002","0"
"2","0","0","90006","31043","0","2500","8","0","1","0","5","2","5","5","0","2500","1001","14","91002","0"
"2","0","0","90006","31043","0","3000","8","0","1","0","6","2","6","6","0","3000","1001","16","91002","0"
"2","0","0","90006","31043","0","3500","8","0","1","0","7","2","7","7","0","3500","1001","18","91002","0"
"2","0","0","90006","31043","0","4000","8","0","1","0","8","2","9","8","0","4000","1001","20","91002","0"
"2","0","0","90006","31043","0","4500","8","0","1","0","10","2","-1","9","0","4500","1001","25","91002","0"
"2","0","0","90006","31022","0","500","8","0","1","0","1","2","1","10","0","500","1002","5","91002","0"
"2","0","0","90006","31022","0","1000","8","0","1","0","2","2","2","11","0","1000","1002","8","91002","0"
"2","0","0","90006","31022","0","1500","8","0","1","0","3","2","3","12","0","1500","1002","10","91002","0"
"2","0","0","90006","31022","0","2000","8","0","1","0","4","2","4","13","0","2000","1002","12","91002","0"
"2","0","0","90006","31022","0","2500","8","0","1","0","5","2","5","14","0","2500","1002","14","91002","0"
"2","0","0","90006","31022","0","3000","8","0","1","0","6","2","6","15","0","3000","1002","16","91002","0"
"2","0","0","90006","31022","0","3500","8","0","1","0","7","2","7","16","0","3500","1002","18","91002","0"
"2","0","0","90006","31022","0","4000","8","0","1","0","8","2","8","17","0","4000","1002","20","91002","0"
"2","0","0","90006","31022","0","4500","8","0","1","0","9","2","9","18","0","4500","1002","25","91002","0"
"2","0","0","90006","31022","0","5000","8","0","1","0","10","2","-1","19","0","5000","1002","30","91002","0"
"2","0","0","90006","31042","0","500","8","0","1","0","1","2","1","20","0","500","1003","5","91002","0"
"2","0","0","90006","31042","0","1000","8","0","1","0","2","2","2","21","0","1000","1003","8","91002","0"
"2","0","0","90006","31042","0","1500","8","0","1","0","3","2","3","22","0","1500","1003","10","91002","0"
"2","0","0","90006","31042","0","2000","8","0","1","0","4","2","4","23","0","2000","1003","12","91002","0"
"2","0","0","90006","31042","0","2500","8","0","1","0","5","2","5","24","0","2500","1003","14","91002","0"
"2","0","0","90006","31042","0","3000","8","0","1","0","6","2","6","25","0","3000","1003","16","91002","0"
"2","0","0","90006","31042","0","3500","8","0","1","0","7","2","7","26","0","3500","1003","18","91002","0"
"2","0","0","90006","31042","0","4000","8","0","1","0","8","2","8","27","0","4000","1003","20","91002","0"
"2","0","0","90006","31042","0","4500","8","0","1","0","9","2","9","28","0","4500","1003","25","91002","0"
"2","0","0","90006","31042","0","5000","8","0","1","0","10","2","-1","29","0","5000","1003","30","91002","0"
"2","0","0","90006","31018","0","500","8","0","1","0","1","2","1","30","0","500","1004","5","91002","0"
"2","0","0","90006","31018","0","1000","8","0","1","0","2","2","2","31","0","1000","1004","8","91002","0"
"2","0","0","90006","31018","0","1500","8","0","1","0","3","2","3","32","0","1500","1004","10","91002","0"
"2","0","0","90006","31018","0","2000","8","0","1","0","4","2","4","33","0","2000","1004","12","91002","0"
"2","0","0","90006","31018","0","2500","8","0","1","0","5","2","5","34","0","2500","1004","14","91002","0"
"2","0","0","90006","31018","0","3000","8","0","1","0","6","2","6","35","0","3000","1004","16","91002","0"
"2","0","0","90006","31018","0","3500","8","0","1","0","7","2","7","36","0","3500","1004","18","91002","0"
"2","0","0","90006","31018","0","4000","8","0","1","0","8","2","8","37","0","4000","1004","20","91002","0"
"2","0","0","90006","31018","0","4500","8","0","1","0","9","2","9","38","0","4500","1004","25","91002","0"
"2","0","0","90006","31018","0","5000","8","0","1","0","10","2","-1","39","0","5000","1004","30","91002","0"
"2","0","0","90006","31025","0","500","8","0","1","0","1","2","1","40","0","500","1005","5","91002","0"
"2","0","0","90006","31025","0","1000","8","0","1","0","2","2","2","41","0","1000","1005","8","91002","0"
"2","0","0","90006","31025","0","1500","8","0","1","0","3","2","3","42","0","1500","1005","10","91002","0"
"2","0","0","90006","31025","0","2000","8","0","1","0","4","2","4","43","0","2000","1005","12","91002","0"
"2","0","0","90006","31025","0","2500","8","0","1","0","5","2","5","44","0","2500","1005","14","91002","0"
"2","0","0","90006","31025","0","3000","8","0","1","0","6","2","6","45","0","3000","1005","16","91002","0"
"2","0","0","90006","31025","0","3500","8","0","1","0","7","2","7","46","0","3500","1005","18","91002","0"
"2","0","0","90006","31025","0","4000","8","0","1","0","8","2","8","47","0","4000","1005","20","91002","0"
"2","0","0","90006","31025","0","4500","8","0","1","0","9","2","9","48","0","4500","1005","25","91002","0"
"2","0","0","90006","31025","0","5000","8","0","1","0","10","2","-1","49","0","5000","1005","30","91002","0"
"2","0","0","90006","31043","0","500","8","0","1","0","1","2","1","50","0","500","1006","5","91002","0"
"2","0","0","90006","31043","0","1000","8","0","1","0","2","2","2","51","0","1000","1006","8","91002","0"
"2","0","0","90006","31043","0","1500","8","0","1","0","3","2","3","52","0","1500","1006","10","91002","0"
"2","0","0","90006","31043","0","2000","8","0","1","0","4","2","4","53","0","2000","1006","12","91002","0"
"2","0","0","90006","31043","0","2500","8","0","1","0","5","2","5","54","0","2500","1006","14","91002","0"
"2","0","0","90006","31043","0","3000","8","0","1","0","6","2","6","55","0","3000","1006","16","91002","0"
"2","0","0","90006","31043","0","3500","8","0","1","0","7","2","7","56","0","3500","1006","18","91002","0"
"2","0","0","90006","31043","0","4000","8","0","1","0","8","2","8","57","0","4000","1006","20","91002","0"
"2","0","0","90006","31043","0","4500","8","0","1","0","9","2","9","58","0","4500","1006","25","91002","0"
"2","0","0","90006","31043","0","5000","8","0","1","0","10","2","-1","59","0","5000","1006","30","91002","0"
"2","0","0","90006","31022","0","500","8","0","1","0","1","2","1","60","0","500","1007","5","91002","0"
"2","0","0","90006","31022","0","1000","8","0","1","0","2","2","2","61","0","1000","1007","8","91002","0"
"2","0","0","90006","31022","0","1500","8","0","1","0","3","2","3","62","0","1500","1007","10","91002","0"
"2","0","0","90006","31022","0","2000","8","0","1","0","4","2","4","63","0","2000","1007","12","91002","0"
"2","0","0","90006","31022","0","2500","8","0","1","0","5","2","5","64","0","2500","1007","14","91002","0"
"2","0","0","90006","31022","0","3000","8","0","1","0","6","2","6","65","0","3000","1007","16","91002","0"
"2","0","0","90006","31022","0","3500","8","0","1","0","7","2","7","66","0","3500","1007","18","91002","0"
"2","0","0","90006","31022","0","4000","8","0","1","0","8","2","8","67","0","4000","1007","20","91002","0"
"2","0","0","90006","31022","0","4500","8","0","1","0","9","2","9","68","0","4500","1007","25","91002","0"
"2","0","0","90006","31022","0","5000","8","0","1","0","10","2","-1","69","0","5000","1007","30","91002","0"
"2","0","0","90006","31042","0","500","8","0","1","0","1","2","1","70","0","500","1008","5","91002","0"
"2","0","0","90006","31042","0","1000","8","0","1","0","2","2","2","71","0","1000","1008","8","91002","0"
"2","0","0","90006","31042","0","1500","8","0","1","0","3","2","3","72","0","1500","1008","10","91002","0"
"2","0","0","90006","31042","0","2000","8","0","1","0","4","2","4","73","0","2000","1008","12","91002","0"
"2","0","0","90006","31042","0","2500","8","0","1","0","5","2","5","74","0","2500","1008","14","91002","0"
"2","0","0","90006","31042","0","3000","8","0","1","0","6","2","6","75","0","3000","1008","16","91002","0"
"2","0","0","90006","31042","0","3500","8","0","1","0","7","2","7","76","0","3500","1008","18","91002","0"
"2","0","0","90006","31042","0","4000","8","0","1","0","8","2","8","77","0","4000","1008","20","91002","0"
"2","0","0","90006","31042","0","4500","8","0","1","0","9","2","9","78","0","4500","1008","25","91002","0"
"2","0","0","90006","31042","0","5000","8","0","1","0","10","2","-1","79","0","5000","1008","30","91002","0"
"2","0","0","90006","31018","0","500","8","0","1","0","1","2","1","80","0","500","1009","5","91002","0"
"2","0","0","90006","31018","0","1000","8","0","1","0","2","2","2","81","0","1000","1009","8","91002","0"
"2","0","0","90006","31018","0","1500","8","0","1","0","3","2","3","82","0","1500","1009","10","91002","0"
"2","0","0","90006","31018","0","2000","8","0","1","0","4","2","4","83","0","2000","1009","12","91002","0"
"2","0","0","90006","31018","0","2500","8","0","1","0","5","2","5","84","0","2500","1009","14","91002","0"
"2","0","0","90006","31018","0","3000","8","0","1","0","6","2","6","85","0","3000","1009","16","91002","0"
"2","0","0","90006","31018","0","3500","8","0","1","0","7","2","7","86","0","3500","1009","18","91002","0"
"2","0","0","90006","31018","0","4000","8","0","1","0","8","2","8","87","0","4000","1009","20","91002","0"
"2","0","0","90006","31018","0","4500","8","0","1","0","9","2","9","88","0","4500","1009","25","91002","0"
"2","0","0","90006","31018","0","5000","8","0","1","0","10","2","-1","89","0","5000","1009","30","91002","0"
"2","0","0","90006","31025","0","500","8","0","1","0","1","2","1","90","0","500","1010","5","91002","0"
"2","0","0","90006","31025","0","1000","8","0","1","0","2","2","2","91","0","1000","1010","8","91002","0"
"2","0","0","90006","31025","0","1500","8","0","1","0","3","2","3","92","0","1500","1010","10","91002","0"
"2","0","0","90006","31025","0","2000","8","0","1","0","4","2","4","93","0","2000","1010","12","91002","0"
"2","0","0","90006","31025","0","2500","8","0","1","0","5","2","5","94","0","2500","1010","14","91002","0"
"2","0","0","90006","31025","0","3000","8","0","1","0","6","2","6","95","0","3000","1010","16","91002","0"
"2","0","0","90006","31025","0","3500","8","0","1","0","7","2","7","96","0","3500","1010","18","91002","0"
"2","0","0","90006","31025","0","4000","8","0","1","0","8","2","8","97","0","4000","1010","20","91002","0"
"2","0","0","90006","31025","0","4500","8","0","1","0","9","2","9","98","0","4500","1010","25","91002","0"
"2","0","0","90006","31025","0","5000","8","0","1","0","10","2","-1","99","0","5000","1010","30","91002","0"
"2","0","0","90006","31043","0","500","8","0","1","0","1","2","1","100","0","500","1011","5","91002","0"
"2","0","0","90006","31043","0","1000","8","0","1","0","2","2","2","101","0","1000","1011","8","91002","0"
"2","0","0","90006","31043","0","1500","8","0","1","0","3","2","3","102","0","1500","1011","10","91002","0"
"2","0","0","90006","31043","0","2000","8","0","1","0","4","2","4","103","0","2000","1011","12","91002","0"
"2","0","0","90006","31043","0","2500","8","0","1","0","5","2","5","104","0","2500","1011","14","91002","0"
"2","0","0","90006","31043","0","3000","8","0","1","0","6","2","6","105","0","3000","1011","16","91002","0"
"2","0","0","90006","31043","0","3500","8","0","1","0","7","2","7","106","0","3500","1011","18","91002","0"
"2","0","0","90006","31043","0","4000","8","0","1","0","8","2","8","107","0","4000","1011","20","91002","0"
"2","0","0","90006","31043","0","4500","8","0","1","0","9","2","9","108","0","4500","1011","25","91002","0"
"2","0","0","90006","31043","0","5000","8","0","1","0","10","2","-1","109","0","5000","1011","30","91002","0"
"2","0","0","90006","31022","0","500","8","0","1","0","1","2","1","110","0","500","1012","5","91002","0"
"2","0","0","90006","31022","0","1000","8","0","1","0","2","2","2","111","0","1000","1012","8","91002","0"
"2","0","0","90006","31022","0","1500","8","0","1","0","3","2","3","112","0","1500","1012","10","91002","0"
"2","0","0","90006","31022","0","2000","8","0","1","0","4","2","4","113","0","2000","1012","12","91002","0"
"2","0","0","90006","31022","0","2500","8","0","1","0","5","2","5","114","0","2500","1012","14","91002","0"
"2","0","0","90006","31022","0","3000","8","0","1","0","6","2","6","115","0","3000","1012","16","91002","0"
"2","0","0","90006","31022","0","3500","8","0","1","0","7","2","7","116","0","3500","1012","18","91002","0"
"2","0","0","90006","31022","0","4000","8","0","1","0","8","2","8","117","0","4000","1012","20","91002","0"
"2","0","0","90006","31022","0","4500","8","0","1","0","9","2","9","118","0","4500","1012","25","91002","0"
"2","0","0","90006","31022","0","5000","8","0","1","0","10","2","-1","119","0","5000","1012","30","91002","0"
"2","0","0","90006","31042","0","500","8","0","1","0","1","2","1","120","0","500","1013","5","91002","0"
"2","0","0","90006","31042","0","1000","8","0","1","0","2","2","2","121","0","1000","1013","8","91002","0"
"2","0","0","90006","31042","0","1500","8","0","1","0","3","2","3","122","0","1500","1013","10","91002","0"
"2","0","0","90006","31042","0","2000","8","0","1","0","4","2","4","123","0","2000","1013","12","91002","0"
"2","0","0","90006","31042","0","2500","8","0","1","0","5","2","5","124","0","2500","1013","14","91002","0"
"2","0","0","90006","31042","0","3000","8","0","1","0","6","2","6","125","0","3000","1013","16","91002","0"
"2","0","0","90006","31042","0","3500","8","0","1","0","7","2","7","126","0","3500","1013","18","91002","0"
"2","0","0","90006","31042","0","4000","8","0","1","0","8","2","8","127","0","4000","1013","20","91002","0"
"2","0","0","90006","31042","0","4500","8","0","1","0","9","2","9","128","0","4500","1013","25","91002","0"
"2","0","0","90006","31042","0","5000","8","0","1","0","10","2","-1","129","0","5000","1013","30","91002","0"
"2","0","0","90006","31018","0","500","8","0","1","0","1","2","1","130","0","500","1014","5","91002","0"
"2","0","0","90006","31018","0","1000","8","0","1","0","2","2","2","131","0","1000","1014","8","91002","0"
"2","0","0","90006","31018","0","1500","8","0","1","0","3","2","3","132","0","1500","1014","10","91002","0"
"2","0","0","90006","31018","0","2000","8","0","1","0","4","2","4","133","0","2000","1014","12","91002","0"
"2","0","0","90006","31018","0","2500","8","0","1","0","5","2","5","134","0","2500","1014","14","91002","0"
"2","0","0","90006","31018","0","3000","8","0","1","0","6","2","6","135","0","3000","1014","16","91002","0"
"2","0","0","90006","31018","0","3500","8","0","1","0","7","2","7","136","0","3500","1014","18","91002","0"
"2","0","0","90006","31018","0","4000","8","0","1","0","8","2","8","137","0","4000","1014","20","91002","0"
"2","0","0","90006","31018","0","4500","8","0","1","0","9","2","9","138","0","4500","1014","25","91002","0"
"2","0","0","90006","31018","0","5000","8","0","1","0","10","2","-1","139","0","5000","1014","30","91002","0"
"0","0","0","0","0","0","0","12","0","1","0","1","0","1","150","0","10000","1016","0","94002","0"
"2","0","0","22002","22003","0","20","12","0","1","0","2","2","2","151","0","250000","1016","4","94002","0"
"2","0","0","22002","22003","0","40","12","0","1","0","3","2","3","152","0","500000","1016","8","94002","0"
"2","0","0","22002","22003","0","60","12","0","1","0","4","2","4","153","0","750000","1016","12","94002","0"
"2","0","0","22002","22003","0","80","12","0","1","0","5","2","-1","154","0","1000000","1016","16","94002","0"
"0","0","0","0","0","0","0","12","0","1","0","1","0","1","157","0","10000","1019","0","94002","0"
"2","0","0","22002","22003","0","20","12","0","1","0","2","2","2","158","0","250000","1019","4","94002","0"
"2","0","0","22002","22003","0","40","12","0","1","0","3","2","3","159","0","500000","1019","8","94002","0"
"2","0","0","22002","22003","0","60","12","0","1","0","4","2","4","160","0","750000","1019","12","94002","0"
"2","0","0","22002","22003","0","80","12","0","1","0","5","2","-1","161","0","1000000","1019","16","94002","0"
"0","0","0","0","0","0","0","12","0","1","0","1","0","1","162","0","10000","1020","0","94002","0"
"2","0","0","22002","22003","0","20","12","0","1","0","2","2","2","163","0","250000","1020","4","94002","0"
"2","0","0","22002","22003","0","40","12","0","1","0","3","2","3","164","0","500000","1020","8","94002","0"
"2","0","0","22002","22003","0","60","12","0","1","0","4","2","4","165","0","750000","1020","12","94002","0"
"2","0","0","22002","22003","0","80","12","0","1","0","5","2","-1","166","0","1000000","1020","16","94002","0"
"0","0","0","0","0","0","0","12","0","1","0","1","0","1","167","0","10000","1021","0","94002","0"
"2","0","0","22002","22003","0","20","12","0","1","0","2","2","2","168","0","250000","1021","4","94002","0"
"2","0","0","22002","22003","0","40","12","0","1","0","3","2","3","169","0","500000","1021","8","94002","0"
"2","0","0","22002","22003","0","60","12","0","1","0","4","2","4","170","0","750000","1021","12","94002","0"
"2","0","0","22002","22003","0","80","12","0","1","0","5","2","-1","171","0","1000000","1021","16","94002","0"
"0","0","0","0","0","0","0","12","0","1","0","1","0","1","172","0","10000","1022","0","94002","0"
"2","0","0","22002","22003","0","20","12","0","1","0","2","2","2","173","0","250000","1022","4","94002","0"
"2","0","0","22002","22003","0","40","12","0","1","0","3","2","3","174","0","500000","1022","8","94002","0"
"2","0","0","22002","22003","0","60","12","0","1","0","4","2","4","175","0","750000","1022","12","94002","0"
"2","0","0","22002","22003","0","80","12","0","1","0","5","2","-1","176","0","1000000","1022","16","94002","0"
"0","0","0","0","0","0","0","12","0","1","0","1","0","1","177","0","10000","1023","0","94002","0"
"2","0","0","22002","22003","0","20","12","0","1","0","2","2","2","178","0","250000","1023","4","94002","0"
"2","0","0","22002","22003","0","40","12","0","1","0","3","2","3","179","0","500000","1023","8","94002","0"
"2","0","0","22002","22003","0","60","12","0","1","0","4","2","4","180","0","750000","1023","12","94002","0"
"2","0","0","22002","22003","0","80","12","0","1","0","5","2","-1","181","0","1000000","1023","16","94002","0"
"0","0","0","0","0","0","0","12","0","1","0","1","0","1","182","0","10000","1024","0","94002","0"
"2","0","0","22002","22003","0","20","12","0","1","0","2","2","2","183","0","250000","1024","4","94002","0"
"2","0","0","22002","22003","0","40","12","0","1","0","3","2","3","184","0","500000","1024","8","94002","0"
"2","0","0","22002","22003","0","60","12","0","1","0","4","2","4","185","0","750000","1024","12","94002","0"
"2","0","0","22002","22003","0","80","12","0","1","0","5","2","-1","186","0","1000000","1024","16","94002","0"
"0","0","0","0","0","0","0","12","0","1","0","1","0","1","187","0","10000","1025","0","94002","0"
"2","0","0","22002","22003","0","20","12","0","1","0","2","2","2","188","0","250000","1025","4","94002","0"
"2","0","0","22002","22003","0","40","12","0","1","0","3","2","3","189","0","500000","1025","8","94002","0"
