fa9ace3b5a7b515bf47f36160e53de605e7dd51043d9a276ceb62dddf06953df,60282c86918a1c018dcb9d7bd761b3ac97db1d0c04c33456e1660874fc7f13bf,34aaa01f8ac439444ff25ab43ca5e74ac0b9fa6be6af44afccdd26f82dc29304,6791429a2b3d02de8f184a7e4562f40f22d90dddaff0f8d916481c66bbf99765,a43030010b298aff398281bfe579dc3852da5eeaab2f1469fa5e67e8f760f4d0,0c3331c5131da1345254b478bff894e730d2633a89018bbed2d1cd349ebd85b1,79293144876ffad1f50b30ed039dd063191d3598d6f3fcef903cf7ecbbaa2f49,84381b06e6c65ee218fe1a95b8a8d68192e39f7f95d20cdc03787d6ac6b2283d,bd0764ead22f644b4082efbe5828d948a2bb9aca3321158e85b5b51710fd37c4,b2a6b5ede92522eea2d835ce065d9a2448d3cd7105eb61d1a2f11e46c4a08801,653a463a62b81bf996cc35fa93ecb783a44e95630d8da215a70bbb0d018443de
"0","0","100701","0","1001","0","0","0","0","0","0"
"0","0","100301","0","1010","0","0","0","0","0","0"
"0","0","105201","0","1011","0","0","0","0","0","0"
"0","0","104601","0","1012","0","0","0","0","0","0"
"0","0","101301","0","1013","0","0","0","0","0","0"
"0","0","111001","0","1014","0","0","0","0","0","0"
"0","0","101801","0","1015","0","0","0","0","0","0"
"0","0","102001","0","1016","0","0","0","0","0","0"
"0","0","103001","0","1017","0","0","0","0","0","0"
"0","0","102801","0","1018","0","0","0","0","0","0"
"0","0","103301","0","1019","0","0","0","0","0","0"
"0","0","103601","0","1020","0","0","0","0","0","0"
"0","0","102301","0","1021","0","0","0","0","0","0"
"0","0","106101","0","1022","0","0","0","0","0","0"
"0","0","110901","0","1023","0","0","0","0","0","0"
"0","0","100101","0","1096","0","0","0","0","0","0"
"0","0","101201","0","1099","0","0","0","0","0","0"
"0","0","106501","0","1100","0","0","0","0","0","0"
"0","0","101601","0","1101","0","0","0","0","0","0"
"0","0","107101","0","1140","0","0","0","0","0","0"
"0","0","107001","0","1164","0","0","0","0","0","0"
"0","0","102801","0","1166","0","0","0","0","0","0"
"0","0","105901","0","1171","0","0","0","0","0","0"
"0","0","105701","0","1174","0","0","0","0","0","0"
"0","0","100601","0","1175","0","0","0","0","0","0"
"0","0","104301","0","1210","0","0","0","0","0","0"
"0","0","102801","0","1214","0","0","0","0","0","0"
"0","0","100701","0","1218","0","0","0","0","0","0"
"0","0","106801","0","1221","0","0","0","0","0","0"
"0","0","101001","0","1223","0","0","0","0","0","0"
"0","0","106001","0","1225","0","0","0","0","0","0"
"0","0","103801","0","1231","0","0","0","0","0","0"
"0","0","100701","0","1232","0","0","0","0","0","0"
"0","0","104901","0","1233","0","0","0","0","0","0"
"0","0","107001","0","1239","0","0","0","0","0","0"
"0","0","100801","0","1240","0","0","0","0","0","0"
"0","0","101601","0","1246","0","0","0","0","0","0"
"0","0","101301","0","1255","0","0","0","0","0","0"
"0","0","102001","0","1261","0","0","0","0","0","0"
"0","0","104301","0","1262","0","0","0","0","0","0"
"0","0","101101","0","1263","0","0","0","0","0","0"
"0","0","100801","0","1264","0","0","0","0","0","0"
"0","0","101701","0","1265","0","0","0","0","0","0"
"0","0","106001","0","1266","0","0","0","0","0","0"
"0","0","105301","0","1267","0","0","0","0","0","0"
"0","0","101001","0","2088","0","0","0","0","0","0"
"0","0","110901","0","2089","0","0","0","0","0","0"
"0","0","110901","0","2091","0","0","0","0","0","0"
"0","0","101201","0","2128","0","0","0","0","0","103801"
"0","0","105801","0","2129","105901","0","0","0","0","106001"
"0","100501","104701","0","2130","103701","0","0","0","0","107101"
"0","0","101401","0","2135","0","0","0","0","0","104301"
"0","105501","103001","105301","2137","104501","0","0","0","0","100801"
"0","0","101601","0","2139","105001","0","0","0","0","101801"
"0","0","104401","0","2143","107101","0","0","0","0","102901"
"0","106701","101101","0","2148","100101","0","0","0","0","106601"
"0","0","102201","0","2149","0","0","0","0","0","100601"
"0","101401","105301","0","2151","103801","0","0","0","0","103701"
"0","0","102801","0","2154","0","0","0","0","0","103201"
"0","0","105201","0","2157","103301","0","0","0","0","101001"
"0","0","104901","0","2162","0","0","0","0","0","102701"
"0","110801","104001","0","2163","110901","0","0","0","0","111001"
