8180557c10890e04358de479eb678219104580c781748f45ef3e6c156956ea87,5d2482a69e9739a74a27f7c466f7f98e7394be3631e7464dc54728fdfc9cc733,ff846d61d8724548400edeafaff1b8f196eaf5cd762acfe0d0f2ad8eeb065540,8dd2eff000645cb308420826a1476c56f9fb487d74eab686d3db57a86b787cc2,73ec0049b9e296fdac32783e250f3220b13ff076ecccd71a0b5425bd2acf1884,97286dc562493221b7de5016a9b61cf2ef88b4f36fc04a794c486483e20d5951,212d9ceef4f8fa3b1f4cbb820b030afc82841790e5552629d08ee9227ad32f46,5048603f851430d46b7dd81e3f3f7319b9ef9bf49169b3d6d8202f8e8febe727,a7d0da2ea561cacf3304e56d2488e7da50398ba2a7942f52afc590f357088b0c,1d12a51e8551845adeb2625aa8d09189d44a5ef85674642640d0502b858b1992,3824ce73a0d9b5c4b9cda4854d7e0fde54050ec5c4307d2809426f9d28bb5ef7,001554f815d92d499bbd426e1a8d980196c5a8228722906e38ba0c62b8ab6815,00a2aa3246fb9b50f4817f2ae5a58693746aecc7530fda2965f902d696fe3556,46d124d39b979a44b734ebd3f8484aae72f0a69e276a141c96e69098042cd133,239c09f8044d8791f772d75fc54b0bcde930fce516d38d510eef1a218aa07acd,ed71eeec693ced146ee47a67352531fefaf5d6d77b3f16a8140462b4da7c2eef,569794f5b95752b4dae034dea73fa0843cb14be61e8cbadaaf6e655882ed4512,f6f9d0565e6534dfed4129c7a4a54e23a4469c37bcde40582e04198880b6e26c,b53a277289466eb3b81d558ebc007ff245d2d794741e876e7d32dc689a1eab1c
"0","0","94002","0","0","0","0","幫忙靜流時獲得 10000pt","0","0","2","10000","0","5000","1","0","12","0","0"
"0","0","94002","0","0","0","0","幫忙靜流時獲得 20000pt","0","0","2","20000","0","10000","2","0","12","0","0"
"0","0","91002","0","23001","0","0","幫忙靜流時獲得 30000pt","0","0","2","30000","0","50","3","0","8","5","2"
"0","0","94002","0","0","0","0","幫忙惠理子時獲得 10000pt","0","0","1","10000","0","5000","4","0","12","0","0"
"0","0","94002","0","0","0","0","幫忙惠理子時獲得 20000pt","0","0","1","20000","0","10000","5","0","12","0","0"
"0","0","91002","0","23001","0","0","幫忙惠理子時獲得 30000pt","0","0","1","30000","0","50","6","0","8","5","2"
"0","0","94002","0","0","0","0","幫忙兩人合計獲得 70000pt","0","0","0","70000","0","15000","7","0","12","0","0"
"0","0","94002","0","0","0","0","幫忙兩人合計獲得 80000pt","0","0","0","80000","0","20000","8","0","12","0","0"
"0","0","94002","0","0","0","0","幫忙兩人合計獲得 90000pt","0","0","0","90000","0","25000","9","0","12","0","0"
"0","0","94002","0","0","0","0","幫忙兩人合計獲得 100000pt","0","0","0","100000","0","30000","10","0","12","0","0"
"0","0","94002","0","0","0","0","幫忙兩人合計獲得 110000pt","0","0","0","110000","0","35000","11","0","12","0","0"
"0","0","94002","0","0","0","0","幫忙兩人合計獲得 120000pt","0","0","0","120000","0","40000","12","0","12","0","0"
"0","0","94002","0","0","0","0","幫忙兩人合計獲得 130000pt","0","0","0","130000","0","45000","13","0","12","0","0"
"0","0","94002","0","0","0","0","幫忙兩人合計獲得 150000pt","0","0","0","150000","0","50000","14","0","12","0","0"
"0","0","1113","23001","91002","0","0","幫忙兩人合計獲得 200000pt","0","10","0","200000","2","1","15","0","7","150","8"
