d518f8dda6ede4523846aa477cc5bce6335cb8d4b2bbbabdd1635708b0dc7d4f,acc0ef9b648295616d8f2e4931435000113d0e2e9daf7bdf7ffe2e800aefba8a,58df2aab3afc11474fa4fc80b2603a15f80909e91d2f865d266effcd0341b7ad,ef13d47f86c3499ddc36a32609093f8986ed9b2824d45ef0022c8eabb52f3791,ce281268cb1987dc88c8406c1af8347ae6c582b90c4988198be852aef238db96,e144b60c2b46e6ba311bf33ea71416ec6448d3492f3629d61b9cfd8484ec3fe2
"3000","0","0","1","100111","2999180"
"10000","0","0","1","100112","2999101"
"10000","0","0","1","100121","2999167"
"10000","0","0","1","100122","2999168"
"10000","0","0","1","100123","2999169"
"10000","0","0","1","100124","2999170"
"10000","0","0","1","100125","2999171"
"5000","0","0","1","100131","2999172"
"5000","0","0","1","100132","2999173"
"5000","0","0","1","100133","2999174"
"5000","0","0","1","100134","2999175"
"5000","0","0","1","100135","2999176"
"10000","0","0","1","100211","2999182"
"100000","0","0","1","100221","2999102"
"40000","0","0","1","100231","2999103"
"100000","0","0","1","100232","2999102"
"10000","0","0","1","100311","2999184"
"200000","0","0","1","100321","2999183"
"1000000","0","0","1","100331","2999185"
"50000","0","0","1","100332","2999186"
"50000","0","0","1","100333","2999187"
"50000","0","0","1","100334","2999188"
"50000","0","0","1","100335","2999189"
"3000","0","0","1","100411","2999104"
"110","0","0","1","100412","2999177"
"5000","0","0","1","100421","2999105"
"130","0","0","1","100422","2999178"
"7000","0","0","1","100431","2999106"
"160","0","0","1","100432","2999179"
"3300","0","0","1","100511","2999190"
"20000","0","0","1","100521","2999107"
"20000","0","0","1","100522","2999108"
"20000","0","0","1","100523","2999109"
"20000","0","0","1","100524","2999110"
"20000","0","0","1","100525","2999111"
"20000","0","0","1","100531","2999112"
"20000","0","0","1","100532","2999113"
"20000","0","0","1","100533","2999114"
"20000","0","0","1","100534","2999115"
"20000","0","0","1","100535","2999116"
"5","0","0","14","110011","14"
"10000","0","0","1","110021","2999117"
"10000","0","0","1","110031","2999120"
"2","0","0","14","110041","16"
"1000","0","0","1","110051","2999101"
"2000","0","0","14","120011","105"
"5000","0","0","1","120021","2999121"
"5000","0","0","1","120031","2999124"
"1000","0","0","1","120041","2999127"
"1000","0","0","1","120051","2999128"
"1000","0","0","1","130011","2999129"
"1000","0","0","14","130021","100"
"1000","0","0","14","130022","101"
"3000","0","0","14","130031","107"
"1000","0","0","14","130041","6"
"1000","0","0","14","130042","7"
"10","0","0","14","130051","9"
"3000","0","0","14","140011","108"
"5000","0","0","1","140021","2999132"
"5000","0","0","1","140031","2999133"
"2000","0","0","14","140041","2"
"2000","0","0","14","140042","4"
"1000","0","0","14","140051","3"
"1000","0","0","14","140052","5"
"1000","0","0","14","150011","110"
"1000","0","0","14","150021","1"
"50000","0","0","1","150031","2999134"
"50000","0","0","1","150032","2999135"
"50000","0","0","1","150033","2999136"
"50000","0","0","1","150034","2999137"
"50000","0","0","1","150035","2999138"
"50000","0","0","1","150041","2999149"
"50000","0","0","1","150042","2999150"
"50000","0","0","1","150043","2999151"
"50000","0","0","1","150044","2999152"
"50000","0","0","1","150045","2999153"
"5000","0","0","1","150051","2999164"
"10","0","0","14","210011","14"
"20000","0","0","1","210021","2999118"
"20000","0","0","1","210031","2999120"
"4","0","0","14","210041","16"
"2000","0","0","1","210051","2999101"
"4000","0","0","14","220011","105"
"10000","0","0","1","220021","2999122"
"10000","0","0","1","220031","2999125"
"2000","0","0","1","220041","2999127"
"2000","0","0","1","220051","2999128"
"2000","0","0","1","230011","2999129"
"2000","0","0","14","230021","100"
"2000","0","0","14","230022","101"
"6000","0","0","14","230031","107"
"2000","0","0","14","230041","6"
"2000","0","0","14","230042","7"
"20","0","0","14","230051","9"
"6000","0","0","14","240011","108"
"10000","0","0","1","240021","2999132"
"10000","0","0","1","240031","2999133"
"4000","0","0","14","240041","2"
"4000","0","0","14","240042","4"
"2000","0","0","14","240051","3"
"2000","0","0","14","240052","5"
"2000","0","0","14","250011","110"
"2000","0","0","14","250021","1"
"100000","0","0","1","250031","2999139"
"100000","0","0","1","250032","2999140"
"100000","0","0","1","250033","2999141"
"100000","0","0","1","250034","2999142"
"100000","0","0","1","250035","2999143"
"100000","0","0","1","250041","2999154"
"100000","0","0","1","250042","2999155"
"100000","0","0","1","250043","2999156"
"100000","0","0","1","250044","2999157"
"100000","0","0","1","250045","2999158"
"10000","0","0","1","250051","2999165"
"10000","0","0","14","300011","104"
"15","0","0","14","310011","14"
"30000","0","0","1","310021","2999119"
"30000","0","0","1","310031","2999120"
"6","0","0","14","310041","16"
"3000","0","0","1","310051","2999101"
"100","0","0","14","310061","14"
"6000","0","0","14","320011","105"
"15000","0","0","1","320021","2999123"
"15000","0","0","1","320031","2999126"
"3000","0","0","1","320041","2999127"
"3000","0","0","1","320051","2999128"
"2500","0","0","1","320061","2999192"
"3000","0","0","1","330011","2999129"
"3000","0","0","14","330021","100"
"3000","0","0","14","330022","101"
"9000","0","0","14","330031","107"
"3000","0","0","14","330041","6"
"3000","0","0","14","330042","7"
"30","0","0","14","330051","9"
"50000","0","0","14","330061","107"
"50","0","0","14","330062","9"
"9000","0","0","14","340011","108"
"15000","0","0","1","340021","2999132"
"15000","0","0","1","340031","2999133"
"6000","0","0","14","340041","2"
"6000","0","0","14","340042","4"
"3000","0","0","14","340051","3"
"3000","0","0","14","340052","5"
"5000","0","0","1","340061","2999191"
"3000","0","0","14","350011","110"
"3000","0","0","14","350021","1"
"150000","0","0","1","350031","2999144"
"150000","0","0","1","350032","2999145"
"150000","0","0","1","350033","2999146"
"150000","0","0","1","350034","2999147"
"150000","0","0","1","350035","2999148"
"150000","0","0","1","350041","2999159"
"150000","0","0","1","350042","2999160"
"150000","0","0","1","350043","2999161"
"150000","0","0","1","350044","2999162"
"150000","0","0","1","350045","2999163"
"15000","0","0","1","350051","2999166"
"10000","0","0","14","350061","1"
"1500","0","0","14","400011","1"
"1500","0","0","14","400012","102"
"1500","0","0","14","400013","103"
"5000","0","0","14","400021","104"
"0","0","0","8","400031","10"
"5000","0","0","14","400041","100"
"5000","0","0","14","400042","101"
"-2500","0","0","14","400043","6"
"-2500","0","0","14","400044","7"
"1","0","0","2","400051","40005"
"1500","0","0","14","400061","2"
"1500","0","0","14","400062","4"
"1500","0","0","14","400063","108"
"50000","0","0","1","400071","2999193"
"50000","0","0","1","400081","2999194"
"0","0","0","4","400091","3000"
"0","0","0","6","400092","-30"
"2000","0","0","14","400101","109"
"400","1","25","14","500011","2"
"400","1","25","14","500012","4"
"0","0","0","12","500021","0"
"1","30","10000","14","500031","107"
"2500","0","0","1","500041","2999130"
"1","0","0","3","500051","50005"
"50000","0","0","1","500061","2999195"
"50000","0","0","1","500062","2999196"
"50000","0","0","1","500071","2999197"
"50000","0","0","1","500072","2999198"
"50000","0","0","1","500073","2999199"
"50000","0","0","1","500074","2999200"
"50000","0","0","1","500075","2999201"
"50000","0","0","1","500081","2999202"
"1","30","10000","14","500091","100"
"1","30","10000","14","500092","101"
"50000","0","0","1","500101","2999203"
