84a0acc4f76e6705c8a298d39afcd1b22619196eb3701ccf19a3809c849bb12b,09f7a6a874b3bd3fadf0678f15e542aa61d93e60b15f09d4f5e8e6e7f2a559cd,79e975b3e632cf1d6d00b55adc01946236931b1b2f71693e35b549c29c7e8b58,80f3698f00e92e7c0663ad3263a44c12410e7a48218aacce2f7a74a171c71497,454f7869dc1ae4ad4d16c53f2bdd47dee706cbe5243259d6e208b7703fd12e92,aebd0d4fe1a9618bb7f1eb92619cf5d3af7b765faa2a52f769d53c28e43233c2,200a24d838748db8cab6040a0c25aed72843befe87f2409ecb200a2e7f6e9ddb,d081e4a5e8f234728b41b797e5c453f88ba7a5e6808bfc5ca82234852aaa6ff9,3bba4a6e2f26cf6f4c3368b4d9ac03169caac889201efa18818b86e58774a09b,bc02ac580c88a7e94b5e30e09d0f2bb02e8b6f70516f2cdf42c10191a64b2082,ff9dfcf1d1dee76f65c550dcfbcc361dd6f9baf73b0e15907aedf42f49a55230
"0","0","10002","0","0","0","10003","10005","50079","10001","10006"
"0","0","10002","10007","0","0","10003","10005","50084","10001","10006"
"0","10008","10002","10007","0","0","10003","10005","50094","10001","10006"
"0","10008","10002","10007","0","10009","10003","10005","50108","10001","10006"
"0","10008","10002","10007","0","10009","10003","10005","50116","10001","10006"
"0","10008","10002","10007","10010","10009","10003","10005","50119","10001","10006"
"0","10008","10002","10007","10010","10009","10003","10005","50129","10001","10006"
"10011","10008","10002","10007","10010","10009","10003","10005","50140","10001","10006"
"10012","10009","10003","10008","10011","10010","10005","10006","50151","10002","10007"
"0","0","10010","0","0","0","10011","10012","50162","10009","10013"
"0","0","10011","0","0","0","10012","10013","50172","10010","10014"
"0","0","10012","0","0","0","10013","10014","50183","10011","10015"
"0","0","10014","0","0","0","10015","10007","50190","10013","10005"
"0","0","10013","0","0","0","10014","10015","50195","10012","10016"
"0","0","10015","0","0","0","10016","10003","50200","10014","10002"
"0","0","10014","0","0","0","10015","10016","50217","10013","10017"
"0","0","10016","0","0","0","10017","10010","50231","10015","10009"
"0","0","10015","0","0","0","10016","10017","50237","10014","10018"
"0","0","0","0","0","0","0","0","50248","10019","0"
"0","0","0","0","0","0","0","0","50261","10011","0"
"0","0","0","0","0","0","0","0","50267","10020","0"
"0","0","0","0","0","0","0","0","50278","10021","0"
"0","0","0","0","0","0","0","0","50291","10006","0"
"0","0","0","0","0","0","0","0","50298","10022","0"
"0","0","0","0","0","0","0","0","50309","10023","0"
"0","0","0","0","0","0","0","0","50321","10024","0"
"0","0","0","0","0","0","0","0","50331","10025","0"
"0","0","0","0","0","0","0","0","50341","10026","0"
"0","0","0","0","0","0","0","0","50354","10027","0"
"0","0","0","0","0","0","0","0","50365","10028","0"
"0","0","0","0","0","0","0","0","50375","10029","0"
"0","0","0","0","0","0","0","0","50383","10030","0"
"0","0","0","0","0","0","0","0","50393","10019","0"
