912f3c6ebe349eb9bc07c486486cb79481f98d9bb6f866197a33e592eb31cbdb,57d3c43597b6dac003e1a2c08c1ec1c8703f4ca362df1d019a108309cb387493,34f9066f2e00717fdb6d33fa87b796830152b98dba0a7f788cb75327a535b23f,d4a76ecee40115fe750dbbc977174c3a95788012c39406888f2b09e5260cf2ca,90811b8c894ce39876bc4f3c509eb0ceca6c0716841bb1b605c4f872dc75a8ea,4937acb0ef61b38d6fcf85f71ab595b7f3f9a506d1c6896170834f0b4ef4ce98,4580bd0bc17f5f7f4967fc4d235082e87aa973b442c7601b903103fd76ff6bfd,f47b27903621bd865ff3b2bce588d129f1821d2cd25563f6021471c33c9080c6,6cd7ee4e4423f25520b8a1585fe91a1749c2d25a29d34e5a78587e525f75fd1f,6c6f05390a93727b3e1518c7c938d83f365ac3580defb8908e1003c2314ba42d,7fcd0a65cd16a6c90fd03e5d1f394ae28efb56de0dbea43c2b8e2188649fe080,ded2abb959bc6c20b1905ab82871574a08ad99693b64243e2bd279fd9e4d290e,0f37d09610ea0ca4ed138556ec5efaab5c914485959f8f9448abd60b5656a3dd
"0","0","10001","1","2018/08/28 16:00:00","2020/07/02 16:00:00","-6","0","20001","2030/04/19 15:00:00","0","0","5032"
"0","0","10002","1","2018/10/03 16:00:00","2020/08/03 16:00:00","-3","0","20002","2030/04/19 15:00:00","0","0","8135"
"0","0","10003","1","2018/11/01 15:59:59","2020/09/04 16:00:00","-8","0","20003","2030/04/19 15:00:00","0","0","201"
"0","0","10004","1,2","2018/12/01 16:00:00","2020/09/30 16:00:00","-5","0","20004","2030/04/19 15:00:00","0","0","3394"
"0","0","10005","1,4","2019/01/03 16:00:00","2020/11/02 16:00:00","-3","0","20005","2030/04/19 15:00:00","0","0","3060"
"0","0","10006","1","2019/02/01 12:00:00","2020/12/04 15:00:00","-5","0","20006","2030/04/19 15:00:00","0","0","1412"
"0","0","10007","1,5","2019/03/06 16:00:00","2021/01/20 16:00:00","-2","0","20007","2030/04/19 15:00:00","0","0","3481"
"0","0","10008","1","2019/04/03 16:00:00","2021/02/09 16:00:00","-3","0","20008","2030/04/19 15:00:00","0","0","3490"
"0","0","10009","1,6","2019/05/02 16:00:00","2021/03/25 16:00:00","0","0","20009","2030/04/19 15:00:00","0","0","5402"
"0","0","10010","1,7","2019/06/03 16:00:00","2021/04/21 16:00:00","-5","0","20010","2030/04/19 15:00:00","0","0","2192"
