e039d78d366cacafe2e6c5bc5eac89d71a32925f9fe084cfe21f77b19e02ce72,b67caa52fe82b34df404b52fabaf5d9bc1b6d07467e9feb59b20d2ed67090a5e,b99497002d258ff5c8619b81f4836537a04110fcadabb3c59b5ce2c043c46adb,dd9d23195c445380f3a4dd5ed589237e044da8a693eb60cc409fc0bfdf7b00ff,7783ddaf45ef60864a941564bf80048418c641ad4994ee36a483bc376ac95e19,e2dd9f43234d07d5e075003a242e1a01693bbc83a1e5513ac42d18b589d2256d,3057525ec3fd9fb5a139372b8d925acea0eb525c78320cbc7e14e33068507b54,a8247cabc8b810a304dfc99113e17af9a5e454c1b95bfab761beb549b4e5b24c,2603d1f0a9aeef39c887514514c59c6b11070994812fecb3673002979f489f53,54dde253369d8870c3f9eb6ba812f0eb5dc31341e3cd8e4e631acbf15262096a,d2b33c16eca31f5f149f89b0ebea5abc460dad2c3a3c5408bf54ac02d63605a0,76dccd459c699283dfbb8e50d0e2f85300c5e77a49dbe79807158ac7d3f2acf7,82b6e90c6193a3fa71b30d5272ed260f85d32f0aa81960abdf73a241bcdf0218,f8e272114e72d49ed1a2a93430eb207488a4bac2433136dbfd2be51ad2ddcf9d,a9dd89f9bfbb354abbee8f7fba731cb47f2a9495d31cc6744de19497d3f9d4db
"0","110001","701000101","90110001","bgm_M57","100113","1","1","0","100113","0","EASY","90","bgm_M57","1"
"0","110001","701000102","90110002","bgm_M57","100113","1","1","0","100113","0","NORMAL","90","bgm_M57","2"
"0","110001","701000103","90110003","bgm_M57","100113","1","1","0","100113","0","HARD","90","bgm_M57","3"
"0","110001","701000104","90110004","bgm_M57","100113","1","1","0","100113","0","VERY HARD","90","bgm_M57","4"
"0","110001","701000105","90110005","bgm_M57","100113","1","1","0","100113","0","EXTREME","90","bgm_M57","5"
"0","120001","701000201","90120001","bgm_M169","103013","2","1","0","103013","0","EASY","90","bgm_M169","1"
"0","120001","701000202","90120002","bgm_M169","103013","2","1","0","103013","0","NORMAL","90","bgm_M169","2"
"0","120001","701000203","90120003","bgm_M169","103013","2","1","0","103013","0","HARD","90","bgm_M169","3"
"0","120001","701000204","90120004","bgm_M169","103013","2","1","0","103013","0","VERY HARD","90","bgm_M169","4"
"0","120001","701000205","90120005","bgm_M169","103013","2","1","0","103013","0","EXTREME","90","bgm_M169","5"
"0","130001","701000301","90130001","bgm_M64","100113","3","1","0","100113","0","EASY","90","bgm_M64","1"
"0","130001","701000302","90130002","bgm_M64","100113","3","1","0","100113","0","NORMAL","90","bgm_M64","2"
"0","130001","701000303","90130003","bgm_M64","100113","3","1","0","100113","0","HARD","90","bgm_M64","3"
"0","130001","701000304","90130004","bgm_M64","100113","3","1","0","100113","0","VERY HARD","90","bgm_M64","4"
"0","130001","701000305","90130005","bgm_M64","100113","3","1","0","100113","0","EXTREME","90","bgm_M64","5"
"0","140001","701000401","90140001","bgm_M07","100113","4","1","0","100113","0","EASY","90","bgm_M07","1"
"0","140001","701000402","90140002","bgm_M07","100113","4","1","0","100113","0","NORMAL","90","bgm_M07","2"
"0","140001","701000403","90140003","bgm_M07","100113","4","1","0","100113","0","HARD","90","bgm_M07","3"
"0","140001","701000404","90140004","bgm_M07","100113","4","1","0","100113","0","VERY HARD","90","bgm_M07","4"
"0","140001","701000405","90140005","bgm_M07","100113","4","1","0","100113","0","EXTREME","90","bgm_M07","5"
"0","150001","701000501","90150001","bgm_M170","103013","5","1","0","103013","0","EASY","90","bgm_M170","1"
"0","150001","701000502","90150002","bgm_M170","103013","5","1","0","103013","0","NORMAL","90","bgm_M170","2"
"0","150001","701000503","90150003","bgm_M170","103013","5","1","0","103013","0","HARD","90","bgm_M170","3"
"0","150001","701000504","90150004","bgm_M170","103013","5","1","0","103013","0","VERY HARD","90","bgm_M170","4"
"0","150001","701000505","90150005","bgm_M170","103013","5","1","0","103013","0","EXTREME","90","bgm_M170","5"
