dac29008328f87dbe2e179cbdfcb354199ac0bc8f5628abc1505fc5675b92045,47a98c503fd8dd567ea024d781e83c86931348b482b91488e3994257576e26c8,28ef18e9d44f0c090869ec66fbe818a1696d0abfd9c0dd9e240b7a78ff352dbc,aeab7289d439de61f2466ace51dd141324714307f7e128f5615cd47cd55a2896,5c550fbfa22b00f77db9c5f8a7acfcd342cdf60461c2de98279a65f90c319c20,2209f7e5606d0d27e176959d1e01a8d42e9e0c5d0ce4a8ff3ebd13a8a8815d81,07f1a4346edb0c441d187c3fa906a4c85a8058f8c2c742cd0fd4c52662a57acc,3612e2ac627b58403492a56de9892ec93a4c2991c2c62b5c32165ed4ecbacece
"srt_inori_idle","GAME_START","","","srt_dragon_in,srt_dragon_idle","0","start_000-start_001,start_002/start_003-boss_emote_064-start_004","srt_kaya_idle"
"srt_inori_idle","ENEMY_FIRST","首先由我先來吧！","","srt_dragon_idle","2","","srt_kaya_idle"
"srt_inori_idle","ENEMY_TURN1","「{0}」嗎？\n由「{1}」韻來開頭的有……","","srt_dragon_idle","2","","srt_kaya_waiting"
"srt_inori_idle","ENEMY_TURN2","「{0}」嗎？\n嗯――，由「{1}」韻當開頭的詞呀……","","srt_dragon_idle","2","","srt_kaya_waiting"
"srt_inori_idle","ENEMY_TURN3","「{0}」嗎？\nOK――，接著是「{1}」韻吧。","","srt_dragon_idle","2","","srt_kaya_waiting"
"srt_inori_idle","ENEMY_TURN_TW1","嘿嘿，是「{0}」嗎？\n「{1}」韻可以用\n「ㄓ、ㄔ、ㄕ、ㄖ、ㄗ、ㄘ、ㄙ」的注音來接呢！\n所以可以接的詞有……","","srt_dragon_idle","2","","srt_kaya_waiting"
"srt_inori_idle","ENEMY_TURN_TW2","原來是「{0}」啊？\n「{1}」的韻其實跟很多音相同喔，\n像是「ㄓ、ㄔ、ㄕ、ㄖ、ㄗ、ㄘ、ㄙ」這幾個詞，\n嗯――，所以可以用來接「{1}」韻的詞呀……","","srt_dragon_idle","2","","srt_kaya_waiting"
"srt_inori_idle","ENEMY_TURN_TW3","「{0}」嗎？\n「{1}」韻可以跟「ㄓ、ㄔ、ㄕ、ㄖ、ㄗ、ㄘ、ㄙ」\n這些單音相接喔……\n好啦，跟這個韻相同開頭的詞有……","","srt_dragon_idle","2","","srt_kaya_waiting"
"","ENEMY_HELP","","srt_homare_help","","0","sugoyomi_damage_059,sugoyomi_damage_060,sugoyomi_damage_061,sugoyomi_damage_062,sugoyomi_damage_063","srt_kaya_help"
"","ENEMY_FLASH","","","","0","","srt_kaya_flash"
"srt_inori_react_1,srt_inori_idle","ENEMY_SELECT1","是「{0}」！","","srt_dragon_react_1,srt_dragon_idle","2","sugoyomi_damage_055,sugoyomi_damage_056,sugoyomi_damage_057,sugoyomi_damage_058","srt_kaya_select_1,srt_kaya_waiting"
"srt_inori_react_1,srt_inori_idle","ENEMY_SELECT2","是「{0}」呢！","","srt_dragon_react_1,srt_dragon_idle","2","sugoyomi_damage_055,sugoyomi_damage_056,sugoyomi_damage_057,sugoyomi_damage_058","srt_kaya_select_1,srt_kaya_waiting"
"srt_inori_react_1,srt_inori_idle","ENEMY_SELECT3","是「{0}」喔！","","srt_dragon_react_1,srt_dragon_idle","2","sugoyomi_damage_055,sugoyomi_damage_056,sugoyomi_damage_057,sugoyomi_damage_058","srt_kaya_select_1,srt_kaya_waiting"
"srt_inori_react_1,srt_inori_idle","ENEMY_SELECT_GREAT1","「{0}」怎麼樣啊！","","srt_dragon_react_1,srt_dragon_idle","2","sugoyomi_damage_055,sugoyomi_damage_056,sugoyomi_damage_057,sugoyomi_damage_058","srt_kaya_select_1,srt_kaya_waiting"
"srt_inori_react_1,srt_inori_idle","ENEMY_SELECT_GREAT2","嘿嘿～！是「{0}」！","","srt_dragon_react_1,srt_dragon_idle","2","sugoyomi_damage_055,sugoyomi_damage_056,sugoyomi_damage_057,sugoyomi_damage_058","srt_kaya_select_1,srt_kaya_waiting"
"","ENEMY_SELECT_WAIT","","","","-1","",""
"","ENEMY_SELECT_N","嘉夜夜，最後那是「鼻音」啊……","","","1","out_071","srt_kaya_shock"
"srt_inori_thinking","PLAYER_TURN1","「{0}」嗎？\n接著是由「{1}」韻所開頭的詞呢。","","srt_dragon_thinking","1","","srt_kaya_waiting"
"srt_inori_thinking","PLAYER_TURN2","「{0}」嗎？\n嗯――，由「{1}」韻當開頭的詞有……","","srt_dragon_thinking","1","","srt_kaya_waiting"
"srt_inori_thinking","PLAYER_TURN3","原來如此，是「{0}」呢。\n唔呣，由「{1}」韻作為開頭的詞有……","","srt_dragon_thinking","1","","srt_kaya_waiting"
"srt_inori_thinking","PLAYER_TURN_TW1","哎呀，是「{0}」嗎？\n「{1}」這個韻有點特別，只要是\n「ㄓ、ㄔ、ㄕ、ㄖ、ㄗ、ㄘ、ㄙ」這幾個單音，\n都可以用來接「{1}」韻所開頭的詞呢。","","srt_dragon_thinking","1","","srt_kaya_waiting"
"srt_inori_thinking","PLAYER_TURN_TW2","哇啊，是「{0}」嗎？\n如果是「{1}」這個韻的話，像是\n「ㄓ、ㄔ、ㄕ、ㄖ、ㄗ、ㄘ、ㄙ」這幾個單音，\n跟「{1}」這個韻也是可以接上的喔！所以……","","srt_dragon_thinking","1","","srt_kaya_waiting"
"srt_inori_thinking","PLAYER_TURN_TW3","原來是「{0}」嗎？\n「{1}」這個韻可以接其他的注音，例如\n「ㄓ、ㄔ、ㄕ、ㄖ、ㄗ、ㄘ、ㄙ」這幾個發音，\n唔呣，所以我要選的詞應該是……","","srt_dragon_thinking","1","","srt_kaya_waiting"
"","PLAYER_CUTIN_GREAT","","","","1","sugoyomi_cutin_049,sugoyomi_cutin_051,sugoyomi_cutin_053",""
"","PLAYER_CUTIN_PRICONNE","","","","1","sugoyomi_cutin_050,sugoyomi_cutin_052",""
"srt_inori_select_1,srt_inori_idle","PLAYER_SELECT1","「{0}」！","","srt_dragon_select_1,srt_dragon_idle","1","correct_028-correct_029,correct_032/correct_033-boss_emote_067-correct_034,correct_037-correct_038","srt_kaya_react_1,srt_kaya_waiting"
"srt_inori_select_2,srt_inori_idle","PLAYER_SELECT2","是「{0}」呀！","","srt_dragon_select_2,srt_dragon_idle","1","correct_030-correct_031,correct_035-correct_036","srt_kaya_react_2,srt_kaya_waiting"
"srt_inori_select_1,srt_inori_idle","PLAYER_SELECT_GREAT1","「{0}」這個詞如何！","","srt_dragon_select_1,srt_dragon_idle","1","correct_028-correct_029,correct_032/correct_033-boss_emote_067-correct_034,correct_037-correct_038","srt_kaya_react_1,srt_kaya_waiting"
