f45c61b3bc7401f5424b6dd09235c3c5513dc550231278095e043b91c3472f98,0b72d37f4f2b6d9fd6a40653291f9f5202004de6ec71d7a9e8592c6a6234c6f6,7a3608b638cc63be772d30eae03a62e8ff2732c795278e8e832d322e7a7a565f,dbc876d5722bdc7fd37f85de9e057c86f17620cc69147626badc190a15c70e11,644854a965834826cc23ed22c860a07f80c5e27dd7803cb6c148484085e80b46,e7d0c1e4b92ecd94dc27bb12914d20296bd1377ebd08311e29bb76537de4bc51,4437068c50bd2996432bd4983946884f7f0115ddc7ab67e6c1046c4f1916f250,e6d0e97e30658d490effe01529f3c6d80b534ffcd4db1ee7e633f98a4f2f3a1f
"3","106101","2019/07/15 15:59:00","0","2019/07/01 16:00:00","0","1","27"
"3","101401","2019/07/26 15:59:59","0","2019/07/15 16:00:00","0","2","28"
"1","105501","2019/08/01 15:59:59","0","2019/07/26 16:00:00","0","3","29"
"3","106301","2019/08/01 15:59:59","0","2019/07/26 16:00:00","0","4","29"
"2","101501","2019/08/01 15:59:59","0","2019/07/26 16:00:00","0","5","29"
"3","109201","2019/08/15 15:59:59","0","2019/08/01 16:00:00","0","6","30"
"3","109401","2019/08/28 15:59:59","0","2019/08/15 16:00:00","0","7","31"
"3","103601","2019/09/02 15:59:59","0","2019/08/28 16:00:00","0","8","32"
"3","101401","2019/09/02 15:59:59","0","2019/08/28 16:00:00","0","9","32"
"3","104401","2019/09/02 15:59:59","0","2019/08/28 16:00:00","0","10","32"
"2","100701","2019/09/02 15:59:59","0","2019/08/28 16:00:00","0","11","32"
"2","102701","2019/09/02 15:59:59","0","2019/08/28 16:00:00","0","12","32"
"2","103801","2019/09/02 15:59:59","0","2019/08/28 16:00:00","0","13","32"
"3","109501","2019/09/09 15:59:59","0","2019/09/02 16:00:00","0","17","33"
"3","107101","2019/09/09 15:59:59","0","2019/09/02 16:00:00","0","18","33"
"3","109501","2019/09/17 15:59:59","0","2019/09/09 16:00:00","0","19","34"
"3","103601","2019/09/20 15:59:59","0","2019/09/17 16:00:00","0","20","35"
"2","102001","2019/09/20 15:59:59","0","2019/09/17 16:00:00","0","21","35"
"1","100401","2019/09/20 15:59:59","0","2019/09/17 16:00:00","0","22","35"
"3","109601","2019/10/01 15:59:59","0","2019/09/20 16:00:00","0","23","36"
"3","109701","2019/10/15 15:59:59","0","2019/10/01 16:00:00","0","24","37"
"3","104401","2019/10/18 15:59:59","0","2019/10/15 16:00:00","0","25","38"
"3","101001","2019/10/18 15:59:59","0","2019/10/15 16:00:00","0","26","38"
"2","101701","2019/10/18 15:59:59","0","2019/10/15 16:00:00","0","27","38"
"3","109901","2019/11/01 15:59:59","0","2019/10/18 16:00:00","0","28","39"
"3","110001","2019/11/15 15:59:59","0","2019/11/01 16:00:00","0","29","40"
"3","107501","2019/11/19 15:59:59","0","2019/11/15 16:00:00","0","30","41"
"3","107801","2019/11/19 15:59:59","0","2019/11/15 16:00:00","0","31","41"
"3","110301","2019/12/02 15:59:59","0","2019/11/19 16:00:00","0","32","42"
"3","110401","2019/12/13 15:59:00","0","2019/12/02 16:00:00","0","33","43"
"3","107701","2019/12/16 15:59:59","0","2019/12/13 16:00:00","0","34","44"
"3","107901","2019/12/16 15:59:59","0","2019/12/13 16:00:00","0","35","44"
"3","110601","2019/12/30 15:59:59","0","2019/12/16 16:00:00","0","36","45"
"3","104401","2020/01/02 15:59:59","0","2019/12/30 16:00:00","0","37","46"
"2","100601","2020/01/02 15:59:59","0","2019/12/30 16:00:00","0","38","46"
"2","100701","2020/01/02 15:59:59","0","2019/12/30 16:00:00","0","39","46"
"2","103101","2020/01/02 15:59:59","0","2019/12/30 16:00:00","0","40","46"
"1","102201","2020/01/02 15:59:59","0","2019/12/30 16:00:00","0","41","46"
"3","110701","2020/01/10 15:59:59","0","2020/01/02 16:00:00","0","42","47"
"3","110801","2020/01/21 15:59:00","0","2020/01/10 16:00:00","0","43","48"
"3","107001","2020/01/28 15:59:59","0","2020/01/21 16:00:00","0","44","49"
"3","106101","2020/01/28 15:59:59","0","2020/01/21 16:00:00","0","45","49"
"3","107101","2020/01/28 15:59:59","0","2020/01/21 16:00:00","0","46","49"
"3","102901","2020/01/28 15:59:59","0","2020/01/21 16:00:00","0","47","49"
"3","105301","2020/01/28 15:59:59","0","2020/01/21 16:00:00","0","48","49"
"3","101201","2020/01/28 15:59:59","0","2020/01/21 16:00:00","0","49","49"
"3","101801","2020/01/28 15:59:59","0","2020/01/21 16:00:00","0","50","49"
"3","104901","2020/01/28 15:59:59","0","2020/01/21 16:00:00","0","51","49"
"3","103201","2020/01/28 15:59:59","0","2020/01/21 16:00:00","0","52","49"
