8ddb75b81f9c86e012e31e7be631485863f35984547899f6379f622e7bd249cf,10a023e76725959d98c29d4f8bf33c5532c53352b96da0cbd083ca3fffcf1cb0,95d877ab8b0503d81780166e9d68e5fb47841f86ef50361adb2954e2b8191697,81855f3598d36718b650c888008e5b845c9dd4deaf97fcd9938fff55829ab586,1ca6ee06b2d2e587f486e9f17ebe80d6b690723439db0c75f73ec42630347558,e86758bf555cfe69b21f16179a070142117431e457aebe1e7d82b976ad0759f1,1f4c6b575b8df5ac3d16430f968b711acbfdfa1c33ecbb011d5bfa2f2f82e788,ffcd52130febf675ed00272eaa05d37a2be63008936b4fb71c41fe53bb5a02e6,41cea4e52c9031335d9ff412ca242ef5b6230c5c320efc967335e06623a0540f,677c5aaed2b4d4412397e026fd2d7a79b497a5ccbaf0380459773c99b0140bb2,dba5009f6e31a6dba2f72f827f54e3f811e6f5b1a5b93331b7055ba48370223c,c94151d0e64035d4adba61cf05d68a7fa6d3853e32fc060166d8cba8e1e10c08,eff626051553a4713391b8b28ebdf73014af8e81dd4798ee3aec6460cab97d26,008eb899a0e4b62773039268c44c5bba9ba94f0f24fac1f350512e07d5b50244,d05eb47d86ca616a7c3bfc14419d240dad218b195adb9c0919890fc34722efbf,e4b60c04b86e684b6aba10220c6e4a46de93b63200f4f67e079a06947b372956
"201","0","10001101","1","塔爾格姆地區","0","0","0","0","0","2018/08/28 16:00:00","2018/09/17 15:59:59","bgm_M32","bgm_M32","0","10001"
"201","0","10001201","1","塔爾格姆地區","0","0","0","0","0","2018/08/28 16:00:00","2018/09/17 15:59:59","bgm_M32","bgm_M32","0","10001"
"201","0","10002101","1","馬席納地區","0","0","0","0","0","2018/10/03 16:00:00","2018/10/24 15:59:59","bgm_M98_2","bgm_M98","0","10002"
"201","0","10002201","1","馬席納地區","0","0","0","0","0","2018/10/03 16:00:00","2018/10/24 15:59:59","bgm_M98_2","bgm_M98","0","10002"
"201","0","10003101","1","蘭德索爾郊外","0","0","0","0","0","2018/11/01 15:59:59","2018/11/20 15:59:59","bgm_M106","bgm_M106","0","10003"
"201","0","10003201","1","蘭德索爾郊外","0","0","0","0","0","2018/11/01 15:59:59","2018/11/20 15:59:59","bgm_M106","bgm_M106","0","10003"
"201","0","10004101","1","塔帕斯海灘 周邊","0","0","0","0","0","2018/12/01 16:00:00","2018/12/20 15:59:59","bgm_M112","bgm_M112","0","10004"
"201","0","10004201","1","塔帕斯海灘 周邊","0","0","0","0","0","2018/12/01 16:00:00","2018/12/20 15:59:59","bgm_M112","bgm_M112","0","10004"
"201","0","10005101","1","伊爾席翁的孤島","0","0","0","0","0","2019/01/03 16:00:00","2019/01/22 15:59:59","bgm_M121","bgm_M121","0","10005"
"201","0","10005201","1","伊爾席翁的孤島","0","0","0","0","0","2019/01/03 16:00:00","2019/01/22 15:59:59","bgm_M121","bgm_M121","0","10005"
"201","0","10006101","1","王城蘭德索爾","0","0","0","0","0","2019/02/01 12:00:00","2019/02/19 15:59:59","bgm_M128","bgm_M128","0","10006"
"201","0","10006201","1","王城蘭德索爾","0","0","0","0","0","2019/02/01 12:00:00","2019/02/19 15:59:59","bgm_M128","bgm_M128","0","10006"
"201","1","10007101","1","蘭德索爾郊外","0","0","0","0","0","2019/03/06 16:00:00","2019/03/25 15:59:59","bgm_M135","bgm_M135","0","10007"
"201","2","10007102","1","靈界","80","202","0","208","1","2019/03/06 16:00:00","2019/03/25 15:59:59","bgm_M29","bgm_M29","0","10007"
"201","3","10007103","1","蘭德索爾中央地區","0","202","1","209","1","2019/03/06 16:00:00","2019/03/25 15:59:59","bgm_M135","bgm_M135","0","10007"
"201","1","10007201","1","蘭德索爾郊外","0","0","1","0","0","2019/03/06 16:00:00","2019/03/25 15:59:59","bgm_M135","bgm_M135","0","10007"
"201","0","10008101","1","蘭德索爾近郊","0","0","0","0","0","2019/04/03 16:00:00","2019/04/17 15:59:59","bgm_M162","bgm_M162","35","10008"
"201","0","10008201","1","蘭德索爾近郊","0","0","0","0","0","2019/04/03 16:00:00","2019/04/17 15:59:59","bgm_M162","bgm_M162","0","10008"
"201","1","10009101","1","咲戀育幼院","0","0","11","0","0","2019/05/02 16:00:00","2019/05/16 15:59:59","bgm_M171","bgm_M171","110","10009"
"201","1","10009201","1","王城蘭德索爾","0","0","0","0","0","2019/05/02 16:00:00","2019/05/16 15:59:59","bgm_M171","bgm_M171","0","10009"
"201","1","10010101","1","往神殿的參道","180","0","0","0","0","2019/06/03 16:00:00","2019/06/17 15:59:59","bgm_M182","bgm_M182","1","10010"
"201","1","10010201","1","往神殿的參道","0","0","0","0","0","2019/06/03 16:00:00","2019/06/17 15:59:59","bgm_M182","bgm_M182","0","10010"
"201","1","10011101","1","王城蘭德索爾","0","0","0","0","0","2019/07/01 16:00:00","2019/07/15 15:59:59","bgm_M189","bgm_M189","0","10011"
"201","2","10011102","1","廚房競技場","0","0","0","0","0","2019/07/01 16:00:00","2019/07/15 15:59:59","bgm_M189","bgm_M189","110","10011"
"201","1","10011201","1","廚房競技場","0","0","0","0","0","2019/07/01 16:00:00","2019/07/15 15:59:59","bgm_M189","bgm_M189","0","10011"
