090106a213296c88aef6a600a7fc1a6f9d724bf67b74d324bc2f8def7ac50f37,387f7ab0f93824ab99b6b33bb62232c7d2e19997a092641988fe50b3eef44f5e,7921fe96324ceb3401691d956f7c27b4fe41d39d09f3babc72529fca95e189aa,263b0cc2139e88863b2f61dd8a9465b6dd3d4b7ce074bd6d5f383adbd9edf884,7aa43d2802a649237985e433082749e98359eaef3db5b8537e96e207a6acf94b,63bce0b2bb0f63f98125c184e209bf6397eae8596735741d9487d0933680bdff
"3002","123001","戰鬥開始90秒內，\n我方全體特大幅度提升物理防禦力","2025/06/01 16:00:00","10201501","10201001"
"3004","123001","戰鬥開始90秒內，\n我方全體特大幅度提升魔法防禦力","2025/06/01 16:00:00","10201501","10201002"
"3011","106901","戰鬥開始90秒內，\n特大幅度降低敵方全體的物理防禦力","2025/06/01 16:00:00","10201501","10201003"
"3011","106901","戰鬥開始90秒內，\n特大幅度降低敵方全體的魔法防禦力","2025/06/01 16:00:00","10201501","10201004"
"3001","107101","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","2025/06/01 16:00:00","10201501","10201005"
"3010","107101","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","2025/06/01 16:00:00","10201501","10201006"
"3003","107001","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。","2025/06/01 16:00:00","10201501","10201007"
"3010","107001","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","2025/06/01 16:00:00","10201501","10201008"
"3001","106801","戰鬥開始90秒內，\n我方全體特大幅度提升物理攻擊力","2025/06/01 16:00:00","10201501","10201009"
"3014","106801","戰鬥開始後，大幅恢復我方全體的ＴＰ","2025/06/01 16:00:00","10201501","10201010"
"3001","111501","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","2025/06/01 16:00:00","10201501","10201011"
"3010","111501","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","2025/06/01 16:00:00","10201501","10201012"
"3001","123801","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","2025/06/01 16:00:00","10201501","10201013"
"3010","123801","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","2025/06/01 16:00:00","10201501","10201014"
"3001","133901","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","2025/06/12 16:00:00","10201501","10201015"
"3010","133901","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","2025/06/12 16:00:00","10201501","10201016"
"3005","115001","戰鬥開始90秒內，\n我方全體賦予持續恢復HP的狀態。","2025/06/01 16:00:00","10201501","10201017"
"3013","115001","戰鬥開始後，\n我方全體無法行動狀態無效2次。","2025/06/01 16:00:00","10201501","10201018"
"3003","126601","戰鬥開始90秒內，\n我方全體特大幅度提升魔法攻擊力","2025/06/01 16:00:00","10201501","10201019"
"3014","126601","戰鬥開始後，大幅恢復我方全體的ＴＰ","2025/06/01 16:00:00","10201501","10201020"
"3010","133801","戰鬥開始90秒內，\n我方全體中幅度提升ＴＰ上升。","2025/06/22 16:00:00","10201501","10201021"
"3010","133801","戰鬥開始90秒內，\n我方全體大幅度提升行動速度。（可重複）","2025/06/22 16:00:00","10201501","10201022"
"3001","121201","戰鬥開始90秒內，\n我方全體特大幅度提升物理攻擊力","2025/06/01 16:00:00","10201501","10201023"
"3014","121201","戰鬥開始後，大幅恢復我方全體的ＴＰ","2025/06/01 16:00:00","10201501","10201024"
"3003","133701","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。","2025/06/01 16:00:00","10201501","10201025"
"3010","133701","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","2025/06/01 16:00:00","10201501","10201026"
"3002","123001","戰鬥開始90秒內，\n我方全體特大幅度提升物理防禦力","2025/06/01 16:00:00","10201551","10201027"
"3004","123001","戰鬥開始90秒內，\n我方全體特大幅度提升魔法防禦力","2025/06/01 16:00:00","10201551","10201028"
"3011","106901","戰鬥開始90秒內，\n特大幅度降低敵方全體的物理防禦力","2025/06/01 16:00:00","10201551","10201029"
"3011","106901","戰鬥開始90秒內，\n特大幅度降低敵方全體的魔法防禦力","2025/06/01 16:00:00","10201551","10201030"
"3001","107101","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","2025/06/01 16:00:00","10201551","10201031"
"3010","107101","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","2025/06/01 16:00:00","10201551","10201032"
"3003","107001","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。","2025/06/01 16:00:00","10201551","10201033"
"3010","107001","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","2025/06/01 16:00:00","10201551","10201034"
"3001","106801","戰鬥開始90秒內，\n我方全體特大幅度提升物理攻擊力","2025/06/01 16:00:00","10201551","10201035"
"3014","106801","戰鬥開始後，大幅恢復我方全體的ＴＰ","2025/06/01 16:00:00","10201551","10201036"
"3001","111501","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","2025/06/01 16:00:00","10201551","10201037"
"3010","111501","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","2025/06/01 16:00:00","10201551","10201038"
"3001","123801","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","2025/06/01 16:00:00","10201551","10201039"
"3010","123801","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","2025/06/01 16:00:00","10201551","10201040"
"3001","133901","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","2025/06/12 16:00:00","10201551","10201041"
"3010","133901","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","2025/06/12 16:00:00","10201551","10201042"
"3005","115001","戰鬥開始90秒內，\n我方全體賦予持續恢復HP的狀態。","2025/06/01 16:00:00","10201551","10201043"
"3013","115001","戰鬥開始後，\n我方全體無法行動狀態無效2次。","2025/06/01 16:00:00","10201551","10201044"
"3003","126601","戰鬥開始90秒內，\n我方全體特大幅度提升魔法攻擊力","2025/06/01 16:00:00","10201551","10201045"
"3014","126601","戰鬥開始後，大幅恢復我方全體的ＴＰ","2025/06/01 16:00:00","10201551","10201046"
"3010","133801","戰鬥開始90秒內，\n我方全體中幅度提升ＴＰ上升。","2025/06/22 16:00:00","10201551","10201047"
"3010","133801","戰鬥開始90秒內，\n我方全體大幅度提升行動速度。（可重複）","2025/06/22 16:00:00","10201551","10201048"
"3001","121201","戰鬥開始90秒內，\n我方全體特大幅度提升物理攻擊力","2025/06/01 16:00:00","10201551","10201049"
"3014","121201","戰鬥開始後，大幅恢復我方全體的ＴＰ","2025/06/01 16:00:00","10201551","10201050"
"3003","133701","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。","2025/06/01 16:00:00","10201551","10201051"
"3010","133701","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","2025/06/01 16:00:00","10201551","10201052"
"3001","104201","戰鬥開始90秒內，\n我方全體特大幅度提升物理攻擊力","2025/07/01 16:00:00","10202501","10202001"
"3014","104201","戰鬥開始後，大幅恢復我方全體的ＴＰ","2025/07/01 16:00:00","10202501","10202002"
"3011","118101","戰鬥開始90秒內，\n特大幅度降低敵方全體的物理防禦力","2025/07/01 16:00:00","10202501","10202003"
"3011","118101","戰鬥開始90秒內，\n特大幅度降低敵方全體的魔法防禦力","2025/07/01 16:00:00","10202501","10202004"
"3001","108401","戰鬥開始90秒內，\n我方全體特大幅度提升物理攻擊力","2025/07/01 16:00:00","10202501","10202005"
"3014","108401","戰鬥開始後，大幅恢復我方全體的ＴＰ","2025/07/01 16:00:00","10202501","10202006"
"3005","117301","戰鬥開始90秒內，\n我方全體賦予持續恢復HP的狀態。","2025/07/01 16:00:00","10202501","10202007"
"3013","117301","戰鬥開始後，\n我方全體無法行動狀態無效2次。","2025/07/01 16:00:00","10202501","10202008"
"3003","134401","戰鬥開始90秒內，\n我方全體特大幅度提升魔法攻擊力","2025/07/16 16:00:00","10202501","10202009"
"3014","134401","戰鬥開始後，大幅恢復我方全體的ＴＰ","2025/07/16 16:00:00","10202501","10202010"
"3003","126901","戰鬥開始90秒內，\n我方全體特大幅度提升魔法攻擊力","2025/07/01 16:00:00","10202501","10202011"
"3014","126901","戰鬥開始後，大幅恢復我方全體的ＴＰ","2025/07/01 16:00:00","10202501","10202012"
"3003","134301","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。","2025/07/04 16:00:00","10202501","10202013"
"3010","134301","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","2025/07/04 16:00:00","10202501","10202014"
"3010","105901","戰鬥開始90秒內，\n我方全體中幅度提升ＴＰ上升。","2025/07/01 16:00:00","10202501","10202015"
"3010","105901","戰鬥開始90秒內，\n我方全體大幅度提升行動速度。（可重複）","2025/07/01 16:00:00","10202501","10202016"
"3001","106401","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","2025/07/01 16:00:00","10202501","10202017"
"3010","106401","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","2025/07/01 16:00:00","10202501","10202018"
"3002","105401","戰鬥開始90秒內，\n我方全體特大幅度提升物理防禦力","2025/07/01 16:00:00","10202501","10202019"
"3004","105401","戰鬥開始90秒內，\n我方全體特大幅度提升魔法防禦力","2025/07/01 16:00:00","10202501","10202020"
"3001","104001","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","2025/08/01 16:00:00","10203501","10203001"
"3010","104001","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","2025/08/01 16:00:00","10203501","10203002"
"3001","126401","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","2025/08/01 16:00:00","10203501","10203003"
"3010","126401","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","2025/08/01 16:00:00","10203501","10203004"
"3001","110701","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","2025/08/01 16:00:00","10203501","10203005"
"3010","110701","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","2025/08/01 16:00:00","10203501","10203006"
"3011","116701","戰鬥開始90秒內，\n特大幅度降低敵方全體的物理防禦力","2025/08/01 16:00:00","10203501","10203007"
"3011","116701","戰鬥開始90秒內，\n特大幅度降低敵方全體的魔法防禦力","2025/08/01 16:00:00","10203501","10203008"
"3001","122101","戰鬥開始90秒內，\n我方全體特大幅度提升物理攻擊力","2025/08/01 16:00:00","10203501","10203009"
"3014","122101","戰鬥開始後，大幅恢復我方全體的ＴＰ","2025/08/01 16:00:00","10203501","10203010"
"3011","134601","戰鬥開始90秒內，\n特大幅度降低敵方全體的物理防禦力","2025/08/01 16:00:00","10203501","10203011"
"3011","134601","戰鬥開始90秒內，\n特大幅度降低敵方全體的魔法防禦力","2025/08/01 16:00:00","10203501","10203012"
"3003","134501","戰鬥開始90秒內，\n我方全體特大幅度提升魔法攻擊力","2025/08/09 16:00:00","10203501","10203013"
"3014","134501","戰鬥開始後，大幅恢復我方全體的ＴＰ","2025/08/09 16:00:00","10203501","10203014"
"3003","127801","戰鬥開始90秒內，\n我方全體特大幅度提升魔法攻擊力","2025/08/01 16:00:00","10203501","10203015"
"3014","127801","戰鬥開始後，大幅恢復我方全體的ＴＰ","2025/08/01 16:00:00","10203501","10203016"
"3003","126501","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。","2025/08/01 16:00:00","10203501","10203017"
"3010","126501","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","2025/08/01 16:00:00","10203501","10203018"
"3001","134701","戰鬥開始90秒內，\n我方全體特大幅度提升物理攻擊力","2025/08/16 16:00:00","10203501","10203019"
"3014","134701","戰鬥開始後，大幅恢復我方全體的ＴＰ","2025/08/16 16:00:00","10203501","10203020"
"3011","132501","戰鬥開始90秒內，\n特大幅度降低敵方全體的物理防禦力","2025/09/16 16:00:00","10204501","10204001"
"3011","132501","戰鬥開始90秒內，\n特大幅度降低敵方全體的魔法防禦力","2025/09/16 16:00:00","10204501","10204002"
"3003","132301","戰鬥開始90秒內，\n我方全體特大幅度提升魔法攻擊力","2025/09/04 16:00:00","10204501","10204003"
"3014","132301","戰鬥開始後，大幅恢復我方全體的ＴＰ","2025/09/04 16:00:00","10204501","10204004"
"3003","100901","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。","2025/09/01 16:00:00","10204501","10204005"
"3010","100901","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","2025/09/01 16:00:00","10204501","10204006"
"3001","102701","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","2025/09/01 16:00:00","10204501","10204007"
"3010","102701","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","2025/09/01 16:00:00","10204501","10204008"
"3003","101301","戰鬥開始90秒內，\n我方全體特大幅度提升魔法攻擊力","2025/09/01 16:00:00","10204501","10204009"
"3014","101301","戰鬥開始後，大幅恢復我方全體的ＴＰ","2025/09/01 16:00:00","10204501","10204010"
"3011","105101","戰鬥開始90秒內，\n特大幅度降低敵方全體的物理防禦力","2025/09/01 16:00:00","10204501","10204011"
"3011","105101","戰鬥開始90秒內，\n特大幅度降低敵方全體的魔法防禦力","2025/09/01 16:00:00","10204501","10204012"
"3002","105601","戰鬥開始90秒內，\n我方全體特大幅度提升物理防禦力","2025/09/01 16:00:00","10204501","10204013"
"3004","105601","戰鬥開始90秒內，\n我方全體特大幅度提升魔法防禦力","2025/09/01 16:00:00","10204501","10204014"
"3011","134901","戰鬥開始90秒內，\n特大幅度降低敵方全體的物理防禦力","2025/10/11 16:00:00","10205501","10205001"
"3011","134901","戰鬥開始90秒內，\n特大幅度降低敵方全體的魔法防禦力","2025/10/11 16:00:00","10205501","10205002"
"3011","105401","戰鬥開始90秒內，\n特大幅度降低敵方全體的物理防禦力","2025/10/01 16:00:00","10205501","10205003"
"3011","105401","戰鬥開始90秒內，\n特大幅度降低敵方全體的魔法防禦力","2025/10/01 16:00:00","10205501","10205004"
"3002","113901","戰鬥開始90秒內，\n我方全體特大幅度提升物理防禦力","2025/10/01 16:00:00","10205501","10205005"
"3004","113901","戰鬥開始90秒內，\n我方全體特大幅度提升魔法防禦力","2025/10/01 16:00:00","10205501","10205006"
"3001","117401","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","2025/10/01 16:00:00","10205501","10205007"
"3010","117401","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","2025/10/01 16:00:00","10205501","10205008"
"3001","134801","戰鬥開始90秒內，\n我方全體特大幅度提升物理攻擊力","2025/10/01 16:00:00","10205501","10205009"
"3014","134801","戰鬥開始後，大幅恢復我方全體的ＴＰ","2025/10/01 16:00:00","10205501","10205010"
"3001","106501","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","2025/10/01 16:00:00","10205501","10205011"
"3010","106501","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","2025/10/01 16:00:00","10205501","10205012"
"3002","104501","戰鬥開始90秒內，\n我方全體特大幅度提升物理防禦力","2025/10/01 16:00:00","10205501","10205013"
"3004","104501","戰鬥開始90秒內，\n我方全體特大幅度提升魔法防禦力","2025/10/01 16:00:00","10205501","10205014"
"3005","129701","戰鬥開始90秒內，\n我方全體賦予持續恢復HP的狀態。","2025/10/01 16:00:00","10205501","10205015"
"3013","129701","戰鬥開始後，\n我方全體無法行動狀態無效2次。","2025/10/01 16:00:00","10205501","10205016"
"3005","129001","戰鬥開始90秒內，\n我方全體賦予持續恢復HP的狀態。","2025/11/01 16:00:00","10206501","10206001"
"3013","129001","戰鬥開始後，\n我方全體無法行動狀態無效2次。","2025/11/01 16:00:00","10206501","10206002"
"3001","106401","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","2025/11/01 16:00:00","10206501","10206003"
"3010","106401","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","2025/11/01 16:00:00","10206501","10206004"
"3011","126101","戰鬥開始90秒內，\n特大幅度降低敵方全體的物理防禦力","2025/11/01 16:00:00","10206501","10206005"
"3011","126101","戰鬥開始90秒內，\n特大幅度降低敵方全體的魔法防禦力","2025/11/01 16:00:00","10206501","10206006"
"3003","135001","戰鬥開始90秒內，\n我方全體特大幅度提升魔法攻擊力","2025/11/01 16:00:00","10206501","10206007"
"3014","135001","戰鬥開始後，大幅恢復我方全體的ＴＰ","2025/11/01 16:00:00","10206501","10206008"
"3001","120701","戰鬥開始90秒內，\n我方全體特大幅度提升物理攻擊力","2025/11/01 16:00:00","10206501","10206009"
"3014","120701","戰鬥開始後，大幅恢復我方全體的ＴＰ","2025/11/01 16:00:00","10206501","10206010"
"3001","181201","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","2025/11/01 16:00:00","10206501","10206011"
"3010","181201","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","2025/11/01 16:00:00","10206501","10206012"
"3002","135101","戰鬥開始90秒內，\n我方全體特大幅度提升物理防禦力","2025/11/11 16:00:00","10206501","10206013"
"3004","135101","戰鬥開始90秒內，\n我方全體特大幅度提升魔法防禦力","2025/11/11 16:00:00","10206501","10206014"
"3011","129601","戰鬥開始90秒內，\n特大幅度降低敵方全體的物理防禦力","2025/12/01 16:00:00","10207501","10207001"
"3011","129601","戰鬥開始90秒內，\n特大幅度降低敵方全體的魔法防禦力","2025/12/01 16:00:00","10207501","10207002"
"3002","126001","戰鬥開始90秒內，\n我方全體特大幅度提升物理防禦力","2025/12/01 16:00:00","10207501","10207003"
"3004","126001","戰鬥開始90秒內，\n我方全體特大幅度提升魔法防禦力","2025/12/01 16:00:00","10207501","10207004"
"3011","135401","戰鬥開始後90秒內，中幅度降低敵方全體\n的物理攻擊力","2025/12/11 16:00:00","10207501","10207005"
"3011","135401","戰鬥開始後90秒內，中幅度降低敵方全體\n的魔法攻擊力","2025/12/11 16:00:00","10207501","10207006"
"3001","135301","戰鬥開始90秒內，\n我方全體特大幅度提升物理攻擊力","2025/12/01 16:00:00","10207501","10207007"
