dd40d12c7030b94a5d32fd78bc2beddd137c44a84226ebe87738cac55b7e6257,4f9c62da426c69207a8d6e9693f451aa8153aed3f04e1b3c6df76e94d383005e,ef27cc15e86b332e119842bf1d50bb63aa59093abced0c97d78fd4cfe2b7825b,c978943436d9ebab6a81cd67026b43ff7fa4ab00e6eb7854a05a09d91c061f55,6c89630bd87c6137db8f1e6250031ec169c4dea247ba32708b000b2b66772b78,1658a1d673b9bcf21b8a0ca268870d8c78e7104a641793f0a3fa852e8dc399e3,f671abaf07a95d198bc3cd448483df2c5edee4c075a27c7c97cbda8fd9a60893,1fb77ead2bcb27263bea759904d1e4fc1dfc397395b216a9ee16cb25828c28e8,30a29d0cb8688582d26349b871bede115c60dcbc3c43654600fe874b50e4b7b9,43e581e5d71a8eb5b61ff1f39857b7bf13f8f43fc156567361e8085f870cf927,902a09b7d461d5111a60ad1bf67c13e4051b1e806cef4c32cf3d410290a6bb74,846dd0d4447a719b017adf6fa90076d5c21ed4c477f1c9b70b428b448895ff4d,20b5584d9c9d09be35fb5f80562cf46a1586514a0ccf530edec92f9ab9f90f2c,94708ebc2387d4ea509eef1673ba875721aef24a4c728792b8e9ac366579e512,21069e13926c284505beb8555268cebfe5341578d020987efbf536b8210f4e94,015aa9a2471d781736e30b2c5c602bd70a55546faa2a86690524fe9b1ae2dbf5,340c75823669b0787d72139d8994b494dc03bad63fed475852be9ec2b35e011e,c64b69fc54123612ad87e3b374b1048e851948bd24b796f4594e333e6b4590fd,0b24bad6655ced6581462c8e554f492f449963c6b41573dbcff02b6ef96b66b1
"0","610010004","5010321","0","","0","10010","5","0","0","610010401","1","0","0","1.5","2","90","0","0"
"0","610010005","5010322","0","","0","10010","5","0","0","610010402","2","0","0","1.5","3","90","0","108"
"0","610010006","0","0","","0","10010","5","0","0","0","3","0","0","1.5","1","90","0","0"
"0","610011004","5011322","0","","5011321","10011","5","0","70","0","1","0","0","1.5","1","90","0","0"
"0","610011005","5011323","0","","0","10011","5","0","40","0","2","0","0","1.5","1","90","0","0"
"0","610011006","0","0","","0","10011","5","0","0","0","3","0","0","1.5","1","90","0","0"
"1","610012004","5012321","600","","0","10012","5","3","0","610012401","1","0","0","1.5","2","90","0","0"
"1","610012005","5012322","0","","0","10012","5","0","51","0","2","0","0","1.5","1","90","0","0"
"1","610012006","0","0","","0","10012","5","0","0","0","3","0","0","1.5","1","90","0","0"
"1","610013004","5013321","600","","0","10013","5","3","0","610013401","1","50","0","1.5","2","90","0.9","0"
"0","610013005","5013322","0","","0","10013","5","0","50","0","2","84","0","1.5","1","90","1","0"
"0","610013006","0","0","","0","10013","5","0","0","0","3","84","0","1.5","1","90","1","0"
"1","610015004","5015321","600","","0","10015","5","3","0","610015401","1","1","0","1.5","2","90","0.9","0"
"1","610015005","5015322","0","","0","10015","5","0","50","0","2","-50","0","1.5","1","90","1.3","0"
"1","610015006","0","0","","0","10015","5","0","0","0","3","-50","0","1.5","1","90","1.3","0"
"1","610017004","5017321","600","","0","10017","5","3","0","610017401","1","50","0","1.5","2","90","0.9","0"
"1","610017005","5017322","0","","0","10017","5","0","50","0","2","84","0","1.5","1","90","1","0"
"1","610017006","0","0","","0","10017","5","0","0","0","3","84","0","1.5","1","90","1","0"
"1","610019004","5019322","0","","5019321","10019","5","0","0","610019401","1","-50","0","1.5","4","90","1.25","200"
"1","610019005","5019323","0","","0","10019","5","0","50","0","2","-50","0","1.5","1","90","1.25","0"
"1","610019006","0","0","","0","10019","5","0","0","0","3","-50","0","1.5","1","90","1.25","0"
"1","610021004","5021322","0","","5021321","10021","5","0","60","0","1","0","0","1.5","1","90","1","0"
"1","610021005","5021323","0","","0","10021","5","0","0","0","2","0","0","1.5","3","90","1","30"
"1","610021006","0","0","","0","10021","5","0","0","0","3","0","0","1.5","1","90","1","0"
"1","610023004","5023322","0","","5023321","10023","5","0","75","0","1","-50","0","1.5","1","135","1.25","0"
"1","610023005","5023323","0","","0","10023","5","0","25","0","2","-50","0","1.5","1","135","1.25","0"
"1","610023006","0","0","","0","10023","5","0","0","0","3","-50","0","1.5","1","135","1.25","0"
"1","610025004","5025322","600","","5025321","10025","5","3","0","610025401","1","-50","0","5.5","2","140","1.25","0"
