8043464e43199c16975e73c0700584a6bbc85caa662c628654cd4cfd9c9f81d8,b9b360d3c1eb34a8abd1ab6ada10284fe2f15849f073a9728f592bee59317f00,a3039295545356b80f27b738438d4b2d10c0248d156469df57d384fc4fa85cfb,b3f1548fea127e2a91e52952f068d0c550995da28e270ab7f532cc2b03ebdba4,c15b5af4015ec33a865c689c25eb8ddf6907ab70f70cc2eac0f5207c379a5b32,0c71fa7f8399b762be73ea867fdda2cd679eda1b2ed4e43ff4798a4c80c64ee7,a9a661160da0aeefe453dab518f01dfe78fb9d44bc4bfa47d233e4a49253e17f,947221276b9020343fff5d4de8b315e14b464a4b5fa017a33fdc7a4005595e75,b562eecc136f4875d0e738785bb3a905045dd0b5bfdfc3a366beaa53e6c70c32
"9","1","1","1","8010","401707405","401707405","1","0"
"36","8000","8000","8000","8000","74005101","740051011","8000","0"
"36","8000","8000","8000","8000","74005102","740051021","8000","0"
"36","8000","8000","8000","8000","74005103","740051031","8000","0"
"36","8000","8000","8000","8000","74005104","740051041","8000","0"
"36","8000","8000","8000","8000","74005105","740051051","8000","0"
"36","8000","8000","8000","8000","74005201","740052011","8000","0"
"36","8000","8000","8000","8000","74005202","740052021","8000","0"
"36","8000","8000","8000","8000","74005203","740052031","8000","0"
"36","8000","8000","8000","8000","74005204","740052041","8000","0"
"36","8000","8000","8000","8000","74005205","740052051","8000","0"
"36","8000","8000","8000","8000","74006101","740061011","8000","0"
"36","8000","8000","8000","8000","74006102","740061021","8000","0"
"36","8000","8000","8000","8000","74006103","740061031","8000","0"
"36","8000","8000","8000","8000","74006104","740061041","8000","0"
"36","8000","8000","8000","8000","74006105","740061051","8000","0"
"36","8000","8000","8000","8000","74006201","740062011","8000","0"
"36","8000","8000","8000","8000","74006202","740062021","8000","0"
"36","8000","8000","8000","8000","74006203","740062031","8000","0"
"36","8000","8000","8000","8000","74006204","740062041","8000","0"
"36","8000","8000","8000","8000","74006205","740062051","8000","0"
"36","8030","8030","8030","8030","74006502","740065021","8030","0"
"36","8010","8010","8010","8010","74006503","740065031","8010","0"
"36","8020","8020","8020","8020","74006504","740065041","8020","0"
"36","8020","8020","8020","8020","74006505","740065051","8020","0"
"43","8000","8000","8010","8000","810010011","810010011","8000","0"
"43","8000","8000","8010","8000","810010021","810010021","8000","0"
"43","8000","8000","8010","8000","810010031","810010031","8000","0"
"43","8000","8000","8010","8000","810010041","810010041","8000","0"
"43","8000","8000","8010","8000","810010051","810010051","8000","0"
"43","8000","8000","8010","8000","810010061","810010061","8000","0"
"43","8000","8000","8010","8000","810010071","810010071","8000","0"
"43","8000","8000","8010","8000","810010081","810010081","8000","0"
"43","8000","8000","8010","8000","810010091","810010091","8000","0"
