f4f4c334166ca0bbc516cb8c23fc4497bf13ba0a4c1cbd69f6d1de03d7f7e816,162cf588ecd92494921909e98de1d935d52382ace08bc93dcf1cb0b032653013,23f288421f6f36699c4015e82111d0e29948187a48c0cb47f4ad76324e59abfb,df3c19182150b440ae96ca781aaf31d7ba8a8f9c21829145da41ce5b3c3d0348,c3f2b69820ddada2cd3eb3f4f232f44428bed0d704560879eac34e5a3ebc4a0b,2e8c854c5ecb93bf70a1283c96328aae1cb18a61624430ef1d0c41025bce20f2,6230ca6c69a2d8fe8fef9f8c0fac1368461c7f98f60d2fe812ce555f0781aed8,527aa59dc19933ccf15147444bd51408ba50f931687b7ec86fd2fda535863d4f,c394da666338537d1608750ed652712146d54d658f0092e7c1ad28bff8c2de8b,6937ea9309d2a1e705c7d87f63e54050e566cd2683f6315fcdb9b5b943c474e2,ad094c0a7921f62b0525e1c47bfa45d7cf5ccee883048fcff4702d9e1230b7a0,39e6189d08086690b55e6217301b9e919a37620e8c5dab2bf77a9b0096309333,1d0d8bb27db026f1b5dcbf303b1701924f9297c856677b794af11f39ab488fb7,155973097b6ceae86d43996d1fa8276e7146d603b421db512a6ccf83f0852f1f,83d10f41b1b129fba85916fec08eebe8e99a69afe9bb9804fb1473e5b2cc1083,2479cec35916c6e93786991ee59a475e88b2e563e0e6e60b01ee552548b778e2,486666cb0ba52f1cbb1d54b1b2178316f73cc73e12c40d05b5a8aee0cb58badd,435f000bef0a41c197f635c145f96bcc3b782876df795e90e8016add23b4bf29,a073b1bbb147ed0e468556298ea78a781e58d4fe8393f8997a34cb7895fb748e,cbcec17234481394fdb423f8fe5f6098c399776a70cb330e74d79ec97645e4ea
"2","1001201","20003","5","0","0","1","0","0","90006","1","2","0","0","0","3100104","1","20","0","0"
"2","1001201","20003","4","0","0","3","0","0","90006","2","2","0","0","0","3100103","2","15","0","0"
"2","1001201","20003","3","0","0","10","0","0","90006","3","2","0","0","0","3100102","4","10","0","0"
"2","1001201","20003","1","0","0","30","0","0","90006","4","2","0","0","0","3100101","11","5","0","0"
"2","1001202","20003","5","0","0","1","0","0","90006","5","2","0","0","0","3100104","1","20","0","0"
"2","1001202","20003","4","0","0","3","0","0","90006","6","2","0","0","0","3100103","2","15","0","0"
"2","1001202","20003","3","0","0","10","0","0","90006","7","2","0","0","0","3100102","4","10","0","0"
"2","1001202","20003","1","0","0","30","0","0","90006","8","2","0","0","0","3100101","11","5","0","0"
"2","1001203","20003","5","0","0","1","0","0","90006","9","2","0","0","0","3100104","1","20","0","0"
"2","1001203","20003","4","0","0","3","0","0","90006","10","2","0","0","0","3100103","2","15","0","0"
"2","1001203","20003","3","0","0","10","0","0","90006","11","2","0","0","0","3100102","4","10","0","0"
"2","1001203","20003","1","0","0","30","0","0","90006","12","2","0","0","0","3100101","11","5","0","0"
"2","1001204","20003","5","0","0","1","0","0","90006","13","2","0","0","0","3100104","1","20","0","0"
"2","1001204","20003","4","0","0","3","0","0","90006","14","2","0","0","0","3100103","2","15","0","0"
"2","1001204","20003","3","0","0","10","0","0","90006","15","2","0","0","0","3100102","4","10","0","0"
"2","1001204","20003","1","0","0","30","0","0","90006","16","2","0","0","0","3100101","11","5","0","0"
"2","1001205","20003","10","0","0","1","0","0","90006","17","2","0","0","0","3100104","1","40","0","0"
"2","1001205","20003","8","0","0","3","0","0","90006","18","2","0","0","0","3100103","2","30","0","0"
"2","1001205","20003","6","0","0","10","0","0","90006","19","2","0","0","0","3100102","4","20","0","0"
"2","1001205","20003","2","0","0","30","0","0","90006","20","2","0","0","0","3100101","11","10","0","0"
"2","1001206","20003","4","0","0","1","0","0","90006","21","2","0","0","0","3100104","1","5","0","0"
"2","1001206","20003","3","0","0","3","0","0","90006","22","2","0","0","0","3100103","2","4","0","0"
"2","1001206","20003","2","0","0","10","0","0","90006","23","2","0","0","0","3100102","4","3","0","0"
"2","1001206","20003","1","0","0","30","0","0","90006","24","2","0","0","0","3100101","11","2","0","0"
"2","1001207","20003","4","0","0","1","0","0","90006","25","2","0","0","0","3100104","1","5","0","0"
"2","1001207","20003","3","0","0","3","0","0","90006","26","2","0","0","0","3100103","2","4","0","0"
"2","1001207","20003","2","0","0","10","0","0","90006","27","2","0","0","0","3100102","4","3","0","0"
"2","1001207","20003","1","0","0","30","0","0","90006","28","2","0","0","0","3100101","11","2","0","0"
"2","1001208","20003","4","0","0","1","0","0","90006","29","2","0","0","0","3100104","1","5","0","0"
"2","1001208","20003","3","0","0","3","0","0","90006","30","2","0","0","0","3100103","2","4","0","0"
"2","1001208","20003","2","0","0","10","0","0","90006","31","2","0","0","0","3100102","4","3","0","0"
"2","1001208","20003","1","0","0","30","0","0","90006","32","2","0","0","0","3100101","11","2","0","0"
"2","1001209","20003","4","0","0","1","0","0","90006","33","2","0","0","0","3100104","1","5","0","0"
"2","1001209","20003","3","0","0","3","0","0","90006","34","2","0","0","0","3100103","2","4","0","0"
"2","1001209","20003","2","0","0","10","0","0","90006","35","2","0","0","0","3100102","4","3","0","0"
"2","1001209","20003","1","0","0","30","0","0","90006","36","2","0","0","0","3100101","11","2","0","0"
"2","1001210","20003","4","0","0","1","0","0","90006","37","2","0","0","0","3100104","1","5","0","0"
"2","1001210","20003","3","0","0","3","0","0","90006","38","2","0","0","0","3100103","2","4","0","0"
"2","1001210","20003","2","0","0","10","0","0","90006","39","2","0","0","0","3100102","4","3","0","0"
"2","1001210","20003","1","0","0","30","0","0","90006","40","2","0","0","0","3100101","11","2","0","0"
"2","1002201","20003","5","0","0","1","0","0","90006","41","2","0","0","0","3100104","1","20","0","0"
"2","1002201","20003","4","0","0","3","0","0","90006","42","2","0","0","0","3100103","2","15","0","0"
"2","1002201","20003","3","0","0","10","0","0","90006","43","2","0","0","0","3100102","4","10","0","0"
"2","1002201","20003","1","0","0","30","0","0","90006","44","2","0","0","0","3100101","11","5","0","0"
"2","1002202","20003","5","0","0","1","0","0","90006","45","2","0","0","0","3100104","1","20","0","0"
"2","1002202","20003","4","0","0","3","0","0","90006","46","2","0","0","0","3100103","2","15","0","0"
"2","1002202","20003","3","0","0","10","0","0","90006","47","2","0","0","0","3100102","4","10","0","0"
"2","1002202","20003","1","0","0","30","0","0","90006","48","2","0","0","0","3100101","11","5","0","0"
"2","1002203","20003","5","0","0","1","0","0","90006","49","2","0","0","0","3100104","1","20","0","0"
"2","1002203","20003","4","0","0","3","0","0","90006","50","2","0","0","0","3100103","2","15","0","0"
"2","1002203","20003","3","0","0","10","0","0","90006","51","2","0","0","0","3100102","4","10","0","0"
"2","1002203","20003","1","0","0","30","0","0","90006","52","2","0","0","0","3100101","11","5","0","0"
"2","1002204","20003","5","0","0","1","0","0","90006","53","2","0","0","0","3100104","1","20","0","0"
"2","1002204","20003","4","0","0","3","0","0","90006","54","2","0","0","0","3100103","2","15","0","0"
"2","1002204","20003","3","0","0","10","0","0","90006","55","2","0","0","0","3100102","4","10","0","0"
"2","1002204","20003","1","0","0","30","0","0","90006","56","2","0","0","0","3100101","11","5","0","0"
"2","1002205","20003","10","0","0","1","0","0","90006","57","2","0","0","0","3100104","1","40","0","0"
"2","1002205","20003","8","0","0","3","0","0","90006","58","2","0","0","0","3100103","2","30","0","0"
"2","1002205","20003","6","0","0","10","0","0","90006","59","2","0","0","0","3100102","4","20","0","0"
"2","1002205","20003","2","0","0","30","0","0","90006","60","2","0","0","0","3100101","11","10","0","0"
"2","1002206","20003","4","0","0","1","0","0","90006","61","2","0","0","0","3100104","1","10","0","0"
"2","1002206","20003","3","0","0","3","0","0","90006","62","2","0","0","0","3100103","2","8","0","0"
"2","1002206","20003","2","0","0","10","0","0","90006","63","2","0","0","0","3100102","4","6","0","0"
"2","1002206","20003","1","0","0","30","0","0","90006","64","2","0","0","0","3100101","11","4","0","0"
"2","1002207","20003","4","0","0","1","0","0","90006","65","2","0","0","0","3100104","1","10","0","0"
"2","1002207","20003","3","0","0","3","0","0","90006","66","2","0","0","0","3100103","2","8","0","0"
"2","1002207","20003","2","0","0","10","0","0","90006","67","2","0","0","0","3100102","4","6","0","0"
"2","1002207","20003","1","0","0","30","0","0","90006","68","2","0","0","0","3100101","11","4","0","0"
"2","1002208","20003","4","0","0","1","0","0","90006","69","2","0","0","0","3100104","1","10","0","0"
"2","1002208","20003","3","0","0","3","0","0","90006","70","2","0","0","0","3100103","2","8","0","0"
"2","1002208","20003","2","0","0","10","0","0","90006","71","2","0","0","0","3100102","4","6","0","0"
"2","1002208","20003","1","0","0","30","0","0","90006","72","2","0","0","0","3100101","11","4","0","0"
"2","1002209","20003","4","0","0","1","0","0","90006","73","2","0","0","0","3100104","1","10","0","0"
"2","1002209","20003","3","0","0","3","0","0","90006","74","2","0","0","0","3100103","2","8","0","0"
"2","1002209","20003","2","0","0","10","0","0","90006","75","2","0","0","0","3100102","4","6","0","0"
"2","1002209","20003","1","0","0","30","0","0","90006","76","2","0","0","0","3100101","11","4","0","0"
"2","1002210","20003","4","0","0","1","0","0","90006","77","2","0","0","0","3100104","1","10","0","0"
"2","1002210","20003","3","0","0","3","0","0","90006","78","2","0","0","0","3100103","2","8","0","0"
"2","1002210","20003","2","0","0","10","0","0","90006","79","2","0","0","0","3100102","4","6","0","0"
"2","1002210","20003","1","0","0","30","0","0","90006","80","2","0","0","0","3100101","11","4","0","0"
"2","1003201","20003","5","0","0","1","0","0","90006","81","2","0","0","0","3100104","1","20","0","0"
"2","1003201","20003","4","0","0","3","0","0","90006","82","2","0","0","0","3100103","2","15","0","0"
"2","1003201","20003","3","0","0","10","0","0","90006","83","2","0","0","0","3100102","4","10","0","0"
"2","1003201","20003","1","0","0","30","0","0","90006","84","2","0","0","0","3100101","11","5","0","0"
