34de734d96fe1a03e11dcb465a12f626245d24679981015609add68df0353d96,6a5656ecf0dd4e9b731a0a038df5401034c043c787f17c1b6255735739bfcef7,dc8dbdafa00e452273f3874613c5f6a3731722eb7e9fec2eea593484335aed46,656e02aa5aed16d74267c8581feb29e30e72fb651a2505d2a8c2f1bf3e7cb84a,30e1bdcbba1ab8e75e087188af4d2ed5446c48b96e2ce80484c8a7dc6a3c1287,ff24e38b958b76b8dbac48bd0efd24afc3b0fdf993cf4347a6412ac8ad133052,48a490ed1d9be3f19edb0ab42c1211676c8034727702b3250baa651b8911983a,788a62bcc060f1ccf5d72ae980123773beb75f4806267978e099b21ee0f3e7ac,044ed965cf9534eb0f8f32e4749f58476ee423d843d4a70c3f1f36c2561d86be,449b3a44a88deb218957f10ac379cce7c77761f5357c018d0b3688afa0c10713,dfd963624085fc01b492bee2ab785071c2aa9b09d6be6da88e51852c50d8d49e,9a33c623b44f0a2bb6921c3aaa80a8197c2ff57ca5c233a094112faa70ce529f,b17c22b28b2ed2c1c745ccda4f88c38107a8c7057427f443428e64f0c7cd7065
"0","0","0","0","0","31038","31012","10001","0","0","60002","60001","0"
"0","0","0","0","0","31004","31020","10002","0","0","60012","60011","0"
"0","0","0","0","0","31017","31010","10003","0","0","60022","60021","0"
"0","0","0","0","0","31028","31076","10004","0","0","60032","60031","0"
"0","0","0","0","0","31032","31080","10005","0","0","60042","60041","0"
"0","0","0","0","0","31034","31047","10006","0","0","60052","60051","0"
"0","0","0","0","0","31022","31082","10007","0","0","60062","60061","0"
"0","0","0","0","0","31051","31009","10008","0","0","60072","60071","0"
"0","0","0","0","0","31029","31085","10009","0","0","60082","60081","0"
"0","0","0","0","0","31002","31089","10010","0","0","60092","60091","0"
"0","0","0","0","0","31011","31090","10011","0","0","60102","60101","0"
"0","0","0","0","0","31008","31043","10012","0","0","60112","60111","0"
"0","0","0","0","0","31018","31093","10013","0","0","60122","60121","0"
"0","0","0","0","0","31038","31012","10014","0","0","60132","60131","0"
"0","0","0","0","0","31045","31053","10015","0","0","60142","60141","0"
"0","0","0","0","0","31004","31020","10016","0","0","60152","60151","0"
"0","0","0","0","0","31025","31098","10017","0","0","60162","60161","0"
"0","0","0","0","0","31017","31010","10018","0","0","60172","60171","0"
"0","0","0","0","0","31050","31101","10019","0","0","60182","60181","0"
"0","0","0","0","0","31028","31076","10020","0","0","60192","60191","0"
"0","0","0","0","0","31014","31105","10021","0","0","60202","60201","0"
"0","0","0","0","0","31032","31080","10022","0","0","60212","60211","0"
"0","0","0","0","0","31040","31056","10023","0","0","60222","60221","0"
"0","0","0","0","0","31034","31047","10024","0","0","60232","60231","0"
"0","0","0","0","0","31036","31112","10025","0","0","60242","60241","0"
"0","0","0","0","0","31022","31082","10026","0","0","60252","60251","0"
"0","0","0","0","0","31005","31037","10027","0","0","60262","60261","0"
"0","0","0","0","0","31051","31009","10028","0","0","60272","60271","0"
"0","0","0","0","0","31044","31116","10029","0","0","60282","60281","0"
"0","0","0","0","0","31029","31085","10030","0","0","60292","60291","0"
"0","0","0","0","0","31021","31121","10031","0","0","60302","60301","0"
"0","0","0","0","0","31002","31089","10032","0","0","60312","60311","0"
"0","0","0","0","0","31049","31123","10033","0","0","60322","60321","0"
"0","0","0","0","0","31011","31090","10034","0","0","60332","60331","0"
"0","0","0","0","0","31042","31126","10035","0","0","60342","60341","0"
"0","0","0","0","0","31042","31126","10036","0","0","60342","60341","0"
"0","0","0","0","0","31008","31043","10037","0","0","60362","60361","0"
"0","0","0","0","0","31046","31107","10038","0","0","60372","60371","0"
"0","0","0","0","0","31018","31093","10039","0","0","60382","60381","0"
"0","0","0","0","0","31033","31028","10040","0","0","60392","60391","0"
"0","0","0","0","0","31045","31053","10041","0","0","60402","60401","0"
"0","0","0","0","0","31065","31130","10042","0","0","60412","60411","0"
"0","0","0","0","0","31050","31101","10043","0","0","60422","60421","0"
"0","0","0","0","0","31027","31132","10044","0","0","60432","60431","0"
"0","0","0","0","0","31014","31105","10045","0","0","60442","60441","0"
"0","0","0","0","0","31023","31135","10046","0","0","60452","60451","0"
"0","0","0","0","0","31040","31056","10047","0","0","60462","60461","0"
"0","0","0","0","0","31013","31016","10048","0","0","60472","60471","0"
"0","0","0","0","0","31036","31112","10049","0","0","60482","60481","0"
"0","0","0","0","0","31054","31141","10050","0","0","60492","60491","0"
"0","0","0","0","0","31005","31037","10051","0","0","60502","60501","0"
"0","0","0","0","0","31037","31014","10052","0","0","60512","60511","0"
"0","0","0","0","0","31025","31098","10053","0","0","60522","60521","0"
"0","0","0","0","0","31048","31146","10054","0","0","60532","60531","0"
"0","0","0","0","0","31044","31116","10055","0","0","60542","60541","0"
"0","0","0","0","0","31060","31147","10056","0","0","60552","60551","0"
"0","0","0","0","0","31021","31121","10057","0","0","60562","60561","0"
"0","0","0","0","0","31003","31156","10058","0","0","60572","60571","0"
"0","0","0","0","0","31003","31156","10059","0","0","60572","60571","0"
"0","0","0","0","0","31049","31123","10060","0","0","60592","60591","0"
"0","0","0","0","0","31010","31158","10061","0","0","60602","60601","0"
"0","0","0","0","0","31042","31126","10062","0","0","60612","60611","0"
"0","0","0","0","0","31042","31126","10063","0","0","60612","60611","0"
"0","0","0","0","0","31031","31032","10064","0","0","60632","60631","0"
"0","0","0","0","0","31046","31107","10065","0","0","60642","60641","0"
"0","0","0","0","0","31015","31065","10066","0","0","60652","60651","0"
"0","0","0","0","0","31033","31028","10067","0","0","60662","60661","0"
"0","0","0","0","0","31040","31168","10068","0","0","60672","60671","0"
"0","0","0","0","0","31065","31130","10069","0","0","60682","60681","0"
"0","0","0","0","0","31050","31018","10070","0","0","60692","60691","0"
"0","0","0","0","0","31027","31132","10071","0","0","60702","60701","0"
"0","0","0","0","0","31109","31174","10072","0","0","60712","60711","0"
"0","0","0","0","0","31023","31135","10073","0","0","60722","60721","0"
"0","0","0","0","0","31051","31096","10074","0","0","60732","60731","0"
"0","0","0","0","0","31013","31016","10075","0","0","60742","60741","0"
"0","0","0","0","0","31047","31178","10076","0","0","60752","60751","0"
"0","0","0","0","0","31054","31141","10077","0","0","60762","60761","0"
"0","0","0","0","0","31055","31053","10078","0","0","60772","60771","0"
"0","0","0","0","0","31037","31014","10079","0","0","60782","60781","0"
"0","0","0","0","0","31006","31192","10080","0","0","60792","60791","0"
"0","0","0","0","0","31048","31146","10081","0","0","60802","60801","0"
"0","0","0","0","0","31044","31208","10082","0","0","60812","60811","0"
"0","0","0","0","0","31060","31147","10083","0","0","60822","60821","0"
"0","0","0","0","0","31060","31059","10084","0","0","60832","60831","0"
"0","0","0","0","0","31058","31212","10085","0","0","60842","60841","0"
"0","0","0","0","0","31003","31156","10086","0","0","60852","60851","0"
"0","0","0","0","0","31003","31156","10087","0","0","60852","60851","0"
"0","0","0","0","0","31026","31128","10088","0","0","60872","60871","0"
"0","0","0","0","0","31010","31158","10089","0","0","60882","60881","0"
"0","0","0","0","0","31046","31065","10090","0","0","60892","60891","0"
"0","0","0","0","0","31031","31032","10091","0","0","60902","60901","0"
"0","0","0","0","0","31031","31014","10092","0","0","60912","60911","0"
"0","0","0","0","0","31015","31065","10093","0","0","60922","60921","0"
"0","0","0","0","0","31034","31221","10094","0","0","60932","60931","0"
"0","0","0","0","0","31040","31168","10095","0","0","60942","60941","0"
"0","0","0","0","0","31002","31224","10096","0","0","60952","60951","0"
"0","0","0","0","0","31050","31018","10097","0","0","60962","60961","0"
"0","0","0","0","0","31036","31228","10098","0","0","60972","60971","0"
"0","0","0","0","0","31109","31174","10099","0","0","60982","60981","0"
"0","0","0","0","0","31023","31010","10100","0","0","60992","60991","0"
"0","0","0","0","0","31051","31096","10101","0","0","61002","61001","0"
"0","0","0","0","0","31013","31235","10102","0","0","61012","61011","0"
"0","0","0","0","0","31047","31178","10103","0","0","61022","61021","0"
"0","0","0","0","0","31005","31037","10104","0","0","61032","61031","0"
"0","0","0","0","0","31055","31053","10105","0","0","61042","61041","0"
"0","0","0","0","0","31047","31241","10106","0","0","61052","61051","0"
"0","0","0","0","0","31006","31192","10107","0","0","61062","61061","0"
"0","0","0","0","0","31066","31247","10108","0","0","61072","61071","0"
"0","0","0","0","0","31044","31208","10109","0","0","61082","61081","0"
"0","0","0","0","0","31029","31249","10110","0","0","61092","61091","0"
"0","0","0","0","0","31042","31249","10111","0","0","61102","61101","0"
"0","0","0","0","0","31060","31059","10112","0","0","61112","61111","0"
"0","0","0","0","0","31058","31212","10113","0","0","61122","61121","0"
"0","0","0","0","0","31046","31053","10114","0","0","61132","61131","0"
"0","0","0","0","0","31026","31128","10115","0","0","61142","61141","0"
"0","0","0","0","0","31038","31012","10116","0","0","61152","61151","0"
"0","0","0","0","0","31046","31065","10117","0","0","61162","61161","0"
"0","0","0","0","0","31057","31257","10118","0","0","61172","61171","0"
"0","0","0","0","0","31031","31014","10119","0","0","61182","61181","0"
"0","0","0","0","0","31008","31044","10120","0","0","61192","61191","0"
"0","0","0","0","0","31034","31221","10121","0","0","61202","61201","0"
"0","0","0","0","0","31048","31267","10122","0","0","61212","61211","0"
"0","0","0","0","0","31002","31224","10123","0","0","61222","61221","0"
"0","0","0","0","0","31031","31270","10124","0","0","61232","61231","0"
"0","0","0","0","0","31036","31228","10125","0","0","61242","61241","0"
"0","0","0","0","0","31060","31011","10126","0","0","61252","61251","0"
"0","0","0","0","0","31023","31010","10127","0","0","61262","61261","0"
