5eb755f4cb2aac9d5181519cf21e45e8164571d70c1210ccbf24737894ee66b8,a24b86e88f30900e5fec1173cba3144f409acbf1cbf37c4c99118baed0ac1654,cc53a23529b142a16d3c6354de83582c9d32cda677a39281831dacfec8580613,11fc5b701404bbe6b45a13267919ccbe4e721bd7634f00ff14d549d1fcb2a7d3,8f324dcea11ce625b43c4a6fcd3ae18cc67add22ac4c54811d84cf49720d5450,6562d7d93a7e20e225ea6d1a3850c3334b386cf8241483a692ee880b17111292,46db0a736dc518a11f54e5617c20ab094ef4efd71cc2610f1906870995bb3f61,5cb0b4706c6cfcea0db60fde1aa2806a4526b9de2b924a7169407d206b0b688b,2f4bcdb6d85fe335ecf44bb49fe944f69abc4af49f947a8668d2860ef7ef9d21,c6026b715027fe932cd0d49cefa534a578434e269621d6fa584ede9c3e190198,a1d238257df0310e53546851b7746e46788ec10fb682aa27a93ba1ffb96377c2
"1001","","","23","se_travel_finish_assemble","","0","se_travel","","","1010010001"
"1001","0","travel_exdrama_r_100_run","1","1000001","-275","1","1","-160","1.46","1010010002"
"1001","0","travel_exdrama_r_100_run","1","1000002","-575","2","1","-200","1.46","1010010003"
"1001","0","travel_exdrama_r_100_run","1","1000003","-750","3","1","-250","1.46","1010010004"
"1001","1","travel_exdrama_r_100_run","1","1000004","575","4","1","-175","1.46","1010010005"
"1001","1","travel_exdrama_r_100_run","1","1000005","750","5","1","-250","1.46","1010010006"
"1001","","","2","-100","1","-160","1000001","0","","1010010007"
"1001","","","2","-275","1","-200","1000002","0","","1010010008"
"1001","","","2","-450","1","-250","1000003","0","","1010010009"
"1001","","","2","275","1","-175","1000004","0","","1010010010"
"1001","","","2","450","1","-250","1000005","0","","1010010011"
"1001","","","93","0","0","0","1","0","","1010010012"
"1001","0","","3","travel_exdrama_r_100_raiseup","","0","1000001","0","0.2","1010010013"
"1001","0","","3","travel_exdrama_r_100_idle","","1","1000002","0","0","1010010014"
"1001","0","","3","travel_exdrama_r_100_idle","","1","1000003","0","0","1010010015"
"1001","0","","3","travel_exdrama_r_100_idle","","1","1000004","0","0","1010010016"
"1001","0","","3","travel_exdrama_r_100_idle","","1","1000005","0","0","1010010017"
"1001","0","travel_exdrama_r_100_raiseup","5","1","-100","11","1","-160","1.46","1010010018"
"1001","","","93","0","","","1","","","1010010019"
"1001","","","6","","","","1000001","0","0.12","1010010020"
"1001","","","6","","","","1000002","0","0.12","1010010021"
"1001","","","6","","","","1000003","0","0.12","1010010022"
"1001","","","6","","","","1000004","0","0.12","1010010023"
"1001","","","6","","","","1000005","0","0.12","1010010024"
"1001","","","6","","","","1","0","0.12","1010010025"
"1001","","","93","0","","","0.12","","","1010010026"
"1001","","","91","","","","0","","","1010010027"
"1002","","","23","se_travel_finish_assemble","","0","se_travel","","","1010020001"
"1002","0","travel_exdrama_r_100_run","1","1000001","-275","1","1","-160","1.46","1010020002"
"1002","0","travel_exdrama_r_100_run","1","1000002","-575","2","1","-200","1.46","1010020003"
"1002","0","travel_exdrama_r_100_run","1","1000003","-750","3","1","-250","1.46","1010020004"
"1002","1","travel_exdrama_r_100_run","1","1000004","575","4","1","-175","1.46","1010020005"
"1002","1","travel_exdrama_r_100_run","1","1000005","750","5","1","-250","1.46","1010020006"
"1002","","","31","10000","20","-40","10000","1","0","1010020007"
"1002","","","2","-100","1","-160","1000001","0","","1010020008"
"1002","","","2","-275","1","-200","1000002","0","","1010020009"
"1002","","","2","-450","1","-250","1000003","0","","1010020010"
"1002","","","2","275","1","-175","1000004","0","","1010020011"
"1002","","","2","450","1","-250","1000005","0","","1010020012"
"1002","","","93","0","0","0","1","0","","1010020013"
"1002","0","","3","travel_exdrama_r_100_raiseup","","0","1000001","0","0.2","1010020014"
"1002","0","","3","travel_exdrama_r_100_idle","","1","1000002","0","0","1010020015"
"1002","0","","3","travel_exdrama_r_100_idle","","1","1000003","0","0","1010020016"
"1002","0","","3","travel_exdrama_r_100_idle","","1","1000004","0","0","1010020017"
"1002","0","","3","travel_exdrama_r_100_idle","","1","1000005","0","0","1010020018"
"1002","0","travel_exdrama_r_100_raiseup","5","1","-100","11","1","-160","1.46","1010020019"
"1002","","","93","0","0","0","0.4","0","0","1010020020"
"1002","","","32","1","","","10000","0","","1010020021"
"1002","","","93","0","","","0.6","","","1010020022"
"1002","","","6","","","","1000001","0","0.12","1010020023"
"1002","","","6","","","","1000002","0","0.12","1010020024"
"1002","","","6","","","","1000003","0","0.12","1010020025"
"1002","","","6","","","","1000004","0","0.12","1010020026"
"1002","","","6","","","","1000005","0","0.12","1010020027"
"1002","","","6","","","","1","0","0.12","1010020028"
"1002","","","93","0","","","0.12","","","1010020029"
"1002","","","91","","","","0","","","1010020030"
"1011","","","31","10100","5","-350","10100","1","1","1010110001"
"1011","","","31","10002","50","-525","10002","1","0","1010110002"
"1011","","","31","10101","-121","-184","10101","1","1","1010110003"
"1011","","","31","10102","5","-350","10102","1","0","1010110004"
"1011","","","31","10103","5","-350","10103","1","0","1010110005"
"1011","","","31","10104","5","-350","10104","1","0","1010110006"
"1011","0","travel_exdrama_r_101_walk","1","1000001","-470","11","1","-200","1.46","1010110007"
"1011","0","travel_exdrama_r_101_walk","1","1000002","-320","1","1","-150","1.46","1010110008"
"1011","0","travel_exdrama_r_101_walk","5","1","-470","12","1","-200","1.46","1010110009"
"1011","0","travel_exdrama_r_101_walk","5","2","-320","2","1","-150","1.46","1010110010"
"1012","","","23","se_travel_finish_cave_rare","","0","se_travel","","","1010120001"
"1012","","","2","-500","0.1","-200","1000001","0","","1010120002"
"1012","","","2","-350","0.1","-150","1000002","0","","1010120003"
"1012","","","2","-500","0.1","-200","1","0","","1010120004"
"1012","","","2","-350","0.1","-150","2","0","","1010120005"
"1012","0.2","","3","travel_exdrama_r_101_joy","travel_exdrama_r_101_walk","0","1000001","1","0.2","1010120006"
"1012","0.2","","3","travel_exdrama_r_101_joy","travel_exdrama_r_101_walk","0","1000002","1","0.2","1010120007"
"1012","0.2","","3","travel_exdrama_r_101_joy","travel_exdrama_r_101_walk","0","1","1","0.2","1010120008"
"1012","0.2","","3","travel_exdrama_r_101_joy","travel_exdrama_r_101_walk","0","2","1","0.2","1010120009"
"1012","","","32","0","","0","10101","","","1010120010"
"1012","","","32","1","","0","10102","","","1010120011"
"1012","","","93","0","","","1.66","","","1010120012"
"1012","","","32","1","","0","10101","","","1010120013"
"1012","","","32","0","","0","10102","","","1010120014"
"1012","","","2","-470","0.2","-200","1000001","0","","1010120015"
"1012","","","2","-320","0.2","-150","1000002","0","","1010120016"
"1012","","","2","-470","0.2","-200","1","0","","1010120017"
"1012","","","2","-320","0.2","-150","2","0","","1010120018"
"1013","","","23","se_travel_finish_cave_event","","0","se_travel","","","1010130001"
"1013","0","","3","travel_exdrama_r_101_panic_A","travel_exdrama_r_101_walk","0","1000001","1","0.2","1010130002"
"1013","0","","3","travel_exdrama_r_101_panic_B","travel_exdrama_r_101_walk","0","1000002","1","0.2","1010130003"
"1013","0","","3","travel_exdrama_r_101_panic_A","travel_exdrama_r_101_walk","0","1","1","0.2","1010130004"
"1013","0","","3","travel_exdrama_r_101_panic_B","travel_exdrama_r_101_walk","0","2","1","0.2","1010130005"
"1013","","","32","1","","","10002","","","1010130006"
"1013","","","32","1","","","10103","","","1010130007"
"1013","","","93","0","","","3","","","1010130008"
"1013","","","32","0","","","10002","","","1010130009"
"1013","","","32","0","","","10103","","","1010130010"
"1014","0","","2","-500","0.1","-200","1000001","0","0","1010140001"
"1014","0","","2","-350","0.1","-150","1000002","0","0","1010140002"
"1014","0","","2","-500","0.1","-200","1","0","0","1010140003"
"1014","0","","2","-350","0.1","-150","2","0","0","1010140004"
"1014","0","","3","travel_exdrama_r_finish_B_hand","","0","1000001","0","0","1010140005"
"1014","0","","3","travel_exdrama_r_finish_B_hand","","0","1000002","0","0","1010140006"
"1014","0","","3","travel_exdrama_r_101_finish","","0","1","0","0","1010140007"
"1014","0","","3","travel_exdrama_r_101_finish","","0","2","0","0","1010140008"
"1014","","","32","0","","0","10101","","","1010140009"
"1014","","","32","1","","0","10104","","","1010140010"
"1021","","","31","10200","5","-350","10200","1","1","1010210001"
"1021","","","31","10201","5","-350","10201","1","0","1010210002"
"1021","","","31","10202","5","-350","10202","1","0","1010210003"
"1021","","","31","10203","86","-490","10203","1","0","1010210004"
"1021","","","31","10204","105","-200","10204","1","0","1010210005"
"1021","","","31","10001","50","-525","10001","1","0","1010210006"
"1021","0","travel_exdrama_r_102_book","1","1000001","-490","1","1","-180","1.46","1010210007"
"1021","0","travel_exdrama_r_102_loupe","1","1000002","-200","2","1","-180","1.46","1010210008"
"1021","0","travel_exdrama_r_102_book","5","1","-490","11","1","-180","1.46","1010210009"
"1021","0","travel_exdrama_r_102_loupe","5","2","-200","12","1","-180","1.46","1010210010"
"1021","0","reliclight_none","5","5","-339","13","5","-136","2","1010210011"
"1022","","","23","se_travel_finish_ruins_rare","","0","se_travel","","","1010220001"
"1022","0.2","","3","travel_exdrama_r_102_bookFind_A","travel_exdrama_r_102_book","0","1000001","1","0.2","1010220002"
"1022","0.2","","3","travel_exdrama_r_102_loupeFind_A","travel_exdrama_r_102_loupe","0","1000002","1","0.2","1010220003"
"1022","0.2","","3","travel_exdrama_r_102_bookFind_A","travel_exdrama_r_102_book","0","1","1","0.2","1010220004"
"1022","0.2","","3","travel_exdrama_r_102_loupeFind_A","travel_exdrama_r_102_loupe","0","2","1","0.2","1010220005"
"1022","","","32","1","","","10202","","","1010220006"
"1022","","","32","1","","","10203","","","1010220007"
"1022","","","32","1","","","10204","","","1010220008"
"1022","","","93","0","","","1.66","","","1010220009"
"1022","","","32","0","","","10202","","","1010220010"
"1022","","","32","0","","","10203","","","1010220011"
