a001c6565372c48551715e1bfadeaf02cfc63b2b6167b8f9e86e7b2ee708ffe7,df92f868f8a62ccd8de52d65c81f0ed8d9cb44a6bb287fbd252aa709f307a35c,a25fb8848137ce59cb1734541cc53bf09b3f796e5ff245481ed95b5a916d07ea,16c6ce1970ed39a3ec6b54a6be9a7439c5c039c272fb614848bd64477e5d72a7,b0e9ec9ff897d0a024b9d1d4d158f0d0d4d4901702e9036b9a1a28ae20368e76,db2f3a687b8b724ce1d6d8c200b25a6232f3d38ea1e8b9efd6d9385569bb2643,040023a54657b341cdcdec41b9590b61b1b7ae80ac967b65dd718d3c6cef2cc6,bb495f43865023457294ce6afe4ff858812b24cf7d1ae08172f498378bd0d2df,4db3201dacc674cfc7f76bdfed37787191e5644b4f112a78848ed7d90b372fee,5a819e8eb6b5d3664f0ac03902ab8b2820eb97a295de48ea968a6969539c5b71,13f0cf4d9a93f6a0a9c1a0db9d49cdd8b02f12f1d2b8f301125b7b35c26675b1,547bbf23db1c9526ce9d8773dc091b4e3bb0865d9979502af6172e295c9b0790,e37fa949c6e99bef315726cfd1a5400f129fd86cb4d2e52ca66c1eb3d31d9e32,e0a498d3cf599c5473e7c1e38d45f307556f08fee3f5d101cef10e592c185e2d,cb18dd11e42a6013bc2e5d12a5eb3cfdb682b71a8a6f748f0897d2a68ba5d8e9,0a6302fc6cab5f3b348979206f8af6e30c93445a342baf2bf42156fffcad25d0,2353aba4d283603588a4cfdb8b937c0e0eb9c13f0df3c5b0b05b62e593287261,3630cf6e70e0e1666afc96b67b92007dcda68823d3cd78ada2b5c3f8fd94fd3a
"-100","0.85","102271","102271","-200","0","76010001","26202","0","99011","90013","0.85","bgm_M299","0","-200","霸瞳皇帝的領域1層","bgm_M299","0"
"-100","0.85","102271","102271","-200","0","76010002","26202","0","99011","90013","0.85","bgm_M299","0","-200","霸瞳皇帝的領域2層","bgm_M299","0"
"-100","0.85","102271","102271","-200","0","76010003","26202","0","99011","90013","0.85","bgm_M299","0","-200","霸瞳皇帝的領域3層","bgm_M299","0"
"-100","0.85","102271","102271","-200","0","76010004","26202","0","99011","90013","0.85","bgm_M299","0","-200","霸瞳皇帝的領域4層","bgm_M299","0"
"-100","0.85","102271","102271","-200","0","76010005","26202","0","99011","90013","0.85","bgm_M299","0","-200","霸瞳皇帝的領域5層","bgm_M299","0"
"-100","0.85","102271","102271","-200","0","76010006","26202","0","99011","90013","0.85","bgm_M299","0","-200","霸瞳皇帝的領域6層","bgm_M299","0"
"-100","0.85","102271","102271","-200","0","76010007","26202","0","99011","90013","0.85","bgm_M299","0","-200","霸瞳皇帝的領域7層","bgm_M299","0"
"-100","0.85","102271","102271","-200","0","76010008","26202","0","99011","90013","0.85","bgm_M299","0","-200","霸瞳皇帝的領域8層","bgm_M299","0"
"-100","0.85","102271","102271","-200","0","76010009","26202","0","99011","90013","0.85","bgm_M299","0","-200","霸瞳皇帝的領域9層","bgm_M299","0"
"-100","0.85","102271","102271","-200","0","76010010","26202","0","99011","90013","0.85","bgm_M299","0","-200","霸瞳皇帝的領域10層","bgm_M299","0"
"-100","1.3","102891","102891","50","0","76020001","26202","0","99011","90013","1.2","bgm_M506","0","0","贊恩的領域1層","bgm_M506","0"
"-100","1.3","102891","102891","50","0","76020002","26202","0","99011","90013","1.2","bgm_M506","0","0","贊恩的領域2層","bgm_M506","0"
"-100","1.3","102891","102891","50","0","76020003","26202","0","99011","90013","1.2","bgm_M506","0","0","贊恩的領域3層","bgm_M506","0"
"-100","1.3","102891","102891","50","0","76020004","26202","0","99011","90013","1.2","bgm_M506","0","0","贊恩的領域4層","bgm_M506","0"
"-100","1.3","102891","102891","50","0","76020005","26202","0","99011","90013","1.2","bgm_M506","0","0","贊恩的領域5層","bgm_M506","0"
"-100","1.3","102891","102891","50","0","76020006","26202","0","99011","90013","1.2","bgm_M506","0","0","贊恩的領域6層","bgm_M506","0"
"-100","1.3","102891","102891","50","0","76020007","26202","0","99011","90013","1.2","bgm_M506","0","0","贊恩的領域7層","bgm_M506","0"
"-100","1.3","102891","102891","50","0","76020008","26202","0","99011","90013","1.2","bgm_M506","0","0","贊恩的領域8層","bgm_M506","0"
"-100","1.3","102891","102891","50","0","76020009","26202","0","99011","90013","1.2","bgm_M506","0","0","贊恩的領域9層","bgm_M506","0"
"-100","1.3","102891","102891","50","0","76020010","26202","0","99011","90013","1.2","bgm_M506","0","0","贊恩的領域10層","bgm_M506","0"
"-100","1.1","103111","103111","50","0","76030001","26202","0","99011","90013","0.9","bgm_M646","0","0","彌勒的領域1層","bgm_M646_Mode3","0"
