d38cd163b19f17515032ef113eb0b786533d072591b018cf4c9939152b16cf3e,5f4562899ed073a445d0ffc12529d59a116eada0286183d143a937c98b0fca70,f5e20e1be9aee04e3036328b864ab520df227b970824cbd1eb76be9ac898a8db,23dbf8adfe8d708510db00aabe15acf0ab79744a2c0a4d417ae0b0d83672645b,852e8ebc370e47ad7f23ee57f3a1980dfd74cfd076fd06743bbf8d8d727b94e0,8bd6af5a469c654a50ea65c5bc337c4e0e7b1d22dbc3815d3f8c2d1df3a77825,130bfb70112f2365ea7d1d2e54cc24b44b0c73c5d242d47a6850b8c117e6b337,371dc213323a65a0731a41e6b0a100cbba7dc58022f5322e42946b8a2a156875,fa6a2f25474b07137455d4b7046f968edba7c9ee3b0bd762208dfe758943c261,417f7db8077e33297d6ed0411efbbc8e12c9a361e02bd501fe3e2f348f151dc8,7f6533f76e0d9ec66b78e28bdf65a8398fd6ed33f17a2cdc7ec58ebe21c5e231,fe5c272df42aab0a2de97de2d4ab2d9a0729a74381f6f20d3dfd39842b38a194,fc5919bf5c9779271ddccdf60882bf87970fdfdeba2e7c6d4a71812cd2ac3264,5e36f141912af9dc93569ee1d92066cb923106b00149503ff34acb973a313b64,fa5ababba846f4d5104dfbe7addc6fdce1a5bf55740e559b4dc8d4b3fe227eeb,9df8bb48e52dc79d38dbd2bbfe04e780ce4d14a3c41c19180f69fa0d1a25fd35,326d2b62d771a80879a1e770000042b40cdfa42da2a25ff40014041a964a6b84,b5963def50a7d3d2e3fa88107236aa855fa68144252810d0d99ec327d14439a6,cbd3e08a90f438f6c39f8ea45685d5849d7e689cebf10007d14cc1b00f2164a4,8ebaaf2509560e2c64e5cc8be3c3b4b45daf03929a3097cdaf06fd27f765c94f,86abf67a2b71c4b7f105c7b4bc5750b6ad104beb7653fb9b274d4100045b7bc6,04f85ae5bbbe5a45e72c4fab4f6990638ec4195681598a5fae62bea64cf2cb11,bc5070375d1dcae4c04442394779285c91b90ef258e97677ec99563bad65efff,e65860a8cc429c60a0fbade08581f5622ec462c2f2333f803c4e033db68ac5f5,656ab5d12528b3f308b5b4d13b2ca40934d0bbf5a0e5c4776781b444eb682432,89da181439e22e07d665244f3a2b2191a5b19cd40b83a274527feacf54d2f8c7
"25021","25011","25","0","81001001","0","0","182100","0","90","0","810010011","10","100160","381001001","10","10","215","0","10","2030/12/17 14:59:59","281001001","2024/06/14 16:00:00","181001001","紅焰的深域1-1","81001"
"25021","25011","100","0","81001002","0","0","182100","0","90","200","810010021","10","100160","381001002","10","10","215","0","10","2030/12/17 14:59:59","281001002","2024/06/14 16:00:00","181001002","紅焰的深域1-2","81001"
"25021","25011","175","0","81001003","0","0","182100","0","90","400","810010031","10","100160","381001003","10","10","215","0","10","2030/12/17 14:59:59","281001003","2024/06/14 16:00:00","181001003","紅焰的深域1-3","81001"
"25021","25011","50","0","81001004","0","0","182100","0","90","550","810010041","10","100160","381001004","10","10","215","0","10","2030/12/17 14:59:59","281001004","2024/06/14 16:00:00","181001004","紅焰的深域1-4","81001"
"25021","25011","125","0","81001005","0","0","182100","0","90","750","810010051","10","100160","381001005","10","10","215","0","10","2030/12/17 14:59:59","281001005","2024/06/14 16:00:00","181001005","紅焰的深域1-5","81001"
"25021","25011","200","0","81001006","0","0","182100","0","90","950","810010061","10","100170","381001006","10","10","215","0","10","2030/12/17 14:59:59","281001006","2024/06/14 16:00:00","181001006","紅焰的深域1-6","81001"
"25021","25011","25","0","81001007","0","0","182100","0","90","1100","810010071","10","100160","381001007","10","10","215","0","10","2030/12/17 14:59:59","281001007","2024/06/14 16:00:00","181001007","紅焰的深域1-7","81001"
"25021","25011","100","0","81001008","0","0","182100","0","90","1300","810010081","10","100160","381001008","10","10","215","0","10","2030/12/17 14:59:59","281001008","2024/06/14 16:00:00","181001008","紅焰的深域1-8","81001"
"25021","25011","175","0","81001009","0","0","182100","0","90","1500","810010091","10","100160","381001009","10","10","215","0","10","2030/12/17 14:59:59","281001009","2024/06/14 16:00:00","181001009","紅焰的深域1-9","81001"
"25021","25011","50","0","81001010","0","0","182100","0","90","1750","810010101","10","81001","381001010","10","10","215","0","10","2030/12/17 14:59:59","281001010","2024/06/14 16:00:00","181001010","紅焰的深域1-10","81001"
"25021","25011","25","0","81001011","0","0","182100","0","90","2000","810010111","10","100160","381001011","20","10","215","0","10","2030/12/17 14:59:59","281001011","2024/06/14 16:00:00","181001011","紅焰的深域2-1","81001"
"25021","25011","100","0","81001012","0","0","182100","0","90","2200","810010121","10","100160","381001012","20","10","215","0","10","2030/12/17 14:59:59","281001012","2024/06/14 16:00:00","181001012","紅焰的深域2-2","81001"
"25021","25011","175","0","81001013","0","0","182100","0","90","2400","810010131","10","100160","381001013","20","10","215","0","10","2030/12/17 14:59:59","281001013","2024/06/14 16:00:00","181001013","紅焰的深域2-3","81001"
"25021","25011","50","0","81001014","0","0","182100","0","90","2550","810010141","10","100160","381001014","20","10","215","0","10","2030/12/17 14:59:59","281001014","2024/06/14 16:00:00","181001014","紅焰的深域2-4","81001"
"25021","25011","125","0","81001015","0","0","182100","0","90","2750","810010151","10","100160","381001015","20","10","215","0","10","2030/12/17 14:59:59","281001015","2024/06/14 16:00:00","181001015","紅焰的深域2-5","81001"
"25021","25011","200","0","81001016","0","0","182100","0","90","2950","810010161","10","100170","381001016","20","10","215","0","10","2030/12/17 14:59:59","281001016","2024/06/14 16:00:00","181001016","紅焰的深域2-6","81001"
"25021","25011","25","0","81001017","0","0","182100","0","90","3100","810010171","10","100160","381001017","20","10","215","0","10","2030/12/17 14:59:59","281001017","2024/06/14 16:00:00","181001017","紅焰的深域2-7","81001"
"25021","25011","100","0","81001018","0","0","182100","0","90","3300","810010181","10","100160","381001018","20","10","215","0","10","2030/12/17 14:59:59","281001018","2024/06/14 16:00:00","181001018","紅焰的深域2-8","81001"
"25021","25011","175","0","81001019","0","0","182100","0","90","3500","810010191","10","100160","381001019","20","10","215","0","10","2030/12/17 14:59:59","281001019","2024/06/14 16:00:00","181001019","紅焰的深域2-9","81001"
"25021","25011","50","0","81001020","0","0","182100","0","90","3750","810010201","10","81001","381001020","20","10","215","0","10","2030/12/17 14:59:59","281001020","2024/06/14 16:00:00","181001020","紅焰的深域2-10","81001"
"25021","25011","25","0","81001021","0","0","182100","0","90","4000","810010211","10","100160","381001021","30","10","215","0","10","2030/12/17 14:59:59","281001021","2024/06/14 16:00:00","181001021","紅焰的深域3-1","81001"
"25021","25011","100","0","81001022","0","0","182100","0","90","4200","810010221","10","100160","381001022","30","10","215","0","10","2030/12/17 14:59:59","281001022","2024/06/14 16:00:00","181001022","紅焰的深域3-2","81001"
"25021","25011","175","0","81001023","0","0","182100","0","90","4400","810010231","10","100160","381001023","30","10","215","0","10","2030/12/17 14:59:59","281001023","2024/06/14 16:00:00","181001023","紅焰的深域3-3","81001"
"25021","25011","50","0","81001024","0","0","182100","0","90","4550","810010241","10","100160","381001024","30","10","215","0","10","2030/12/17 14:59:59","281001024","2024/06/14 16:00:00","181001024","紅焰的深域3-4","81001"
"25021","25011","125","0","81001025","0","0","182100","0","90","4750","810010251","10","100160","381001025","30","10","215","0","10","2030/12/17 14:59:59","281001025","2024/06/14 16:00:00","181001025","紅焰的深域3-5","81001"
"25021","25011","200","0","81001026","0","0","182100","0","90","4950","810010261","10","100170","381001026","30","10","215","0","10","2030/12/17 14:59:59","281001026","2024/06/14 16:00:00","181001026","紅焰的深域3-6","81001"
