a19fa7d5f7c46d68511e3674a8129411841a657f843ed59ded1bcdfa1daa1a2f,fe18328fa5f2767239e6e39e9d30cc43fb38f02be9a2f307e9731180666eb166,c8eb1651f842309e4ef51f182988e6975ba1d2cb4a427d6e8758597ea796d1ca,ffd0cc37f2f6f1e480ba28e9b739181438e82d59fbb8732bcee6832bdea75644,ed0dd223a13a462fe122d8394e02e80165487874245e464cc14e510f09384db3,934fee6c3bba5b8b914ac913efc14519568499b0da0ac7ba39b14ca7ea186fb0,27fc84d826735bb68bbd94f8cce7ba2117434998ec2cc34a52e7e5a6cb735057,9fd7ddc9dd45a05690c4811e465ebd1ddd566c172839fc3a7277a920067a31cc,a5be5bd7cdb46ebcaa49c322c6eca7c69765685f918fed9d15871a4352bb2fd3,eec249714a814424a4c0400ec9e5674ae3def02ff2ac5669d06ddf34c52faa61,63a58d8954ec39d9bd21b982725c87e6f9ff1989efc7fd312996d4c51fc157e4,1e292a237134dca7aa2889088ecc9ae1822569d7798b17f97a9bdd206ef97bed,26a1ea97d41a00889b2561872c12135b80e5b16c57768c7f0af0de1a58fdfe58,16cea7ed84d3e762c60d674b2389d2e272b7dcb3779d75ff6374131d81a7f71e,db367c53970a13db3eb15a8b7d750da3fffe91714ef5e2ce9429ab65b4838112,beffcb1c49d8b31d30b95f055051672af05a83dd1b09b6ca9ba656b0939981b9,a60e429d53a4ba739ea6723a0558f705753bb9e21e993d8ae167138dfbb5750e,d48ca8fb7999cb1929495a1571db1c1f765316d43de131ec6b4cbd84e751d9e6
"0","1","500","0","0","0","0","91002","8","0","0","0","0","10000","0","1","0","0"
"0","2","400","0","0","0","0","91002","8","0","0","0","0","10000","0","2","0","0"
"0","3","300","0","0","0","0","91002","8","0","0","0","0","10000","0","3","0","0"
"0","4","250","0","0","0","0","91002","8","0","0","0","0","10000","0","4","0","0"
"0","5","500","0","0","0","0","91002","8","0","0","0","0","10001","0","1","0","0"
"0","6","400","0","0","0","0","91002","8","0","0","0","0","10001","0","2","0","0"
"0","7","300","0","0","0","0","91002","8","0","0","0","0","10001","0","3","0","0"
"0","8","250","0","0","0","0","91002","8","0","0","0","0","10001","0","4","0","0"
"0","9","500","0","0","0","0","91002","8","0","0","0","0","10002","0","1","0","0"
"0","10","400","0","0","0","0","91002","8","0","0","0","0","10002","0","2","0","0"
"0","11","300","0","0","0","0","91002","8","0","0","0","0","10002","0","3","0","0"
"0","12","250","0","0","0","0","91002","8","0","0","0","0","10002","0","4","0","0"
"0","13","500","0","0","0","0","91002","8","0","0","0","0","10003","0","1","0","0"
"0","14","400","0","0","0","0","91002","8","0","0","0","0","10003","0","2","0","0"
"0","15","300","0","0","0","0","91002","8","0","0","0","0","10003","0","3","0","0"
"0","16","250","0","0","0","0","91002","8","0","0","0","0","10003","0","4","0","0"
"0","17","500","0","0","0","0","91002","8","0","0","0","0","10004","0","1","0","0"
"0","18","400","0","0","0","0","91002","8","0","0","0","0","10004","0","2","0","0"
"0","19","300","0","0","0","0","91002","8","0","0","0","0","10004","0","3","0","0"
"0","20","250","0","0","0","0","91002","8","0","0","0","0","10004","0","4","0","0"
"0","21","500","0","0","0","0","91002","8","0","0","0","0","10005","0","1","0","0"
"0","22","400","0","0","0","0","91002","8","0","0","0","0","10005","0","2","0","0"
