c99c77d1585e087eeb3c91ac3f96f1593f36a14d0366d104f06bed80384b3457,55e876ac37bf38575eeb364c8b048460f861651dbca88df63499d5c61866f873,69a9c9ba144f4f1ff6e734dbed4e692fd3f36d170e24a898ceb27dc7f248e922,92c7d099edb8838b40fade843046058a4ecd1a65b06a1e346f5bffc472addb56,f72734b6e5c3a37d826e8789f756b97ec806c314dd821cc821943dd3729aad62,29327e395be3ab14042a406bcb8f11a4285440a53864e808dfef7bd673e4d7fa,56f8ed7673d46c511e3e6c85dae5fc2d734f6cf43cbd76f72d5ca9dcc3a3f277,f659d5b5f0bb51e0a66cbfd7fa396122caef11cc2052eda1b6fb6ba69da735d1,305414bad61281b17a07444bf36fffaf668f35f3377361c204b69248bf050ec6,2203fd7baf2f60f7203272d0da0109430817299ac81211f0dc0521c7e6d2f6a6,0c6e0e0c66a61f07b648b555e67cd826aa93e41d7e98f84113943134ab570b71,6e06165df5cb297334ef39f94967696fcd332de7967f094bd946b003b0ce3d0f,40e8e364b4e6c0e9826a6dba3257d50246892091ecc1fedde36b725081e467e5,c85d8b943bbdb69aa503ad4388d0a1d8dabdbc50c4894082a687904322522dcd,db5ced942ea3d198710eddb1a85bb54a10f783f95c63d6e7541fd28d71cfdf40,4df7443b8c5b500b616da42622478972354587e0b648003582efcf322d31e4eb
"1","0","0","1","0","110010011","0","0","4","101011","101281","0","0","0","4","0"
"1","0","0","1","0","110010021","0","0","4","101251","101521","0","0","0","4","0"
"1","0","0","1","0","110010031","0","0","4","101161","101431","0","0","0","4","0"
"1","0","0","1","0","110010041","0","0","4","101371","101551","0","0","0","4","0"
"1","0","0","1","0","110010051","0","0","4","101161","101611","0","0","0","4","0"
"1","0","0","1","0","110010061","0","0","4","101071","101401","0","0","0","4","0"
"1","0","0","1","0","110010071","0","0","4","101251","101581","0","0","0","4","0"
"1","0","0","1","0","110010081","0","0","4","101281","101611","0","0","0","4","0"
"1","0","0","1","0","110010091","0","0","4","101131","101551","0","0","0","4","0"
"1","0","0","1","0","110010101","0","0","4","101011","101611","0","0","0","4","0"
"1","0","0","1","0","110020011","0","0","4","101191","101011","0","0","0","4","0"
"1","0","0","1","0","110020021","0","0","4","101251","101371","0","0","0","4","0"
"1","0","0","1","0","110020031","0","0","4","101401","101551","0","0","0","4","0"
"1","0","0","1","0","110020041","0","0","4","101521","101611","0","0","0","4","0"
"1","0","0","1","0","110020051","0","0","4","101281","101581","0","0","0","4","0"
"1","0","0","1","0","110020061","0","0","4","101251","101611","0","0","0","4","0"
"1","0","0","1","0","110020071","0","0","4","101071","101431","0","0","0","4","0"
"1","0","0","1","0","110020081","0","0","4","101131","101581","0","0","0","4","0"
"1","0","0","1","0","110020091","0","0","4","102163","122371","0","0","0","4","0"
"1","0","0","1","0","110020101","0","0","4","102013","102581","0","0","0","4","0"
"1","0","0","1","0","110020111","0","0","4","102252","102551","0","0","0","4","0"
"1","0","0","1","0","110020121","0","0","4","102222","102612","0","0","0","4","0"
"1","0","0","1","0","110030011","0","0","4","122493","102551","0","0","0","4","0"
"1","0","0","1","0","110030021","0","0","4","122491","102612","0","0","0","4","0"
"1","0","0","1","0","110030031","0","0","4","102163","102252","0","0","0","4","0"
"1","0","0","1","0","110030041","0","0","4","102222","102192","0","0","0","4","0"
"1","0","0","1","0","110030051","0","0","4","102013","102131","0","0","0","4","0"
"1","0","0","1","0","110030061","0","0","4","102014","102101","0","0","0","4","0"
"1","0","0","1","0","110030071","0","0","4","102041","122282","0","0","0","4","0"
"1","0","0","1","0","110030081","0","0","4","122312","122342","0","0","0","4","0"
"1","0","0","1","0","110030091","0","0","4","122372","122401","0","0","0","4","0"
"1","0","0","1","0","110030101","0","0","4","122432","122521","0","0","0","4","0"
"1","0","0","1","0","110030111","0","0","4","102552","102582","0","0","0","4","0"
"1","0","0","1","0","110030121","0","0","4","122614","122613","0","0","0","4","0"
"1","0","0","1","0","110040011","0","0","4","102101","102252","0","0","0","4","0"
"1","0","0","1","0","110040021","0","0","4","102014","102192","0","0","0","4","0"
"1","0","0","1","0","110040031","0","0","4","113071","102013","0","0","0","4","0"
"1","0","0","1","0","110040041","0","0","4","113011","102163","0","0","0","4","0"
"1","0","0","1","0","110040051","0","0","4","123161","123251","0","0","0","4","0"
"1","0","0","1","0","110040061","0","0","4","113221","113191","0","0","0","4","0"
"1","0","0","1","0","110040071","0","0","4","123281","102552","0","0","0","4","0"
