aa39129bfd355be2491b581f9692684e86a0a2cac67a50f798db0a3196a49829,dffa706a4b20cc169baf108082fc7f9273daa1cc730ccd702d44fa1211d6c701,dd9c9cfe960e2da8e6091f2b32a0d30edeb79f0ba14975f79d13d5d8a45120ba,797d608892de3408b9d77aca4504f56f51c8156b8b2ba7c032a0bcff25263be0,a77052b4ecda565e89ab457c2ac4cf3aff3a8ccbf8ac4b968dc50652435e8420,e8243b7964426a2917f148e6b094435a04aaa18fcfc39ee2296050e7a8194d6e,f8100c81b4862920bcf04beac1b9e301982aefee2b6b0d0c9dc3c6f5c50652c2,30f4e63a8a0db57b6b1967038d052f7efcf6cd31d9db60e28fbfe11803ca3e23,49fe09c874ed8e1d1b6543311326c1623f5c300d2a54575f6bf5498e0d2f8095,cc79459f7494ee42a5689932b4a92fda1c4a72fb5393b75cbd8061b819fc747c,d2fd84ad42e288c1de7454985beca1201e4407b20c0762fa51ca6dba6d3b4feb,0721168719bc8c457ac5970912353df019422c4823f604ad5a7d01ddc95b96bb
"110111","4","0","110111","0","1","0","0","201","0","0","200"
"110121","4","0","110121","0","1","0","0","201","0","0","200"
"110211","4","0","110211","0","1","0","0","201","0","0","200"
"110221","4","0","110221","0","1","0","0","201","0","0","200"
"110311","4","0","110311","0","1","0","0","201","0","0","200"
"110321","4","0","110321","0","1","0","0","201","0","0","200"
"110411","4","0","110411","0","1","0","0","201","0","0","200"
"110421","4","0","110421","0","1","0","0","201","0","0","200"
"110511","6","0","110511","0","1","0","0","411","0","0","200"
"110521","6","0","110521","0","1","0","0","421","0","0","300"
"110711","3","0","110711","0","0","0","0","711","0","0","0"
"110712","3","0","110712","0","0","0","0","712","0","0","0"
"110721","4","0","110721","0","0","0","0","721","0","0","0"
"110722","4","0","110722","0","0","0","0","722","0","0","0"
"1500","1","0","110731","0","0","0","0","731","0","0","0"
"2000","1","0","110732","0","0","0","0","732","0","0","0"
"110811","3","0","110811","0","0","0","0","821","0","0","0"
"110812","4","0","110812","0","0","0","0","823","0","0","0"
"110813","3","0","110813","0","0","0","0","822","0","0","0"
"1000","1","0","110821","0","0","0","0","811","0","0","0"
"110911","6","0","110911","0","1","0","0","411","0","0","300"
"110921","6","0","110921","0","1","0","0","421","0","0","450"
"3000","1","0","111011","0","0","0","0","311","0","0","0"
"1000","1","0","111012","0","0","0","0","312","0","0","0"
"3000","1","0","111021","0","0","0","0","321","0","0","0"
"1000","1","0","111022","0","0","0","0","322","0","0","0"
"3000","1","0","111031","0","0","0","0","331","0","0","0"
"1000","1","0","111032","0","0","0","0","332","0","0","0"
"2000","1","0","111111","0","0","0","0","1011","0","0","0"
"111121","3","0","111121","0","0","0","0","1023","0","0","0"
"111122","3","0","111122","0","0","0","0","1022","0","0","0"
"111123","3","0","111123","0","0","0","0","1021","0","0","0"
"2000","1","0","111211","0","0","0","0","1111","0","0","0"
"111220","4","0","111221","0","4","0","0","1121","0","0","111221"
"111220","4","0","111222","0","4","0","0","1122","0","0","111222"
"111220","4","0","111223","0","4","0","0","1123","0","0","111223"
"111311","6","0","111311","0","1","0","0","411","0","0","400"
"111321","6","0","111321","0","1","0","0","421","0","0","600"
"111711","6","0","111711","0","1","0","0","411","0","0","500"
"111721","6","0","111721","0","1","0","0","421","0","0","750"
"111811","6","0","111811","0","1","0","0","411","0","0","200"
"111821","6","0","111821","0","1","0","0","421","0","0","300"
"111911","6","0","111911","0","1","0","0","411","0","0","300"
"111921","6","0","111921","0","1","0","0","421","0","0","450"
"112011","6","0","112011","0","1","0","0","411","0","0","400"
"112021","6","0","112021","0","1","0","0","421","0","0","600"
"112111","6","0","112111","0","1","0","0","411","0","0","500"
"112121","6","0","112121","0","1","0","0","421","0","0","750"
"112211","6","0","112211","0","1","0","0","411","0","0","200"
"112221","6","0","112221","0","1","0","0","421","0","0","300"
"112311","6","0","112311","0","1","0","0","411","0","0","300"
"112321","6","0","112321","0","1","0","0","421","0","0","450"
"112411","6","0","112411","0","1","0","0","411","0","0","400"
"112421","6","0","112421","0","1","0","0","421","0","0","600"
"112511","6","0","112511","0","1","0","0","411","0","0","500"
"112521","6","0","112521","0","1","0","0","421","0","0","750"
"112611","6","0","112611","0","1","0","0","411","0","0","200"
"112621","6","0","112621","0","1","0","0","421","0","0","300"
"112711","6","0","112711","0","1","0","0","411","0","0","300"
"112721","6","0","112721","0","1","0","0","421","0","0","450"
"112811","6","0","112811","0","1","0","0","411","0","0","400"
"112821","6","0","112821","0","1","0","0","421","0","0","600"
"112911","6","0","112911","0","1","0","0","411","0","0","500"
"112921","6","0","112921","0","1","0","0","421","0","0","750"
"113011","6","0","113011","0","1","0","0","411","0","0","200"
"113021","6","0","113021","0","1","0","0","421","0","0","300"
"113111","6","0","113111","0","1","0","0","411","0","0","300"
"113121","6","0","113121","0","1","0","0","421","0","0","450"
"113211","6","0","113211","0","1","0","0","411","0","0","400"
"113221","6","0","113221","0","1","0","0","421","0","0","600"
"113311","6","0","113311","0","1","0","0","411","0","0","500"
"113321","6","0","113321","0","1","0","0","421","0","0","750"
"113411","6","0","113411","0","1","0","0","411","0","0","200"
"113421","6","0","113421","0","1","0","0","421","0","0","300"
"113511","6","0","113511","0","1","0","0","411","0","0","300"
"113521","6","0","113521","0","1","0","0","421","0","0","450"
"113611","6","0","113611","0","1","0","0","411","0","0","400"
"113621","6","0","113621","0","1","0","0","421","0","0","600"
"113711","6","0","113711","0","1","0","0","411","0","0","500"
"113721","6","0","113721","0","1","0","0","421","0","0","750"
"131411","3","0","131411","0","7","0","0","511","0","0","131411"
"500","1","0","131412","0","0","0","0","513","0","0","0"
"131511","7","0","131511","0","0","0","0","911","0","0","0"
"500","1","0","131512","0","0","0","0","912","0","0","0"
"2000","1","0","131611","0","7","0","0","611","0","0","131611"
"500","1","0","131612","0","0","0","0","612","0","0","0"
"231411","3","0","231411","0","7","0","0","512","0","0","231411"
"500","1","0","231412","0","0","0","0","513","0","0","0"
"231511","7","0","231511","0","0","0","0","921","0","0","0"
"500","1","0","231512","0","0","0","0","922","0","0","0"
"231521","4","0","231521","0","0","0","0","0","0","0","0"
"4000","1","0","231611","0","7","0","0","621","0","0","231611"
"500","1","0","231612","0","0","0","0","622","0","0","0"
"0","8","0","231621","0","0","0","0","0","0","0","0"
"331411","3","0","331411","0","0","0","0","514","0","0","0"
"500","1","0","331412","0","0","0","0","513","0","0","0"
"331511","4","0","331511","0","0","0","0","931","0","0","0"
"500","1","0","331512","0","0","0","0","932","0","0","0"
"331521","4","0","331521","0","0","0","0","0","0","0","0"
"8000","1","0","331611","0","0","0","0","631","0","0","0"
"500","1","0","331612","0","0","0","0","632","0","0","0"
"0","8","0","331621","0","0","0","0","0","0","0","0"
