7145d198f353e81950db1f10309a502caca989df26965841fc93475e21da7101,7b3cd440a2bfb1c54f1041877662e13c5a43fccde04b43ec4f9d58eb882217c9,67728b23a299f79c4131d9f5791adc923f9f832240353a814af40d353bae98d3,c4efbc7d2d73770e2db3c63adb8234242c9dafa4e1f8c7954758797c846688d7,01af4e944366409c49a33c91358e55c9a221cacbf48e63511b6b84b93e0e9a69,72536c6046a978730375b670e6c8ce14036f1e4090bd67f6947adfcf807e338f,b0af1919a8aeabd91aa3e3dd5eaa8f0c635513386bfc9e1d892036b7019ec9ac,99ad146efd6734501741c130fea0eee0ad4c24e2e10ec3ad1b9286e0be19826b,2523a7255f4bb2080f34c3f81ee6bbb519d02d45921403b7afea50e609490521,42d1a639d954aa9ef13db173ec7b14aedb43929c1ec20352e1ee55d5fc15cf7b,9c5c50443dce0dbff2ade8cc86f27794ab1ce987a28eeb72fd708eaa570d544d,04f70024de5ac2bb46d03592f8a6614eee549a5ef54ddb99f2bd06ae8ddfe50a,1dc1cc7b8283b9e9bddac798ed3e65ce12ed058e68a947b61859430152812f4e,9ef3f53ce83a645592343b3d60d4662173ba2b67d09e36b574acfe4a2f9e0eb5,48e4d86523b9e9b5f95ebe0e31785400d95bdbbbf12a4ef3f3ac4e2214fb1914,939e0adf8a42b5b24ca2a72e8d323f53e4ac1282c2c7b3d54279b09279cf28da,ae0c3a5aa55fafb31401cd2766a71ad155898e644ab2a08fc8edba71814d6aef,d324290fd0ca514482efba5b0501d286f88ceb2065ff793129f303485b5fda2e,f2d720a0326cb99382bc3b6af176dadc3cf5948ff9a5be8d07cd33bd30d681f0,c04ae457eea046afe52acd78765a255143aa2e8707ad7131d900bd9f08421e28,5b1b2dff2e544cc58e46dcccb9f64c0fbdf2523ada5ee67d3739f2debf1b922d,4fbbae2923f4dc49ff6a969af2d84c30d71128eadb3527525ae9168e219e8a9f,7311a905e1a6c25f4d409d860fd6b9b062fe72dc47c4642a985b7c5c69d0478d,d524c9208013e3753d5cefaa920da286f78eccd059bc6785eb61b99bbb5df893,675f23796b747dfc07b4db9f4807b909036b9b4aa5596af419f209d0eb6c8041,305aefc9b921587b1391facbc2acca2d1e326203b3fcd3e83f0deb58b12c9519,62a9bd8f1ff7ffd8d6d55835b98ab18963f94437a9ed2bd40a4628b3e86d582c,849bff20b6295b4f33e4b41792a2b68d9f31b292bb476170d720cc0e3b602838,4b02c43d17fad9eebab070ffb64aece628b23dce57a01b293b19e82776df08cf,f4284be4b4584bcebdcd70785eb98b8d1b00ab6fd9b07bbaaf7755b888be08a7,49e063ab1d1f8e39109466c1dac04008a0f4855fb4215c9c8d72bbd5398091d4,732caddecfdd88d7ae0eebb9ba9e6b8622bd6a0df6333f34a2008985013c3361,be73aa1b6d0faf287d7ef727becaf0bb8088bb097dbed3e510e13cd44a76770b,e2ca036915306632e79e2f56f2699d8627e994a6d92f9f72f1740fa08002cb5e,88b46023b00c5310263875c2f515ecb6b06c0a423cd7fb8b51acf7ae767553d6,7cfe3fc8f7645b1f098c48be3e6784b458b55ce70d40386ea1a876f9d1138d98,9ae5681f8089094c8d2d7d2c542b200d6cda40556ede3bc01e4689b3e645f1b9,b5c3fd45fd86a51c809e94339434d5137bb9528a1795d27544b48bb0f5e57ecd,dedcbac090f16116c68de7960f8a911afb822eab8dc85eca2b8e9e63355c3e40,b891163890048e56cf331c353d32c2c7dc4377f153356ceb3e476d93f24b12d6,bfa3b0932643af30d0c20c59140f212b58aec2cbfb0c8aab7760e18402ce0943,2a415a677bd9a9dc0b79cf3faa1038668e7cbf42d8be9a5e5c6c340a64772fcc,8fd7e9b4b9a1dca2e947117b20e38dd38233a08077b3069896e5cfc9686641e5
"0","0","0","0","2500","0","0","1","0","0","0","0","寶石蜘蛛A","900","0","50","217601","0","5000","0","0","1","0","0","900000","0","0","0","2500","0","200","804100111","900","0","0","0","0","0","0","0","2500","200000001","0"
"0","0","0","0","2500","0","0","1","0","0","0","0","寶石蜘蛛B","600","0","50","217602","0","5000","0","0","1","0","0","900000","0","0","0","2500","0","200","804100121","600","0","0","0","0","0","0","0","2500","200000001","0"
"0","0","0","0","2500","0","0","1","0","0","0","0","寶石蜘蛛C","300","0","50","217603","0","5000","0","0","1","0","0","900000","0","0","0","2500","0","200","804100131","300","0","0","0","0","0","0","0","2500","200000001","0"
"0","0","2500","0","2500","0","0","1","0","0","0","0","倭","700","0","50","319901","0","12000","0","0","1","0","0","18000000","70","0","0","2500","0","600","804100201","700","0","100","0","0","0","0","0","2500","300000008","0"
"0","0","0","0","100","0","0","1","0","0","0","0","若菜","200","0","50","319801","0","0","0","0","1","0","0","14000000","0","0","0","0","0","600","804100211","200","0","0","0","0","0","0","0","100","300000008","0"
"0","0","2500","0","300","0","0","1","0","0","0","0","布武機","200","0","50","319701","0","10000","0","0","1","0","0","9000000","130","0","0","0","0","600","804100221","200","0","0","0","0","0","0","0","100","300000008","0"
"0","0","2500","16000","2500","0","0","1","0","0","0","0","芙蕾雅","1200","0","50","321500","0","16000","0","0","1","0","0","67000000","100","0","0","2500","0","600","804100301","1200","0","100","0","0","0","0","0","2500","300000008","0"
"0","0","0","0","2500","0","0","1","0","0","0","0","飛龍","500","0","50","217700","0","12000","0","0","1","0","0","12000000","0","0","0","2500","0","600","804100311","500","0","0","0","0","0","0","0","2500","300000008","0"
"0","0","2500","16000","2500","0","0","1","0","2500","0","0","阿剌克涅","600","0","50","321600","0","14000","0","0","1","0","0","80000000","160","30","0","2500","0","700","804100401","600","0","2500","0","0","0","0","0","2500","300000008","0"
"0","0","2500","16000","2500","0","0","1","0","0","0","0","阿剌克涅","600","0","50","321603","0","14000","0","0","1","0","0","80000000","110","30","0","2500","0","700","804100402","600","0","2500","0","0","0","0","0","2500","300000008","0"
"0","0","0","50000","5000","0","0","1","0","0","0","0","六凶‧魔蜘蛛阿剌克涅","50000","0","50","321601","0","36000","0","0","1","0","0","600000000","0","0","0","0","0","750","804100501","50000","0","0","0","0","0","0","0","5000","300000009","0"
"0","0","5000","40000","5000","0","0","1","0","150","0","0","六凶‧魔蜘蛛阿剌克涅","1200","0","50","321602","0","36000","0","0","1","150","0","600000000","130","5000","0","5000","0","750","804100502","1200","0","5000","0","0","0","0","0","5000","300000009","0"
"1500","0","316","0","316","0","0","1","0","0","0","0","雪菲","1000","0","50","192701","0","40000","0","0","1","0","0","150000","50","0","0","0","0","316","804100601","1000","0","0","0","0","0","0","0","0","900000001","0"
