5b535cba2ab921f8f0d71ed2f0cb1dfc4eaef44fc00816abe9410af4cc020f31,9e9ad6374caa2bd157ceb6a52be01c5478e42373478bcf7c4f3a0b4d86843508,ccf73441228daf5dd2b3d32493b24f2ed161dbc30d5a653c091a4b9bb70a26b2,b94ce8b35634f5c7636770f58c977294131416b535680d8c3006fe2fa443a12c,fc588e6aa15dad426a0cac1210cd46a926ffa15b65b4d73dddf9449adc40eec0,c0fb672546856868ceee2563e280c7d66269aa988ba63ab6a2c5cb3a5149684a
"1","100","0","610010501","0","10010"
"1","250","0","610010502","0","10010"
"1","450","0","610010503","0","10010"
"2","440","4","610010601","6","10010"
"2","300","3","610010602","3","10010"
"2","140","2","610010603","1","10010"
"2","20","1","610010605","1","10010"
"1","80","0","610012501","0","10012"
"1","180","0","610012502","0","10012"
"1","280","0","610012503","0","10012"
"1","380","0","610012504","0","10012"
"1","-500","0","610013501","0","10013"
"1","-400","0","610013502","0","10013"
"1","-300","0","610013503","0","10013"
"1","0","0","610015501","0","10015"
"1","10","0","610015502","0","10015"
"1","20","0","610015503","0","10015"
"1","-180","0","610017501","0","10017"
"1","-80","0","610017502","0","10017"
"2","20","1","610021501","1","10021"
"2","140","2","610021502","1","10021"
"2","300","3","610021503","1","10021"
"1","-120","0","610025501","0","10025"
"1","-10","0","610025502","0","10025"
"1","30","0","610025503","0","10025"
"1","-220","0","610027502","0","10027"
"1","10","0","610027503","0","10027"
"1","800","0","610027504","0","10027"
"1","100","0","610027505","0","10027"
"1","-120","0","610029501","0","10029"
"1","-10","0","610029502","0","10029"
"1","30","0","610029503","0","10029"
"1","-120","0","610031501","0","10031"
"1","-40","0","610031502","0","10031"
"1","10","0","610031503","0","10031"
"1","50","0","610031504","0","10031"
"1","-120","0","610033501","0","10033"
"1","-10","0","610033502","0","10033"
"1","30","0","610033503","0","10033"
"1","-80","0","610033504","0","10033"
"1","10","0","610035501","0","10035"
"1","-120","0","610035502","0","10035"
"1","90","0","610035503","0","10035"
"1","-220","0","610035601","0","10035"
"1","10","0","610035602","0","10035"
"1","100","0","610035603","0","10035"
"1","800","0","610035604","0","10035"
"1","80","0","610037501","0","10037"
"1","180","0","610037502","0","10037"
"1","280","0","610037503","0","10037"
"1","380","0","610037504","0","10037"
"1","-120","0","610038501","0","10038"
"1","-40","0","610038502","0","10038"
"1","10","0","610038503","0","10038"
"1","50","0","610038504","0","10038"
"1","-500","0","610039501","0","10039"
"1","-400","0","610039502","0","10039"
"1","-300","0","610039503","0","10039"
"1","-205","0","610040501","0","10040"
"1","122","0","610040502","0","10040"
"1","25","0","610040503","0","10040"
"1","295","0","610040504","0","10040"
"1","0","0","610041501","0","10041"
"1","10","0","610041502","0","10041"
"1","20","0","610041503","0","10041"
"2","-120","0","610042501","0","10042"
"2","-40","0","610042502","0","10042"
"2","10","0","610042503","0","10042"
"2","20","1","610045501","1","10045"
"2","140","2","610045502","1","10045"
"2","300","3","610045503","1","10045"
"1","-275","0","610046404","0","10046"
"1","-45","0","610046405","0","10046"
"1","115","0","610046406","0","10046"
"1","175","0","610046407","0","10046"
"2","-150","0","610048601","0","10048"
"2","-145","0","610048602","0","10048"
"1","-120","0","610049501","0","10049"
"1","-10","0","610049502","0","10049"
"1","30","0","610049503","0","10049"
"1","20","1","610050404","1","10050"
"1","140","2","610050405","1","10050"
"1","300","3","610050406","1","10050"
"1","-220","0","610051502","0","10051"
"1","10","0","610051503","0","10051"
"1","100","0","610051505","0","10051"
"1","20","1","610052401","0","10052"
"1","140","2","610052402","0","10052"
"1","300","3","610052403","0","10052"
"1","-180","0","610053501","0","10053"
"1","-80","0","610053502","0","10053"
"2","-180","0","610054501","0","10054"
"2","20","0","610054502","0","10054"
"2","150","0","610054503","0","10054"
"1","-120","0","610055501","0","10055"
"1","-10","0","610055502","0","10055"
"1","30","0","610055503","0","10055"
"1","-120","0","610057501","0","10057"
"1","-40","0","610057502","0","10057"
"1","10","0","610057503","0","10057"
"1","50","0","610057504","0","10057"
"1","20","1","610058501","1","10058"
"1","140","2","610058502","1","10058"
"1","300","3","610058503","1","10058"
"1","200","0","610058601","0","10058"
"1","-200","0","610058602","0","10058"
"2","40","0","610059501","0","10059"
"2","-15","0","610059502","0","10059"
"2","-90","0","610059503","0","10059"
"2","200","0","610059504","0","10059"
"1","-120","0","610060501","0","10060"
"1","-10","0","610060502","0","10060"
"1","30","0","610060503","0","10060"
"1","-80","0","610060504","0","10060"
"1","-200","0","610061501","0","10061"
"1","-80","0","610061502","0","10061"
"1","100","0","610061503","0","10061"
"1","10","0","610062501","0","10062"
"1","-120","0","610062502","0","10062"
"1","90","0","610062503","0","10062"
"1","-220","0","610062601","0","10062"
"1","100","0","610062603","0","10062"
"1","150","0","610062604","0","10062"
"1","-120","0","610065501","0","10065"
"1","-40","0","610065502","0","10065"
"1","10","0","610065503","0","10065"
"1","50","0","610065504","0","10065"
"2","-220","0","610066501","0","10066"
"2","60","0","610066502","0","10066"
"2","89","0","610066503","0","10066"
"1","-205","0","610067501","0","10067"
"1","122","0","610067502","0","10067"
"1","25","0","610067503","0","10067"
"1","295","0","610067504","0","10067"
"2","-180","0","610068501","0","10068"
"2","20","0","610068502","0","10068"
"2","150","0","610068503","0","10068"
"2","-170","0","610069501","0","10069"
"2","-80","0","610069502","0","10069"
"2","120","0","610069503","0","10069"
"2","350","0","610070506","0","10070"
"2","250","0","610070507","0","10070"
"1","250","0","610070640","0","10070"
"1","350","0","610070641","0","10070"
"1","700","0","610070642","0","10070"
"1","800","0","610070643","0","10070"
"1","20","1","610072501","1","10072"
"1","140","2","610072502","1","10072"
"1","300","3","610072503","1","10072"
"2","-180","0","610072601","0","10072"
"2","-145","0","610072602","0","10072"
"2","80","0","610072603","0","10072"
"1","-275","0","610073404","0","10073"
"1","-45","0","610073405","0","10073"
"1","115","0","610073406","0","10073"
"1","175","0","610073407","0","10073"
"1","250","0","610074501","0","10074"
"1","380","0","610074502","0","10074"
"1","-100","0","610074503","0","10074"
"1","480","0","610074504","0","10074"
"2","20","1","610074601","1","10074"
"2","140","2","610074602","1","10074"
"2","300","3","610074603","1","10074"
"2","-150","0","610075601","0","10075"
"2","-145","0","610075602","0","10075"
"2","-180","0","610076601","0","10076"
"2","-145","0","610076602","0","10076"
"2","150","0","610076603","0","10076"
"1","20","1","610077404","1","10077"
"1","140","2","610077405","1","10077"
"1","300","3","610077406","1","10077"
"1","20","1","610079401","0","10079"
"1","140","2","610079402","0","10079"
"1","300","3","610079403","0","10079"
"2","-220","0","610080601","0","10080"
"2","-110","0","610080602","0","10080"
"2","0","0","610080603","0","10080"
"2","-180","0","610081501","0","10081"
"2","20","0","610081502","0","10081"
"2","150","0","610081503","0","10081"
"1","20","0","610082501","1","10082"
"1","140","0","610082502","1","10082"
"1","300","0","610082503","1","10082"
"1","-120","0","610083501","0","10083"
"1","-10","0","610083502","0","10083"
"1","30","0","610083503","0","10083"
"1","-150","0","610084601","0","10084"
"1","250","0","610084602","0","10084"
"1","50","0","610084603","0","10084"
"1","450","0","610084604","0","10084"
"2","-15","1","610084701","1","10084"
"2","40","2","610084702","1","10084"
"2","-70","3","610084703","1","10084"
"2","40","4","610084704","1","10084"
"2","-15","5","610084705","1","10084"
"2","-70","6","610084706","1","10084"
"2","40","7","610084707","1","10084"
"2","-15","8","610084708","1","10084"
"2","-70","9","610084709","1","10084"
"2","-100","10","610084710","1","10084"
"1","-500","0","610085501","0","10085"
"1","-220","0","610085502","0","10085"
"1","-50","0","610085503","0","10085"
"1","-350","0","610085504","0","10085"
"1","20","1","610086501","1","10086"
"1","140","2","610086502","1","10086"
"1","300","3","610086503","1","10086"
"1","200","0","610086601","0","10086"
"1","-200","0","610086602","0","10086"
"2","40","0","610087501","0","10087"
"2","-15","0","610087502","0","10087"
"2","-90","0","610087503","0","10087"
"2","200","0","610087504","0","10087"
"1","20","1","610088404","1","10088"
"1","100","2","610088405","1","10088"
"1","150","3","610088406","1","10088"
"1","200","4","610088407","1","10088"
"1","250","5","610088408","1","10088"
"1","300","6","610088409","1","10088"
"1","-200","0","610089501","0","10089"
"1","-80","0","610089502","0","10089"
"1","100","0","610089503","0","10089"
"1","20","1","610092404","1","10092"
"1","140","2","610092405","1","10092"
"1","300","3","610092406","1","10092"
"2","-150","0","610092501","0","10092"
"2","250","0","610092502","0","10092"
"2","50","0","610092503","0","10092"
"2","450","0","610092504","0","10092"
"1","-170","0","610093501","0","10093"
"1","20","0","610093502","0","10093"
"1","49","0","610093503","0","10093"
"1","-150","1","610094501","1","10094"
"1","250","2","610094502","1","10094"
"1","50","3","610094503","1","10094"
"1","450","4","610094504","1","10094"
"2","-180","0","610095501","0","10095"
"2","20","0","610095502","0","10095"
"2","150","0","610095503","0","10095"
"2","-180","0","610096501","0","10096"
"2","80","0","610096502","0","10096"
"2","-145","0","610096503","0","10096"
"2","350","0","610097506","0","10097"
"2","250","0","610097507","0","10097"
"1","250","0","610097640","0","10097"
"1","350","0","610097641","0","10097"
"1","700","0","610097642","0","10097"
"1","800","0","610097643","0","10097"
"2","-180","0","610098501","0","10098"
"2","-25","0","610098502","0","10098"
"2","280","0","610098503","0","10098"
"2","-40","0","610098601","0","10098"
"2","80","0","610098602","0","10098"
"2","180","0","610098603","0","10098"
"2","280","0","610098604","0","10098"
"1","20","1","610099501","1","10099"
"1","140","2","610099502","1","10099"
"1","300","3","610099503","1","10099"
"2","-180","0","610099601","0","10099"
"2","-145","0","610099602","0","10099"
"2","80","0","610099603","0","10099"
"1","-150","0","610100501","0","10100"
"1","0","0","610100502","0","10100"
"1","300","0","610100503","0","10100"
"1","150","0","610100504","0","10100"
"1","250","0","610101501","0","10101"
"1","380","0","610101502","0","10101"
"1","-100","0","610101503","0","10101"
"1","480","0","610101504","0","10101"
"2","20","1","610101601","1","10101"
"2","140","2","610101602","1","10101"
"2","300","3","610101603","1","10101"
"2","-180","0","610102501","0","10102"
"2","50","0","610102502","0","10102"
"2","180","0","610102503","0","10102"
"2","-180","0","610103601","0","10103"
"2","-145","0","610103602","0","10103"
"2","150","0","610103603","0","10103"
"1","-110","0","610104501","0","10104"
"1","0","0","610104502","0","10104"
"1","-200","0","610104503","0","10104"
"2","150","0","610106601","1","10106"
"2","-50","0","610106602","1","10106"
"2","-300","0","610106603","1","10106"
"2","-220","0","610107601","0","10107"
"2","-110","0","610107602","0","10107"
"2","0","0","610107603","0","10107"
"1","20","0","610109501","1","10109"
"1","140","0","610109502","1","10109"
"1","300","0","610109503","1","10109"
"1","-200","0","610110501","0","10110"
"1","-100","0","610110502","0","10110"
"1","0","0","610110503","0","10110"
"1","100","0","610110504","0","10110"
"2","-120","0","610111501","0","10111"
"2","-40","0","610111502","0","10111"
"2","40","0","610111503","0","10111"
"1","-150","0","610112601","0","10112"
"1","250","0","610112602","0","10112"
"1","50","0","610112603","0","10112"
"1","450","0","610112604","0","10112"
"2","-15","1","610112701","1","10112"
