58cf7db22e76364962b5421d8ba3b8afcce6225fd5fbfa33d86407962e7eab6c,a4f2a7bdf7a7486934a8f123764bb16fd0edc327febad7d5e8c982166b04a0b2,e6871389e706350bee0ed4eb43119450c20ee1ca931e4b73798d93fa983b9316,5c38025dcb9eddf3756d0e966465abad0c74b034ae2fc3a84bf450b378d359d3,87d1deef289eb9353900331d64cddaf4411ebb14d079dda7b49d2e7312468e1c,526c9f7a3ba5f0cfd6442b16f2c85d0f970ca0968370bbf609f220bdfd0de016,57f4dea84f0d2a391656128848281e232ffbfa124be89d4390cc8ffb5e5e96dc,095b1edf925d468256d95130faec7af2f23570f4b44cb12e194ce68edabfcb89,a7eb3bd6ab5557ef06362d66eb47b5dc1fc20a3d792208f166531768963c245e
"1","2","1","0","1","1","1","3","獨一無二的"
"1","2","1","0","1","1","2","3","完美無缺的"
"1","2","1","1","1","1","3","3","蘭德索爾最快的"
"1","2","1","0","1","1","4","3","明鏡止水的"
"1","2","1","0","1","1","5","3","史上最快的"
"1","2","1","0","1","1","6","3","最強最快的"
"1","2","1","2","1","1","7","3","極限的"
"1","2","1","0","1","1","8","3","一百分滿分"
"1","2","1","0","1","1","9","3","最優秀的"
"1","2","1","0","1","1","10","3","橫掃千軍的"
"1","2","1","0","1","1","11","3","獨一無二的"
"1","2","1","0","1","1","12","3","天下無雙的"
"0","2","1","0","1","1","13","3","泰然自若的"
"0","2","1","0","1","1","14","3","極度的"
"0","2","1","0","1","1","15","3","Light Speed"
"0","2","1","0","1","1","16","3","稀世的"
"0","2","1","0","1","1","17","3","極限的"
"0","2","1","0","1","1","18","3","至高的"
"0","2","1","0","1","1","19","3","閃耀的"
"0","2","1","0","1","1","20","3","千錘百鍊的"
"0","2","1","0","1","1","21","3","疾風迅雷的"
"0","2","1","0","1","1","22","3","電光石火的"
"1","2","0","0","1","1","23","3","變化自如的"
"1","2","0","0","1","1","24","3","空前絕後的"
"1","2","0","0","1","1","25","3","代表性的"
"1","2","0","0","1","1","26","3","音速的"
"1","2","0","0","1","1","27","3","超乎常理的"
"1","2","0","0","1","1","28","3","勇猛奮鬥的"
"1","2","0","2","1","1","29","3","勇猛果敢的"
"1","2","0","2","1","1","30","3","威風凜凜的"
"1","2","0","0","1","1","31","3","欲速則不達的"
"1","2","0","0","1","1","32","3","心態良好的"
"0","2","0","0","1","1","33","3","夢想的"
"0","2","0","0","1","1","34","3","佳的"
"0","2","0","0","1","1","35","3","一般般的"
"0","2","0","2","1","1","36","3","新手標記的"
"0","2","0","0","1","1","37","3","有未來的"
"0","2","0","0","1","1","38","3","新手的"
"0","2","0","0","1","1","39","3","初出茅廬的"
"0","2","0","0","1","1","40","3","慢慢的"
"0","2","0","0","1","1","41","3","新銳的"
"0","2","0","0","1","1","42","3","不屈不撓的"
"0","2","0","0","1","1","43","3","百折不撓的"
"0","2","0","0","1","1","44","3","努力的"
"1","2","1","0","2","1","45","3","被選中的"
"1","2","1","2","2","1","46","3","極限的"
"1","2","1","1","2","1","47","3","海藍色的"
"1","2","1","2","2","1","48","3","受海所愛的"
"1","2","1","2","2","1","49","3","統御大海的"
"1","2","1","0","2","1","50","3","傳說的"
"1","2","1","2","2","1","51","3","震撼世界的"
"1","2","1","1","2","1","52","3","超級狂野的"
"1","2","1","0","2","1","53","3","奇蹟般的"
"1","2","1","2","2","1","54","3","一馬當先的"
"0","2","1","1","2","1","55","3","無人能擋的"
"0","2","1","2","2","1","56","3","熱血沸騰的"
"0","2","1","0","2","1","57","3","百萬的"
"0","2","1","1","2","1","58","3","與生俱來的"
"0","2","1","0","2","1","59","3","大海的"
"0","2","1","1","2","1","60","3","腎上腺素全開的"
"0","2","1","0","2","1","61","3","大間產的"
"0","2","1","0","2","1","62","3","熟練的"
"0","2","1","0","2","1","63","3","身經百戰的"
"0","2","1","0","2","1","64","3","如魚得水的"
"0","2","1","0","2","1","65","3","巨大的"
"1","2","0","2","2","1","66","3","不簡單的"
"1","2","0","0","2","1","67","3","勇猛的"
"1","2","0","0","2","1","68","3","拚命奔跑的"
"1","2","0","2","2","1","69","3","一閃而過的"
"1","2","0","0","2","1","70","3","驚濤駭浪的"
"1","2","0","0","2","1","71","3","憤怒的"
"1","2","0","2","2","1","72","3","不服輸的"
"1","2","0","0","2","1","73","3","成長中的"
"1","2","0","0","2","1","74","3","打破常規的"
"1","2","0","0","2","1","75","3","胡鬧的"
"1","2","0","0","2","1","76","3","狂暴的"
"0","2","0","0","2","1","77","3","傳聞中的"
"0","2","0","2","2","1","78","3","海邊的"
"0","2","0","2","2","1","79","3","朝氣蓬勃的"
"0","2","0","2","2","1","80","3","飛奔於常夏的"
"0","2","0","0","2","1","81","3","肌肉的"
"0","2","0","0","2","1","82","3","波光粼粼的"
"0","2","0","2","2","1","83","3","天生的"
"0","2","0","0","2","1","84","3","轟動的"
"0","2","0","0","2","1","85","3","未知數的"
"0","2","0","0","2","1","86","3","超不妙的"
"0","2","0","0","2","1","87","3","不能輸的"
"1","2","1","2","3","1","88","3","Light Speed"
"1","2","1","1","3","1","89","3","專業的"
"1","2","1","0","3","1","90","3","頂尖的"
"1","2","1","2","3","1","91","3","金牌"
"1","2","1","2","3","1","92","3","極限的"
"1","2","1","0","3","1","93","3","最佳的"
"1","2","1","2","3","1","94","3","完美的"
"1","2","1","1","3","1","95","3","百年僅有一人的"
"1","2","1","2","3","1","96","3","傳說中的"
"1","2","1","0","3","1","97","3","超一流的"
"1","2","1","0","3","1","98","3","世界的"
"1","2","1","0","3","1","99","3","被選中的"
"0","2","1","2","3","1","100","3","運動家"
"0","2","1","0","3","1","101","3","偉大的"
"0","2","1","1","3","1","102","3","超級音速的"
"0","2","1","0","3","1","103","3","終極的"
"0","2","1","0","3","1","104","3","MVP的"
"0","2","1","0","3","1","105","3","全面的"
"0","2","1","2","3","1","106","3","全回合的"
"0","2","1","2","3","1","107","3","銀牌"
"0","2","1","0","3","1","108","3","神聖的"
"0","2","1","2","3","1","109","3","出色的"
"0","2","1","0","3","1","110","3","一流的"
"0","2","1","0","3","1","111","3","絕妙的"
"1","2","0","0","3","1","112","3","超級的"
"1","2","0","0","3","1","113","3","助跑起步的"
"1","2","0","0","3","1","114","3","很棒的"
"1","2","0","1","3","1","115","3","勢如破竹的"
"1","2","0","0","3","1","116","3","超凡魅力的"
