06dd449f28ed5ba245d8eb998ea844d1e72766880aafdf5e55331a3c43bc715e,07702d7b334b5f1884e07080cad5ce4900f4953fa0c85efc80119beb326bf06e,f97a56953338667162be1d77f245d111d269db4c943ae5a30d2984ac711ec19c,a3ec3a4a29a034219fa00d08f934affb3a6b75aeeb5bcb42b1bb4b03eb04e8ed,7beabd771a07054bd30aac67e4c2777bf16821855e2ea199e16fd4e4d4c59496,92fc97e68fe848abcf0aadb75eefcf0b12fa68461dccbcc36b47c29b14e1f178,4dcf3cd42557e9d1975b3d48e959c0dad554e84f68dcdaf646ad549690d88304,d16480e650fdf7a3287dd081ae7582c2902e6934d7cf6f34eff48640efb2c453,aabf0b06b473a814c6470b3b79864c74bb9b527441d3e98f91203c7f3d1b89b6
"0","30000","0","5000","0","50","0","20000","100111"
"0","30000","0","5000","0","50","0","20000","100112"
"0","30000","0","5000","0","50","0","20000","100113"
"0","45000","0","12500","0","125","0","30000","100121"
"0","45000","0","12500","0","125","0","30000","100122"
"0","45000","0","12500","0","125","0","30000","100123"
"0","60000","0","20000","0","200","0","40000","100131"
"0","60000","0","20000","0","200","0","40000","100132"
"0","60000","0","20000","0","200","0","40000","100133"
"0","30000","0","5000","0","50","0","20000","100211"
"0","30000","0","5000","0","50","0","20000","100212"
"0","30000","0","5000","0","50","0","20000","100213"
"0","45000","0","12500","0","125","0","30000","100221"
"0","45000","0","12500","0","125","0","30000","100222"
"0","45000","0","12500","0","125","0","30000","100223"
"0","60000","0","20000","0","200","0","40000","100231"
"0","60000","0","20000","0","200","0","40000","100232"
"0","60000","0","20000","0","200","0","40000","100233"
"0","30000","0","5000","0","50","0","20000","100311"
"0","30000","0","5000","0","50","0","20000","100312"
"0","30000","0","5000","0","50","0","20000","100313"
"0","45000","0","12500","0","125","0","30000","100321"
"0","45000","0","12500","0","125","0","30000","100322"
"0","45000","0","12500","0","125","0","30000","100323"
"0","60000","0","20000","0","200","0","40000","100331"
"0","60000","0","20000","0","200","0","40000","100332"
"0","60000","0","20000","0","200","0","40000","100333"
"0","30000","0","5000","0","50","0","20000","100411"
"0","30000","0","5000","0","50","0","20000","100412"
"0","30000","0","5000","0","50","0","20000","100413"
"0","45000","0","12500","0","125","0","30000","100421"
"0","45000","0","12500","0","125","0","30000","100422"
"0","45000","0","12500","0","125","0","30000","100423"
"0","60000","0","20000","0","200","0","40000","100431"
"0","60000","0","20000","0","200","0","40000","100432"
"0","60000","0","20000","0","200","0","40000","100433"
"0","30000","0","5000","0","50","0","20000","100511"
"0","30000","0","5000","0","50","0","20000","100512"
"0","30000","0","5000","0","50","0","20000","100513"
"0","45000","0","12500","0","125","0","30000","100521"
"0","45000","0","12500","0","125","0","30000","100522"
"0","45000","0","12500","0","125","0","30000","100523"
"0","60000","0","20000","0","200","0","40000","100531"
"0","60000","0","20000","0","200","0","40000","100532"
"0","60000","0","20000","0","200","0","40000","100533"
"0","30000","0","5000","0","50","0","20000","100611"
"0","30000","0","5000","0","50","0","20000","100612"
"0","30000","0","5000","0","50","0","20000","100613"
"0","45000","0","12500","0","125","0","30000","100621"
"0","45000","0","12500","0","125","0","30000","100622"
"0","45000","0","12500","0","125","0","30000","100623"
"0","60000","0","20000","0","200","0","40000","100631"
"0","60000","0","20000","0","200","0","40000","100632"
"0","60000","0","20000","0","200","0","40000","100633"
"0","30000","0","5000","0","50","0","20000","100711"
"0","30000","0","5000","0","50","0","20000","100712"
"0","30000","0","5000","0","50","0","20000","100713"
"0","45000","0","12500","0","125","0","30000","100721"
"0","45000","0","12500","0","125","0","30000","100722"
"0","45000","0","12500","0","125","0","30000","100723"
"0","60000","0","20000","0","200","0","40000","100731"
"0","60000","0","20000","0","200","0","40000","100732"
"0","60000","0","20000","0","200","0","40000","100733"
"0","30000","0","5000","0","50","0","20000","100811"
"0","30000","0","5000","0","50","0","20000","100812"
"0","30000","0","5000","0","50","0","20000","100813"
"0","45000","0","12500","0","125","0","30000","100821"
"0","45000","0","12500","0","125","0","30000","100822"
"0","45000","0","12500","0","125","0","30000","100823"
"0","60000","0","20000","0","200","0","40000","100831"
"0","60000","0","20000","0","200","0","40000","100832"
"0","60000","0","20000","0","200","0","40000","100833"
"0","30000","0","5000","0","50","0","20000","100911"
"0","30000","0","5000","0","50","0","20000","100912"
"0","30000","0","5000","0","50","0","20000","100913"
"0","45000","0","12500","0","125","0","30000","100921"
"0","45000","0","12500","0","125","0","30000","100922"
"0","45000","0","12500","0","125","0","30000","100923"
"0","60000","0","20000","0","200","0","40000","100931"
"0","60000","0","20000","0","200","0","40000","100932"
"0","60000","0","20000","0","200","0","40000","100933"
