2fbbb528a60f33f78443f0e75cb89daf0ef91555a3b57b1794f7bd4a8d811203,d82659a8f677d35b80d7e59a1b5c208bc40681397c5e8b0713c23283c32d83e7,fd27acc447961dca22757911fd3cb80a018960ae3e5e8841f364e9252756ec41,ea039e6a836b97ed734a922e2eee4ace29abe2dfdf6cd1dadb2abfe7b35c3fc6,7c2c6c1a12489e0a21eaae91f81b9bd83df8750c1e7ff48fc165744b445c6c69,cfca54b52d8a0cde0730bb846a74a6b6e912a5224edb9a6b283ac11bcf695685,bf126f7e747a7747db67aa0daf7f7c968c15afc8909eb675bce98e363e1704a9,1370dc6c19116905ed75a72e16c428c853a4b879b66515fddc5a8fb257a00941,3e618317d29730e348fe970fe442d8f7c8154960a1a736d1cc18d95a3ccac9e6,1b7a3dc686db3af61e5d1a503a74b6920c042589f6caac18c08c8dbe90d68a95,17012daa76bf75ac0afa10e9a98dbf07556c6d92c15ba0bed61655dd600ab24f,c79a11098003bdb60ff8714cce42671e0d048a98bf69d3c45b4a9a8a386fa94e,5d73efa9b74c0052495672dffe6f1df285ef8f1e6277b3b2e7fbad005aa76ea2,dd176c00bb849714778cb3e33eeaeff645b8a82779b2d70fd5965dbacf499efc,192ca3f5d1969b4cf76f1507f61f44e1608ddf0737c3c7388c0db642137bf153,5d675eaf04cf871bc9327514010ff30b4eb955a3d134e54535c8a7d5b3a772c5,e36ea8a418cbef623176da217cf79d0d9cc3b4572bddecc62cc610dd9c81deaa,a5063b736d43fb0ba760026c452aa99738819d876a744cece6f6715770270dcd,f874559ba70e3408fecaf73958e1effda7b5304f7b4387495ecdfd9711078170,7eea9a7c6202f00df647742f9501f309f9ee5da275b13ab90ef20bae6fdb99f7
"100100201","100111","0","0","0","1001002","1","0","1001","0","0","0","0","0","0","0","0","1","0","0"
"100100801","0","0","0","-840","1001008","0","1","1001","0","0","0","0","0","0","0","0","1","0","0"
"100101101","100131","0","0","0","1001011","1","0","1001","0","0","0","0","0","1001011","0","0","1","0","0"
"100101102","100131","0","0","0","1001011","1","0","1001","0","0","0","0","0","1001011","0","0","1","0","0"
"100200101","100211","0","0","0","1002001","1","0","1002","0","0","0","0","0","0","0","0","1","0","0"
"100200801","0","0","0","-920","1002008","0","1","1002","0","0","0","0","0","0","0","0","1","0","0"
"100201101","0","0","0","-920","1002011","0","1","1002","0","0","0","0","0","0","0","0","1","0","0"
"100201102","100231","0","0","0","1002011","1","0","1002","0","0","0","0","0","0","0","0","1","0","0"
"100300301","100311","0","0","0","1003003","1","0","1003","0","0","0","0","0","0","0","0","1","0","0"
"100300801","0","0","0","-820","1003008","0","1","1003","0","0","0","0","0","0","0","0","1","0","0"
"100301101","100332","0","0","0","1003011","1","0","1003","0","0","0","0","0","1003011","0","0","1","0","0"
"100301102","100332","0","0","0","1003011","1","0","1003","0","0","0","0","0","1003011","0","0","1","0","0"
"100400701","100411","0","0","0","1004007","1","0","1004","0","0","0","0","0","0","0","0","1","0","0"
"100400801","0","0","0","-900","1004008","0","1","1004","0","0","1","0","0","0","0","0","1","0","0"
"100401101","100431","0","0","0","1004011","1","0","1004","0","0","0","0","0","0","0","0","1","0","0"
"100500601","100511","0","0","0","1005006","1","0","1005","0","0","0","0","0","1005006","0","0","1","0","0"
"100500602","100511","0","0","0","1005006","1","0","1005","0","0","0","0","0","1005006","0","0","1","0","0"
"100500603","100511","0","0","0","1005006","1","0","1005","0","0","0","0","0","1005006","0","0","1","0","0"
"100500801","0","0","0","-840","1005008","0","1","1005","0","0","1","0","0","0","0","0","1","0","0"
"100501101","100531","0","0","0","1005011","1","0","1005","0","0","0","0","0","1005011","0","0","1","0","0"
"100501102","100531","0","0","0","1005011","1","0","1005","0","0","0","0","0","1005011","0","0","1","0","0"
"100600301","100611","0","0","0","1006003","1","0","1006","0","0","0","0","0","0","0","0","1","0","0"
"100600801","0","0","0","-840","1006008","0","1","1006","0","0","1","0","0","0","0","0","1","0","0"
"100601101","100631","0","0","0","1006011","1","0","1006","0","0","0","0","0","0","0","0","1","0","0"
"100700101","100711","0","0","0","1007001","1","0","1007","0","0","0","0","0","0","0","0","1","0","0"
"100700801","0","0","0","-800","1007008","0","1","1007","0","0","1","0","0","0","0","0","1","0","0"
"100701101","100731","0","0","0","1007011","1","0","1007","0","0","0","0","0","1007011","0","0","1","0","0"
"100701102","100731","0","0","0","1007011","1","0","1007","0","0","0","0","0","1007011","0","0","1","0","0"
"100800101","100811","0","0","0","1008001","1","0","1008","0","0","0","0","0","1008001","0","0","1","0","0"
"100800102","100811","0","0","0","1008001","1","0","1008","0","0","0","0","0","1008001","0","0","1","0","0"
"100800401","0","0","0","0","1008004","0","1","1008","0","0","1","0","0","0","0","0","1","0","0"
"100801101","100832","0","0","0","1008011","1","0","1008","0","0","0","0","0","1008011","0","0","1","0","0"
"100801102","100832","0","0","0","1008011","1","0","1008","0","0","0","0","0","1008011","0","0","1","0","0"
"100900101","100911","0","0","0","1009001","1","0","1009","0","0","0","0","0","0","0","0","1","0","0"
"100900801","0","0","0","-960","1009008","0","1","1009","0","0","1","0","0","0","0","0","1","0","0"
"100901101","100011","0","0","0","1009011","1","0","1009","0","0","0","0","0","1009011","0","100931","1","0","0"
"100901102","100011","0","0","0","1009011","1","0","1009","0","0","0","0","0","1009011","0","100931","1","0","0"
"101000601","101011","0","0","0","1010006","1","0","1010","0","0","0","0","0","0","0","0","1","0","0"
"101000801","0","0","0","-890","1010008","0","1","1010","0","0","1","0","0","0","0","0","1","0","0"
"101001101","101032","0","0","0","1010011","1","0","1010","0","0","0","0","0","1010011","0","0","1","0","0"
"101001102","101032","0","0","0","1010011","1","0","1010","0","0","0","0","0","1010011","0","0","1","0","0"
"101100501","101111","0","0","0","1011005","1","0","1011","0","0","0","0","0","0","0","0","1","0","0"
"101100801","0","0","0","-960","1011008","0","1","1011","0","0","0","0","0","0","0","0","1","0","0"
"101101101","101131","0","0","0","1011011","1","0","1011","0","0","0","0","0","0","0","0","1","0","0"
"101200301","101211","0","0","0","1012003","1","0","1012","0","0","0","0","0","0","0","103811","1","0","0"
"101200801","0","0","0","-960","1012008","0","1","1012","0","0","1","0","0","0","0","0","1","0","0"
"101201101","101231","0","0","0","1012011","1","0","1012","0","0","0","0","0","1012011","0","0","1","0","0"
"101201102","101231","0","0","0","1012011","1","0","1012","0","0","0","0","0","1012011","0","0","1","0","0"
"101300201","101311","0","0","0","1013002","1","0","1013","0","0","0","0","0","1013002","0","0","1","0","0"
"101300202","811","0","0","0","1013002","1","0","1013","0","0","0","0","0","1013002","0","101311","1","0","0"
"101300801","0","0","0","-960","1013008","0","1","1013","0","0","0","0","0","0","0","0","1","0","0"
"101301101","101332","0","0","0","1013011","1","0","1013","0","0","0","0","0","1013011","0","0","1","0","0"
"101301102","101332","0","0","0","1013011","1","0","1013","0","0","0","0","0","1013011","0","0","1","0","0"
"101400401","101411","0","0","0","1014004","1","0","1014","0","0","0","0","0","1014004","0","0","1","0","0"
"101400402","0","0","0","0","1014004","1","0","1014","0","0","0","0","0","1014004","0","0","1","0","0"
"101400403","101411","0","0","0","1014004","1","0","1014","0","0","0","0","0","1014004","0","0","1","0","0"
"101400801","101431","0","0","0","1014008","1","0","1014","0","0","0","0","0","1014008","0","0","1","0","0"
"101400802","101431","0","0","0","1014008","1","0","1014","0","0","0","0","0","1014008","0","0","1","0","0"
"101401101","3731","0","0","0","1014011","1","0","1014","0","0","0","0","0","1014011","0","101431","1","0","0"
"101401102","3731","0","0","0","1014011","1","0","1014","0","0","0","0","0","1014011","0","101431","1","0","0"
"101500201","101511","0","0","0","1015002","1","0","1015","0","0","0","0","0","0","0","0","1","0","0"
"101500801","0","0","0","-960","1015008","0","1","1015","0","0","0","0","0","0","0","0","1","0","0"
"101501101","101532","0","0","0","1015011","1","0","1015","0","0","0","0","0","0","0","0","1","0","0"
"101600101","101611","0","0","0","1016001","1","0","1016","0","0","0","0","0","0","0","0","1","0","0"
"101600501","0","0","0","-830","1016005","1","1","1016","0","0","1","0","0","0","0","0","1","0","0"
"101600801","0","0","0","-910","1016008","0","1","1016","0","0","0","0","0","0","0","0","1","0","0"
"101601101","101631","0","0","0","1016011","1","0","1016","0","0","0","0","0","1016011","0","0","1","0","0"
"101601102","101631","0","0","0","1016011","1","0","1016","0","0","0","0","0","1016011","0","0","1","0","0"
"101700201","101711","0","0","0","1017002","1","0","1017","0","0","0","0","0","0","0","0","1","0","0"
"101700801","0","0","0","-900","1017008","0","1","1017","0","0","0","0","0","0","0","0","1","0","0"
"101701101","101732","0","0","0","1017011","1","0","1017","0","0","0","0","0","0","0","0","1","0","0"
"101800101","0","0","0","-850","1018001","1","1","1018","0","0","1","0","0","0","0","0","1","0","0"
"101800201","101811","0","0","0","1018002","1","0","1018","0","0","0","0","0","0","0","0","1","0","0"
"101800401","0","0","0","-800","1018004","0","1","1018","0","0","0","0","0","0","0","0","1","0","0"
"101800801","0","0","0","-800","1018008","0","1","1018","0","0","0","0","0","0","0","0","1","0","0"
"101801101","101831","0","0","0","1018011","1","0","1018","0","0","0","0","0","0","0","0","1","0","0"
"102000301","102011","0","0","0","1020003","1","0","1020","0","0","0","0","0","0","0","0","1","0","0"
"102001101","102031","0","0","0","1020011","1","0","1020","0","0","0","0","0","0","0","0","1","0","0"
"102100101","102111","0","0","0","1021001","1","0","1021","0","0","0","0","0","0","0","0","1","0","0"
"102100801","0","0","0","-800","1021008","0","1","1021","0","0","0","0","0","0","0","0","1","0","0"
"102101101","102131","0","0","0","1021011","1","0","1021","0","0","0","0","0","1021011","0","0","1","0","0"
"102101102","102131","0","0","0","1021011","1","0","1021","0","0","0","0","0","1021011","0","0","1","0","0"
"102200301","102211","0","0","0","1022003","1","0","1022","0","0","0","0","0","0","0","0","1","0","0"
"102200801","0","0","0","-840","1022008","0","1","1022","0","0","0","0","0","0","0","0","1","0","0"
"102201101","102232","0","0","0","1022011","1","0","1022","0","0","0","0","0","0","0","0","1","0","0"
"102300301","102311","0","0","0","1023003","1","0","1023","0","0","0","0","0","0","0","0","1","0","0"
"102300801","0","0","0","-880","1023008","0","1","1023","0","0","0","0","0","0","0","0","1","0","0"
"102301101","102332","0","0","0","1023011","1","0","1023","0","0","0","0","0","1023011","0","0","1","0","0"
"102301102","102332","0","0","0","1023011","1","0","1023","0","0","0","0","0","1023011","0","0","1","0","0"
"102500301","102511","0","0","0","1025003","1","0","1025","0","0","0","0","0","0","0","0","1","0","0"
"102500801","0","0","0","-870","1025008","0","1","1025","0","0","0","0","0","0","0","0","1","0","0"
"102500901","0","0","0","0","1025009","0","0","1025","0","0","0","0","0","1025009","0","0","1","1","0"
"102500902","0","0","0","0","1025009","0","0","1025","0","0","0","0","0","1025009","0","0","1","1","0"
"102501101","102531","0","0","0","1025011","1","0","1025","0","0","0","0","0","0","0","0","1","0","0"
"102600401","0","0","0","-870","1026004","0","1","1026","0","0","0","0","0","0","0","0","1","0","0"
"102600701","102611","0","0","0","1026007","1","0","1026","0","0","0","0","0","1026007","0","0","1","0","0"
"102600702","102611","0","0","0","1026007","1","0","1026","0","0","0","0","0","1026007","0","0","1","0","0"
"102600801","0","0","0","-870","1026008","0","1","1026","0","0","0","0","0","0","0","0","1","0","0"
"102601101","102632","0","0","0","1026011","1","0","1026","0","0","0","0","0","0","0","0","1","0","0"
"102700101","102711","0","0","0","1027001","1","0","1027","0","0","0","0","0","0","0","0","1","0","0"
"102700401","0","0","0","-870","1027004","0","1","1027","0","0","0","0","0","0","0","0","1","0","0"
"102700801","0","0","0","-910","1027008","0","1","1027","0","0","0","0","0","0","0","0","1","0","0"
"102701101","102731","0","0","0","1027011","1","0","1027","0","0","0","0","0","0","0","0","1","0","0"
"102800601","0","0","0","0","1028006","1","0","1028","0","0","0","0","0","0","0","0","1","0","0"
"102800801","0","0","0","-950","1028008","0","1","1028","0","0","0","0","0","0","0","0","1","0","0"
"102801101","102832","0","0","0","1028011","1","0","1028","0","0","0","0","0","1028011","0","0","1","0","0"
"102801102","102832","0","0","0","1028011","1","0","1028","0","0","0","0","0","1028011","0","0","1","0","0"
"102900601","102912","0","0","0","1029006","1","0","1029","0","0","0","0","0","0","0","0","1","0","0"
"102900801","0","0","0","-870","1029008","0","1","1029","0","0","0","0","0","0","0","0","1","0","0"
"102901101","102931","0","0","0","1029011","1","0","1029","0","0","0","0","0","0","0","0","1","0","0"
"103000201","103011","0","0","0","1030002","1","0","1030","0","0","0","0","0","0","0","0","1","0","0"
"103000801","0","0","0","-810","1030008","0","1","1030","0","0","0","0","0","0","0","0","1","0","0"
"103001101","103031","0","0","0","1030011","1","0","1030","0","0","0","0","0","1030011","0","0","1","0","0"
"103001102","103031","0","0","0","1030011","1","0","1030","0","0","0","0","0","1030011","0","0","1","0","0"
"103100201","103111","0","0","0","1031002","1","0","1031","0","0","0","0","0","0","0","0","1","0","0"
"103100801","0","0","0","-850","1031008","0","1","1031","0","0","0","0","0","0","0","0","1","0","0"
"103101101","1331","0","0","0","1031011","1","0","1031","0","0","0","0","0","0","0","103131","1","0","0"
"103200601","103211","0","0","0","1032006","1","0","1032","0","0","0","0","0","1032006","0","0","1","0","0"
"103200602","0","0","0","0","1032006","1","0","1032","0","0","0","0","0","1032006","0","0","1","0","0"
"103200801","0","0","0","-840","1032008","0","1","1032","0","0","0","0","0","0","0","0","1","0","0"
"103201101","103231","0","0","0","1032011","1","0","1032","0","0","0","0","0","1032011","0","0","1","0","0"
"103201102","103231","0","0","0","1032011","1","0","1032","0","0","0","0","0","1032011","0","0","1","0","0"
"103300101","103311","0","0","0","1033001","1","0","1033","0","0","0","0","0","0","0","0","1","0","0"
"103300801","0","0","0","-850","1033008","0","1","1033","0","0","0","0","0","0","0","0","1","0","0"
"103301101","103332","0","0","0","1033011","1","0","1033","0","0","0","0","0","0","0","0","1","0","0"
"103400201","103411","0","0","0","1034002","1","0","1034","0","0","0","0","0","0","0","0","1","0","0"
"103400801","0","0","0","-910","1034008","0","1","1034","0","0","0","0","0","0","0","0","1","0","0"
"103401101","100011","0","0","0","1034011","1","0","1034","0","0","0","0","0","1034011","0","103431","1","0","0"
"103401102","100011","0","0","0","1034011","1","0","1034","0","0","0","0","0","1034011","0","103431","1","0","0"
"103600701","311","0","0","0","1036007","1","0","1036","0","0","0","0","0","1036007","0","0","1","0","0"
"103600702","311","0","0","0","1036007","1","0","1036","0","0","0","0","0","1036007","0","0","1","0","0"
"103600801","0","0","0","-870","1036008","0","1","1036","0","0","0","0","0","0","0","0","1","0","0"
"103601101","1131","0","0","0","1036011","1","0","1036","0","0","0","0","0","1036011","0","103631","1","0","0"
"103601102","1131","0","0","0","1036011","1","0","1036","0","0","0","0","0","1036011","0","103631","1","0","0"
"103601103","1131","0","0","0","1036011","1","0","1036","0","0","0","0","0","1036011","0","103631","1","0","0"
"103700401","0","0","0","0","1037004","1","0","1037","0","0","0","0","0","0","0","0","1","0","0"
"103700801","0","0","0","-870","1037008","0","1","1037","0","0","0","0","0","0","0","0","1","0","0"
"103701101","103731","0","0","0","1037011","1","0","1037","0","0","0","0","0","1037011","0","0","1","0","0"
"103701102","103731","0","0","0","1037011","1","0","1037","0","0","0","0","0","1037011","0","0","1","0","0"
"103800601","103811","0","0","0","1038006","1","0","1038","0","0","0","0","0","0","0","0","1","0","0"
"103800801","0","0","0","-700","1038008","0","1","1038","0","0","0","0","0","0","0","0","1","0","0"
"103801101","103831","0","0","0","1038011","1","0","1038","0","0","0","0","0","1038011","0","0","1","0","0"
"103801102","103831","0","0","0","1038011","1","0","1038","0","0","0","0","0","1038011","0","0","1","0","0"
"104000701","104011","0","0","0","1040007","1","0","1040","0","0","0","0","0","1040007","0","0","1","0","0"
"104000702","104011","0","0","0","1040007","1","0","1040","0","0","0","0","0","1040007","0","0","1","0","0"
"104000703","104011","0","0","0","1040007","1","0","1040","0","0","0","0","0","1040007","0","0","1","0","0"
"104000801","0","0","0","-830","1040008","0","1","1040","0","0","0","0","0","0","0","0","1","0","0"
"104001101","104032","0","0","0","1040011","1","0","1040","0","0","0","0","0","1040011","0","0","1","0","0"
"104001102","104032","0","0","0","1040011","1","0","1040","0","0","0","0","0","1040011","0","0","1","0","0"
"104200101","104211","0","0","0","1042001","1","0","1042","0","0","0","0","0","0","0","0","1","0","0"
"104200801","0","0","0","-860","1042008","0","1","1042","0","0","0","0","0","0","0","0","1","0","0"
"104201101","104232","0","0","0","1042011","1","0","1042","0","0","0","0","0","1042011","0","0","1","0","0"
"104201102","104232","0","0","0","1042011","1","0","1042","0","0","0","0","0","1042011","0","0","1","0","0"
"104300301","104311","0","0","0","1043003","1","0","1043","0","0","0","0","0","0","0","0","1","0","0"
"104300801","0","0","0","-910","1043008","0","1","1043","0","0","0","0","0","0","0","0","1","0","0"
"104301101","6732","100011","0","0","1043011","1","0","1043","104331","0","0","0","0","0","0","6832","1","0","0"
"104400101","104412","0","0","0","1044001","1","0","1044","0","0","0","0","0","0","0","0","1","0","0"
"104400801","0","0","0","-900","1044008","0","1","1044","0","0","0","0","0","0","0","0","1","0","0"
