14770caa424f8e440de73cbb6c0ee531643e9511d446a18ded650e87af90a182,54f444b677c16981bfb14e94a72a58ef795286d1c67587d4d23f08228fb0d556,7faa97ab3e4ac0c8767317883fc6deb36ec8b2153267b9949af99fba23ce387f,2595f0d361de1ff7697d1434de30420733e1d19ceb26d78968d32f9e5ace8474,e258c0423c390b7e934cccdf5a4a8ba149f27f149ec065173219ac9ff5eaf4f2,7a716d1a44b6e25528f9abe25b7fd2e327f2a252dbd7d0703500b936c4781500,1515196c3060d425767b420fa7e0aaa006f2f24f7162339460c59b8fb3e34131,b8d5c26f54eb4d79fd8cccb6b81b522b8a10cbe1a0ac87d219716ae88cc84ed3
"2020-06-22 16:00:00","13","1000","準備了各式各樣的\n小遊戲哦！\n要遊玩哪個小遊戲呢？","190801","2030-04-01 14:00:00","0","1000001"
"2020-06-22 16:00:00","13","1000","介紹你有趣的小遊戲！\n你要遊玩哪個\n小遊戲呢？","190801","2030-04-01 14:00:00","0","1000002"
"2020-06-22 16:00:00","13","1001","這個賣\n{0}盧幣！\n請務必購買\n遊玩哦！","190801","2030-04-01 14:00:00","0","1001001"
"2020-06-22 16:00:00","12","1002","請點擊動來動去的愛心！\n來幫忙\n靜流和惠理子\n製作巧克力蛋糕吧！","190801","2030-04-01 14:00:00","0","1002001"
"2020-06-22 16:00:00","11","1003","請拉空花，\n讓她飛得越遠越好吧！\n利用各種事件讓空花\n得到絕頂體驗吧！","190801","2030-04-01 14:00:00","0","1003001"
"2020-06-22 16:00:00","3","1004","點擊左邊右邊，\n打倒奄美魔物吧！\n釋放！\n琉球犬大迴旋踢擊！","190801","2030-04-01 14:00:00","0","1004001"
"2020-06-22 16:00:00","7","1005","要不要點擊面板，\n和龍族巢穴的大家一起\n進行接龍對決？\n用韻腳把字詞連接起來吧！","190801","2030-04-01 14:00:00","0","1005001"
"2020-09-01 16:00:00","2","1006","配合老鼠靈敏的動作，\n點擊擊退牠吧！\n和充滿幹勁的鈴一起\n保護重要的起司吧！","190801","2030-04-01 14:00:00","0","1006001"
"2021-01-06 16:00:00","4","1007","這是美里與社員們的\n打擊特訓喔！\n以全壘打為目標，\n看準擊球時機把球打出去吧。","190801","2030-04-01 14:00:00","0","1007001"
"2022-01-03 16:00:00","6","1008","使用慈樂之音代幣\n來獲得加油道具吧！\n代幣可以用盧幣來交換喔。\n","190801","2030-04-01 14:00:00","0","1008001"
"2022-04-25 16:00:00","13","1009","試著在布丁筆記本中確認\n吃掉的布丁吧！\n布丁的材料可以使用\n盧幣購買喔。","190801","2030-04-01 14:00:00","0","1009001"
"2022-08-01 16:00:00","4","1010","小隊一起來挑戰謎題看看吧！\n看是要單獨試試自己的實力，還是要和多\n位夥伴一起遊玩，請選擇\n喜歡的模式吧♪","190801","2030-04-01 14:00:00","0","1010001"
"2022-11-25 16:00:00","6","1011","在3個回合內盡情奔馳，\n以綜合排名第１名為目標吧！\n各參加角色與GP的特徵，\n也是值得注目喔♪","190801","2030-04-01 14:00:00","0","1011001"
"2024-01-17 16:00:00","6","1012","跟凱留同學、鈴奈同學一起\n用猜謎來學習吧！\n放學後兩個人單獨待在教室……\n總覺得很令人怦然心動呢♪","190801","2030-04-01 14:00:00","0","1012001"
"2024-08-15 16:00:00","6","1013","開始行軍，出發討伐魔物！\n惠理子小姐和真琴小姐她們\n那可靠的背影，\n真是令新兵們十分景仰呢♪","190801","2030-04-01 14:00:00","0","1013001"
"2025-03-15 16:00:00","6","1014","跟蠻賊三姊妹一起\n挑戰戰車戰鬥！\n依照零件跟成員不同的搭配組合\n機器的特徵也會改變唷♪","190801","2030-04-01 14:00:00","0","1014001"
