606630ab10aecc25b86f31814b5e36f487f14dfe78b42b1c2a653f0a03a74af7,47851471880fe9137d3865d9ac4fbfb2b77f633ed0f5a69601aa221ec437ccbb,bd616a06153cdb2ea89ba4c9c567b8b02613c2efae73016f4a75b245b000fed5,5d412987f01311c34d7c3d46c836ea18924199c6387f00aa39241e520538be5f,9c17f9a5a12c16e629aee38ef77b10d48ba35676d7cde822b1f0f328876e6f6b,021cc9b6594b29d38db2e87f4a49a6fd2969df341325696ca9134ad712fa6f02,747adf985b8e274f20f4fceb3eb409b8a334f9720dd76043b6cf9f0993cb3f6a,4179fa1258742019f4be0664c34b25286d94cf57858aefa2d855c407a6d38b7e,d164e2ed3ec24dae102de4e33865aeec9e603a64c6f2715c28c095add5c09dd6,599ed16f4949c0603e3b6a779a51f8d638f68266b702d2ca27deaddefcf86496
"0","Bug","1","2110001","0","Pug","Hug","Mug","0","0"
"0","Technology","1","2110003","0","Technical","Techie","Technician","0","0"
"0","雪崩","1","2110005","0","樹冰","冰瀑","暴風雪","0","0"
"0","磁鐵","1","2110006","0","大理石","黑曜石","化石","0","0"
"0","Ocean","1","2110007","0","Oceania","Bay","River","0","0"
"0","At","1","2110008","0","Dash","Slash","Hashtag","0","0"
"0","會曬到太陽的地方","1","2110010","0","建築物裡面","總是很涼快的地方","不會曬到太陽的地方","0","0"
"0","更新","1","2110011","0","更正","更動","更替","0","0"
"0","暴風雪","1","2110012","0","虹村雪","六月雪","風吹雪","0","0"
"0","Grape","1","2110014","0","Orange","Banana","Apple","0","0"
"0","地平線","1","2110016","0","新幹線","電話線","拋物線","0","0"
"0","黑歷史","1","2110018","0","藍歷史","紅歷史","白歷史","0","0"
"0","醬油","1","2110019","0","味噌","醋","味醂","0","0"
"0","Track","1","2110021","0","Truck","Train","Bus","0","0"
"0","火上加油","1","2110022","0","愈描愈黑","加油添醋","難上加難","0","0"
"0","Liver","1","2110023","0","Heart","Stomach","Brain","0","0"
"0","啟用","1","2110024","0","啟動","開場","開演","0","0"
"0","coin","1","2110025","0","line","cane","loin","0","0"
"0","服裝","1","2110026","0","常服","便服","服侍","0","0"
"0","水印","1","2110028","0","流水號","水章","水標","0","0"
"0","Elephant","1","2110031","0","Owl","Cockroach","Spider","0","0"
"0","狼","1","2110032","0","啷","朗","浪","0","0"
"0","如虎添翼","1","2110034","0","雪上加霜","雪中送炭","錦上添花","0","0"
"0","不勞而獲","1","2110035","0","前功盡棄","勞而無功","功虧一簣","0","0"
"0","忍無可忍","1","2110036","0","慘不忍睹","隱忍不發","愛不忍釋","0","0"
"0","開除","1","2110037","0","捕魷魚","攪和","煮菜","0","0"
"0","實力相當","1","2110038","0","遇到敵人","棋藝很高","喜歡下棋","0","0"
"0","百合","1","2110039","0","牽牛花","茉莉花","水仙","0","0"
"0","Keen","1","2110040","0","Aware","Nervous","Afraid","0","0"
"0","Parrot","1","2110041","0","Pitaya","Pineapple","Papaya","0","0"
"0","氵","1","2110042","0","六","二","川","0","0"
"0","冷","1","2110043","0","水","次","羊","0","0"
"0","朝","1","2110044","0","期","明","盟","0","0"
"0","榴蓮","1","2110045","0","石榴","釋迦","火龍果","0","0"
"0","宣誓","1","2110046","0","諠誓","諠示","宣示","0","0"
"0","起床","1","2110047","0","請床","超床","起牀","0","0"
"0","不","1","2110049","0","未","無","非","0","0"
"0","非","1","2110050","0","未","無","不","0","0"
"0","無","1","2110051","0","未","非","不","0","0"
"0","未","1","2110052","0","無","非","不","0","0"
"0","三分鐘熱度","1","2110053","0","有名無實","照三餐問候","一頭栽進去","0","0"
"0","可溶解的","1","2110054","0","孤獨的","單一的","可拆解的","0","0"
"0","春秋無義戰","1","2110056","0","金榜題名時","他鄉遇故知","久旱逢甘霖","0","0"
"0","百","1","2110058","0","萬 ","千","十","0","0"
"0","十","1","2110060","0","七","八","九","0","0"
"0","神奇真步魔法靈咕嚕靈波～","1","2111001","0","與真步的羈絆","常保童話之心的公主","咕嚕靈波～","0","0"
"0","嘟嚕嚕嚕嚕～★","1","2111002","0","夢想成為超級巨星☆☆★","太讚了吧☆","切嚕～☆","0","0"
"0","尖尖的長耳","1","2111003","0","頭部有雙角","人口最多","有獸耳及獸尾","0","0"
"0","哞哞","1","2111004","0","哇哇","嗡嗡","咕咕","0","0"
"0","綜合莓果蛋糕","1","2111005","0","大天使之淚","蘋果派","心型吉拿棒","0","0"
"0","Pillar","1","2120002","0","Pliers","Screwdriver","Hammer","0","0"
"0","Balustrate","1","2120004","0","Cottage","Building","House","0","0"
"0","PTSD","1","2120005","0","SARS","ADSL","AIDS","0","0"
"0","TD","1","2120006","0","TY","STS","TS","0","0"
"0","醜","1","2120009","0","酉","酒","愧","0","0"
"0","不知變通","1","2120011","0","無可奈何","委曲求全","因時制宜","0","0"
"0","電報","1","2120012","0","電燈","電源","電車","0","0"
"0","味醂","1","2120013","0","味噌","醋","醬油","0","0"
"0","itinerary","1","2120014","0","harmonious","bankrupt","refrigerator","0","0"
"0","勤奮求學","1","2120016","0","四季分明","風景秀麗","節儉","0","0"
"0","老年人精神煥發","1","2120017","0","老人生氣的樣子","老但樣貌年輕","老人顏貌俊美","0","0"
"0","Freeway","1","2120018","0","Railway","Fly Away","Long Way","0","0"
"0","吹糠見米","1","2120021","0","枉費心機","無濟於事","徒勞無功","0","0"
"0","地不愛寶","1","2120022","0","錙銖必較","葛屨履霜","瘠人肥己","0","0"
"0","口若懸河","1","2120023","0","白費口舌","雞同鴨講","對牛彈琴","0","0"
"0","魑魅魍魎","1","2120025","0","天方夜譚","鐵樹開花","海底撈月","0","0"
"0","恆河沙數","1","2120026","0","微乎其微","寥寥無幾","屈指可數","0","0"
"0","一朝一夕","1","2120027","0","一兆一億","一長一短","一鳥一石","0","0"
"0","４個","1","2120028","0","８個","６個","２個","0","0"
"0","Hello","1","2120029","0","Harro","Herro","Hallo","0","0"
"0","優柔寡斷","1","2120031","0","日新月異","一進一退","埋頭苦幹","0","0"
"0","星期五","1","2120033","0","星期一","星期日","星期四","0","0"
"0","星期三","1","2120034","0","星期二","星期四","星期五","0","0"
"0","Dying Message","1","2120035","0","Diving Message","Dancing Message","Dubbing Message","0","0"
"0","馬","1","2120036","0","虎","狗","牛","0","0"
"0","廁所","1","2120037","0","廚房","衣櫃","河川","0","0"
"0","奔","1","2120038","0","工","烘","牛","0","0"
"0","暄","1","2120039","0","宣","渲","喧","0","0"
"0","喧","1","2120042","0","宣","渲","暄","0","0"
"0","「朝」三暮四","1","2120045","0","「朝」野","「朝」向","「朝」天闕","0","0"
"0","「難」民","1","2120046","0","艱「難」","「難」受","「難」過","0","0"
"0","弊","1","2120047","0","硬","兌","鈔","0","0"
"0","九死一生","1","2120048","0","五顏六色","四分五裂","八面六臂","0","0"
"0","千載一遇","1","2120049","0","一網打盡","八方受敵","百發百中","0","0"
"0","謀求","1","2120050","0","測量","計劃","陰謀","0","0"
"0","從事","1","2120051","0","依附","靠近","抵達","0","0"
"0","青色","1","2120053","0","白色","黑色","紅色","0","0"
"0","不知死活","1","2120054","0","神仙難救","中飽私囊","祭天拜地","0","0"
"0","敵人","1","2120055","0","師徒","情侶","家人","0","0"
"0","竹筍","1","2120056","0","蘆筍","香菇","松茸","0","0"
"0","無法無天","1","2120057","0","頂上無光","天女散花","阿彌陀佛","0","0"
"0","高明","1","2120058","0","言不及義","登高望遠","一步登天","0","0"
"0","一場空","1","2120059","0","緊攔慢擋","覆水難收","足不出戶","0","0"
"0","龜","1","2120060","0","貓","狗","鶴","0","0"
"0","狐","1","2120061","0","兔","貓","狸","0","0"
"0","邊緣人掰掰團","1","2121001","0","一直打工團","我們的防衛團","跌倒冒險團","0","0"
"0","沉醉麥酒的快樂女孩","1","2121002","0","麥酒的想像訓練","麥酒最棒啦！","最棒的一杯","0","0"
"0","絕對妻君","1","2121003","0","兇猛女君","聖夜女君","誓約女君","0","0"
