3d8910c4511d040423c46b38469cbe8eb53329f4953de995666540c81dc5a12d,0add9dcee2f6408749144eeb453a4c953701fbfe8403713ecbdb6508d84bd368,49bd3e52cb88475f591ba6db80a9214a7a58299b9fae11618b02a9cbc657ec37,06725a5e4816516185d73c9e40a19f2ab6525140a1def9c63621c3d9c4f44b98,216041547ec386158ca3c6cc576b501920aa8ddd1a49318656fb1b2d90f33e10,ccb2ca2394dc1517a77dc570af973ade361d8df1b8bbec1ef54ad095b09bfae7,702e547446575b62e26ce0705ed670ad529765f62e58fe66d07e52b501fb7e2b,e3fbe01f46158e624651dbb3b8cb126454e3379f68fc031c541f3dd907f778ef,660cb85592804074acb7ee206c283c3f4be6216572a67835d5333c30539ab356,e7b2b68f8ccd2081615373e2d4b4ec93c6ddb0630fd8d83f6609123e547c109f,7e2de7d430a114f3922670c95f2f14d0d73e92291b2e1dc178452b77e0525435,b53cf8b8a453e84bb6c3573493d6c62cd6e2f4a925673a240d4f0539164df835,99fbd47e2504df5c321be5a663d765e7e09918751be19aa55c048e9331d5c322,d4f924445acbdb2552f182601471919edf214b47887ec8037a6ff71c1fe5a93b
"0","7","10142","100","1","恭喜你們，訓練成功。\n在該誇獎時，好好地誇獎，\n也是教官的職責。還是說，\n你們比較喜歡被痛罵呢？嘻嘻。","24","129901","2024/08/01 16:00:00","10.85","2030/12/17 14:59:59","惠理子","100","0"
"0","2","10142","101","1","就算是嚴苛的訓練，結束後回顧，\n還是會覺得時光稍縱即逝呢。\n坦白說，我甚至鬧得不夠盡興……\n沒事，沒什麼。嘻嘻。","24","129901","2024/08/01 16:00:00","11.15","2030/12/17 14:59:59","惠理子","101","0"
"0","5","10142","102","7","將擋住去路的可恨礙事者全部擊垮，\n漂亮地抵達終點……！\n簡直就是象徵我與那位大人的\n人生路途……","24","129901","2024/08/01 16:00:00","6.4","2030/12/17 14:59:59","惠理子","102","0"
"0","3","10142","103","3","這結果太令人失望了。\n但是，還有挽回的機會。\n為了擺脫垃圾蟲的地位，\n你們下次要拚死努力。聽到了嗎？","24","129901","2024/08/01 16:00:00","0","2030/12/17 14:59:59","惠理子","103","0"
"0","8","10142","104","2","嘻嘻……啊，您毋須擔心，\n我只是在思考要給予\n留下這種難看成績的傢伙們\n什麼樣的處罰才適合……嘻嘻嘻。","24","129901","2024/08/01 16:00:00","2.43","2030/12/17 14:59:59","惠理子","104","0"
"0","3","10142","105","4","要是我沒能以教官的身分得到認可，\n就會讓那位大人感到失望……\n唯獨這件事絕對不能發生，\n你們也很清楚吧？","24","129901","2024/08/01 16:00:00","9.08","2030/12/17 14:59:59","惠理子","105","0"
"0","6","10142","106","6","雖然這結果不算差，\n但要是這點程度就感到滿足，\n那可傷腦筋了。身為惠理子班的一員，\n你們還得以更高的境界為目標才行。","24","129901","2024/08/01 16:00:00","0","2030/12/17 14:59:59","惠理子","106","0"
"0","8","10142","107","3","接受我的指導，卻交出這種結果……\n我得更認真思考才行呢。\n思考如要讓你們時刻不敢懈怠，\n需要什麼樣的管教……嘻嘻。","24","129901","2024/08/01 16:00:00","10.6","2030/12/17 14:59:59","惠理子","107","0"
"0","4","10142","108","6","要因完成訓練而獎勵，\n還是因沒能完全發揮實力而懲罰……\n這樣的結果該如何處置各位，\n讓我有些傷腦筋呢。","24","129901","2024/08/01 16:00:00","7.54","2030/12/17 14:59:59","惠理子","108","0"
"0","7","10142","109","2","剛才的奮戰英姿值得誇讚。\n這也是你們的努力，\n與我這位優秀教官的教育結果。\n是吧？嘻嘻嘻……","24","129901","2024/08/01 16:00:00","11.5","2030/12/17 14:59:59","惠理子","109","0"
"0","1","10142","110","2","能夠一路挺進到此地，你們及格了。\n不過要是想以更高的境界為目標……\n我就陪你們進行\n更進一步的訓練吧。","24","129901","2024/08/01 16:00:00","8.83","2030/12/17 14:59:59","惠理子","110","0"
"0","2","10142","111","1","曾不成氣候又不靠譜的你們，\n已經有了令人刮目相看的成長。\n原來如此……這份心情，\n就是身為教官的榮幸吧。","24","129901","2024/08/01 16:00:00","6.68","2030/12/17 14:59:59","惠理子","111","0"
"0","2","10142","112","6","沒想到你們能發揮出\n遠超我所預期的力量……真令人吃驚。\n你們已經不是垃圾蟲了，\n作為獨當一面的騎士，引以為傲吧。","24","129901","2024/08/01 16:00:00","8.8","2030/12/17 14:59:59","惠理子","112","0"
"0","1","10142","113","2","嘻嘻，你們表現得很出色。\n我一直深信各位肯定辦得到。\n因為你們是接受我的指導，\n惠理子班優秀的新兵呀。","24","129901","2024/08/01 16:00:00","8.9","2030/12/17 14:59:59","惠理子","113","0"
"0","5","10142","114","2","如此出色的成績……！\n今天這天就作為「為那位大人著想的\n惠理子超越極限紀念日」\n寫入歷史吧……！","24","129901","2024/08/01 16:00:00","3.7","2030/12/17 14:59:59","惠理子","114","0"
"0","2","10142","200","1","好，這是一場不錯的訓練呢。\n你們的動作也很靈敏，\n我認為你們確實已經有所成長。\n保持這個狀態，繼續加油吧。","24","129801","2024/08/01 16:00:00","7.6","2030/12/17 14:59:59","真琴","200","0"
"0","1","10142","201","2","總之，恭喜你們抵達終點！\n不過，努力這件事貴在堅持不懈啊。\n如果你們有幹勁繼續加油，\n無論多少次，我都很樂意奉陪喔。","24","129801","2024/08/01 16:00:00","2.25","2030/12/17 14:59:59","真琴","201","0"
"0","1","10142","202","2","這樣行軍訓練就結束了！\n……你們該不會有這種想法吧？\n直到身體牢牢記住學習成果前，\n要腳踏實地反覆去做才算練習啊。","24","129801","2024/08/01 16:00:00","3.28","2030/12/17 14:59:59","真琴","202","0"
"0","1","10142","203","4","我讓大家太勉強自己了嗎……\n不過，不能這樣就放棄啊。\n下次肯定會順利。只要相信這件事，\n持續努力鍛鍊，肯定能開闢出一條路！","24","129801","2024/08/01 16:00:00","2.98","2030/12/17 14:59:59","真琴","203","0"
"0","1","10142","204","4","這結果真讓人不甘心啊……\n總之，有很多該反省的地方，\n一件一件克服吧。\n我們齊心協力一起面對，來！","24","129801","2024/08/01 16:00:00","3","2030/12/17 14:59:59","真琴","204","0"
