70c72f33b4a85f8f2c36ff094934e57232351781d2669bb937cddff85793f51f,1de487c0ae39f73bcf32017b9d0f124c280ed6ae19bae5df82c4f997bbd08464,18fc0dea86013f09a2703b66abbe28b80c499c9bdf80c758ab2cbc1b21ecae78,9dac428aedbbc7a6438b0cc488669737575b83b3ca753e54bbce384d60d83d1e,e766e9362241e75d3f54009179b37acff8c4cd263e345b0cc4ff98585f12cb2d,f191c2c5b93a476183b3017a21d899d351eb2fad3459ee582768284f0fba9a4e,471b147c3d05e59d616d8577a4fe1d4d198216f3460932d03370c90aee79ae36,48dad9e9d1b7d1d9c4de1a1dcae93c5b0c978502d44f206a993362d6c30b8eb6,b779d87d03a87b6a0b5885075ba4269d4c74c3caecea4f4db0e982f70e1b577e,5079864a54594f626382ebdd6c82191dd1ae675a8089bee200241f9af6ba21ba,3826f0ae08000ec74401a19670bf3d01f29a7cbbac42cac4521ef24fc1781e04,40a6443ddfcee76bcde956efa00afcc0c4aef45ddd6f75193eee08f343f8f15f,df24063f131bc3cb3c0336bf2e74bdd59227770b4155241174085a5ba59cf04f,43c666fbf94a9881bc42add2345b37ad502f715c543676f683fbb0a8494f8ecd,5125063a55ea5b68435813fb3a145c93a29d2d714845d03a89188065cb0a9522
"20014","9001","99001001","2019/09/03 16:00:00","1","1","0","0","8006","660014101","601","打倒 1 隻惡代官（NORMAL限定）","1004110","2030/04/01 14:59:59","99001001"
"20014","9001","99001002","2019/09/03 16:00:00","1","1","0","0","8007","660014201","601","打倒 1 隻惡代官（HARD限定）","1004111","2030/04/01 14:59:59","99001002"
"20014","9001","99001003","2019/09/03 16:00:00","1","1","0","0","8010","660014301","601","打倒 1 隻惡代官（VERY HARD限定）","1004112","2030/04/01 14:59:59","99001003"
"10041","9001","99001004","2019/09/03 16:00:00","1","1","0","0","6011","610041401","601","打倒 1 隻惡代官（SPECIAL限定）","1004113","2030/04/01 14:59:59","99001004"
"10153","9001","99001005","2019/10/01 16:00:00","1","1","0","0","6006","610153101","601","打倒 1 隻貝特魯吉烏斯（NORMAL限定）","1005310","2030/04/01 14:59:59","99001005"
"10153","9001","99001006","2019/10/01 16:00:00","1","1","0","0","6007","610153201","601","打倒 1 隻貝特魯吉烏斯（HARD限定）","1005311","2030/04/01 14:59:59","99001006"
"10153","9001","99001007","2019/10/01 16:00:00","1","1","0","0","6010","610153301","601","打倒 1 隻貝特魯吉烏斯（VERY HARD限定）","1005312","2030/04/01 14:59:59","99001007"
"10153","9001","99001008","2019/10/01 16:00:00","1","1","0","0","6011","610153401","601","打倒 1 隻貝特魯吉烏斯（SPECIAL限定）","1005313","2030/04/01 14:59:59","99001008"
"20015","9001","99001009","2019/11/01 16:00:00","1","1","0","0","8006","660015101","601","打倒 1 隻雨神大人（NORMAL限定）","1004310","2030/04/01 14:59:59","99001009"
"20015","9001","99001010","2019/11/01 16:00:00","1","1","0","0","8007","660015201","601","打倒 1 隻雨神大人（HARD限定）","1004311","2030/04/01 14:59:59","99001010"
"20015","9001","99001011","2019/11/01 16:00:00","1","1","0","0","8010","660015301","601","打倒 1 隻雨神大人（VERY HARD限定）","1004312","2030/04/01 14:59:59","99001011"
"10043","9001","99001012","2019/11/01 16:00:00","1","1","0","0","6011","610043401","601","打倒 1 隻雨神大人（SPECIAL限定）","1004313","2030/04/01 14:59:59","99001012"
"20016","9001","99001017","2019/12/02 16:00:00","1","1","0","0","8006","660016101","601","打倒 1 隻奄美魔物（NORMAL限定）","1004510","2030/04/01 14:59:59","99001017"
"20016","9001","99001018","2019/12/02 16:00:00","1","1","0","0","8007","660016201","601","打倒 1 隻奄美魔物（HARD限定）","1004511","2030/04/01 14:59:59","99001018"
"20016","9001","99001019","2019/12/02 16:00:00","1","1","0","0","8010","660016301","601","打倒 1 隻奄美魔物（VERY HARD限定）","1004512","2030/04/01 14:59:59","99001019"
"10045","9001","99001020","2019/12/02 16:00:00","1","1","0","0","6011","610045401","601","打倒 1 隻奄美魔物（SPECIAL限定）","1004513","2030/04/01 14:59:59","99001020"
"10021","0","99001021","2029/12/02 16:00:00","1","1","0","0","6001","0","601","在香織的靈魂式空手道場累計獲得 300000 分","14","2030/04/01 14:59:59","99001021"
"10021","0","99001022","2029/12/02 16:00:00","1","1","0","0","6001","0","601","在香織的靈魂式空手道場EXTRA一次獲得 70000 分","15","2030/04/01 14:59:59","99001022"
"20017","9001","99001023","2020/01/02 16:00:00","1","1","0","0","6006","660017101","601","打倒 1 隻劇毒曼德拉草（NORMAL限定）","1004710","2030/04/01 14:59:59","99001023"
"20017","9001","99001024","2020/01/02 16:00:00","1","1","0","0","6007","660017201","601","打倒 1 隻劇毒曼德拉草（HARD限定）","1004711","2030/04/01 14:59:59","99001024"
"20017","9001","99001025","2020/01/02 16:00:00","1","1","0","0","6010","660017301","601","打倒 1 隻劇毒曼德拉草（VERY HARD限定）","1004712","2030/04/01 14:59:59","99001025"
"10047","9001","99001026","2020/01/02 16:00:00","1","1","0","0","6011","610047401","601","打倒 1 隻劇毒曼德拉草（SPECIAL限定）","1004713","2030/04/01 14:59:59","99001026"
"20018","9001","99001027","2020/02/04 16:00:00","1","1","0","0","6006","660018101","601","打倒 1 隻幻影男爵（NORMAL限定）","1004910","2030/04/01 14:59:59","99001027"
"20018","9001","99001028","2020/02/04 16:00:00","1","1","0","0","6007","660018201","601","打倒 1 隻幻影男爵（HARD限定）","1004911","2030/04/01 14:59:59","99001028"
"20018","9001","99001029","2020/02/04 16:00:00","1","1","0","0","6010","660018301","601","打倒 1 隻幻影男爵（VERY HARD限定）","1004912","2030/04/01 14:59:59","99001029"
"10049","9001","99001030","2020/02/04 16:00:00","1","1","0","0","6011","610049401","601","打倒 1 隻幻影男爵（SPECIAL限定）","1004913","2030/04/01 14:59:59","99001030"
"20019","9001","99001031","2020/03/02 16:00:00","1","1","0","0","6006","660019101","601","打倒 1 隻似龍生物（NORMAL限定）","1005110","2030/04/01 14:59:59","99001031"
"20019","9001","99001032","2020/03/02 16:00:00","1","1","0","0","6007","660019201","601","打倒 1 隻似龍生物（HARD限定）","1005111","2030/04/01 14:59:59","99001032"
"20019","9001","99001033","2020/03/02 16:00:00","1","1","0","0","6010","660019301","601","打倒 1 隻似龍生物（VERY HARD限定）","1005112","2030/04/01 14:59:59","99001033"
"10051","9001","99001034","2020/03/02 16:00:00","1","1","0","0","6011","610051401","601","打倒 1 隻似龍生物（SPECIAL限定）","1005113","2030/04/01 14:59:59","99001034"
"10021","0","99001039","2029/04/01 15:00:00","1","1","0","0","6001","0","601","龍人們的接龍競賽累計分數超過300000分","14","2030/04/01 14:59:59","99001039"
"10021","0","99001040","2029/04/01 15:00:00","1","1","0","0","6001","0","601","龍人們的接龍競賽的字彙圖鑑收集240個字彙","15","2030/04/01 14:59:59","99001040"
"10021","0","99001041","2029/04/01 15:00:00","1","1","0","0","6001","0","601","龍人們的接龍競賽的字彙圖鑑收集480個字彙","15","2030/04/01 14:59:59","99001041"
"20020","9001","99001042","2020/04/01 16:00:00","1","1","0","0","6006","660020101","601","打倒 1 隻復仇者馴鹿（NORMAL限定）","1005510","2030/04/01 14:59:59","99001042"
"20020","9001","99001043","2020/04/01 16:00:00","1","1","0","0","6007","660020201","601","打倒 1 隻復仇者馴鹿（HARD限定）","1005511","2030/04/01 14:59:59","99001043"
"20020","9001","99001044","2020/04/01 16:00:00","1","1","0","0","6010","660020301","601","打倒 1 隻復仇者馴鹿（VERY HARD限定）","1005512","2030/04/01 14:59:59","99001044"
"10055","9001","99001045","2020/04/01 16:00:00","1","1","0","0","6011","610055401","601","打倒 1 隻復仇者馴鹿（SPECIAL限定）","1005513","2030/04/01 14:59:59","99001045"
"20021","9001","99001046","2020/05/05 16:00:00","1","1","0","0","6006","660021101","601","打倒 1 隻山神大人（NORMAL限定）","1005710","2030/04/01 14:59:59","99001046"
