bf4fe328d723defcba85d354a6193b97e414940dfdfcbf368fbc888c25608fa4,754c46db8f39c7acb4f7372635f875386c5376f2a88bdf2832ca226adec94255,b283388f801fcd3f6d1e64d8a3c334ab96cd611bb44c917592dc576b3cce2202,3c695e85f75ac6cbe4c2c431135545fece475bd12b058f70c09ba6940f8f94d1,8af545ccf9a7fa5e7617ebea11b41daa4fbe4e56bf9c435b026386a9c3563975,d44f735d2d0d3db027a877497617b705134df23bde95b9996f02f18d257e7e7c,e753a1d59562a05ed72d6002cb6d11c6787d7debf07c20fa9146cfd20d975518,87a31357a4415b7b1e30de658c2cf01bb0e0e57b641b2830909d8a28313bc19b,96a57f60165364da637105fbd344d607035dd7c12cac2db115a4d4981aa99547,0b87523514f89163b7ed6531115208b5bdc1bf1fa064bc02e86ba7a0d1c4a166,646b2ab6ccaf1fce5e1b4150b8a9014ee9f48c16448fa1a3034108f6230db6e7,9b708a6c8f1cc9826a98b230b47deba179302d8fe1285fd4ad5275689422c1e4,82001e836715ec83d85c966387d6e5bcf60199898493742f527f38d38bf57c28,675c0a2d0d40b90b8388770e1ae11e3aa01648fd7744a6ee77f90f3bb98fbb65,b013cef01377319ca898f560bf55469bfd8bcd795be1198b35b4bb97662fd412,c4a781abf7428decfe0898b2598bda634e43760a3ba6aed38ce9fd3d1c7c7b21,344e504f26fd1fdabb6cd7c693fb168930b5a18d87de649199338f75d396d6fe,2be6de02d0e48bcd3de9ce6e6c071049fecbade1c985ac5f7ec7fba0dc90596c,854890512ff07be5558b455ba7ae398e7ca61c68e4c9f612db163ef56ba7bf43
"0","610010004","0","10010","","2","0","5","5010321","0","0","0","1.5","90","0","1","0","0","610010401"
"0","610010005","0","10010","","3","0","5","5010322","0","0","108","1.5","90","0","2","0","0","610010402"
"0","610010006","0","10010","","1","0","5","0","0","0","0","1.5","90","0","3","0","0","0"
"0","610011004","0","10011","","1","70","5","5011322","0","0","0","1.5","90","0","1","5011321","0","0"
"0","610011005","0","10011","","1","40","5","5011323","0","0","0","1.5","90","0","2","0","0","0"
"0","610011006","0","10011","","1","0","5","0","0","0","0","1.5","90","0","3","0","0","0"
"600","610012004","0","10012","","2","0","5","5012321","1","3","0","1.5","90","0","1","0","0","610012401"
"0","610012005","0","10012","","1","51","5","5012322","1","0","0","1.5","90","0","2","0","0","0"
"0","610012006","0","10012","","1","0","5","0","1","0","0","1.5","90","0","3","0","0","0"
"600","610013004","0.9","10013","","2","0","5","5013321","1","3","0","1.5","90","0","1","0","50","610013401"
"0","610013005","1","10013","","1","50","5","5013322","0","0","0","1.5","90","0","2","0","84","0"
"0","610013006","1","10013","","1","0","5","0","0","0","0","1.5","90","0","3","0","84","0"
"600","610015004","0.9","10015","","2","0","5","5015321","1","3","0","1.5","90","0","1","0","1","610015401"
"0","610015005","1.3","10015","","1","50","5","5015322","1","0","0","1.5","90","0","2","0","-50","0"
"0","610015006","1.3","10015","","1","0","5","0","1","0","0","1.5","90","0","3","0","-50","0"
"600","610017004","0.9","10017","","2","0","5","5017321","1","3","0","1.5","90","0","1","0","50","610017401"
"0","610017005","1","10017","","1","50","5","5017322","1","0","0","1.5","90","0","2","0","84","0"
"0","610017006","1","10017","","1","0","5","0","1","0","0","1.5","90","0","3","0","84","0"
"0","610019004","1.25","10019","","4","0","5","5019322","1","0","200","1.5","90","0","1","5019321","-50","610019401"
"0","610019005","1.25","10019","","1","50","5","5019323","1","0","0","1.5","90","0","2","0","-50","0"
"0","610019006","1.25","10019","","1","0","5","0","1","0","0","1.5","90","0","3","0","-50","0"
"0","610021004","1","10021","","1","60","5","5021322","1","0","0","1.5","90","0","1","5021321","0","0"
"0","610021005","1","10021","","3","0","5","5021323","1","0","30","1.5","90","0","2","0","0","0"
"0","610021006","1","10021","","1","0","5","0","1","0","0","1.5","90","0","3","0","0","0"
"0","610023004","1.25","10023","","1","75","5","5023322","1","0","0","1.5","135","0","1","5023321","-50","0"
"0","610023005","1.25","10023","","1","25","5","5023323","1","0","0","1.5","135","0","2","0","-50","0"
"0","610023006","1.25","10023","","1","0","5","0","1","0","0","1.5","135","0","3","0","-50","0"
"600","610025004","1.25","10025","","2","0","5","5025322","1","3","0","5.5","140","0","1","5025321","-50","610025401"
"0","610025005","1.25","10025","","1","50","5","5025323","1","0","0","1.5","140","0","2","0","-50","0"
"0","610025006","1.25","10025","","1","0","5","0","1","0","0","1.5","140","0","3","0","-50","0"
"600","610027004","1.25","10027","","1","60","5","5027322","1","3","0","5.5","145","0","1","5027321","-50","0"
"600","610027005","1.25","10027","","2","0","5","5027323","1","0","0","1.5","145","0","2","0","-50","610027501"
"0","610027006","1.25","10027","","1","0","5","0","1","0","0","1.5","145","0","3","0","-50","0"
"600","610029004","1.5","10029","","2","0","5","5029322","1","3","0","5.5","145","0","1","5029321","0","610029401"
"0","610029005","1.5","10029","","1","60","5","5029323","1","0","0","1.5","145","0","2","0","0","0"
"0","610029006","1.5","10029","","1","0","5","0","1","0","0","1.5","145","0","3","0","0","0"
