bfe7055cfc73c47b8751356a336ab54ae54929d98106d3b415d77da389c72409,6c21c02af6db0969fd35d3f9feda9da091ce761e690f9705ef4da978ec55055d,31136d23fca17d4538a07f855e931e81baf370fa6ae7c39f010d21737bcf0ae7,3e5815794383fb65a2f48559b2070193a4f8fe4b9aebbe73972a52f2c45a2761,f5468a17a12b85c6d1d36f1bc8dc20d401c3fb7a73a95ef925e9c0ec43ec91d0,1a61bd9f88873c570f7ae799425fb6243be95680d29c189b213e8837275ee52c,92f140d1650a29247dc7fa38a836262662458e0ec4f8f7a2313ddbc9c4e7e352,4d5b4ee8c43a65da1224011a301a9b3ba906d9fef1d33d58ebfdeaadfd33b502,028c484f4e800ca4b42d6caf66de349da3af430f527efb4c8505a3158332e240,ec70511dfc038bc04ef0280a548e36377ce65cab5fb060195a87639a5b90c56c,e72809f7ae91012ea6f263aca73487a236dc3e5505cca0d37bf632a33aef34fa,f5667a77a13ed68916c283f3b7e95c6e80a5d2faa81a4c21de0634af38afce9c,d4b9033e72945535270b0c2a9af1b9fccb753b365114b6ed1dc4abf5a4080bd9,6d4e5ce4dcc39ae77764243754374c2ff615fff260838b6c118a3f54f3166026,fda953dbf1e1bed1e091b7e37bc25ca9b753cda1ea076dc3aacf9effe01bc9f8
"0","110001","1","bgm_M57","90110001","90","1","100113","0","100113","701000101","EASY","1","bgm_M57","0"
"0","110001","2","bgm_M57","90110002","90","1","100113","0","100113","701000102","NORMAL","1","bgm_M57","0"
"0","110001","3","bgm_M57","90110003","90","1","100113","0","100113","701000103","HARD","1","bgm_M57","0"
"0","110001","4","bgm_M57","90110004","90","1","100113","0","100113","701000104","VERY HARD","1","bgm_M57","0"
"0","110001","5","bgm_M57","90110005","90","1","100113","0","100113","701000105","EXTREME","1","bgm_M57","0"
"0","120001","1","bgm_M169","90120001","90","1","103013","0","103013","701000201","EASY","2","bgm_M169","0"
"0","120001","2","bgm_M169","90120002","90","1","103013","0","103013","701000202","NORMAL","2","bgm_M169","0"
"0","120001","3","bgm_M169","90120003","90","1","103013","0","103013","701000203","HARD","2","bgm_M169","0"
"0","120001","4","bgm_M169","90120004","90","1","103013","0","103013","701000204","VERY HARD","2","bgm_M169","0"
"0","120001","5","bgm_M169","90120005","90","1","103013","0","103013","701000205","EXTREME","2","bgm_M169","0"
"0","130001","1","bgm_M64","90130001","90","1","100113","0","100113","701000301","EASY","3","bgm_M64","0"
"0","130001","2","bgm_M64","90130002","90","1","100113","0","100113","701000302","NORMAL","3","bgm_M64","0"
"0","130001","3","bgm_M64","90130003","90","1","100113","0","100113","701000303","HARD","3","bgm_M64","0"
"0","130001","4","bgm_M64","90130004","90","1","100113","0","100113","701000304","VERY HARD","3","bgm_M64","0"
"0","130001","5","bgm_M64","90130005","90","1","100113","0","100113","701000305","EXTREME","3","bgm_M64","0"
"0","140001","1","bgm_M07","90140001","90","1","100113","0","100113","701000401","EASY","4","bgm_M07","0"
"0","140001","2","bgm_M07","90140002","90","1","100113","0","100113","701000402","NORMAL","4","bgm_M07","0"
"0","140001","3","bgm_M07","90140003","90","1","100113","0","100113","701000403","HARD","4","bgm_M07","0"
"0","140001","4","bgm_M07","90140004","90","1","100113","0","100113","701000404","VERY HARD","4","bgm_M07","0"
"0","140001","5","bgm_M07","90140005","90","1","100113","0","100113","701000405","EXTREME","4","bgm_M07","0"
"0","150001","1","bgm_M170","90150001","90","1","103013","0","103013","701000501","EASY","5","bgm_M170","0"
"0","150001","2","bgm_M170","90150002","90","1","103013","0","103013","701000502","NORMAL","5","bgm_M170","0"
"0","150001","3","bgm_M170","90150003","90","1","103013","0","103013","701000503","HARD","5","bgm_M170","0"
"0","150001","4","bgm_M170","90150004","90","1","103013","0","103013","701000504","VERY HARD","5","bgm_M170","0"
"0","150001","5","bgm_M170","90150005","90","1","103013","0","103013","701000505","EXTREME","5","bgm_M170","0"
