9718762f2ea21ff1c562f007ee127a7efda52258364e941b23f38094d070283c,e3f42c6d3140f275917410f1853b4ee7b1c768b0e25d76d7f6dcfa930efeab7f,f4886de2d98c13c86bdaddc00640ae1d07ada6918169cf996966acb8a04b2875,2035a3734489be3c88b530db4c33ee7a0ea36d145afe8d8735f28ef800d20d6e,13cff93674bb3a1cfefdf05f53456a0bb58da3cefde24ee4fa80d36dd283f717,321bcb51ddf0bcc3b556509ee88742e2192f0a208ea9d1f5c4b6cda292234880,6f910e7da888746a909e7db51b59590b22f40538a063ce3f2fccaf313532a01e,1e68020bcf73d2c711bb7275b49da032fd1d7365ba4912185db2ab1292a4ba0d,59956a31921d957dbe67ddeefcc37e64ff4f27359549f1d6cd3624355b8c4d9f,2468143220871e97b65cf0fb81d8397f98859234d02ada87d3819dbdba8652bb,8ab323784fb1b67349f5833a8f658372f223d47a9020d0f2e751017f8834288c,17c1e9a558aede0ed438d5c88f4ddf3c4d5d8615deb7b159b5ffa3b18b7e7711,b36412016500e67cbb696f89c2bfc85e826cf8591af4f08aca130754a9aa0654,dac3ecca44c35674f425568f8cfa2962682571eb170eb94d9c5979c4fa2ece3c,dc95de61eae9a35a655b2ce8edc24b59f5f2949330c1b188f3fbd5c8f3e6c02d,f82f0d2af2fa53937afd387a15a3629d67d3289608e131852473247ad16cc0c5,eb5d1a782edfde0f8a0ef84c0e29d13c85648d4e8551b44aeb10b14a11eb7bfa,52f78627b828c378271d987d1e96e424471fb82e03e79179a7af8e2e6b152160,0be4581c02316dbd07448b34b4823cdb542254d8b48e449e9a9512258962ae84,d2bf81976ae05fe55ec6d064f47d665dab1ae92b9e977bf59a0dd6b11c4e5360
"1001","100111","0","0","0","0","0","0","1","0","0","0","1001002","0","0","100100201","1","0","0","0"
"1001","0","0","0","0","0","0","0","1","0","0","0","1001008","0","-840","100100801","0","1","0","0"
"1001","100131","0","0","0","0","0","0","1","0","0","0","1001011","0","0","100101101","1","0","1001011","0"
"1001","100131","0","0","0","0","0","0","1","0","0","0","1001011","0","0","100101102","1","0","1001011","0"
"1002","100211","0","0","0","0","0","0","1","0","0","0","1002001","0","0","100200101","1","0","0","0"
"1002","0","0","0","0","0","0","0","1","0","0","0","1002008","0","-920","100200801","0","1","0","0"
"1002","0","0","0","0","0","0","0","1","0","0","0","1002011","0","-920","100201101","0","1","0","0"
"1002","100231","0","0","0","0","0","0","1","0","0","0","1002011","0","0","100201102","1","0","0","0"
"1003","100311","0","0","0","0","0","0","1","0","0","0","1003003","0","0","100300301","1","0","0","0"
"1003","0","0","0","0","0","0","0","1","0","0","0","1003008","0","-820","100300801","0","1","0","0"
"1003","100332","0","0","0","0","0","0","1","0","0","0","1003011","0","0","100301101","1","0","1003011","0"
"1003","100332","0","0","0","0","0","0","1","0","0","0","1003011","0","0","100301102","1","0","1003011","0"
"1004","100411","0","0","0","0","0","0","1","0","0","0","1004007","0","0","100400701","1","0","0","0"
"1004","0","0","0","0","0","1","0","1","0","0","0","1004008","0","-900","100400801","0","1","0","0"
"1004","100431","0","0","0","0","0","0","1","0","0","0","1004011","0","0","100401101","1","0","0","0"
"1005","100511","0","0","0","0","0","0","1","0","0","0","1005006","0","0","100500601","1","0","1005006","0"
"1005","100511","0","0","0","0","0","0","1","0","0","0","1005006","0","0","100500602","1","0","1005006","0"
"1005","100511","0","0","0","0","0","0","1","0","0","0","1005006","0","0","100500603","1","0","1005006","0"
"1005","0","0","0","0","0","1","0","1","0","0","0","1005008","0","-840","100500801","0","1","0","0"
"1005","100531","0","0","0","0","0","0","1","0","0","0","1005011","0","0","100501101","1","0","1005011","0"
"1005","100531","0","0","0","0","0","0","1","0","0","0","1005011","0","0","100501102","1","0","1005011","0"
"1006","100611","0","0","0","0","0","0","1","0","0","0","1006003","0","0","100600301","1","0","0","0"
"1006","0","0","0","0","0","1","0","1","0","0","0","1006008","0","-840","100600801","0","1","0","0"
"1006","100631","0","0","0","0","0","0","1","0","0","0","1006011","0","0","100601101","1","0","0","0"
"1007","100711","0","0","0","0","0","0","1","0","0","0","1007001","0","0","100700101","1","0","0","0"
"1007","0","0","0","0","0","1","0","1","0","0","0","1007008","0","-800","100700801","0","1","0","0"
"1007","100731","0","0","0","0","0","0","1","0","0","0","1007011","0","0","100701101","1","0","1007011","0"
"1007","100731","0","0","0","0","0","0","1","0","0","0","1007011","0","0","100701102","1","0","1007011","0"
"1008","100811","0","0","0","0","0","0","1","0","0","0","1008001","0","0","100800101","1","0","1008001","0"
"1008","100811","0","0","0","0","0","0","1","0","0","0","1008001","0","0","100800102","1","0","1008001","0"
"1008","0","0","0","0","0","1","0","1","0","0","0","1008004","0","0","100800401","0","1","0","0"
"1008","100832","0","0","0","0","0","0","1","0","0","0","1008011","0","0","100801101","1","0","1008011","0"
"1008","100832","0","0","0","0","0","0","1","0","0","0","1008011","0","0","100801102","1","0","1008011","0"
"1009","100911","0","0","0","0","0","0","1","0","0","0","1009001","0","0","100900101","1","0","0","0"
"1009","0","0","0","0","0","1","0","1","0","0","0","1009008","0","-960","100900801","0","1","0","0"
"1009","100011","0","0","0","0","0","0","1","0","0","0","1009011","100931","0","100901101","1","0","1009011","0"
"1009","100011","0","0","0","0","0","0","1","0","0","0","1009011","100931","0","100901102","1","0","1009011","0"
"1010","101011","0","0","0","0","0","0","1","0","0","0","1010006","0","0","101000601","1","0","0","0"
"1010","0","0","0","0","0","1","0","1","0","0","0","1010008","0","-890","101000801","0","1","0","0"
"1010","101032","0","0","0","0","0","0","1","0","0","0","1010011","0","0","101001101","1","0","1010011","0"
"1010","101032","0","0","0","0","0","0","1","0","0","0","1010011","0","0","101001102","1","0","1010011","0"
"1011","101111","0","0","0","0","0","0","1","0","0","0","1011005","0","0","101100501","1","0","0","0"
"1011","0","0","0","0","0","0","0","1","0","0","0","1011008","0","-960","101100801","0","1","0","0"
"1011","101131","0","0","0","0","0","0","1","0","0","0","1011011","0","0","101101101","1","0","0","0"
"1012","101211","0","0","0","0","0","0","1","0","0","0","1012003","103811","0","101200301","1","0","0","0"
"1012","0","0","0","0","0","1","0","1","0","0","0","1012008","0","-960","101200801","0","1","0","0"
"1012","101231","0","0","0","0","0","0","1","0","0","0","1012011","0","0","101201101","1","0","1012011","0"
"1012","101231","0","0","0","0","0","0","1","0","0","0","1012011","0","0","101201102","1","0","1012011","0"
"1013","101311","0","0","0","0","0","0","1","0","0","0","1013002","0","0","101300201","1","0","1013002","0"
"1013","811","0","0","0","0","0","0","1","0","0","0","1013002","101311","0","101300202","1","0","1013002","0"
"1013","0","0","0","0","0","0","0","1","0","0","0","1013008","0","-960","101300801","0","1","0","0"
"1013","101332","0","0","0","0","0","0","1","0","0","0","1013011","0","0","101301101","1","0","1013011","0"
"1013","101332","0","0","0","0","0","0","1","0","0","0","1013011","0","0","101301102","1","0","1013011","0"
"1014","101411","0","0","0","0","0","0","1","0","0","0","1014004","0","0","101400401","1","0","1014004","0"
"1014","0","0","0","0","0","0","0","1","0","0","0","1014004","0","0","101400402","1","0","1014004","0"
"1014","101411","0","0","0","0","0","0","1","0","0","0","1014004","0","0","101400403","1","0","1014004","0"
"1014","101431","0","0","0","0","0","0","1","0","0","0","1014008","0","0","101400801","1","0","1014008","0"
"1014","101431","0","0","0","0","0","0","1","0","0","0","1014008","0","0","101400802","1","0","1014008","0"
"1014","3731","0","0","0","0","0","0","1","0","0","0","1014011","101431","0","101401101","1","0","1014011","0"
"1014","3731","0","0","0","0","0","0","1","0","0","0","1014011","101431","0","101401102","1","0","1014011","0"
"1015","101511","0","0","0","0","0","0","1","0","0","0","1015002","0","0","101500201","1","0","0","0"
"1015","0","0","0","0","0","0","0","1","0","0","0","1015008","0","-960","101500801","0","1","0","0"
"1015","101532","0","0","0","0","0","0","1","0","0","0","1015011","0","0","101501101","1","0","0","0"
"1016","101611","0","0","0","0","0","0","1","0","0","0","1016001","0","0","101600101","1","0","0","0"
"1016","0","0","0","0","0","1","0","1","0","0","0","1016005","0","-830","101600501","1","1","0","0"
"1016","0","0","0","0","0","0","0","1","0","0","0","1016008","0","-910","101600801","0","1","0","0"
"1016","101631","0","0","0","0","0","0","1","0","0","0","1016011","0","0","101601101","1","0","1016011","0"
