e8757f63309473932ca554bd83ce313cd7787ccab819ec3a1d173cdf768159ed,06aaaea84c9dcf31330517eefbd4ced3a7f1e33a659be2460fe9eec86151ef85,4c0091a9b9f46fb146d735b92d2e6f1f0f90cab9a6610b7a768962010a3b5133,9f6f84ec6ba9b68965fa5f57cb16ff4873cbd4775ffada29ada3d87e33613479,790d4822dff331c93ced8c5194b4b8015a49f4d852e2ed5c2a2b7d3355bb427f,3084a4e5961f5b4bed53ba67e9bebcd9364cc3150cab4ca86d8718c48c04aecf,386690c3ce4043ecd7393fb6e7f646c3f324d0afe9490d9a923264709240d91b,b21601469ecdbac22b00f1afdb490569229a0f13612c43123bc6b39bef6d9244,8c112235c70a06f46824d78b057ee8d4a009692326f2d3b813148027a3d06c63
"2","1","1","1","1","1","獨一無二的","3","0"
"2","1","1","2","1","1","完美無缺的","3","0"
"2","1","1","3","1","1","蘭德索爾最快的","3","1"
"2","1","1","4","1","1","明鏡止水的","3","0"
"2","1","1","5","1","1","史上最快的","3","0"
"2","1","1","6","1","1","最強最快的","3","0"
"2","1","1","7","1","1","極限的","3","2"
"2","1","1","8","1","1","一百分滿分","3","0"
"2","1","1","9","1","1","最優秀的","3","0"
"2","1","1","10","1","1","橫掃千軍的","3","0"
"2","1","1","11","1","1","獨一無二的","3","0"
"2","1","1","12","1","1","天下無雙的","3","0"
"2","0","1","13","1","1","泰然自若的","3","0"
"2","0","1","14","1","1","極度的","3","0"
"2","0","1","15","1","1","Light Speed","3","0"
"2","0","1","16","1","1","稀世的","3","0"
"2","0","1","17","1","1","極限的","3","0"
"2","0","1","18","1","1","至高的","3","0"
"2","0","1","19","1","1","閃耀的","3","0"
"2","0","1","20","1","1","千錘百鍊的","3","0"
"2","0","1","21","1","1","疾風迅雷的","3","0"
"2","0","1","22","1","1","電光石火的","3","0"
"2","1","1","23","0","1","變化自如的","3","0"
"2","1","1","24","0","1","空前絕後的","3","0"
"2","1","1","25","0","1","代表性的","3","0"
"2","1","1","26","0","1","音速的","3","0"
"2","1","1","27","0","1","超乎常理的","3","0"
"2","1","1","28","0","1","勇猛奮鬥的","3","0"
"2","1","1","29","0","1","勇猛果敢的","3","2"
"2","1","1","30","0","1","威風凜凜的","3","2"
"2","1","1","31","0","1","欲速則不達的","3","0"
"2","1","1","32","0","1","心態良好的","3","0"
"2","0","1","33","0","1","夢想的","3","0"
"2","0","1","34","0","1","佳的","3","0"
"2","0","1","35","0","1","一般般的","3","0"
"2","0","1","36","0","1","新手標記的","3","2"
"2","0","1","37","0","1","有未來的","3","0"
"2","0","1","38","0","1","新手的","3","0"
"2","0","1","39","0","1","初出茅廬的","3","0"
"2","0","1","40","0","1","慢慢的","3","0"
"2","0","1","41","0","1","新銳的","3","0"
"2","0","1","42","0","1","不屈不撓的","3","0"
"2","0","1","43","0","1","百折不撓的","3","0"
"2","0","1","44","0","1","努力的","3","0"
"2","1","2","45","1","1","被選中的","3","0"
"2","1","2","46","1","1","極限的","3","2"
"2","1","2","47","1","1","海藍色的","3","1"
"2","1","2","48","1","1","受海所愛的","3","2"
"2","1","2","49","1","1","統御大海的","3","2"
"2","1","2","50","1","1","傳說的","3","0"
"2","1","2","51","1","1","震撼世界的","3","2"
"2","1","2","52","1","1","超級狂野的","3","1"
"2","1","2","53","1","1","奇蹟般的","3","0"
"2","1","2","54","1","1","一馬當先的","3","2"
"2","0","2","55","1","1","無人能擋的","3","1"
"2","0","2","56","1","1","熱血沸騰的","3","2"
"2","0","2","57","1","1","百萬的","3","0"
"2","0","2","58","1","1","與生俱來的","3","1"
"2","0","2","59","1","1","大海的","3","0"
"2","0","2","60","1","1","腎上腺素全開的","3","1"
"2","0","2","61","1","1","大間產的","3","0"
"2","0","2","62","1","1","熟練的","3","0"
"2","0","2","63","1","1","身經百戰的","3","0"
"2","0","2","64","1","1","如魚得水的","3","0"
"2","0","2","65","1","1","巨大的","3","0"
"2","1","2","66","0","1","不簡單的","3","2"
"2","1","2","67","0","1","勇猛的","3","0"
"2","1","2","68","0","1","拚命奔跑的","3","0"
"2","1","2","69","0","1","一閃而過的","3","2"
"2","1","2","70","0","1","驚濤駭浪的","3","0"
"2","1","2","71","0","1","憤怒的","3","0"
"2","1","2","72","0","1","不服輸的","3","2"
"2","1","2","73","0","1","成長中的","3","0"
"2","1","2","74","0","1","打破常規的","3","0"
"2","1","2","75","0","1","胡鬧的","3","0"
"2","1","2","76","0","1","狂暴的","3","0"
"2","0","2","77","0","1","傳聞中的","3","0"
"2","0","2","78","0","1","海邊的","3","2"
"2","0","2","79","0","1","朝氣蓬勃的","3","2"
"2","0","2","80","0","1","飛奔於常夏的","3","2"
"2","0","2","81","0","1","肌肉的","3","0"
"2","0","2","82","0","1","波光粼粼的","3","0"
"2","0","2","83","0","1","天生的","3","2"
"2","0","2","84","0","1","轟動的","3","0"
"2","0","2","85","0","1","未知數的","3","0"
"2","0","2","86","0","1","超不妙的","3","0"
"2","0","2","87","0","1","不能輸的","3","0"
"2","1","3","88","1","1","Light Speed","3","2"
"2","1","3","89","1","1","專業的","3","1"
"2","1","3","90","1","1","頂尖的","3","0"
"2","1","3","91","1","1","金牌","3","2"
"2","1","3","92","1","1","極限的","3","2"
"2","1","3","93","1","1","最佳的","3","0"
"2","1","3","94","1","1","完美的","3","2"
"2","1","3","95","1","1","百年僅有一人的","3","1"
"2","1","3","96","1","1","傳說中的","3","2"
"2","1","3","97","1","1","超一流的","3","0"
"2","1","3","98","1","1","世界的","3","0"
"2","1","3","99","1","1","被選中的","3","0"
"2","0","3","100","1","1","運動家","3","2"
"2","0","3","101","1","1","偉大的","3","0"
"2","0","3","102","1","1","超級音速的","3","1"
"2","0","3","103","1","1","終極的","3","0"
"2","0","3","104","1","1","MVP的","3","0"
"2","0","3","105","1","1","全面的","3","0"
"2","0","3","106","1","1","全回合的","3","2"
"2","0","3","107","1","1","銀牌","3","2"
"2","0","3","108","1","1","神聖的","3","0"
"2","0","3","109","1","1","出色的","3","2"
"2","0","3","110","1","1","一流的","3","0"
"2","0","3","111","1","1","絕妙的","3","0"
"2","1","3","112","0","1","超級的","3","0"
"2","1","3","113","0","1","助跑起步的","3","0"
"2","1","3","114","0","1","很棒的","3","0"
"2","1","3","115","0","1","勢如破竹的","3","1"
"2","1","3","116","0","1","超凡魅力的","3","0"
"2","1","3","117","0","1","萬能的","3","0"
"2","1","3","118","0","1","新世代的","3","0"
"2","1","3","119","0","1","光榮的","3","0"
"2","1","3","120","0","1","大放異彩的","3","0"
"2","1","3","121","0","1","深藏不漏的","3","0"
"2","1","3","122","0","1","天下的","3","0"
"2","0","3","123","0","1","Let's Go","3","0"
"2","0","3","124","0","1","好的","3","0"
"2","0","3","125","0","1","小跳步的","3","1"
"2","0","3","126","0","1","有成長空間的","3","2"
"2","0","3","127","0","1","銅牌","3","2"
"2","0","3","128","0","1","期待的","3","0"
"2","0","3","129","0","1","跳躍的","3","2"
"2","0","3","130","0","1","新時代的","3","0"
