3578203ebae94f299628bbc99e5768e4c24665b4bf2b7279338f179b201bbb55,e043668f5d35692179583872b042f02c00df80b40923e0b1d9dc23b2f8136e7f,dc4bd74f53f579a5b853a3e37d01f92da09163dbb9c9dc61260412e63b317c3e,ff1fdd3dacae405aaa9a3392ad47a874e8936822862376cd2e43b44f82e2a9aa,b1f604ae0ebd2498aca3e673e3bbc00357fc3f0d1b8eb387d806b9ac7bec8f23,6819b6918fbcb51ebd8ac9ecb33c38fc7aae595516744e62e4c90ce8b34b79e5,cdd752095729fe28bf4079db123c8c0e4b8fcda2cadb8510eba850baafebc9b8,ac4941380c41c1440c3a5128da7f618a2ee45af8dba5f9ae5eb9ac2929c11510,3db9467efb0cffaa0411afef8adbf942bc61a7922f70bca1139b33bab46037ea,2a50ff2307370b87df0317c9539a723bb1cb08e5156ba11d6ee480adf8838bdf,3b42c705ef31a2651ef4cd8dd3ee57493512f935fabfc554ab6b593fb33b6969,71b8602731485f3f9bc011bcc901c608dcf1344e8f013ef0470acf844bd17423,2e4195177d49dbe3837b54053d2f0cf347044384575bf060d71095507f0149b3,b094deced6e46602d27b3ab3998557fecf6065fce5a19b13f6b018b08ef844c7,ab0573ff752d451fc1a5c79e54a95ddbaec65de7de451c00a541e2c3198c579f,b1a85b5c05bb0d55973788d4bf45bc27d6eeda58440c983322a0d270c229eb00,a32b1a104668938f4be38f1141987bdc589682cdfb2c522f05fcd213a09fc396,0ce3d28823cffe7f2a598cc2646f59e613f741198ce02d1e3aeb8c6f2653e9f1,0eb1efb93f646ab14ac2b57125b1a355d5b3a06d301ba191610c8a2077f93de5,71c08a4afb198c5948ff359c1fd98cae32919f2730cdb9764d187a95bf525e1a,9ae0c834d043ade9c0c7e8b5dca95e1b7be339d2a20e47ea0204a7f29eabed10,4ec6e00b4f36ecac317f185349cce54422c8fd33ca659f3617f6d0272fde4ad5,1c9ba51549221ba616ebb2d71f1e46c4b4b67df417b9f0fe17ad95be6c1878ee,5e4b945b222d9967bda7d63b35fa3b7aaff722396360973ef428852019e5c0a2,d6382ecb2c860e712e567c68c6f9356eeb115fdd59e11372ce5d7b3dd0d61241,2a100ea49ef10cd0911985edfd2f75727d77a0e1cdd869bad4fe8cd8f5ddc235,e02f3620d5bb1485e56b8499a39b555de7b1eeb7cdf866f7c9efe9563b80c3dc,4fcdb14f410b07ab64d0319fc11e5d044dbc747c41b31a7dac8fb5b927d117fe,1db5523c0c14ee507ecc22db4b320c1213bf90538667ef367ff452bb9327476a,33adcff94c0d87555d715dd51c9e543988ce13cce54bbdb5e356b9f33ffadb7b,a7c0393d09249957d36e82d1b8230822dac467ad7b47ec05a84050d2d1faa66e,6964fa16efc4e910e16a27bbb8db3f1c9b9ce42be2eeb511e8f717f2edea6fcb,8cd82d26010399320062c51a363df95f735965b0486bae0f0a8740c471840920,ede6892870f06fd56c5ed8bcb066eb6a6643866656a908134ceedc9d9a5c2fae
"0.6","1","0","270","bgm_M47","1","90","0","0","2000101","20001101","81000105","660001001","0","BOSS戰(NORMAL)","0","796","20001","1","650001011","bgm_M47","0","-50","1","1","340","0","1.5","200010","770","-40","81000105","0","-76"
"0.6","2","0","270","bgm_M47","1","90","0","0","2000102","20001201","81000106","660001002","0","BOSS戰(HARD)","0","70","20001","1","650001021","bgm_M47","0","-50","1","1","341","0","1.5","200010","60","-210","81000106","0","-180"
"0.6","3","0","270","bgm_M47","1","90","0","0","2000103","20001201","81000106","660001003","0","Boss戰(VERYHARD)","0","520","20001","1","650001031","bgm_M47","0","-50","1","1","344","0","1.5","200010","470","-40","81000106","0","10"
"0.6","1","0","40","bgm_M102","1","90","0","0","2000201","20002101","81000205","660002001","0","BOSS戰(NORMAL)","0","850","20002","1","650002011","bgm_M102","0","0","1","1","5002301","0","1.3","510021","750","-30","81000205","0","20"
"0.6","2","0","40","bgm_M102","1","90","0","0","2000202","20002201","81000207","660002002","0","BOSS戰(HARD)","0","-250","20002","1","650002021","bgm_M102","0","0","1","1","5002302","0","1.3","510022","140","20","81000207","0","125"
"0.6","3","0","40","bgm_M102","1","90","0","0","2000203","20002201","81000207","660002003","0","Boss戰(VERYHARD)","0","500","20002","1","650002031","bgm_M102","345","0","1","1","344","0","1.3","510022","450","-40","81000207","0","10"
"0.6","1","0","20","bgm_M109","1","90","0","0","2000301","20003101","81000305","660003001","0","BOSS戰(NORMAL)","0","830","20003","1","650003011","bgm_M109","0","30","1","1","5003302","0","1.1","510031","730","-40","81000305","0","10"
"0.6","2","0","20","bgm_M109","1","90","0","0","2000302","20003201","81000306","660003002","0","BOSS戰(HARD)","0","210","20003","1","650003021","bgm_M109","0","30","1","1","5003301","0","1.1","510032","180","20","81000306","0","90"
"0.6","3","0","20","bgm_M109","1","90","0","0","2000303","20003201","81000306","660003003","0","BOSS戰(VERY HARD)","0","500","20003","1","650003031","bgm_M109","345","30","1","1","344","0","1.1","510032","450","-40","81000306","0","10"
"0.6","1","0","20","bgm_M116","1","90","0","0","2000401","20004101","81000405","660004001","0","BOSS戰(NORMAL)","0","870","20004","1","650004011","bgm_M116","0","30","1","1","5004301","0","1.1","510041","770","-40","81000405","0","10"
"0.6","2","0","20","bgm_M116","1","90","0","0","2000402","20004201","81000406","660004002","0","BOSS戰(HARD)","0","-30","20004","1","650004021","bgm_M116","0","30","1","1","5004302","0","1.1","510042","450","-40","81000406","0","10"
"0.6","3","0","20","bgm_M116","1","90","0","0","2000403","20004201","81000406","660004003","0","BOSS戰(VERY HARD)","0","500","20004","1","650004031","bgm_M116","0","30","1","1","5004308","0","1.1","510042","450","-40","81000406","0","-10"
"0.6","1","0","90","bgm_M124","1","90","0","0","2000501","20005101","81000505","660005001","0","BOSS戰(NORMAL)","0","870","20005","1","650005011","bgm_M124","0","90","1","1","5005301","0","1.3","510051","770","-40","81000505","0","10"
"0.6","2","0","90","bgm_M124","1","90","0","0","2000502","20005201","81000506","660005002","0","BOSS戰(HARD)","0","380","20005","1","650005021","bgm_M124","0","90","1","1","5005302","0","1.3","510052","450","-40","81000506","0","-100"
"0.6","3","0","90","bgm_M124","1","90","0","0","2000503","20005201","81000506","660005003","0","Boss戰(VERYHARD)","0","520","20005","1","650005031","bgm_M124","0","90","1","1","5005308","0","1.3","510052","450","-40","81000506","0","58"
"0.6","1","0","120","bgm_M131","1","90","0","0","2000601","20006101","81000605","660006001","0","BOSS戰(NORMAL)","0","888","20006","1","650006011","bgm_M131","0","0","1","0.8","5006301","0","1.5","510061","770","-40","81000605","0","14"
"0.6","2","0","120","bgm_M131","1","90","0","0","2000602","20006201","81000606","660006002","0","BOSS戰(HARD)","0","42","20006","1","650006021","bgm_M131","0","0","1","0.8","5006302","0","1.5","510062","450","-40","81000606","0","14"
"0.6","3","0","120","bgm_M131","1","90","0","0","2000603","20006201","81000606","660006003","0","BOSS戰(VERY HARD)","0","500","20006","1","650006031","bgm_M131","0","0","1","0.8","5006308","0","1.5","510062","450","-40","81000606","0","-60"
"0.6","1","0","140","bgm_M138","1","90","0","0","2000701","20007103","81000705","660007001","0","BOSS戰(NORMAL)","0","482","20007","1","650007011","bgm_M138","0","-50","1","1","5007301","0","1.3","510071","770","-40","81000705","0","10"
"0.6","2","0","140","bgm_M138","1.3","90","0","0","2000702","20007201","81000706","660007002","0","BOSS戰(HARD)","0","-373","20007","1","650007021","bgm_M138","0","-50","1","1","5007302","0","1.3","510072","450","-40","81000706","0","-186"
"0.6","3","0","140","bgm_M138","1.3","90","0","0","2000703","20007201","81000706","660007003","0","Boss戰(VERYHARD)","0","455","20007","1","650007031","bgm_M138","0","-50","1","1","5007308","0","1.3","510072","450","-40","81000706","0","-63"
"0.6","1","0","100","bgm_M165","1","90","0","0","2000801","20008101","81000805","660008001","0","BOSS戰(NORMAL)","0","1400","20008","1","650008011","bgm_M165","0","-50","1","1","5008301","0","1.5","510081","770","-40","81000805","0","-85"
"0.6","2","0","100","bgm_M165","1","90","0","0","2000802","20008201","81000806","660008002","0","BOSS戰(HARD)","0","-175","20008","1","650008021","bgm_M165","0","-50","1","0.8","5008302","0","1.5","510082","450","-40","81000806","0","-160"
"0.6","3","0","100","bgm_M165","1","90","0","0","2000803","20008201","81000806","660008003","0","Boss戰(VERYHARD)","0","450","20008","1","650008031","bgm_M165","0","-50","1","0.8","5008308","0","1.5","510082","450","-40","81000806","0","-80"
"0.8","1","0","250","bgm_M172","1.1","90","0","0","2000901","20009101","81000905","660009001","0","BOSS戰(NORMAL)","0","885","20009","1","650009011","bgm_M172","0","-50","1","0.8","5009301","0","1.5","510091","770","-40","81000905","0","-56"
"0.8","2","0","250","bgm_M172","1.1","90","0","0","2000902","20009201","81000906","660009002","0","BOSS戰(HARD)","0","-404","20009","1","650009021","bgm_M172","0","-50","1","0.8","5009302","0","1.5","510092","450","-40","81000906","0","37"
"0.8","3","0","250","bgm_M172","1.1","90","0","0","2000903","20009201","81000906","660009003","0","BOSS戰(VERY HARD)","0","442","20009","1","650009031","bgm_M172","0","-50","1","0.8","5009308","0","1.5","510092","450","-40","81000906","0","-104"
"0.6","1","0","200","bgm_M183","1","90","0","0","2001001","20010101","81001005","660010001","0","BOSS戰(NORMAL)","0","450","20010","1","650010011","bgm_M183","0","-50","1","0.8","5010301","0","1.5","510101","450","770","81001005","0","770"
"0.6","2","0","200","bgm_M183","1.4","90","0","0","2001002","20010201","81001006","660010002","0","BOSS戰(HARD)","0","-173","20010","1","650010021","bgm_M183","0","-50","1","0.8","5010302","0","1.5","510102","-173","12","81001006","0","12"
"0.6","3","0","200","bgm_M183","1.4","90","0","0","2001003","20010201","81001006","660010003","0","BOSS戰(VERY HARD)","0","213","20010","1","650010031","bgm_M183","0","-50","1","0.8","5010308","0","1.5","510102","213","85","81001006","0","85"
"0.8","1","0","100","bgm_M192","1.1","90","0","0","2001101","20011102","81001105","660011001","0","BOSS戰(NORMAL)","0","885","20011","1","650011011","bgm_M192","0","0","1","0.8","5011301","0","1.4","510111","770","-40","81001105","0","-56"
"0.8","2","0","100","bgm_M192","1.1","90","0","0","2001102","20011201","81001106","660011002","0","BOSS戰(HARD)","0","-67","20011","1","650011021","bgm_M192","0","0","1","0.8","5011302","0","1.4","510112","450","-90","81001106","0","-1"
"0.8","3","0","100","bgm_M192","1.1","90","0","0","2001103","20011201","81001106","660011003","0","Boss戰(VERYHARD)","0","395","20011","1","650011031","bgm_M192","0","0","1","0.8","5011308","0","1.4","510112","375","-55","81001106","0","-99"
"0.8","1","0","100","bgm_M209","1.1","90","0","0","2001201","20012101","81001205","660012001","0","BOSS戰(NORMAL)","0","980","20012","1","650012011","bgm_M209","0","-50","1","0.8","5012301","0","1.5","510121","1130","-60","81001205","0","-40"
"0.8","2","0","100","bgm_M209","1.1","90","0","0","2001202","20012201","81001206","660012002","0","BOSS戰(HARD)","0","-32","20012","1","650012021","bgm_M209","0","-50","1","0.8","5012302","0","1.5","510122","-32","-175","81001206","0","-175"
"0.8","3","0","100","bgm_M209","1.1","90","0","0","2001203","20012201","81001206","660012003","0","BOSS戰(VERY HARD)","0","500","20012","1","650012031","bgm_M209_02","0","-50","1","0.8","5012308","0","1.5","510122","510","-63","81001206","0","-80"
"0.2","1","0","120","bgm_M218","1.1","90","1","0","2001301","20013102","81001305","660013001","0","BOSS戰(NORMAL)","-48","313","20013","1","650013011","bgm_M218","0","84","1","1","5013301","0","1","0","450","-40","81001305","205","29"
"-0.18","2","0","120","bgm_M218","1.1","90","1","0","2001302","20013201","81001306","660013002","0","BOSS戰(HARD)","-41","-384","20013","1","650013021","bgm_M218","0","84","1","1","5013302","0","1","0","450","-40","81001306","73","41"
"0.2","3","0","120","bgm_M218","1.1","90","1","0","2001303","20013201","81001306","660013003","0","Boss戰(VERYHARD)","-40","220","20013","1","650013031","bgm_M218","0","84","1","1","5013308","0","1","0","450","-40","81001306","178","52"
"0.7","1","0","100","bgm_M226","1","90","0","0","2001401","20014101","81001505","660014001","0","BOSS戰(NORMAL)","0","963","20014","1","650014011","bgm_M226","0","-50","1","0.7","5015301","0","1.3","510141","963","-95","81001505","0","-65"
"0.7","2","0","100","bgm_M226","1","90","0","0","2001402","20014201","81001506","660014002","0","BOSS戰(HARD)","0","121","20014","1","650014021","bgm_M226","0","-50","1","0.7","5015302","0","1.3","510142","121","-4","81001506","0","-4"
