2d9772a95044c250e27b2777002bb83c6f0e6300a57a18e9bbd9d2aa4a222ed9,332accaf10ba9552b88dea21013bdcfe7eefbf3bb337f23b2737292ed9df7b8a,33dbf97cc6d750f20ec7cd5e6130f58b7191ffdc425031ef7614d58ce2d0f92e,0a858e669790e16c6c8f34d496f1cf9b4b443500fb4038c2ee5a66fa9aa51572,a697eef928644b64282e5197924145e6da401c2577fada84dfecf419b5ab208a,6055b76828c2cd1abeea8a555069243ecbdaa793059ceb07ae8fee296380ae0b,a1601c7902b01548c0c334983a841bf4481863d72ddd48c24a797a16bc2268a1,42f6cd1ecd6cc6871239eacf655c9b50852a1a54f382964cf522b94fb7cf0007,e7f224aacaf9bd7d4e2482604eeb9f7e56be9f122e2ba6a13a2f8cb6109b6f93
"1","8010","1","1","401707405","401707405","0","9","1"
"1","1","1","8040","401903101","401903101","0","9","8040"
"1","1","1","8040","401903105","401903105","0","9","8040"
"8040","8040","1","1","401903106","401903106","0","9","1"
"8040","1","8040","1","401903107","401903107","0","9","1"
"1","8040","8040","1","401903108","401903108","0","9","1"
"1","1","1","8040","401903201","401903201","0","9","8040"
"1","1","1","8040","401903205","401903205","0","9","8040"
"8040","8040","1","1","401903206","401903206","0","9","1"
"8040","1","8040","1","401903207","401903207","0","9","1"
"1","8040","8040","1","401903208","401903208","0","9","1"
"1","1","1","8040","401903301","401903301","0","9","8040"
"1","1","1","8040","401903305","401903305","0","9","8040"
"8040","8040","1","1","401903306","401903306","0","9","1"
"8040","1","8040","1","401903307","401903307","0","9","1"
"1","8040","8040","1","401903308","401903308","0","9","1"
"1","1","1","8040","401903401","401903401","0","9","8040"
"1","1","1","8040","401903405","401903405","0","9","8040"
"8040","8040","1","1","401903406","401903406","0","9","1"
"8040","1","8040","1","401903407","401903407","0","9","1"
"1","8040","8040","1","401903408","401903408","0","9","1"
"1","1","1","8040","401903501","401903501","0","9","8040"
"1","1","1","8040","401903505","401903505","0","9","8040"
"8040","8040","1","1","401903506","401903506","0","9","1"
"8040","1","8040","1","401903507","401903507","0","9","1"
"1","8040","8040","1","401903508","401903508","0","9","1"
"1","1","1","8040","401903601","401903601","0","9","8040"
"1","1","1","8040","401903605","401903605","0","9","8040"
"8040","8040","1","1","401903606","401903606","0","9","1"
"8040","1","8040","1","401903607","401903607","0","9","1"
"1","8040","8040","1","401903608","401903608","0","9","1"
"1","1","1","8040","401903701","401903701","0","9","8040"
"1","1","1","8040","401903705","401903705","0","9","8040"
"8040","8040","1","1","401903706","401903706","0","9","1"
"8040","1","8040","1","401903707","401903707","0","9","1"
"1","8040","8040","1","401903708","401903708","0","9","1"
"8000","8000","8000","8010","410010101","410010101","0","70","8000"
"8000","8000","8010","8000","410010201","410010201","0","70","8000"
"8000","8000","8000","8000","410010301","410010301","0","70","8010"
"8000","8010","8000","8000","410010401","410010401","0","70","8000"
"8000","8010","8000","8000","410010501","410010501","0","70","8000"
"8000","8000","8000","8010","410010601","410010601","0","70","8000"
"8010","8000","8000","8000","410010701","410010701","0","70","8000"
"8000","8000","8000","8000","410010801","410010801","0","70","8010"
"8000","8000","8010","8000","410010901","410010901","0","70","8000"
"8010","8000","8000","8000","410011001","410011001","0","70","8000"
"8000","8000","8010","8000","410020101","410020101","0","70","8000"
"8000","8000","8000","8010","410020201","410020201","0","70","8000"
"8000","8000","8000","8000","410020301","410020301","0","70","8010"
"8010","8000","8000","8000","410020401","410020401","0","70","8000"
"8000","8010","8000","8000","410020501","410020501","0","70","8000"
"8000","8000","8000","8010","410020601","410020601","0","70","8000"
"8000","8000","8010","8000","410020701","410020701","0","70","8000"
"8000","8000","8000","8000","410020801","410020801","0","70","8010"
"8010","8000","8000","8000","410020901","410020901","0","70","8000"
"8000","8010","8000","8000","410021001","410021001","0","70","8000"
"8010","8010","8010","8010","715707801","715707801","0","14","8010"
"8010","8010","8010","8010","715707802","715707801","0","15","8010"
"8010","8010","8010","8010","725707801","725707801","0","15","8010"
"8000","8000","8000","8000","740051011","74005101","0","36","8000"
"8000","8000","8000","8000","740051021","74005102","0","36","8000"
"8000","8000","8000","8000","740051031","74005103","0","36","8000"
"8000","8000","8000","8000","740051041","74005104","0","36","8000"
"8000","8000","8000","8000","740051051","74005105","0","36","8000"
"8000","8000","8000","8000","740052011","74005201","0","36","8000"
"8000","8000","8000","8000","740052021","74005202","0","36","8000"
"8000","8000","8000","8000","740052031","74005203","0","36","8000"
"8000","8000","8000","8000","740052041","74005204","0","36","8000"
"8000","8000","8000","8000","740052051","74005205","0","36","8000"
"8000","8000","8000","8000","740061011","74006101","0","36","8000"
"8000","8000","8000","8000","740061021","74006102","0","36","8000"
"8000","8000","8000","8000","740061031","74006103","0","36","8000"
"8000","8000","8000","8000","740061041","74006104","0","36","8000"
"8000","8000","8000","8000","740061051","74006105","0","36","8000"
"8000","8000","8000","8000","740062011","74006201","0","36","8000"
"8000","8000","8000","8000","740062021","74006202","0","36","8000"
"8000","8000","8000","8000","740062031","74006203","0","36","8000"
"8000","8000","8000","8000","740062041","74006204","0","36","8000"
"8000","8000","8000","8000","740062051","74006205","0","36","8000"
"8030","8030","8030","8030","740065021","74006502","0","36","8030"
"8010","8010","8010","8010","740065031","74006503","0","36","8010"
"8020","8020","8020","8020","740065041","74006504","0","36","8020"
"8020","8020","8020","8020","740065051","74006505","0","36","8020"
"8000","8000","8000","8000","740071011","74007101","0","36","8000"
"8000","8000","8000","8000","740071021","74007102","0","36","8000"
"8000","8000","8000","8000","740071031","74007103","0","36","8000"
"8000","8000","8000","8000","740071041","74007104","0","36","8000"
"8000","8000","8000","8000","740071051","74007105","0","36","8000"
"8000","8000","8000","8000","740072011","74007201","0","36","8000"
"8000","8000","8000","8000","740072021","74007202","0","36","8000"
"8000","8000","8000","8000","740072031","74007203","0","36","8000"
"8000","8000","8000","8000","740072041","74007204","0","36","8000"
"8000","8000","8000","8000","740072051","74007205","0","36","8000"
"8000","8000","8000","8000","740081011","74008101","0","36","8000"
"8000","8000","8000","8000","740081021","74008102","0","36","8000"
"8000","8000","8000","8000","740081031","74008103","0","36","8000"
"8000","8000","8000","8000","740081041","74008104","0","36","8000"
"8000","8000","8000","8000","740081051","74008105","0","36","8000"
"8000","8000","8000","8000","740082011","74008201","0","36","8000"
"8000","8000","8000","8000","740082021","74008202","0","36","8000"
"8000","8000","8000","8000","740082031","74008203","0","36","8000"
"8000","8000","8000","8000","740082041","74008204","0","36","8000"
"8000","8000","8000","8000","740082051","74008205","0","36","8000"
"8010","8010","8010","8010","760100061","760100061","0","55","8010"
"8010","8010","8010","8010","760100071","760100071","0","55","8010"
"8010","8010","8010","8010","760100081","760100081","0","55","8010"
"8010","8010","8010","8010","760100091","760100091","0","55","8010"
"8010","8010","8010","8010","760100101","760100101","0","55","8010"
"8010","8010","8010","8010","760200061","760200061","0","55","8010"
"8010","8010","8010","8010","760200071","760200071","0","55","8010"
"8010","8010","8010","8010","760200081","760200081","0","55","8010"
"8010","8010","8010","8010","760200091","760200091","0","55","8010"
"8010","8010","8010","8010","760200101","760200101","0","55","8010"
"8010","8010","8010","8010","760300011","760300011","0","55","8010"
"8010","8010","8010","8010","760300021","760300021","0","55","8010"
"8010","8010","8010","8010","760300031","760300031","0","55","8010"
"8010","8010","8010","8010","760300041","760300041","0","55","8010"
"8010","8010","8010","8010","760300051","760300051","0","55","8010"
