dd3b8ab4f5592d5f71db9c1788ac5b489d7bd4bc62fd06b4ccfcb30aa5f1929e,7b3160f0bfff5f159994c354823bcddf1064b3cbeb721dc7e2cf341eed96ca0b,f5067e23a7ef89da127f8d1c984412976f6cc13099e2dea312aaf7486459578d,c5583c05d8f77410034cf16a8fe5ac5ffa0ce0510ea2a8b7699539d4c8b280e4,f6ae02b153bf259f6ff3b57695f0fddce03e71be70a0f16ef53c25347861e790,b6da362d51a388263c8a468693b0e04d613901025ec98713bd398538fc89bb5d,24d6f35d8ab24def82a76e4678f419b69b11feb7f57f2d93e81730189c1e28cb,97cd0bda13fb70cb651d85b627079e5be2ebfc7c10ba18f73670efbecf5177a3,2e787df6bc2791fc3993f533e18032e71299d2a7c20f65c1be6743a6e0cd87f9,2a43841aad2435988ab2117e8788a5d3408895c12590814dd16d1898fcbc0176,8e1d6e700ab778a446378f86c398794aa281b8e5064ed8326b80af1fff45f951,ae8dfe7657963b41c1b935a332309a6223d4643d98e1c4f7c8a2d1aea89ef648,54ea06c740ba252c56f2f80b0da13aa5f2cba8de8f0b8a2d725447b27aafa1a3,5df63f679c984ecfa2a92bbb3fad721bafb2ad63c4f269c00b2674461be801a1,c8585fd44a35b8bd775d24941100479f44a1366539905c731d79e9563f6638a7,2297aac2c32b3427f7b0ffc5a4be92a0b4e077c484b2144ff65af60876162c4f,a59d9cb25727b6e3f81cfdb22aec6492df37867ffe140d7cc9cdab436cb671c1,7b2952c004eecc0644ab25ef74add1e26aed74d688477efc7f8d3d2af501a128
"1","8","0","1","50","0","0","0","0","0","0","10","0","0","0","91002","0","0"
"2","8","0","11","10","0","0","0","0","0","0","100","0","0","0","91002","0","0"
"3","8","0","101","5","0","0","0","0","0","0","200","0","0","0","91002","0","0"
"4","8","0","201","3","0","0","0","0","0","0","500","0","0","0","91002","0","0"
"5","8","0","501","2","0","0","0","0","0","0","1000","0","0","0","91002","0","0"
"6","8","0","1001","2","0","0","0","0","0","0","2000","0","0","0","91002","0","0"
"7","8","0","2001","1","0","0","0","0","0","0","3999","0","0","0","91002","0","0"
"8","8","0","4000","50","0","0","0","0","0","0","4000","0","0","0","91002","0","0"
"9","8","0","4100","50","0","0","0","0","0","0","4100","0","0","0","91002","0","0"
"10","8","0","4200","50","0","0","0","0","0","0","4200","0","0","0","91002","0","0"
"11","8","0","4300","50","0","0","0","0","0","0","4300","0","0","0","91002","0","0"
"12","8","0","4400","50","0","0","0","0","0","0","4400","0","0","0","91002","0","0"
"13","8","0","4500","50","0","0","0","0","0","0","4500","0","0","0","91002","0","0"
"14","8","0","4600","50","0","0","0","0","0","0","4600","0","0","0","91002","0","0"
"15","8","0","4700","50","0","0","0","0","0","0","4700","0","0","0","91002","0","0"
"16","8","0","4800","50","0","0","0","0","0","0","4800","0","0","0","91002","0","0"
"17","8","0","4900","50","0","0","0","0","0","0","4900","0","0","0","91002","0","0"
"18","8","0","5000","50","0","0","0","0","0","0","5000","0","0","0","91002","0","0"
"19","8","0","5100","50","0","0","0","0","0","0","5100","0","0","0","91002","0","0"
"20","8","0","5200","50","0","0","0","0","0","0","5200","0","0","0","91002","0","0"
"21","8","0","5300","50","0","0","0","0","0","0","5300","0","0","0","91002","0","0"
"22","8","0","5400","50","0","0","0","0","0","0","5400","0","0","0","91002","0","0"
"23","8","0","5500","50","0","0","0","0","0","0","5500","0","0","0","91002","0","0"
"24","8","0","5600","50","0","0","0","0","0","0","5600","0","0","0","91002","0","0"
"25","8","0","5700","50","0","0","0","0","0","0","5700","0","0","0","91002","0","0"
"26","8","0","5800","50","0","0","0","0","0","0","5800","0","0","0","91002","0","0"
"27","8","0","5900","50","0","0","0","0","0","0","5900","0","0","0","91002","0","0"
"28","8","0","6000","50","0","0","0","0","0","0","6000","0","0","0","91002","0","0"
"29","8","0","6100","50","0","0","0","0","0","0","6100","0","0","0","91002","0","0"
"30","8","0","6200","50","0","0","0","0","0","0","6200","0","0","0","91002","0","0"
"31","8","0","6300","50","0","0","0","0","0","0","6300","0","0","0","91002","0","0"
"32","8","0","6400","50","0","0","0","0","0","0","6400","0","0","0","91002","0","0"
"33","8","0","6500","50","0","0","0","0","0","0","6500","0","0","0","91002","0","0"
"34","8","0","6600","50","0","0","0","0","0","0","6600","0","0","0","91002","0","0"
"35","8","0","6700","50","0","0","0","0","0","0","6700","0","0","0","91002","0","0"
"36","8","0","6800","50","0","0","0","0","0","0","6800","0","0","0","91002","0","0"
"37","8","0","6900","50","0","0","0","0","0","0","6900","0","0","0","91002","0","0"
"38","8","0","7000","50","0","0","0","0","0","0","7000","0","0","0","91002","0","0"
"39","8","0","7100","50","0","0","0","0","0","0","7100","0","0","0","91002","0","0"
"40","8","0","7200","50","0","0","0","0","0","0","7200","0","0","0","91002","0","0"
"41","8","0","7300","50","0","0","0","0","0","0","7300","0","0","0","91002","0","0"
"42","8","0","7400","50","0","0","0","0","0","0","7400","0","0","0","91002","0","0"
"43","8","0","7500","50","0","0","0","0","0","0","7500","0","0","0","91002","0","0"
"44","8","0","7600","50","0","0","0","0","0","0","7600","0","0","0","91002","0","0"
"45","8","0","7700","50","0","0","0","0","0","0","7700","0","0","0","91002","0","0"
"46","8","0","7800","50","0","0","0","0","0","0","7800","0","0","0","91002","0","0"
"47","8","0","7900","50","0","0","0","0","0","0","7900","0","0","0","91002","0","0"
"48","8","0","8000","50","0","0","0","0","0","0","8000","0","0","0","91002","0","0"
"49","8","0","8100","15","0","0","0","0","0","0","8100","0","0","0","91002","0","0"
"50","8","0","8200","15","0","0","0","0","0","0","8200","0","0","0","91002","0","0"
"51","8","0","8300","15","0","0","0","0","0","0","8300","0","0","0","91002","0","0"
"52","8","0","8400","15","0","0","0","0","0","0","8400","0","0","0","91002","0","0"
"53","8","0","8500","15","0","0","0","0","0","0","8500","0","0","0","91002","0","0"
"54","8","0","8600","15","0","0","0","0","0","0","8600","0","0","0","91002","0","0"
"55","8","0","8700","15","0","0","0","0","0","0","8700","0","0","0","91002","0","0"
"56","8","0","8800","15","0","0","0","0","0","0","8800","0","0","0","91002","0","0"
"57","8","0","8900","15","0","0","0","0","0","0","8900","0","0","0","91002","0","0"
"58","8","0","9000","15","0","0","0","0","0","0","9000","0","0","0","91002","0","0"
"59","8","0","9100","15","0","0","0","0","0","0","9100","0","0","0","91002","0","0"
"60","8","0","9200","15","0","0","0","0","0","0","9200","0","0","0","91002","0","0"
"61","8","0","9300","15","0","0","0","0","0","0","9300","0","0","0","91002","0","0"
"62","8","0","9400","15","0","0","0","0","0","0","9400","0","0","0","91002","0","0"
"63","8","0","9500","15","0","0","0","0","0","0","9500","0","0","0","91002","0","0"
"64","8","0","9600","15","0","0","0","0","0","0","9600","0","0","0","91002","0","0"
"65","8","0","9700","15","0","0","0","0","0","0","9700","0","0","0","91002","0","0"
"66","8","0","9800","15","0","0","0","0","0","0","9800","0","0","0","91002","0","0"
"67","8","0","9900","15","0","0","0","0","0","0","9900","0","0","0","91002","0","0"
"68","8","0","10000","15","0","0","0","0","0","0","10000","0","0","0","91002","0","0"
"69","8","0","10100","15","0","0","0","0","0","0","10100","0","0","0","91002","0","0"
"70","8","0","10200","15","0","0","0","0","0","0","10200","0","0","0","91002","0","0"
"71","8","0","10300","15","0","0","0","0","0","0","10300","0","0","0","91002","0","0"
"72","8","0","10400","15","0","0","0","0","0","0","10400","0","0","0","91002","0","0"
"73","8","0","10500","15","0","0","0","0","0","0","10500","0","0","0","91002","0","0"
"74","8","0","10600","15","0","0","0","0","0","0","10600","0","0","0","91002","0","0"
"75","8","0","10700","15","0","0","0","0","0","0","10700","0","0","0","91002","0","0"
"76","8","0","10800","15","0","0","0","0","0","0","10800","0","0","0","91002","0","0"
"77","8","0","10900","15","0","0","0","0","0","0","10900","0","0","0","91002","0","0"
"78","8","0","11000","15","0","0","0","0","0","0","11000","0","0","0","91002","0","0"
"79","8","0","11100","15","0","0","0","0","0","0","11100","0","0","0","91002","0","0"
"80","8","0","11200","15","0","0","0","0","0","0","11200","0","0","0","91002","0","0"
"81","8","0","11300","15","0","0","0","0","0","0","11300","0","0","0","91002","0","0"
"82","8","0","11400","15","0","0","0","0","0","0","11400","0","0","0","91002","0","0"
"83","8","0","11500","15","0","0","0","0","0","0","11500","0","0","0","91002","0","0"
"84","8","0","11600","15","0","0","0","0","0","0","11600","0","0","0","91002","0","0"
"85","8","0","11700","15","0","0","0","0","0","0","11700","0","0","0","91002","0","0"
"86","8","0","11800","15","0","0","0","0","0","0","11800","0","0","0","91002","0","0"
"87","8","0","11900","15","0","0","0","0","0","0","11900","0","0","0","91002","0","0"
"88","8","0","12000","15","0","0","0","0","0","0","12000","0","0","0","91002","0","0"
"89","8","0","12100","15","0","0","0","0","0","0","12100","0","0","0","91002","0","0"
"90","8","0","12200","15","0","0","0","0","0","0","12200","0","0","0","91002","0","0"
"91","8","0","12300","15","0","0","0","0","0","0","12300","0","0","0","91002","0","0"
"92","8","0","12400","15","0","0","0","0","0","0","12400","0","0","0","91002","0","0"
"93","8","0","12500","15","0","0","0","0","0","0","12500","0","0","0","91002","0","0"
"94","8","0","12600","15","0","0","0","0","0","0","12600","0","0","0","91002","0","0"
"95","8","0","12700","15","0","0","0","0","0","0","12700","0","0","0","91002","0","0"
"96","8","0","12800","15","0","0","0","0","0","0","12800","0","0","0","91002","0","0"
"97","8","0","12900","15","0","0","0","0","0","0","12900","0","0","0","91002","0","0"
