412058a4be45bde5700803f6ea33f77665f115ae482eae85d24862da7a5441b3,81f9cf745d690c0eb4f64e5e7f1ac62782017da788766b5942a5ea4683257ed8,f17eaea7dbe64331e7335bbb8bd2b4521ec9c9b1703b728660af94acded6dc23,0b5e690fb191e6268a36828f80cbcab5878b05691134665415d1a07158df9e72,e6344199425a8af186d2cd72d2654767e1fc5c7b887f62dbec065d0f0ddfa5af,db271c0404b1994a91c0f5ae38fb3b5721fcf419f94a1c2ef2dcbfe961716ad1,0e7c0b86d47b10543cb5c5714ec8f3b4a3a5ea23cd57dbe5dcf69cf8f1bf29ee,18f835c665198ef999c656ad1bfa3b602d117e1f7851c18ce0659de6fb1ac7d9,a0fb65c17074dfa6e5a53a18f3f1c3fbaba4dac0e79161a6b778597f5819002a,f4601d68dd82c9712e7492dbe3809162d77e9da43940014f58c35436318b78a1,6ed2c7175e78501fef0ccd953c89a34b48bc86a970c30c42b57c45b9af616254
"0","1001","0","100701","0","0","0","0","0","0","0"
"0","1010","0","100301","0","0","0","0","0","0","0"
"0","1011","0","105201","0","0","0","0","0","0","0"
"0","1012","0","104601","0","0","0","0","0","0","0"
"0","1013","0","101301","0","0","0","0","0","0","0"
"0","1014","0","111001","0","0","0","0","0","0","0"
"0","1015","0","101801","0","0","0","0","0","0","0"
"0","1016","0","102001","0","0","0","0","0","0","0"
"0","1017","0","103001","0","0","0","0","0","0","0"
"0","1018","0","102801","0","0","0","0","0","0","0"
"0","1019","0","103301","0","0","0","0","0","0","0"
"0","1020","0","103601","0","0","0","0","0","0","0"
"0","1021","0","102301","0","0","0","0","0","0","0"
"0","1022","0","106101","0","0","0","0","0","0","0"
"0","1023","0","110901","0","0","0","0","0","0","0"
"0","1096","0","100101","0","0","0","0","0","0","0"
"0","1099","0","101201","0","0","0","0","0","0","0"
"0","1100","0","106501","0","0","0","0","0","0","0"
"0","1101","0","101601","0","0","0","0","0","0","0"
"0","1140","0","107101","0","0","0","0","0","0","0"
"0","1164","0","107001","0","0","0","0","0","0","0"
"0","1166","0","102801","0","0","0","0","0","0","0"
"0","1171","0","105901","0","0","0","0","0","0","0"
"0","1174","0","105701","0","0","0","0","0","0","0"
"0","1175","0","100601","0","0","0","0","0","0","0"
"0","1210","0","104301","0","0","0","0","0","0","0"
"0","1214","0","102801","0","0","0","0","0","0","0"
"0","1218","0","100701","0","0","0","0","0","0","0"
"0","1221","0","106801","0","0","0","0","0","0","0"
"0","1223","0","101001","0","0","0","0","0","0","0"
"0","1225","0","106001","0","0","0","0","0","0","0"
"0","1231","0","103801","0","0","0","0","0","0","0"
"0","1232","0","100701","0","0","0","0","0","0","0"
"0","1233","0","104901","0","0","0","0","0","0","0"
"0","1239","0","107001","0","0","0","0","0","0","0"
"0","1240","0","100801","0","0","0","0","0","0","0"
"0","1246","0","101601","0","0","0","0","0","0","0"
"0","1255","0","101301","0","0","0","0","0","0","0"
"0","1261","0","102001","0","0","0","0","0","0","0"
"0","1262","0","104301","0","0","0","0","0","0","0"
"0","1263","0","101101","0","0","0","0","0","0","0"
"0","1264","0","100801","0","0","0","0","0","0","0"
"0","1265","0","101701","0","0","0","0","0","0","0"
"0","1266","0","106001","0","0","0","0","0","0","0"
"0","1267","0","105301","0","0","0","0","0","0","0"
"0","2088","0","101001","0","0","0","0","0","0","0"
"0","2089","0","110901","0","0","0","0","0","0","0"
"0","2091","0","110901","0","0","0","0","0","0","0"
"0","2128","0","101201","0","0","103801","0","0","0","0"
"0","2129","0","105801","0","0","106001","0","0","0","105901"
"0","2130","0","104701","0","0","107101","100501","0","0","103701"
"0","2135","0","101401","0","0","104301","0","0","0","0"
"0","2137","0","103001","0","0","100801","105501","105301","0","104501"
"0","2139","0","101601","0","0","101801","0","0","0","105001"
"0","2143","0","104401","0","0","102901","0","0","0","107101"
"0","2148","0","101101","0","0","106601","106701","0","0","100101"
"0","2149","0","102201","0","0","100601","0","0","0","0"
"0","2151","0","105301","0","0","103701","101401","0","0","103801"
"0","2154","0","102801","0","0","103201","0","0","0","0"
"0","2157","0","105201","0","0","101001","0","0","0","103301"
"0","2162","0","104901","0","0","102701","0","0","0","0"
"0","2163","0","104001","0","0","111001","110801","0","0","110901"
"0","2164","0","104401","0","0","101001","0","0","0","101701"
"0","2167","0","101701","0","0","103001","0","0","0","101601"
"0","2169","0","105801","0","0","105901","102501","0","0","106001"
"0","2229","0","104301","0","0","101001","101701","0","0","101401"
"0","2230","0","106001","0","0","0","0","0","0","0"
"0","2231","0","102801","0","0","102301","102501","0","0","102101"
