6dbfe81755af332e120831f70c1e599beb20d539d3aa89440d8c62bdca0b537e,998821a26dd6c784e60c59d7ca5c24a8162c7a60b31ffd0afc3a80833f9d9edf,653c937c41c76bf3f1bc445a9e75c5e567608afa17af4d07734cec213f23d14e,cdf3ffc09310ee70c9fc4fb29d9cfcd8396b6844b5f748efac48c5042bd606fc,e15500bb7c004d7f999c8ec05b689b07f3f7863049ed0be68d19e0a9a184a558,38e702b8844e9fb025de78d822363de92ad86b4cc319160dc004fdd9045cd055,9551475257be5ab1b9829cf6f80b7286fb0f0bccfdd690939d76909c00e3ce64,a7b99686f4677f5a33dc941f1c9c122e5678f12771d08e144b68eab834375bc5,a4c1f68964ee34c863fe8bbd5998072d5ade51fa25705a5f804cde35efa007c4,9bd1720db294a2c945209655d5992c481a354311225455ebe4155c086fd3d267,fc20b01204bb179ee5e447e657ac7e2eafbaab0ff82aa26858993ccd99e15097,3ef353f1d6dfa92668564cd5e44c3394d1e93bba93156a1a112335541aab6e95,a4f56e52de1ddff03da6aea9654949d797e3b36f22371605fc8237530d1e6744,6120edb13d2c96e13ebf101c48613a8cc55b3a3daa526e48a831c9f93f46002f,5dec5324fe2298ed7eae01d3da3ff60ad559cfefb79a2cbed12766858eea3f6f,cec66f8773857c641757758f54dc5822605feb0dc318f5f11d626a40282e396c,34c98ae512f10a2dae1c607c24e7ee43d3a0593a4d8e2c82100d9ade91b9c4d2,91fc2a1426a731b3266e4ddc80f8288a8130d483bbd1222510070b874df71e81,f850e0c127e09ec133ae810a056019d9b715a9be4b9ca7bb52268d0207003bad,d6b8f3693fb7060c86c793800f828353e49c9f462dcd060e336a4d00bb19eae7,f30a83b3c09a9bf3d7e5339ada4eaaf26ecf5eb7fb7d074c34d654d19d831974,b1fd93db62664d56d03aa12375b1665e5f8b8cbae66ca1757633e6e4d0fcb30d,a3dabd5135cea9bac7c7d585224aae30a606e2672e3e8d7b587dd064d3fcb720,82013a81fccb2d3baf6030557dee989e84bb6cbad38310290ebcf59b9d480fc6,ba4f5b2388da12d549f86d7833a024d1792955b958d27b593dfb5b71050408e7,eb43cfc660749dc5a229ec208501122b53ea3231a32b94c579a127e9855b201e,192064c8b69218aeeca42aae89d459209b5c2c7b0071ba62bd9cc552110f1ef7,7d180583447e0e56bcfc1a53015778997a31c3631f325e35cb5cfeafb0232465,e9aec393d7614d9ced6328080726fd8dc1f24ad364c63c35185a165262dd59b0,5224f0db1d8cc751aa0b86bdf64fd41f7f19384b8a5b5963d91793764820204e,ef110a12812b4f98c8c65dad35155589b5c0fbb2554708e09b25d3e1c4889587,5c41482157e1666bf8ac64ddbe8a3ec87664d007985758096f44960e1bccae7f,f83a5a00c696adaf9476f1677585e8a7f3d22fcd8f24bef4f8752c410c4d4e75,003fc1b028f5ba64970a8dc3d777a2bb2770ffa13925164084bec40a6b731372,808310299f12272e41196aaf4e9e2a1c38c1a1c215550543442e8a6506f664c5,53012b108d9937e0f35bf57d8d23ce5258b479d3e9a846a6290b88d26f73c39c,46ba6120105e785ef74d12004ff94f8b3a59ebfc3ddf2d754b79ff052f2c2719,c080a077ad200b25d5171a93b0576c87fc547074cbcb991485a8865a2c237731,1c4527a8ac87c2817e5dbb14c8a55dfb817f472309f9d9c90d17fb4834d38f98,6eac713fab2ee3302f0d58a1bd263bd3830c89596d6b7efe0b914c8b676d47c1,da20c754dfefcbc682423b93f7bd02973f17d21b05da2ae6789f0407c797112e
"61001007","600110031","30","620130001","0","1","620090001","0","3001","0","1","36","0","61001004","0","1","0","0","1","0","258","0","0","0","0","0","0","600000003","0","0","18","0","0","1","3001","61001005","620060001","0","0","0","0"
"61001007","600110041","30","620130001","0","1","620090001","0","4001","0","1","36","0","61001004","0","1","0","0","1","0","258","0","0","0","0","0","0","600000004","0","0","18","0","0","1","4001","61001005","620060001","0","0","0","0"
"61001007","600110051","30","620130002","0","1","620090002","0","5001","0","1","36","0","61001004","0","1","0","0","1","0","268","0","0","0","0","0","0","600000005","0","0","18","0","0","1","5001","61001005","620060002","0","0","0","0"
"61001007","600110061","30","620130003","0","1","620090003","0","6001","0","1","36","0","61001004","0","1","0","0","1","0","273","0","0","0","0","0","0","600000006","0","0","18","0","0","1","6001","61001005","620060003","0","0","0","0"
"61001007","600110071","30","620130004","0","1","620090004","0","7001","0","1","36","0","61001004","0","1","0","0","1","0","281","0","0","0","0","0","0","600000007","0","0","18","0","0","1","7001","61001005","620060004","0","0","0","0"
"61001007","600110081","30","620130005","0","1","620090005","0","8001","0","1","36","0","61001004","0","1","0","0","1","0","288","0","0","0","0","0","0","600000008","0","0","18","0","0","1","8001","61001005","620060005","0","0","0","0"
"61001007","600110091","30","620130006","0","1","620090006","0","9001","0","1","36","0","61001004","0","1","0","0","1","0","298","0","0","0","0","0","0","600000009","0","0","18","0","0","1","9001","61001005","620060006","0","0","0","0"
"61001007","600110101","30","620130007","0","1","620090007","0","10001","0","1","36","0","61001004","0","1","0","0","1","0","309","0","0","0","0","0","0","600000010","0","0","18","0","0","1","10001","61001005","620060007","0","0","0","0"
"61001007","600110111","30","620130008","0","1","620090008","0","11001","0","1","36","0","61001004","0","1","0","0","1","0","313","0","0","0","0","0","0","600000011","0","0","18","0","0","1","11001","61001005","620060008","0","0","0","0"
"61001007","600110121","30","620130009","0","1","620090009","0","12001","0","1","36","0","61001004","0","1","0","0","1","0","321","0","0","0","0","0","0","600000012","0","0","18","0","0","1","12001","61001005","620060009","0","0","0","0"
"61001007","600110131","30","620130010","0","1","620090010","0","13001","0","1","36","0","61001004","0","1","0","0","1","0","326","0","0","0","0","0","0","600000013","0","0","18","0","0","1","13001","61001005","620060010","0","0","0","0"
"61001007","600110141","30","620130011","0","1","620090011","0","14001","0","1","36","0","61001004","0","1","0","0","1","0","336","0","0","0","0","0","0","600000014","0","0","18","0","0","1","14001","61001005","620060011","0","0","0","0"
"61001007","600110151","30","620130012","0","1","620090012","0","15001","0","1","36","0","61001004","0","1","0","0","1","0","341","0","0","0","0","0","0","600000015","0","0","18","0","0","1","15001","61001005","620060012","0","0","0","0"
"61001007","600110161","30","620130013","0","1","620090013","0","16001","0","1","36","0","61001004","0","1","0","0","1","0","351","0","0","0","0","0","0","600000016","0","0","18","0","0","1","16001","61001005","620060013","0","0","0","0"
"61001007","600110171","30","620130014","0","1","620090014","0","17001","0","1","36","0","61001004","0","1","0","0","1","0","356","0","0","0","0","0","0","600000017","0","0","18","0","0","1","17001","61001005","620060014","0","0","0","0"
"61001007","600110181","30","620130015","0","1","620090015","0","18001","0","1","36","0","61001004","0","1","0","0","1","0","366","0","0","0","0","0","0","600000018","0","0","18","0","0","1","18001","61001005","620060015","0","0","0","0"
"61001007","600110191","30","620130016","0","1","620090016","0","19001","0","1","36","0","61001004","0","1","0","0","1","0","371","0","0","0","0","0","0","600000019","0","0","18","0","0","1","19001","61001005","620060016","0","0","0","0"
