170430a2eb1e2eca766f32bb1e9e1594838f6e005f4b006b192f0b928b42d3fb,fb877dc2353826533fb04db9c6df0c20ee4da3ef38a5c3a886c8d38a514a2266,4092587fc69db95c2c44e02448e49facb23864d08f22776cecf09a44902af0d3,e5f09907d9757c30df228325b2170f92384a717fd5b8fb17ee1c2368d352ff54,bf82a8520ec2e3a2c0a82e54b9b399ae792ace212dc1b045771e445d17ff512a,f01920d79f489df990dce02a4415ccc36bbdad8658a79dfcef54ca026da00bc5,aa815ffded0202e89a50ea48f299448d9dd8dbc6d7e3fc988bded32ecd448431,728f59dd966895feef2a5650a7a45295401818a8798d8853a325692d3b60379b
"1005","1005","1005","0","2","0","TP提升250","戰鬥開始時，我方的TP提升250。"
"1006","1006","1006","0","2","0","TP提升250","戰鬥開始時，我方的TP提升250。"
"1007","1007","1007","0","2","0","TP提升250","戰鬥開始時，我方的TP提升250。"
"1008","1008","1008","0","2","0","TP提升250","戰鬥開始時，我方的TP提升250。"
"1005","100501","100501","36000","1","7469000000000","降低物理攻擊90秒","戰鬥開始90秒內，使敵人的物理攻擊力下降。"
"1005","100502","100502","36000","1","7161000000000","降低物理攻擊90秒","戰鬥開始90秒內，使敵人的物理攻擊力下降。"
"1005","100503","100503","36000","1","6930000000000","降低物理防禦90秒","戰鬥開始90秒內，使敵人的物理防禦力下降。"
"1005","100504","100504","36000","1","6699000000000","降低魔法防禦90秒","戰鬥開始90秒內，使敵人的魔法防禦力下降。"
"1005","100505","100505","36000","1","6468000000000","降低物理攻擊90秒","戰鬥開始90秒內，使敵人的物理攻擊力下降。"
"1005","100506","100506","36000","1","6160000000000","降低物理攻擊90秒","戰鬥開始90秒內，使敵人的物理攻擊力下降。"
"1005","100507","100507","36000","1","5929000000000","降低物理防禦90秒","戰鬥開始90秒內，使敵人的物理防禦力下降。"
"1005","100508","100508","36000","1","5698000000000","降低魔法防禦90秒","戰鬥開始90秒內，使敵人的魔法防禦力下降。"
"1005","100509","100509","36000","1","5390000000000","降低物理攻擊90秒","戰鬥開始90秒內，使敵人的物理攻擊力下降。"
"1005","100510","100510","36000","1","5159000000000","降低物理攻擊90秒","戰鬥開始90秒內，使敵人的物理攻擊力下降。"
"1005","100511","100511","36000","1","4928000000000","降低物理攻擊90秒","戰鬥開始90秒內，使敵人的物理攻擊力下降。"
"1005","100512","100512","36000","1","4620000000000","降低物理攻擊90秒","戰鬥開始90秒內，使敵人的物理攻擊力下降。"
"1005","100513","100513","36000","1","4389000000000","降低物理防禦90秒","戰鬥開始90秒內，使敵人的物理防禦力下降。"
"1005","100514","100514","36000","1","4158000000000","降低魔法防禦90秒","戰鬥開始90秒內，使敵人的魔法防禦力下降。"
"1005","100515","100515","36000","1","3927000000000","降低物理攻擊90秒","戰鬥開始90秒內，使敵人的物理攻擊力下降。"
"1005","100516","100516","36000","1","3619000000000","降低物理攻擊90秒","戰鬥開始90秒內，使敵人的物理攻擊力下降。"
"1005","100517","100517","36000","1","3388000000000","降低物理防禦90秒","戰鬥開始90秒內，使敵人的物理防禦力下降。"
"1005","100518","100518","36000","1","3157000000000","降低魔法防禦90秒","戰鬥開始90秒內，使敵人的魔法防禦力下降。"
"1005","100519","100519","36000","1","2849000000000","降低物理攻擊90秒","戰鬥開始90秒內，使敵人的物理攻擊力下降。"
"1005","100520","100520","36000","1","2618000000000","降低物理攻擊90秒","戰鬥開始90秒內，使敵人的物理攻擊力下降。"
"1005","100521","100521","36000","1","2387000000000","降低物理攻擊90秒","戰鬥開始90秒內，使敵人的物理攻擊力下降。"
"1005","100522","100522","36000","1","2079000000000","降低物理攻擊90秒","戰鬥開始90秒內，使敵人的物理攻擊力下降。"
"1005","100523","100523","36000","1","1848000000000","降低物理防禦90秒","戰鬥開始90秒內，使敵人的物理防禦力下降。"
"1005","100524","100524","36000","1","1617000000000","降低魔法防禦90秒","戰鬥開始90秒內，使敵人的魔法防禦力下降。"
"1005","100525","100525","36000","1","1386000000000","降低物理攻擊90秒","戰鬥開始90秒內，使敵人的物理攻擊力下降。"
"1005","100526","100526","36000","1","1078000000000","TP提升150","戰鬥開始時，我方的TP提升150。"
"1005","100527","100527","36000","1","847000000000","無敵10秒","戰鬥開始10秒內，我方進入無敵狀態。"
"1005","100528","100528","36000","1","616000000000","降低物理攻擊90秒","戰鬥開始90秒內，使敵人的物理攻擊力下降。"
"1005","100529","100529","36000","1","308000000000","降低物理防禦90秒","戰鬥開始90秒內，使敵人的物理防禦力下降。"
"1005","100530","100530","36000","1","77000000000","降低魔法防禦90秒","戰鬥開始90秒內，使敵人的魔法防禦力下降。"
"1006","100601","100601","36000","1","12028000000000","提升魔法攻擊90秒","戰鬥開始90秒內，使我方的魔法攻擊力提升。"
"1006","100602","100602","36000","1","11532000000000","提升物理攻擊90秒","戰鬥開始90秒內，使我方的物理攻擊力提升。"
"1006","100603","100603","36000","1","11160000000000","降低物理防禦90秒","戰鬥開始90秒內，使敵人的物理防禦力下降。"
"1006","100604","100604","36000","1","10788000000000","降低魔法防禦90秒","戰鬥開始90秒內，使敵人的魔法防禦力下降。"
