23731d90a156868020ec5d839d91c6268f2fc65a4f780d9f5a39d2b4a4318383,9f0a115cb99d9fd7015dd45d054223746db4372fda33a9bfb9367e4e960f2c7c,2a59cfe01a7afec16f1b4125f946ad17259acd2de854d83a84513f21d43cecfe,5c9f40ba7cd3cdf66c2788f6b6ed67b1742a6bb9505ca56a4b0f49cd39832e49,42924c4b312d741acfb0496bddc03e7cd1e9d783bc503b9281e532641c986978,4824b2391ac55888689718d9a7091d75d43e9fbf011396f0ca12b307e112cb03,c417b3039fa7ca85a4cd859536bb454e88c693f4b800154bd2db05e0c6b06f51,4aa6303f912acb68c799f960eefad5347687f825b6f4f4d26dd444df4ba76a46,9a15e5c016d70d89ec4f3d83267be82b922ffe13ca08cfd0e3649aa68cdce462,718b6033f582679c53896893ecc16f3fe631053ceeeddb7e524cd69dc461436a,e5cf446e4404357a591831c252d4a61d8c3d7cb32cca58287672fc990f53b35e,2b1fa704018a33911373d4c3d219c6b766b10470bc9411089e0174ec57b484da
"0","可從全目標角色中選擇1位成為夥伴。","0","0","11000000","0","1","0","1","99999999","全目標的自選印記","0"
"999","可從公主祭典的角色中選擇1位成為夥伴。","0","0","11000999","0","1","0","1","3600","公主祭典的自選印記","0"
"0","可從攻擊者職階的角色中選擇1位成為夥伴。","0","1","11001000","0","1","0","1","2800","攻擊者職階的自選印記","0"
"0","可從破防者職階的角色中選擇1位成為夥伴。","0","2","11002000","0","1","0","1","2800","破防者職階的自選印記","0"
"0","可從增益者職階的角色中選擇1位成為夥伴。","0","3","11003000","0","1","0","1","2800","增益者職階的自選印記","0"
"0","可從減益者職階的角色中選擇1位成為夥伴。","0","4","11004000","0","1","0","1","2800","減益者職階的自選印記","0"
"0","可從增幅者職階的角色中選擇1位成為夥伴。","0","5","11005000","0","1","0","1","2800","增幅者職階的自選印記","0"
"0","可從治療者職階的角色中選擇1位成為夥伴。","0","6","11006000","0","1","0","1","2800","治療者職階的自選印記","0"
"0","可從掩護者職階的角色中選擇1位成為夥伴。","0","7","11007000","0","1","0","1","2800","掩護者職階的自選印記","0"
"0","可從妨礙者職階的角色中選擇1位成為夥伴。","0","8","11008000","0","1","0","1","2800","妨礙者職階的自選印記","0"
"0","可從【美食殿堂】的角色中選擇3位成為夥伴。","0","0","13000001","1","3","0","1","99999999","【美食殿堂】的自選印記","1"
"0","可從【破曉之星】的角色中選擇3位成為夥伴。","0","0","13000002","2","3","0","1","99999999","【破曉之星】的自選印記","1"
"0","可從【拉比林斯】的角色中選擇3位成為夥伴。","0","0","13000003","3","3","0","1","99999999","【拉比林斯】的自選印記","1"
"0","可從【慈樂之音】的角色中選擇3位成為夥伴。","0","0","13000004","4","3","0","1","99999999","【慈樂之音】的自選印記","1"
"0","可從【小小甜心】的角色中選擇3位成為夥伴。","0","0","13000005","5","3","0","1","99999999","【小小甜心】的自選印記","1"
"0","可從【森林守衛】的角色中選擇3位成為夥伴。","0","0","13000006","6","3","0","1","99999999","【森林守衛】的自選印記","1"
"0","可從【惡魔偽王國軍】的角色中選擇3位成為夥伴。","0","0","13000007","7","3","0","1","99999999","【惡魔偽王國軍】的自選印記","1"
"0","可從【王宮騎士團】的角色中選擇3位成為夥伴。","0","0","13000008","8","3","0","1","99999999","【王宮騎士團】的自選印記","1"
"0","可從【咲戀育幼院】的角色中選擇3位成為夥伴。","0","0","13000009","9","3","0","1","99999999","【咲戀育幼院】的自選印記","1"
"0","可從【哞哞自衛隊】的角色中選擇3位成為夥伴。","0","0","13000010","10","3","0","1","99999999","【哞哞自衛隊】的自選印記","1"
"0","可從【伊麗莎白牧場】的角色中選擇3位成為夥伴。","0","0","13000011","11","3","0","1","99999999","【伊麗莎白牧場】的自選印記","1"
"0","可從【墨丘利財團】的角色中選擇3位成為夥伴。","0","0","13000012","12","3","0","1","99999999","【墨丘利財團】的自選印記","1"
"0","可從【暮光流星群】的角色中選擇3位成為夥伴。","0","0","13000013","13","3","0","1","99999999","【暮光流星群】的自選印記","1"
"0","可從【月光學院】的角色中選擇3位成為夥伴。","0","0","13000014","14","3","0","1","99999999","【月光學院】的自選印記","1"
"0","可從【純白之翼 蘭德索爾分部】的角色中選擇3位成為夥伴。","0","0","13000015","15","3","0","1","99999999","【純白之翼 蘭德索爾分部】的自選印記","1"
"0","可從【聖德蕾莎女子學院（好朋友社）】的角色中選擇3位成為夥伴。","0","0","13000016","16","3","0","1","99999999","【聖德蕾莎女子學院（好朋友社）】的自選印記","1"
"0","可從【龍族巢穴】的角色中選擇3位成為夥伴。","0","0","13000017","17","3","0","1","99999999","【龍族巢穴】的自選印記","1"
"0","","0","0","21000000","0","1","0","2","99999999","戰鬥獎勵隨機印記","0"
"0","可從全目標角色中隨機獲得1位夥伴。","0","0","31000000","0","1","0","3","99999999","全目標的隨機印記","0"
"999","可從公主祭典的角色中隨機獲得1位夥伴。","0","0","31000999","0","1","0","3","1800","公主祭典的隨機印記","0"
"0","可從攻擊者職階的角色中隨機獲得1位夥伴。","0","1","31001000","0","1","0","3","1200","攻擊者職階的隨機印記","0"
"0","可從破防者職階的角色中隨機獲得1位夥伴。","0","2","31002000","0","1","0","3","1200","破防者職階的隨機印記","0"
"0","可從增益者職階的角色中隨機獲得1位夥伴。","0","3","31003000","0","1","0","3","1200","增益者職階的隨機印記","0"
"0","可從減益者職階的角色中隨機獲得1位夥伴。","0","4","31004000","0","1","0","3","1200","減益者職階的隨機印記","0"
"0","可從增幅者職階的角色中隨機獲得1位夥伴。","0","5","31005000","0","1","0","3","1200","增幅者職階的隨機印記","0"
"0","可從治療者職階的角色中隨機獲得1位夥伴。","0","6","31006000","0","1","0","3","1200","治療者職階的隨機印記","0"
"0","可從掩護者職階的角色中隨機獲得1位夥伴。","0","7","31007000","0","1","0","3","1200","掩護者職階的隨機印記","0"
"0","可從妨礙者職階的角色中隨機獲得1位夥伴。","0","8","31008000","0","1","0","3","1200","妨礙者職階的隨機印記","0"
"40005","可讓拉比林斯達成為夥伴。","0","0","31040005","0","1","0","3","99999999","拉比林斯達印記","0"
"40006","可讓純成為夥伴。","0","0","31040006","0","1","0","3","99999999","純印記","0"
"0","可從火屬性角色中隨機獲得1位夥伴。","0","0","31100000","0","1","1","3","1200","火屬性的隨機印記","0"
"0","可從水屬性角色中隨機獲得1位夥伴。","0","0","31200000","0","1","2","3","1200","水屬性的隨機印記","0"
"0","可從風屬性角色中隨機獲得1位夥伴。","0","0","31300000","0","1","3","3","1200","風屬性的隨機印記","0"
"0","可從光屬性角色中隨機獲得1位夥伴。","0","0","31400000","0","1","4","3","1200","光屬性的隨機印記","0"
"0","可從闇屬性角色中隨機獲得1位夥伴。","0","0","31500000","0","1","5","3","1200","闇屬性的隨機印記","0"
