9569e33fd9994e3bc62a761669ab6a368109d45c104727f46fe25c8e13e2ff0c,7622019872f4a6ad1153a3d1b9fa54b5c690b10eb44bb736b76e01181b61f625,59d5c2a3f08e3228b84c724a82f544a0a87a86c889b4121524ce1083ed5b4578,101f178b7ad94d18c42e4acd32b5ee1d0af827f7fdbca09de1d1bf22f639f91e,f286386e234f334a4f9fa2d0697f24ee6a91e0d6295b5a3d0496d3408e6d4f04,ab9e15dc81a9fc488ffe26641677e2b6e1d70bc9b4ae1194d0137954a8c5a7e3,aa915b977c563c846812016544c5870fa5aa47b8377d673e05fba7c91bd3d768,55888cd8fd32c05d6b4c92c92359e35f0648864f3996893980af7a1323535b77,1baee3fcd6186c9220e251ca7b7ea81da0ad1cecc61da0eabc52915f0724ab36,8f6cb8b6fadc9713493b9fdedcf3b96944ec8db0b60cf93199e9a2dadd05328d,f2d877111968fe33e7fdacd3166cf0bc1a67db1ff71df2c6708c8f2dd0c11fc9,1985c1cbf229b372b3648aef97026e74145958b6338c52f8784b4deec60f9652,bfa1467e3fe308c83e2544ed510c9f4466f7dbb4a1d3f86a030608b37bd79540,9cc729dfe2ef843cdb44ab8f7ce27ce525d44d35ac402fb5036158ded4099ddb,c71868da792ce488d627ec7fd6fd1474e79dbeca5c2dbc201d9c97e78ef8bfe6,11927ad960deb5e3a1d390e82ec4a5ef59ee2a6c1d36df4e04aecf3cd9df0a7f,1c3e660e02f7527a42c8673329fafc8a243a7da0f2ae54391a6a9ad8741e06fc,921b730db790b6a754a66e688cae585e400c1c011fe1e7b132e71a1e8db0e926,ba2aa9c486f9adadb269da5624226f1c4a8ad4f1856f1bef06cf7386240e84bd,cef7f2873844bda1525ee56e1f92bf01aeb4a560e4aefd4341dc9a4571eb211d,94e3fe537b04b2e7127ea6f5834f113b0e811ac311beb5350369fc3bfaadecdf,4ce2cc7d0b26a453c99de522295e904a70612028380a39ffd7db82eb2e92a3f7,7f83670a40f203cf215825b8792c37af2ff6f5fd93c4214aae5b2f01f801d900,f68d8880d7aacb00ecc68dc50a3ee6a49bb483c670e18c8fdb0cfd8abc7a104d,682c291e77fa62a89c96fe6fdf5059973142197d70bcdee0633adb0445c4a766,b8dc42593ce53eeff95d4446580c901fbececcb48f174de2355efa135fc01a44,62091213868dce015b42d622040bc64dcc448f35f5dd77737448e4d084ebedce,4efc26bb4f26ef8ab1b4683a96b333f469badfb23e11f7fa51e6efda58c43190
"0","0","日和衝擊","100100101","0","0","0","100100102","0","0","1001","0","0","0","100100102","0","0","0","0","0","0","0","100100103","1001001","對面前的1名敵人造成大幅度的物理傷害，並且對以自己為中心的範圍內所有敵人造成中幅度的物理傷害。","0","0","0"
"0","0","貓咪攻擊","100100201","0","0","0","0","0","0","2001","0","0","0","0","0","0","0","0","1.125","0","0","0","1001002","對面前的 1 名敵人造成中幅度的物理傷害。","0","0","0"
"0","0","貓咪聯合攻擊","100100301","0","0","0","100100302","0","0","2001","0","0","0","0","0","0","0","0","1.295","0","0","0","1001003","對面前的 1 名敵人造成小幅度的物理傷害，並中幅度的提升自己的物理攻擊力。","0","0","0"
"0","0","日和燃燒衝擊","100101101","0","0","0","100101102","0","0","1001","0","0","0","0","0","0","0","0","0","0","0","0","1001011","對面前的1名敵人造成特大幅度的物理傷害，並且對以自己為中心的範圍內所有敵人造成大幅度的物理傷害。","0","0","0"
"0","0","貓咪攻擊+","100101201","0","0","0","100101202","0","0","2001","0","0","0","0","0","0","0","0","1.125","0","0","0","1001012","對面前的1名敵人造成大幅度的物理傷害，並且對以自己為中心的範圍內所有敵人造成小幅度的物理傷害。","0","0","0"
"0","0","肉球力量！","100150101","0","0","0","0","0","0","3001","0","0","0","0","0","0","0","0","0","0","0","0","1001501","戰鬥開始時，中幅度提升自己的物理攻擊力。","0","0","0"
"0","0","肉球力量！+","100151101","0","0","0","0","0","0","3001","0","0","0","0","0","0","0","0","0","0","0","0","1001511","戰鬥開始時，大幅度提升自己的物理攻擊力。","0","0","0"
"0","0","全體治癒","100200101","0","0","0","0","0","0","1005","1","0","0","0","0","0","0","0","0","0","0","0","1002001","使己方全體恢復中幅度的 HP。","0","0","0"
"0","0","花朵射擊","100200201","0","0","0","0","0","0","2002","1","0","0","0","0","0","0","0","1.6","0","0","0","1002002","對面前的 1 名敵人造成中幅度的魔法傷害。","0","0","0"
"0","0","花朵護盾","100200301","0","0","0","0","0","0","2003","1","0","0","0","0","0","0","0","1.46","0","0","0","1002003","小幅度提升己方全體的物理防禦力。","0","0","0"
"0","0","盛開治癒","100201101","0","0","0","100201102","0","0","1005","1","0","0","0","0","0","0","0","0","0","100201104","100201103","1002011","中幅度恢復全體夥伴的HP，再大幅度提升其物理防禦力，並且展開物理無效的屏障，同時大幅度提升行動速度。","0","0","0"
"0","0","花朵射擊+","100201201","0","0","0","100201202","0","0","2002","1","0","0","100201201","0","0","0","0","1.6","0","0","0","1002012","對面前的 1 名敵人造成中幅度的魔法傷害，並中幅度降低其物理攻擊力。","0","0","0"
"0","0","花朵氣場","100250101","0","0","0","0","0","0","3003","0","0","0","0","0","0","0","0","0","0","0","0","1002501","戰鬥開始時，中幅度提升自己的魔法攻擊力。","0","0","0"
"0","0","花朵氣場+","100251101","0","0","0","100251102","0","0","3003","0","0","0","0","0","0","0","0","0","0","0","0","1002511","戰鬥開始時，中幅度提升自己的魔法攻擊力，並小幅提升自己的魔法防禦力。","0","0","0"
"0","0","斬擊風暴","100300101","0","0","0","0","0","0","1001","0","0","0","0","0","0","0","0","0","0","0","0","1003001","對面前的 1 名敵人造成特大幅度的物理傷害。","0","0","0"
"0","0","狂風刺擊","100300201","0","0","0","0","0","0","2001","0","0","0","0","0","0","0","0","0.955","0","0","0","1003002","對面前的 1 名敵人造成中幅度的物理傷害。","0","0","0"
