sub_story_id,original_event_id,title,condition_quest_id,condition_boss_id,reward_type,reward_id,reward_count
"5120061","10120","我的公會夥伴的美","10120115","1012001","8","91002","20"
"5120062","10120","【美食殿堂】的美","10120115","1012001","8","91002","20"
"5120063","10120","【破曉之星】\n 的美","10120115","1012001","8","91002","20"
"5120064","10120","【拉比林斯】的美","10120115","1012001","8","91002","20"
"5120065","10120","【慈樂之音】的美","10120115","1012001","8","91002","20"
"5120066","10120","【小小甜心】的美","10120115","1012001","8","91002","20"
"5120067","10120","【森林守衛】的美","10120115","1012001","8","91002","20"
"5120068","10120","【惡魔偽王國軍】\n 的美","10120115","1012001","8","91002","20"
"5120069","10120","【王宮騎士團】\n 的美","10120115","1012001","8","91002","20"
"5120070","10120","【咲戀育幼院】的美","10120115","1012001","8","91002","20"
"5120071","10120","【哞哞自衛隊】的美","10120115","1012001","8","91002","20"
"5120072","10120","【伊麗莎白牧場】\n 的美","10120115","1012001","8","91002","20"
"5120073","10120","【墨丘利財團】的美","10120115","1012001","8","91002","20"
"5120074","10120","【暮光流星群】\n 的美","10120115","1012001","8","91002","20"
"5120075","10120","【月光學院】的美","10120115","1012001","8","91002","20"
"5120076","10120","【聖德蕾莎女子學院（好朋友社）】\n 的美","10120115","1012001","8","91002","20"
"5120077","10120","【龍族巢穴】的美","10120115","1012001","8","91002","20"
"5120078","10120","？？？的美　第一篇","10120115","1012001","8","91002","20"
"5120079","10120","？？？的美　第二篇","10120115","1012001","8","91002","20"
"5120080","10120","？？？的美　第三篇","10120115","1012001","8","91002","20"
