e4a43179ad8199ae844295ee758982fc54253111cf261d486e473e64c62af9e6,a9c0b96577774e69998ca3ae84bb160c5d6a29809e4b5189408a816ad9dca480,f061a068dba2a16ff34aeea98484b294f18a6b7bdc726e5624bd7edfe1681ea0,d7e5ff578e43ad24e4b93d5f3d85adf37daaf8b3445088330ee7b07f11740f2b,c8bf22b4653c4c675002d3e199530c243b1edc5a3f7e88aa7c81101b7060be30,1e157d5b60e7787851a8f1475b9f37776c246f4155db7c8bf538e3d3b1518148,e68649706fc1f52dafc9f4062e081142ca7235f929f8f214eb0b6bae71d626ba,df8fa3743b06dd3d12ced6f31494f9095472b6de3afa91ab7c85f1097d27f7ed,198fb29821686d21aa63e7794e89497ea3b0032bba7e56b00f9baadb272c7b1b,bb15508b3757b246eed8c148643d30a64691028540da6eba86fe91102c492393,04eda3e918765801145e7cb3b77b58a302f694f8ee1ddd02ea1e584da748abd8,6357d224f4f6755178ec05d527bd28dde42f972f3825d72d48387a70ec6d65e9,42c93f49eebfdba83bbc511c1c0ebd238da8c1c02c690afd98e1bcbcc960bdd6,fbd08fbd131c53bd6bc4a47726c0422d53a75811b4d5e6ab8f0532d19e90d3ef,c5e85270b7c9d9a40b5eab2ad48f790b66e6b3fada214ae2da26091da91ade4b
"1","100","540","2816","2023/02/15 05:00:00","0","1","113","0","0","112","111","0","11","0"
"1","100","493","2816","2023/02/16 05:00:00","0","2","213","0","0","212","211","0","21","0"
"1","100","458","2816","2023/02/17 05:00:00","0","3","313","0","0","312","311","0","31","0"
"1","100","420","2816","2023/02/18 05:00:00","0","4","413","0","0","412","411","0","41","0"
"1","100","380","2816","2023/02/19 05:00:00","0","5","513","0","0","512","511","0","51","0"
"1","100","340","2816","2023/02/20 05:00:00","0","6","613","0","0","612","611","0","61","0"
"1","100","430","2816","2023/02/21 05:00:00","0","7","713","0","1","712","711","0","71","0"
"1","100","402","2816","2023/02/22 05:00:00","0","8","813","0","1","812","811","0","81","0"
"1","100","302","2816","2023/02/23 05:00:00","0","9","913","0","1","912","911","0","91","0"
"1","100","264","2816","2023/02/24 05:00:00","0","10","1013","0","1","1012","1011","0","101","0"
"1","100","225","2816","2023/02/25 05:00:00","0","11","1113","0","1","1112","1111","0","111","0"
"1","100","328","2816","2023/02/26 05:00:00","0","12","1213","0","1","1212","1211","0","121","0"
"1","100","280","2816","2023/02/27 05:00:00","0","13","1313","0","1","1312","1311","0","131","0"
"1","100","269","2816","2023/02/28 05:00:00","0","14","1413","0","1","1412","1411","0","141","0"
"1","100","180","2816","2023/03/01 05:00:00","0","15","1513","0","1","1512","1511","0","151","0"
"1","100","138","2816","2023/03/02 05:00:00","0","16","1613","0","1","1612","1611","0","161","0"
"1","100","97","2816","2023/03/03 05:00:00","0","17","1713","0","1","1712","1711","0","171","0"
"1","100","56","2816","2023/03/04 05:00:00","0","18","1813","0","1","1812","1811","0","181","0"
"1","100","150","2816","2023/03/05 05:00:00","0","19","1913","0","1","1912","1911","0","191","0"
"1","100","100","2816","2023/03/06 05:00:00","0","20","2013","0","1","2012","2011","0","201","0"
"1","100","15","2816","2023/03/07 05:00:00","0","21","2113","0","1","2112","2111","0","211","0"
"1","100","-25","2816","2023/03/08 05:00:00","0","22","2213","0","1","2212","2211","0","221","0"
"1","100","-66","2816","2023/03/09 05:00:00","0","23","2313","0","1","2312","2311","0","231","0"
"1","100","-107","2816","2023/03/10 05:00:00","0","24","2413","0","1","2412","2411","0","241","0"
"1","100","-149","2816","2023/03/11 05:00:00","0","25","2513","0","1","2512","2511","0","251","0"
"1","100","-188","2816","2023/03/12 05:00:00","0","26","2613","0","1","2612","2611","0","261","0"
"1","100","-96","2816","2023/03/13 05:00:00","0","27","2713","0","1","2712","2711","0","271","0"
"1","100","-133","2816","2023/03/14 05:00:00","0","28","2813","0","1","2812","2811","0","281","0"
"1","100","-174","2816","2023/03/15 05:00:00","0","29","2913","0","1","2912","2911","0","291","0"
"1","100","-230","2816","2023/03/16 05:00:00","0","30","3013","0","1","3012","3011","0","301","0"
"1","100","-272","2816","2023/03/17 05:00:00","0","31","3113","0","1","3112","3111","0","311","0"
"1","100","-313","2816","2023/03/18 05:00:00","0","32","3213","0","1","3212","3211","0","321","0"
"1","100","-240","2816","2023/03/19 05:00:00","0","33","3313","0","1","3312","3311","0","331","0"
"1","100","-260","2816","2023/03/20 05:00:00","0","34","3413","0","1","3412","3411","0","341","0"
"1","100","-280","2816","2023/03/21 05:00:00","0","35","3513","0","1","3512","3511","0","351","0"
"1","100","-354","2816","2023/03/22 05:00:00","0","36","3613","0","1","3612","3611","0","361","0"
"1","100","-395","2816","2023/03/23 05:00:00","0","37","3713","0","1","3712","3711","0","371","0"
"1","100","-436","2816","2023/03/24 05:00:00","0","38","3813","0","1","3812","3811","0","381","0"
"1","100","-477","2816","2023/03/25 05:00:00","0","39","3913","0","1","3912","3911","0","391","0"
"1","100","-400","2816","2023/03/26 05:00:00","0","40","4013","0","1","4012","4011","0","401","0"
"1","100","-438","2816","2023/03/27 05:00:00","0","41","4113","0","1","4112","4111","0","411","0"
"1","100","0","2816","2023/03/28 05:00:00","0","42","4213","0","1","4212","4211","0","421","0"
"2","200","371","2816","2023/03/29 05:00:00","0","43","4313","0","2","4312","4311","0","431","0"
"2","200","343","2816","2023/03/30 05:00:00","0","44","4413","0","2","4412","4411","0","441","0"
"2","200","260","2816","2023/03/31 05:00:00","0","45","4513","9105803","2","4512","4511","105801","451","0"
"2","200","313","2816","2023/04/01 05:00:00","0","46","4613","0","2","4612","4611","0","461","0"
