1dc034f51b0bc4e394529d2a653b94c203f1056028004e168f536cf09813a8a1,83cedff93a5ea4727f8c9d563983f9cff3babab31d7067e54b9399d1ee8b9b77,df0a690ff6c05e0c8924efdd407a0adb866e8438c72bb1051969e86ffde827d6,94b00c6401de1959297d33a55ded0b7744705bd5d8e633809ff5c2f0c520ca44,a45bfd4d23679246c0ad15f017925ffb9464508fe8b144e0a43f2ca613082f43,edf726558844baadf5999913874bb950ececd23c1c3f142efcc517f5ee8d2f13,240056601e7ae32cb953ea49b5a397f382fe736164c972bfe143ca7ecefe246f,5de86c11021a936e55dfd58a4b7c0a11704e472f29ca0ecf2c8d6aabe31cc925,5402edb284541b4f9d69bc8da6b040cb6d9bae43d9c57cede0ba884c6760e054
"0","0","1","2018/11/12 15:59:59","2018/11/08 16:00:00","1","1","0","0"
"0","0","1","2018/12/04 15:59:59","2018/11/30 16:00:00","2","2","0","0"
"0","0","1","2019/02/23 15:59:59","2019/02/13 16:00:00","3","3","0","0"
"0","0","1","2019/05/14 15:59:59","2019/05/03 16:00:00","4","4","0","0"
"0","0","1","2019/07/15 15:59:59","2019/07/01 16:00:00","5","5","0","0"
"0","0","1","2019/08/15 15:59:59","2019/08/01 16:00:00","6","6","0","0"
"0","0","1","2019/12/30 15:59:59","2019/12/13 16:00:00","7","7","0","0"
"0","1","1","2020/05/08 15:59:59","2020/04/22 16:00:00","8","8","0","0"
"0","1","1","2020/07/07 15:59:59","2020/06/22 16:00:00","9","9","0","0"
"0","1","1","2020/08/09 15:59:59","2020/08/03 16:00:00","10","10","0","0"
"0","1","1","2021/01/06 15:59:59","2020/12/21 05:00:00","11","11","0","0"
"0","1","1","2021/02/18 04:59:59","2021/02/11 16:00:00","12","12","0","0"
"0","1","1","2021/04/22 15:59:59","2021/04/16 16:00:00","13","13","0","0"
"0","1","1","2021/05/03 15:59:59","2021/04/27 16:00:00","14","14","0","0"
"0","1","1","2021/07/02 04:59:59","2021/06/19 05:00:00","15","15","0","0"
"14","1","0","2021/08/02 04:59:59","2021/07/02 05:00:00","16","16","0","15"
"0","1","1","2021/09/11 04:59:59","2021/09/01 05:00:00","17","17","0","0"
"0","1","1","2022/01/03 04:59:59","2021/12/17 05:00:00","18","18","0","0"
"17","1","0","2022/01/31 15:59:59","2022/01/03 05:00:00","19","19","0","18"
"0","1","1","2022/03/14 04:59:59","2022/03/07 05:00:00","20","20","0","0"
"7","1","0","2022/04/03 04:59:59","2022/03/14 05:00:00","21","21","0","20"
"0","1","1","2022/05/08 04:59:59","2022/04/25 05:00:00","22","22","0","0"
"13","1","0","2022/06/04 04:59:59","2022/05/08 05:00:00","23","23","0","22"
"0","1","1","2022/07/04 04:59:59","2022/06/19 05:00:00","24","24","0","0"
"15","1","0","2022/08/02 04:59:59","2022/07/04 05:00:00","25","25","0","24"
"0","1","1","2022/09/11 04:59:59","2022/09/01 05:00:00","26","26","0","0"
"0","1","1","2023/01/03 04:59:59","2022/12/17 05:00:00","27","27","0","0"
"0","1","1","2023/03/05 04:59:59","2023/02/26 05:00:00","28","28","0","0"
"0","1","1","2023/05/08 04:59:59","2023/04/26 05:00:00","29","29","0","0"
"0","1","1","2023/07/03 04:59:59","2023/06/19 05:00:00","30","30","0","0"
"0","1","1","2023/09/02 04:59:59","2023/08/27 05:00:00","31","31","0","0"
"0","1","1","2024/01/02 04:59:59","2023/12/16 05:00:00","32","32","0","0"
"0","1","1","2024/03/06 04:59:59","2024/02/29 05:00:00","33","33","0","0"
"0","2","1","2024/05/06 04:59:59","2024/04/23 05:00:00","34","34","0","0"
"0","2","1","2024/07/02 04:59:59","2024/06/17 05:00:00","35","35","0","0"
"0","2","1","2024/09/02 04:59:59","2024/08/28 05:00:00","36","36","0","0"
"0","2","1","2025/01/02 04:59:59","2024/12/16 05:00:00","37","37","0","0"
