ddc4faf980ae84c4da0e7c32163e5135c1f45e02d2b5d40fcad30dd796293a64,e8d2924b573961847db0e811a3e0777ef04bbd7e4b6131aae80601e1a28757fb,0f9c8063ad952cc34eacae305b178878812ce2752dd9baee2ab6087bc02bf281,090ea4ab62b35408eda3c726ceaa4e52cff4f20757342f94953c7efad6d69c00,17298acaad6cd866845dacfb041d442e5046727fc4018f75e7067441c7a76bc5,7c04b40ee1714372f66cd72e802b6daae8ca2cc4c1c6eeaff3bd98f62febcbc8,912c7f1000be0c2fa07d5454ae7a4ce3c0c09d913c7fd915872ab91c56db6b5d,e8af54f6f82e5d6ff338bf3f703b15b4700ce86c029bd1e409f4c80efe95d4c8,ad0b762ba54f0b441cb03e876eb8b303b59cdd30d5d0cc53f29941cd5b7ac089,eeab9ceed45e569657d575888e4edfe2901fc650298581537d361f0a12000e08,c36915837b6bf9e3787df5beeafa03161ab648494a3ab2a67e8b79954923cf29,8fa364aee3539d753bb89e8c7d127b29a63a2aadd04b5e46052290a7e70ee72a,eb0eb06927f111cdbd14e7f0482910bae4719672725f7b92d8598b61f166dc53,9c7ef4c468fa3672ad9f844207fbcc37c18d1c0edfae8cb4023cc0fc6ceaaf33
"102","10001","1","2018/09/19 15:59:59","10001101","2018/08/28 16:00:00","6004","71001001","0","71001001","0","完成活動任務1-1 (NORMAL)","601","9003"
"102","10001","1","2018/09/19 15:59:59","10001102","2018/08/28 16:00:00","6004","71001002","0","71001002","0","完成活動任務1-2 (NORMAL)","601","9003"
"102","10001","1","2018/09/19 15:59:59","10001103","2018/08/28 16:00:00","6004","71001003","0","71001003","0","完成活動任務1-3 (NORMAL)","601","9003"
"102","10001","1","2018/09/19 15:59:59","10001104","2018/08/28 16:00:00","6004","71001004","0","71001004","0","完成活動任務1-4 (NORMAL)","601","9003"
"102","10001","1","2018/09/19 15:59:59","10001105","2018/08/28 16:00:00","6004","71001005","0","71001005","0","完成活動任務1-5 (NORMAL)","601","9003"
"102","10001","1","2018/09/19 15:59:59","10001106","2018/08/28 16:00:00","6004","71001006","0","71001006","0","完成活動任務1-6 (NORMAL)","601","9003"
"102","10001","1","2018/09/19 15:59:59","10001107","2018/08/28 16:00:00","6004","71001007","0","71001007","0","完成活動任務1-7 (NORMAL)","601","9003"
"102","10001","1","2018/09/19 15:59:59","10001108","2018/08/28 16:00:00","6004","71001008","0","71001008","0","完成活動任務1-8 (NORMAL)","601","9003"
"102","10001","1","2018/09/19 15:59:59","10001109","2018/08/28 16:00:00","6004","71001009","0","71001009","0","完成活動任務1-9 (NORMAL)","601","9003"
"102","10001","1","2018/09/19 15:59:59","10001110","2018/08/28 16:00:00","6004","71001010","0","71001010","0","完成活動任務1-10 (NORMAL)","601","9003"
"102","10001","1","2018/09/19 15:59:59","10001111","2018/08/28 16:00:00","6004","71001011","0","71001011","0","完成活動任務1-11 (NORMAL)","601","9003"
"102","10001","1","2018/09/19 15:59:59","10001112","2018/08/28 16:00:00","6004","71001012","0","71001012","0","完成活動任務1-12 (NORMAL)","601","9003"
"102","10001","1","2018/09/19 15:59:59","10001113","2018/08/28 16:00:00","6004","71001013","0","71001013","0","完成活動任務1-13 (NORMAL)","601","9003"
"102","10001","1","2018/09/19 15:59:59","10001114","2018/08/28 16:00:00","6004","71001014","0","71001014","0","完成活動任務1-14 (NORMAL)","601","9003"
"102","10001","1","2018/09/19 15:59:59","10001115","2018/08/28 16:00:00","6004","71001015","0","71001015","0","完成活動任務1-15 (NORMAL)","601","9003"
"103","10001","1","2018/09/19 15:59:59","10001201","2018/08/28 16:00:00","6005","71001016","0","71001016","0","完成活動任務1-1 (HARD)","601","9003"
"103","10001","1","2018/09/19 15:59:59","10001202","2018/08/28 16:00:00","6005","71001017","0","71001017","0","完成活動任務1-2 (HARD)","601","9003"
"103","10001","1","2018/09/19 15:59:59","10001203","2018/08/28 16:00:00","6005","71001018","0","71001018","0","完成活動任務1-3 (HARD)","601","9003"
"103","10001","1","2018/09/19 15:59:59","10001204","2018/08/28 16:00:00","6005","71001019","0","71001019","0","完成活動任務1-4 (HARD)","601","9003"
"103","10001","1","2018/09/19 15:59:59","10001205","2018/08/28 16:00:00","6005","71001020","0","71001020","0","完成活動任務1-5 (HARD)","601","9003"
"104","10001","1","2018/09/19 15:59:59","0","2018/08/28 16:00:00","6002","71001021","0","71001021","0","將討伐證交換的獎賞一覽重置1次","601","9006"
"104","10001","2","2018/09/19 15:59:59","0","2018/08/28 16:00:00","6002","71001022","0","71001022","0","將討伐證交換的獎賞一覽重置2次","601","9006"
"104","10001","3","2018/09/19 15:59:59","0","2018/08/28 16:00:00","6002","71001023","0","71001023","0","將討伐證交換的獎賞一覽重置3次","601","9006"
"104","10001","4","2018/09/19 15:59:59","0","2018/08/28 16:00:00","6002","71001024","0","71001024","0","將討伐證交換的獎賞一覽重置4次","601","9006"
"105","10001","5","2018/09/19 15:59:59","0","2018/08/28 16:00:00","6008","71001025","0","71001025","0","打倒5隻席茲（NORMAL、HARD共通）","601","9011"
"105","10001","10","2018/09/19 15:59:59","0","2018/08/28 16:00:00","6008","71001026","0","71001026","0","打倒10隻席茲（NORMAL、HARD共通）","601","9011"
"105","10001","15","2018/09/19 15:59:59","0","2018/08/28 16:00:00","6008","71001027","0","71001027","0","打倒15隻席茲（NORMAL、HARD共通）","601","9011"
"105","10001","20","2018/09/19 15:59:59","0","2018/08/28 16:00:00","6008","71001028","0","71001028","0","打倒20隻席茲（NORMAL、HARD共通）","601","9011"
"105","10001","25","2018/09/19 15:59:59","0","2018/08/28 16:00:00","6008","71001029","0","71001029","0","打倒25隻席茲（NORMAL、HARD共通）","601","9011"
