c2b694243576ed7d4e29a6504bd071288416c03d5d50caa803fc1772a5417337,13a01e700e867a0106996715e19ec0432d1359c5c2eb9b367084b2ba85b71d3b,38179447db5b46a33735931ac2beeb86ff025c9c781fd1789c1c1ea79fc3c17c,ae7685e84e1e9a92127c2affd0d820753ce20f67fd80fa66416433d3923d2960,20a7d0b6f8b741663bbd17fdf2b056c2ac662a7b50d856120f1c660b37af679a,d03fad91c8940d2466760af5aee9bd5e9c52619543e232765f196b109b088335,2cd815b3d5eea4e619b3546654d14b3a6b64f0d73e6787e32637e5dc3e3d224e,f75f4092fb2b50eee1e12661d3d0d1cb5a211653c9665c04e237f0a26a40d869,53a1e71c6018cabb633b13049366f1878d4ac0692985944d83a0f3f887af2a24,e3e0d5e7d00c018f97fb3c0d36eff5d25a0c2787ce04d3ccb66d637a32e7ec4b,f30be8f92071c9ca53610e7e24191dd156e2cbb7fffd9a9cec0f083f469ac73d,5c960d529f3351d90c3d86c0106405c81305a50f50e765e3afaee1eb400c0441,287070b528cb9cc84a703754182746018becb033a87829edf49a47fe06d8de7e,6e7664a17ce80ba9c4a795da5927f1c46396f783fa487085365d334d91c62411,da0edb50c93a6d55e58854a0a6966cbe9f4ad96c415664c8d59015943bf6bd97,1a2b72e52d06b9adaddc0aedd5cca2cf9df8aa527d76bffa8b999c1d2c3796b0,969e1fa8c1c84a5ca36e23bc90449b0bda1aab063e2e3925bd74cc603a498aa4,5c02567e25889a7a1dbb7d673a3ecdfea43099a9a09b5d203d6c4ca10e4cbd1c,33081cd3e1ff4f0c33d23ec89362b61b00e0e69133e97f69bdcabc9a3aeffa18,d16a583012f0996eeb4d69f72aaaedf652376767dd71a378b343c450ff590a50,0a80daf8719d6300552916d948b36e2599e4f4519698fbbc437455b607a59fe2
"90006","2","30","8","0","0","1","5000","31043","30","5000","0","0","0","91002","2","1","1","1001","0","0"
"90006","2","25","8","0","0","2","4500","31043","100","4500","0","0","0","91002","2","1","31","1001","0","0"
"90006","2","20","8","0","0","3","4000","31043","300","4000","0","0","0","91002","2","1","101","1001","0","0"
"90006","2","18","8","0","0","4","3500","31043","1000","3500","0","0","0","91002","2","1","301","1001","0","0"
"90006","2","16","8","0","0","5","3000","31043","2000","3000","0","0","0","91002","2","1","1001","1001","0","0"
"90006","2","14","8","0","0","6","2000","31043","5000","2000","0","0","0","91002","2","1","2001","1001","0","0"
"90006","2","12","8","0","0","7","1500","31043","10000","1500","0","0","0","91002","2","1","5001","1001","0","0"
"90006","2","10","8","0","0","8","1000","31043","20000","1000","0","0","0","91002","2","1","10001","1001","0","0"
"90006","2","5","8","0","0","9","500","31043","-1","500","0","0","0","91002","2","1","20001","1001","0","0"
"90006","2","30","8","0","0","10","5000","31022","1","20000","0","0","0","91002","2","1","1","1002","0","0"
"90006","2","30","8","0","0","11","5000","31022","2","15000","0","0","0","91002","2","1","2","1002","0","0"
"90006","2","30","8","0","0","12","5000","31022","3","12000","0","0","0","91002","2","1","3","1002","0","0"
"90006","2","30","8","0","0","13","5000","31022","20","10000","0","0","0","91002","2","1","4","1002","0","0"
"90006","2","25","8","0","0","14","4500","31022","50","8000","0","0","0","91002","2","1","21","1002","0","0"
"90006","2","25","8","0","0","15","4500","31022","100","6000","0","0","0","91002","2","1","51","1002","0","0"
"90006","2","20","8","0","0","16","4000","31022","250","4000","0","0","0","91002","2","1","101","1002","0","0"
"90006","2","18","8","0","0","17","3500","31022","500","3500","0","0","0","91002","2","1","251","1002","0","0"
"90006","2","16","8","0","0","18","3000","31022","1000","3000","0","0","0","91002","2","1","501","1002","0","0"
"90006","2","14","8","0","0","19","2500","31022","2000","2500","0","0","0","91002","2","1","1001","1002","0","0"
"90006","2","12","8","0","0","20","2000","31022","3000","2000","0","0","0","91002","2","1","2001","1002","0","0"
"90006","2","10","8","0","0","21","1500","31022","5000","1500","0","0","0","91002","2","1","3001","1002","0","0"
"90006","2","8","8","0","0","22","1000","31022","10000","1000","0","0","0","91002","2","1","5001","1002","0","0"
"90006","2","5","8","0","0","23","500","31022","-1","500","0","0","0","91002","2","1","10001","1002","0","0"
"90006","2","30","8","0","0","24","5000","31042","1","20000","0","0","0","91002","2","1","1","1003","0","0"
"90006","2","30","8","0","0","25","5000","31042","2","15000","0","0","0","91002","2","1","2","1003","0","0"
"90006","2","30","8","0","0","26","5000","31042","3","12000","0","0","0","91002","2","1","3","1003","0","0"
"90006","2","30","8","0","0","27","5000","31042","20","10000","0","0","0","91002","2","1","4","1003","0","0"
"90006","2","25","8","0","0","28","4500","31042","50","8000","0","0","0","91002","2","1","21","1003","0","0"
"90006","2","25","8","0","0","29","4500","31042","100","6000","0","0","0","91002","2","1","51","1003","0","0"
"90006","2","20","8","0","0","30","4000","31042","250","4000","0","0","0","91002","2","1","101","1003","0","0"
"90006","2","18","8","0","0","31","3500","31042","500","3500","0","0","0","91002","2","1","251","1003","0","0"
"90006","2","16","8","0","0","32","3000","31042","1000","3000","0","0","0","91002","2","1","501","1003","0","0"
"90006","2","14","8","0","0","33","2500","31042","2000","2500","0","0","0","91002","2","1","1001","1003","0","0"
"90006","2","12","8","0","0","34","2000","31042","3000","2000","0","0","0","91002","2","1","2001","1003","0","0"
"90006","2","10","8","0","0","35","1500","31042","5000","1500","0","0","0","91002","2","1","3001","1003","0","0"
"90006","2","8","8","0","0","36","1000","31042","10000","1000","0","0","0","91002","2","1","5001","1003","0","0"
"90006","2","5","8","0","0","37","500","31042","-1","500","0","0","0","91002","2","1","10001","1003","0","0"
"90006","2","30","8","0","0","38","5000","31018","1","20000","0","0","0","91002","2","1","1","1004","0","0"
"90006","2","30","8","0","0","39","5000","31018","2","15000","0","0","0","91002","2","1","2","1004","0","0"
"90006","2","30","8","0","0","40","5000","31018","3","12000","0","0","0","91002","2","1","3","1004","0","0"
"90006","2","30","8","0","0","41","5000","31018","20","10000","0","0","0","91002","2","1","4","1004","0","0"
"90006","2","25","8","0","0","42","4500","31018","50","8000","0","0","0","91002","2","1","21","1004","0","0"
"90006","2","25","8","0","0","43","4500","31018","100","6000","0","0","0","91002","2","1","51","1004","0","0"
"90006","2","20","8","0","0","44","4000","31018","250","4000","0","0","0","91002","2","1","101","1004","0","0"
"90006","2","18","8","0","0","45","3500","31018","500","3500","0","0","0","91002","2","1","251","1004","0","0"
"90006","2","16","8","0","0","46","3000","31018","1000","3000","0","0","0","91002","2","1","501","1004","0","0"
"90006","2","14","8","0","0","47","2500","31018","2000","2500","0","0","0","91002","2","1","1001","1004","0","0"
"90006","2","12","8","0","0","48","2000","31018","3000","2000","0","0","0","91002","2","1","2001","1004","0","0"
"90006","2","10","8","0","0","49","1500","31018","5000","1500","0","0","0","91002","2","1","3001","1004","0","0"
"90006","2","8","8","0","0","50","1000","31018","10000","1000","0","0","0","91002","2","1","5001","1004","0","0"
"90006","2","5","8","0","0","51","500","31018","-1","500","0","0","0","91002","2","1","10001","1004","0","0"
"90006","2","30","8","0","0","52","5000","31025","1","20000","0","0","0","91002","2","1","1","1005","0","0"
"90006","2","30","8","0","0","53","5000","31025","2","15000","0","0","0","91002","2","1","2","1005","0","0"
"90006","2","30","8","0","0","54","5000","31025","3","12000","0","0","0","91002","2","1","3","1005","0","0"
"90006","2","30","8","0","0","55","5000","31025","20","10000","0","0","0","91002","2","1","4","1005","0","0"
"90006","2","25","8","0","0","56","4500","31025","50","8000","0","0","0","91002","2","1","21","1005","0","0"
"90006","2","25","8","0","0","57","4500","31025","100","6000","0","0","0","91002","2","1","51","1005","0","0"
"90006","2","20","8","0","0","58","4000","31025","250","4000","0","0","0","91002","2","1","101","1005","0","0"
"90006","2","18","8","0","0","59","3500","31025","500","3500","0","0","0","91002","2","1","251","1005","0","0"
"90006","2","16","8","0","0","60","3000","31025","1000","3000","0","0","0","91002","2","1","501","1005","0","0"
"90006","2","14","8","0","0","61","2500","31025","2000","2500","0","0","0","91002","2","1","1001","1005","0","0"
"90006","2","12","8","0","0","62","2000","31025","3000","2000","0","0","0","91002","2","1","2001","1005","0","0"
"90006","2","10","8","0","0","63","1500","31025","5000","1500","0","0","0","91002","2","1","3001","1005","0","0"
"90006","2","8","8","0","0","64","1000","31025","10000","1000","0","0","0","91002","2","1","5001","1005","0","0"
"90006","2","5","8","0","0","65","500","31025","-1","500","0","0","0","91002","2","1","10001","1005","0","0"
"90006","2","30","8","0","0","66","5000","31043","1","20000","0","0","0","91002","2","1","1","1006","0","0"
"90006","2","30","8","0","0","67","5000","31043","2","15000","0","0","0","91002","2","1","2","1006","0","0"
"90006","2","30","8","0","0","68","5000","31043","3","12000","0","0","0","91002","2","1","3","1006","0","0"
"90006","2","30","8","0","0","69","5000","31043","20","10000","0","0","0","91002","2","1","4","1006","0","0"
"90006","2","25","8","0","0","70","4500","31043","50","8000","0","0","0","91002","2","1","21","1006","0","0"
"90006","2","25","8","0","0","71","4500","31043","100","6000","0","0","0","91002","2","1","51","1006","0","0"
"90006","2","20","8","0","0","72","4000","31043","250","4000","0","0","0","91002","2","1","101","1006","0","0"
"90006","2","18","8","0","0","73","3500","31043","500","3500","0","0","0","91002","2","1","251","1006","0","0"
"90006","2","16","8","0","0","74","3000","31043","1000","3000","0","0","0","91002","2","1","501","1006","0","0"
"90006","2","14","8","0","0","75","2500","31043","2000","2500","0","0","0","91002","2","1","1001","1006","0","0"
"90006","2","12","8","0","0","76","2000","31043","3000","2000","0","0","0","91002","2","1","2001","1006","0","0"
"90006","2","10","8","0","0","77","1500","31043","5000","1500","0","0","0","91002","2","1","3001","1006","0","0"
"90006","2","8","8","0","0","78","1000","31043","10000","1000","0","0","0","91002","2","1","5001","1006","0","0"
"90006","2","5","8","0","0","79","500","31043","-1","500","0","0","0","91002","2","1","10001","1006","0","0"
"90006","2","30","8","0","0","80","5000","31022","1","20000","0","0","0","91002","2","1","1","1007","0","0"
"90006","2","30","8","0","0","81","5000","31022","2","15000","0","0","0","91002","2","1","2","1007","0","0"
"90006","2","30","8","0","0","82","5000","31022","3","12000","0","0","0","91002","2","1","3","1007","0","0"
"90006","2","30","8","0","0","83","5000","31022","20","10000","0","0","0","91002","2","1","4","1007","0","0"
"90006","2","25","8","0","0","84","4500","31022","50","8000","0","0","0","91002","2","1","21","1007","0","0"
"90006","2","25","8","0","0","85","4500","31022","100","6000","0","0","0","91002","2","1","51","1007","0","0"
"90006","2","20","8","0","0","86","4000","31022","250","4000","0","0","0","91002","2","1","101","1007","0","0"
"90006","2","18","8","0","0","87","3500","31022","500","3500","0","0","0","91002","2","1","251","1007","0","0"
"90006","2","16","8","0","0","88","3000","31022","1000","3000","0","0","0","91002","2","1","501","1007","0","0"
"90006","2","14","8","0","0","89","2500","31022","2000","2500","0","0","0","91002","2","1","1001","1007","0","0"
"90006","2","12","8","0","0","90","2000","31022","3000","2000","0","0","0","91002","2","1","2001","1007","0","0"
"90006","2","10","8","0","0","91","1500","31022","5000","1500","0","0","0","91002","2","1","3001","1007","0","0"
"90006","2","8","8","0","0","92","1000","31022","10000","1000","0","0","0","91002","2","1","5001","1007","0","0"
"90006","2","5","8","0","0","93","500","31022","-1","500","0","0","0","91002","2","1","10001","1007","0","0"
"90006","2","30","8","0","0","94","5000","31042","1","20000","0","0","0","91002","2","1","1","1008","0","0"
"90006","2","30","8","0","0","95","5000","31042","2","15000","0","0","0","91002","2","1","2","1008","0","0"
"90006","2","30","8","0","0","96","5000","31042","3","12000","0","0","0","91002","2","1","3","1008","0","0"
"90006","2","30","8","0","0","97","5000","31042","20","10000","0","0","0","91002","2","1","4","1008","0","0"
"90006","2","25","8","0","0","98","4500","31042","50","8000","0","0","0","91002","2","1","21","1008","0","0"
"90006","2","25","8","0","0","99","4500","31042","100","6000","0","0","0","91002","2","1","51","1008","0","0"
"90006","2","20","8","0","0","100","4000","31042","250","4000","0","0","0","91002","2","1","101","1008","0","0"
"90006","2","18","8","0","0","101","3500","31042","500","3500","0","0","0","91002","2","1","251","1008","0","0"
"90006","2","16","8","0","0","102","3000","31042","1000","3000","0","0","0","91002","2","1","501","1008","0","0"
"90006","2","14","8","0","0","103","2500","31042","2000","2500","0","0","0","91002","2","1","1001","1008","0","0"
"90006","2","12","8","0","0","104","2000","31042","3000","2000","0","0","0","91002","2","1","2001","1008","0","0"
"90006","2","10","8","0","0","105","1500","31042","5000","1500","0","0","0","91002","2","1","3001","1008","0","0"
"90006","2","8","8","0","0","106","1000","31042","10000","1000","0","0","0","91002","2","1","5001","1008","0","0"
"90006","2","5","8","0","0","107","500","31042","-1","500","0","0","0","91002","2","1","10001","1008","0","0"
"90006","2","30","8","0","0","108","5000","31018","1","20000","0","0","0","91002","2","1","1","1009","0","0"
"90006","2","30","8","0","0","109","5000","31018","2","15000","0","0","0","91002","2","1","2","1009","0","0"
"90006","2","30","8","0","0","110","5000","31018","3","12000","0","0","0","91002","2","1","3","1009","0","0"
"90006","2","30","8","0","0","111","5000","31018","20","10000","0","0","0","91002","2","1","4","1009","0","0"
"90006","2","25","8","0","0","112","4500","31018","50","8000","0","0","0","91002","2","1","21","1009","0","0"
"90006","2","25","8","0","0","113","4500","31018","100","6000","0","0","0","91002","2","1","51","1009","0","0"
"90006","2","20","8","0","0","114","4000","31018","250","4000","0","0","0","91002","2","1","101","1009","0","0"
