c827574a8062d3fdbb92ef60feaa7700c205ce4bbf965d5e07e4da6fe514ea15,6bf8bd25f3b75e90e6b9cf4a78fe40be961592661038b5a3e11fd566bfa017b4,db1d295439194e4248cf79c8e1db8dfdd9c3c23a540e9cf414a7a1f985932f50,39e9586b411c233860b65c8f40db3f649801b1edd24212ad4279af08c0a12ba2,d09de0c35ef676e6cd40e1e9f1c8dd2fc86feef0bfee294e6c8dabadcf67a8c5,0df8188844c32b2872c1aacd35aa752e8cb86a0c44fe44bc77f97042896d2d36,9853a3411d37700e28c3c13484941e675d1741f492015fdad9dbd322cfa755b8,a7e4ace48e963281c134e0312a693c0a485bf6177646f7020421b46be0944fbd,2f99c4d0e217e4186585ebf46eb0389532957d53671528a97f2f01d62d000950,80076b3dd60da652621753dc8e243987cc3a0fb60a7ffcba4ef39fd2e5063257,7e7b01f48758c0be15e2d5541d4a568150d1d910e29774bb64d3b99d517a8a2d,6c934b48787e79748f4187074ac0bf3fc0fc78f66096314fbd53035cdc030799
"0","0.8","0","4","1011611501","0","10116115","1","0","0","0","1"
"0","0","0","2","1011611502","vo_won_10116115_01","10116115","2","0","vo_won","0","0"
"0","0","2.68","1","1011611503","0","10116115","3","1","0","230","0"
"0","3.17","0","4","1011611504","0","10116115","4","0","0","0","1"
"230","0","2","1","1011611505","0","10116115","5","1","0","420","0"
"0","2.03","0","4","1011611506","0","10116115","6","0","0","0","1"
"0","0","1.51","1","1011611507","0","10116115","7","2","0","140","0"
"0","2","0","4","1011611508","0","10116115","8","0","0","0","1"
"140","0","1.92","1","1011611509","0","10116115","9","2","0","275","0"
"0","2.42","0","4","1011611510","0","10116115","10","0","0","0","1"
"275","0","1.09","1","1011611511","0","10116115","11","2","0","430","0"
"0","1.09","0","4","1011611512","0","10116115","12","0","0","0","1"
"0","0","1.88","1","1011611513","0","10116115","13","3","0","230","0"
"0","2.47","0","4","1011611514","0","10116115","14","0","0","0","1"
"230","0","1.88","1","1011611515","0","10116115","15","3","0","430","0"
"0","1.88","0","4","1011611516","0","10116115","16","0","0","0","1"
"0","0","0.588999999999999","1","1011611517","0","10116115","17","4","0","52","0"
"0","0.965999999999999","0","4","1011611518","0","10116115","18","0","0","0","1"
"52","0","1.423","1","1011611519","0","10116115","19","4","0","400","0"
"0","2.673","0","4","1011611520","0","10116115","20","0","0","0","1"
"0","0","0","2","1011611521","vo_won_10116115_02","10116115","21","0","vo_won","0","0"
"0","0","1.699","1","1011611522","0","10116115","22","5","0","340","0"
"0","2.495","0","4","1011611523","0","10116115","23","0","0","0","1"
"340","0","0.236","1","1011611524","0","10116115","24","5","0","450","0"
"0","0.4","0","4","1011611525","0","10116115","25","0","0","0","1"
"0","0","1.4","1","1011611526","0","10116115","26","6","0","120","0"
"0","2","0","4","1011611527","0","10116115","27","0","0","0","1"
"120","0","2.853","1","1011611528","0","10116115","28","6","0","400","0"
"0","4.428","0","4","1011611529","0","10116115","29","0","0","0","1"
"0","0","0","2","1011611530","vo_won_10116115_03","10116115","30","0","vo_won","0","0"
"0","0","1.261","1","1011611531","0","10116115","31","7","0","140","0"
"0","1.715","0","4","1011611532","0","10116115","32","0","0","0","1"
"140","0","2.245","1","1011611533","0","10116115","33","7","0","430","0"
"0","2.759","0","4","1011611534","0","10116115","34","0","0","0","1"
"0","0","3.212","1","1011611535","0","10116115","35","8","0","450","0"
"0","3.212","0","4","1011611536","0","10116115","36","0","0","0","1"
"450","0","0.499","1","1011611537","0","10116115","37","8","0","450","0"
"0","2.042","0","4","1011611538","0","10116115","38","0","0","0","1"
"0","0","0","2","1011611539","vo_won_10116115_04","10116115","39","0","vo_won","0","0"
"0","0","0.717","1","1011611540","0","10116115","40","9","0","77","0"
"0","1.491","0","4","1011611541","0","10116115","41","0","0","0","1"
"77","0","2.868","1","1011611542","0","10116115","42","9","0","363","0"
"0","3.897","0","4","1011611543","0","10116115","43","0","0","0","1"
"0","0","0","2","1011611544","vo_won_10116115_05","10116115","44","0","vo_won","0","0"
"363","0","0.179","1","1011611545","0","10116115","45","9","0","423","0"
"0","0.179","0","4","1011611546","0","10116115","46","0","0","0","1"
"0","0","1.979","1","1011611547","0","10116115","47","10","0","450","0"
"0","2.727","0","4","1011611548","0","10116115","48","0","0","0","1"
"450","0","2.432","1","1011611549","0","10116115","49","10","0","450","0"
"0","2.432","0","4","1011611550","0","10116115","50","0","0","0","1"
"0","0","1.321","1","1011611551","0","10116115","51","11","0","55","0"
"0","2.245","0","4","1011611552","0","10116115","52","0","0","0","1"
"0","0","0","2","1011611553","vo_won_10116115_06","10116115","53","0","vo_won","0","0"
"55","0","2.161","1","1011611554","0","10116115","54","11","0","360","0"
"0","3.392","0","4","1011611555","0","10116115","55","0","0","0","1"
"0","0","0","2","1011611556","vo_won_10116115_07","10116115","56","0","vo_won","0","0"
"0","0","0.982","1","1011611557","0","10116115","57","12","0","235","0"
"0","1.563","0","4","1011611558","0","10116115","58","0","0","0","1"
"235","0","1.916","1","1011611559","0","10116115","59","12","0","450","0"
"0","0.8","0","4","1011612501","0","10116125","1","0","0","0","1"
"0","0","0","2","1011612502","vo_won_10116125_01","10116125","2","0","vo_won","0","0"
"0","0","2.458","1","1011612503","0","10116125","3","1","0","262","0"
"0","3.21","0","4","1011612504","0","10116125","4","0","0","0","1"
"262","0","1.255","1","1011612505","0","10116125","5","1","0","450","0"
"0","1.255","0","4","1011612506","0","10116125","6","0","0","0","1"
"0","0","1.63","1","1011612507","0","10116125","7","2","0","155","0"
"0","2.759","0","4","1011612508","0","10116125","8","0","0","0","1"
"0","0","0","2","1011612509","vo_won_10116125_02","10116125","9","0","vo_won","0","0"
"155","0","0.753","1","1011612510","0","10116125","10","2","0","220","0"
"0","1.229","0","4","1011612511","0","10116125","11","0","0","0","1"
"220","0","1.255","1","1011612512","0","10116125","12","2","0","450","0"
"0","1.255","0","4","1011612513","0","10116125","13","0","0","0","1"
"0","0","2.138","1","1011612514","0","10116125","14","3","0","430","0"
"0","2.985","0","4","1011612515","0","10116125","15","0","0","0","1"
"430","0","0.501","1","1011612516","0","10116125","16","3","0","430","0"
"0","0.501","0","4","1011612517","0","10116125","17","0","0","0","1"
"0","0","1.807","1","1011612518","0","10116125","18","4","0","0","0"
"0","2.584","0","4","1011612519","0","10116125","19","0","0","0","1"
"0","0","0.703","1","1011612520","0","10116125","20","4","0","72","0"
"0","1.405","0","4","1011612521","0","10116125","21","0","0","0","1"
"72","0","0.553","1","1011612522","0","10116125","22","4","0","175","0"
"0","0.553","0","4","1011612523","0","10116125","23","0","0","0","1"
"175","0","0.878","1","1011612524","0","10116125","24","4","0","175","0"
"0","1.279","0","4","1011612525","0","10116125","25","0","0","0","1"
"175","0","2.233","1","1011612526","0","10116125","26","4","0","450","0"
"0","3.38","0","4","1011612527","0","10116125","27","0","0","0","1"
"0","0","0","2","1011612528","vo_won_10116125_03","10116125","28","0","vo_won","0","0"
"0","0","2.307","1","1011612529","0","10116125","29","5","0","255","0"
"0","2.859","0","4","1011612530","0","10116125","30","0","0","0","1"
"255","0","1.405","1","1011612531","0","10116125","31","5","0","450","0"
"0","1.832","0","4","1011612532","0","10116125","32","0","0","0","1"
"0","0","3.426","1","1011612533","0","10116125","33","6","0","400","0"
"0","3.912","0","4","1011612534","0","10116125","34","0","0","0","1"
"0","0","0","2","1011612535","vo_won_10116125_04","10116125","35","0","vo_won","0","0"
"0","0","2.534","1","1011612536","0","10116125","36","7","0","305","0"
"0","3.311","0","4","1011612537","0","10116125","37","0","0","0","1"
"305","0","0.979","1","1011612538","0","10116125","38","7","0","450","0"
"0","1.394","0","4","1011612539","0","10116125","39","0","0","0","1"
"0","0","3.346","1","1011612540","0","10116125","40","8","0","450","0"
"0","3.346","0","4","1011612541","0","10116125","41","0","0","0","1"
"0","0","0.828","1","1011612542","0","10116125","42","9","0","0","0"
"0","2.361","0","4","1011612543","0","10116125","43","0","0","0","1"
"0","0","0","2","1011612544","vo_won_10116125_05","10116125","44","0","vo_won","0","0"
"0","0","3.221","1","1011612545","0","10116125","45","9","0","260","0"
"0","3.999","0","4","1011612546","0","10116125","46","0","0","0","1"
"260","0","0.727","1","1011612547","0","10116125","47","9","0","420","0"
"0","1.405","0","4","1011612548","0","10116125","48","0","0","0","1"
"0","0","2.085","1","1011612549","0","10116125","49","10","0","175","0"
"0","3.523","0","4","1011612550","0","10116125","50","0","0","0","1"
"0","0","0","2","1011612551","vo_won_10116125_06","10116125","51","0","vo_won","0","0"
"0","0","0.62","1","1011612552","0","10116125","52","11","0","72","0"
"0","1.355","0","4","1011612553","0","10116125","53","0","0","0","1"
"72","0","2.483","1","1011612554","0","10116125","54","11","0","440","0"
"0","3.03","0","4","1011612555","0","10116125","55","0","0","0","1"
"0","0","1.284","1","1011612556","0","10116125","56","12","0","220","0"
"0","0.8","0","4","1011613501","0","10116135","1","0","0","0","1"
"0","0","0","2","1011613502","vo_won_10116135_01","10116135","2","0","vo_won","0","0"
"0","0","2.046","1","1011613503","0","10116135","3","1","0","210","0"
"0","2.601","0","4","1011613504","0","10116135","4","0","0","0","1"
"210","0","1.646","1","1011613505","0","10116135","5","1","0","450","0"
"0","2.101","0","4","1011613506","0","10116135","6","0","0","0","1"
"0","0","2.992","1","1011613507","0","10116135","7","2","0","410","0"
"0","4.249","0","4","1011613508","0","10116135","8","0","0","0","1"
"0","0","0","2","1011613509","vo_won_10116135_02","10116135","9","0","vo_won","0","0"
"0","0","0.865","1","1011613510","0","10116135","10","3","0","210","0"
"0","1.349","0","4","1011613511","0","10116135","11","0","0","0","1"
"210","0","2.925","1","1011613512","0","10116135","12","3","0","450","0"
"0","2.925","0","4","1011613513","0","10116135","13","0","0","0","1"
"0","0","0.64","1","1011613514","0","10116135","14","4","0","0","0"
"0","1.089","0","4","1011613515","0","10116135","15","0","0","0","1"
"0","0","1.967","1","1011613516","0","10116135","16","4","0","210","0"
