4bd001b9e96fb8f20296a874e4010df3c47a41c682f5e98f879bce8d25c67900,6cfa8a1eeb0c1aedf4243415c8c8e5e744be09dd7ffd480102ff4dc0cfa1f80c,3effa257161f76720cfcc49199156095d4071a2f4a6218b3b9ee20bcdfbf31d5,8447746ab79e25b6d2b8f52e5cbb5f05d5db083827bcf8c4fa07651b265a07fd,2c29c5f1a862843ee33f3845249c874156bc0010605f3f64c31b1d1d632eefbd,389e77974e1f0c2b31673577b92d61e1fb1c5ee8a36c520a3e4e552c0ef99a92,b2946582b861f3da9a9b8a19e9e625924365f166b8096603606c48602dba9f11,c6190faf29957a846aaeb83c81b9b34deb70fe7c18dbfacf60ee55e1870bb2ca,7262b7c8b4d418340a07314d8287b7ec532910df8288d1c66fdc8c70bcad410b,0fd86d653a6821658142325518d210c860128e03914f3a99baea75398b890325,b50cfa4a144ab6a9308f40e3815bd0df25f2c52147929a0ea7ea77ca978060cb,849e99b8588f97e1e46dcd3407f7ddbae4c0e4de321c2202df01cccfa77fef47,b2f2a1cfdb3ad7f70bbe34b55694ac5195fb0c2903623daae55ea80d529cb5f6,f9286a5940b58af0f18e1c2b5f6d52e98b8266b19e0236f9ce2b783e9ab6094c,880644374f3ec2436805c95385c13bc63f2fd2f0530596d3c4915858b6a25fab,e45a7d8258b0e657d64145ddff8d0991bfb8e7637f1aa7e11b66459eff9398c0,d6d2a3fa012cd2837d3ae5f7f0ad56490b11cf51e76c8ce42b11d5b4aa33a0c5,85a4eaacf59ec7e3d88995d6ccd88cda72960ace0dae6031ad697e58ecb95b12
"0","0","0","0","0","10","8","0","500","0","0","91002","0","1","1","0","0","0"
"0","0","0","0","0","100","8","0","50","0","0","91002","0","11","2","0","0","0"
"0","0","0","0","0","200","8","0","30","0","0","91002","0","101","3","0","0","0"
"0","0","0","0","0","500","8","0","10","0","0","91002","0","201","4","0","0","0"
"0","0","0","0","0","1000","8","0","5","0","0","91002","0","501","5","0","0","0"
"0","0","0","0","0","2000","8","0","3","0","0","91002","0","1001","6","0","0","0"
"0","0","0","0","0","4000","8","0","2","0","0","91002","0","2001","7","0","0","0"
"0","0","0","0","0","7999","8","0","1","0","0","91002","0","4001","8","0","0","0"
"0","0","0","0","0","8000","8","0","30","0","0","91002","0","8000","9","0","0","0"
"0","0","0","0","0","8100","8","0","30","0","0","91002","0","8100","10","0","0","0"
"0","0","0","0","0","8200","8","0","30","0","0","91002","0","8200","11","0","0","0"
"0","0","0","0","0","8300","8","0","30","0","0","91002","0","8300","12","0","0","0"
"0","0","0","0","0","8400","8","0","30","0","0","91002","0","8400","13","0","0","0"
"0","0","0","0","0","8500","8","0","30","0","0","91002","0","8500","14","0","0","0"
"0","0","0","0","0","8600","8","0","30","0","0","91002","0","8600","15","0","0","0"
"0","0","0","0","0","8700","8","0","30","0","0","91002","0","8700","16","0","0","0"
"0","0","0","0","0","8800","8","0","30","0","0","91002","0","8800","17","0","0","0"
"0","0","0","0","0","8900","8","0","30","0","0","91002","0","8900","18","0","0","0"
"0","0","0","0","0","9000","8","0","30","0","0","91002","0","9000","19","0","0","0"
"0","0","0","0","0","9100","8","0","30","0","0","91002","0","9100","20","0","0","0"
"0","0","0","0","0","9200","8","0","30","0","0","91002","0","9200","21","0","0","0"
"0","0","0","0","0","9300","8","0","30","0","0","91002","0","9300","22","0","0","0"
"0","0","0","0","0","9400","8","0","30","0","0","91002","0","9400","23","0","0","0"
"0","0","0","0","0","9500","8","0","30","0","0","91002","0","9500","24","0","0","0"
"0","0","0","0","0","9600","8","0","30","0","0","91002","0","9600","25","0","0","0"
"0","0","0","0","0","9700","8","0","30","0","0","91002","0","9700","26","0","0","0"
"0","0","0","0","0","9800","8","0","30","0","0","91002","0","9800","27","0","0","0"
"0","0","0","0","0","9900","8","0","30","0","0","91002","0","9900","28","0","0","0"
"0","0","0","0","0","10000","8","0","30","0","0","91002","0","10000","29","0","0","0"
"0","0","0","0","0","10100","8","0","30","0","0","91002","0","10100","30","0","0","0"
"0","0","0","0","0","10200","8","0","30","0","0","91002","0","10200","31","0","0","0"
"0","0","0","0","0","10300","8","0","30","0","0","91002","0","10300","32","0","0","0"
"0","0","0","0","0","10400","8","0","30","0","0","91002","0","10400","33","0","0","0"
"0","0","0","0","0","10500","8","0","30","0","0","91002","0","10500","34","0","0","0"
"0","0","0","0","0","10600","8","0","30","0","0","91002","0","10600","35","0","0","0"
"0","0","0","0","0","10700","8","0","30","0","0","91002","0","10700","36","0","0","0"
"0","0","0","0","0","10800","8","0","30","0","0","91002","0","10800","37","0","0","0"
"0","0","0","0","0","10900","8","0","30","0","0","91002","0","10900","38","0","0","0"
"0","0","0","0","0","11000","8","0","30","0","0","91002","0","11000","39","0","0","0"
"0","0","0","0","0","11100","8","0","30","0","0","91002","0","11100","40","0","0","0"
"0","0","0","0","0","11200","8","0","30","0","0","91002","0","11200","41","0","0","0"
"0","0","0","0","0","11300","8","0","30","0","0","91002","0","11300","42","0","0","0"
"0","0","0","0","0","11400","8","0","30","0","0","91002","0","11400","43","0","0","0"
"0","0","0","0","0","11500","8","0","30","0","0","91002","0","11500","44","0","0","0"
"0","0","0","0","0","11600","8","0","30","0","0","91002","0","11600","45","0","0","0"
"0","0","0","0","0","11700","8","0","30","0","0","91002","0","11700","46","0","0","0"
"0","0","0","0","0","11800","8","0","30","0","0","91002","0","11800","47","0","0","0"
"0","0","0","0","0","11900","8","0","30","0","0","91002","0","11900","48","0","0","0"
"0","0","0","0","0","12000","8","0","30","0","0","91002","0","12000","49","0","0","0"
"0","0","0","0","0","12100","8","0","30","0","0","91002","0","12100","50","0","0","0"
"0","0","0","0","0","12200","8","0","30","0","0","91002","0","12200","51","0","0","0"
"0","0","0","0","0","12300","8","0","30","0","0","91002","0","12300","52","0","0","0"
"0","0","0","0","0","12400","8","0","30","0","0","91002","0","12400","53","0","0","0"
"0","0","0","0","0","12500","8","0","30","0","0","91002","0","12500","54","0","0","0"
"0","0","0","0","0","12600","8","0","30","0","0","91002","0","12600","55","0","0","0"
"0","0","0","0","0","12700","8","0","30","0","0","91002","0","12700","56","0","0","0"
"0","0","0","0","0","12800","8","0","30","0","0","91002","0","12800","57","0","0","0"
"0","0","0","0","0","12900","8","0","30","0","0","91002","0","12900","58","0","0","0"
"0","0","0","0","0","13000","8","0","30","0","0","91002","0","13000","59","0","0","0"
"0","0","0","0","0","13100","8","0","30","0","0","91002","0","13100","60","0","0","0"
"0","0","0","0","0","13200","8","0","30","0","0","91002","0","13200","61","0","0","0"
"0","0","0","0","0","13300","8","0","30","0","0","91002","0","13300","62","0","0","0"
"0","0","0","0","0","13400","8","0","30","0","0","91002","0","13400","63","0","0","0"
"0","0","0","0","0","13500","8","0","30","0","0","91002","0","13500","64","0","0","0"
"0","0","0","0","0","13600","8","0","30","0","0","91002","0","13600","65","0","0","0"
"0","0","0","0","0","13700","8","0","30","0","0","91002","0","13700","66","0","0","0"
"0","0","0","0","0","13800","8","0","30","0","0","91002","0","13800","67","0","0","0"
"0","0","0","0","0","13900","8","0","30","0","0","91002","0","13900","68","0","0","0"
"0","0","0","0","0","14000","8","0","30","0","0","91002","0","14000","69","0","0","0"
"0","0","0","0","0","14100","8","0","30","0","0","91002","0","14100","70","0","0","0"
"0","0","0","0","0","14200","8","0","30","0","0","91002","0","14200","71","0","0","0"
"0","0","0","0","0","14300","8","0","30","0","0","91002","0","14300","72","0","0","0"
"0","0","0","0","0","14400","8","0","30","0","0","91002","0","14400","73","0","0","0"
"0","0","0","0","0","14500","8","0","30","0","0","91002","0","14500","74","0","0","0"
"0","0","0","0","0","14600","8","0","30","0","0","91002","0","14600","75","0","0","0"
"0","0","0","0","0","14700","8","0","30","0","0","91002","0","14700","76","0","0","0"
"0","0","0","0","0","14800","8","0","30","0","0","91002","0","14800","77","0","0","0"
"0","0","0","0","0","14900","8","0","30","0","0","91002","0","14900","78","0","0","0"
"0","0","0","0","0","15000","8","0","30","0","0","91002","0","15000","79","0","0","0"
