b02fd3f1c29738de8d051bc7884ffaa0d61076ab607f3f1bba84e2c340132423,419e94da5fbdd957246f4d68b5962093d07e89d7fae589920b6502d3d223c347,60d54946201bfc48b98e065757c26ddf322f8a2879ed660897a259ea319a30df,2b3b70e85311e20d2fcb5d517e8e7284082985eaeefe005a1cf5ab1d1db0a803,02b78d227e15b5c21c78c74fa0c0a7b3a64d0bdc7efeaae39f8c2b7ffb9944c5,5805e4955e9bc67fa47d712ba4a7e0f407bbc50f4935cb36d505c5acd6e1d03f,5580fabf3af0c1ba426d860bd46833108570f0071fc5200d6b8eee85d2f68aa5,9bf9a0f15d4fa75df7527a1664ecd0be962e0d25bb1078e50f622e77e3e6a1c8,1bfc6381cf5542293f39b92b14d0c163ef534e50ddab066684522362bd13ea1b,9ab214f30358a72966d9f19a4fbda9c07da981d31f260dd8bc4798a9f21fb2db,d047d6dc437a921b61cb521a26380828f4b39b123867b35371a4e8ea931883c6,30f8a352f512f693e5931162e12d129cb9a401fdb93d68092d9f0c76c8e057ae,d0af02e76989b48288b41a26e469343d78118105b3ddff333cda1d7c8c9faf5d,3a4e81e4592d1b59ffe544637fbaa85f027bf0e28e7b177b852a194236b0b0cb,e1704ee59c5447f4d3043538e6af292cc807482f809223c2d560ed7aa8c745f2,9f9e0e298ec143cd1bfbcdf07dbaa22a8bca65a2553467f0ce76e06a3ae7cfc2,de2092427af9a573887315f997612f0519e639c558ae55a40760cf484e28cb30,b7dee657025fa8cc3ba5b8e07d189dc5ca365bbda93d4267da085953b1d94b71,90ee6d56e0fcbdca03f33774dd65a629a56e9f78bb6c16cc535e5742127c542b,adbbdce0a4dff456e70121835c05ca97062d085b557bf9880f2ff6a1d333600d
"0","1","0","1001201","0","2","1","5","0","20","90006","0","2","1","3100104","0","0","20003","0","0"
"0","3","0","1001201","0","2","2","4","0","15","90006","0","2","2","3100103","0","0","20003","0","0"
"0","10","0","1001201","0","2","4","3","0","10","90006","0","2","3","3100102","0","0","20003","0","0"
"0","30","0","1001201","0","2","11","1","0","5","90006","0","2","4","3100101","0","0","20003","0","0"
"0","1","0","1001202","0","2","1","5","0","20","90006","0","2","5","3100104","0","0","20003","0","0"
"0","3","0","1001202","0","2","2","4","0","15","90006","0","2","6","3100103","0","0","20003","0","0"
"0","10","0","1001202","0","2","4","3","0","10","90006","0","2","7","3100102","0","0","20003","0","0"
"0","30","0","1001202","0","2","11","1","0","5","90006","0","2","8","3100101","0","0","20003","0","0"
"0","1","0","1001203","0","2","1","5","0","20","90006","0","2","9","3100104","0","0","20003","0","0"
"0","3","0","1001203","0","2","2","4","0","15","90006","0","2","10","3100103","0","0","20003","0","0"
"0","10","0","1001203","0","2","4","3","0","10","90006","0","2","11","3100102","0","0","20003","0","0"
"0","30","0","1001203","0","2","11","1","0","5","90006","0","2","12","3100101","0","0","20003","0","0"
"0","1","0","1001204","0","2","1","5","0","20","90006","0","2","13","3100104","0","0","20003","0","0"
"0","3","0","1001204","0","2","2","4","0","15","90006","0","2","14","3100103","0","0","20003","0","0"
"0","10","0","1001204","0","2","4","3","0","10","90006","0","2","15","3100102","0","0","20003","0","0"
"0","30","0","1001204","0","2","11","1","0","5","90006","0","2","16","3100101","0","0","20003","0","0"
"0","1","0","1001205","0","2","1","10","0","40","90006","0","2","17","3100104","0","0","20003","0","0"
"0","3","0","1001205","0","2","2","8","0","30","90006","0","2","18","3100103","0","0","20003","0","0"
"0","10","0","1001205","0","2","4","6","0","20","90006","0","2","19","3100102","0","0","20003","0","0"
"0","30","0","1001205","0","2","11","2","0","10","90006","0","2","20","3100101","0","0","20003","0","0"
"0","1","0","1001206","0","2","1","4","0","5","90006","0","2","21","3100104","0","0","20003","0","0"
"0","3","0","1001206","0","2","2","3","0","4","90006","0","2","22","3100103","0","0","20003","0","0"
"0","10","0","1001206","0","2","4","2","0","3","90006","0","2","23","3100102","0","0","20003","0","0"
"0","30","0","1001206","0","2","11","1","0","2","90006","0","2","24","3100101","0","0","20003","0","0"
"0","1","0","1001207","0","2","1","4","0","5","90006","0","2","25","3100104","0","0","20003","0","0"
"0","3","0","1001207","0","2","2","3","0","4","90006","0","2","26","3100103","0","0","20003","0","0"
"0","10","0","1001207","0","2","4","2","0","3","90006","0","2","27","3100102","0","0","20003","0","0"
"0","30","0","1001207","0","2","11","1","0","2","90006","0","2","28","3100101","0","0","20003","0","0"
"0","1","0","1001208","0","2","1","4","0","5","90006","0","2","29","3100104","0","0","20003","0","0"
"0","3","0","1001208","0","2","2","3","0","4","90006","0","2","30","3100103","0","0","20003","0","0"
"0","10","0","1001208","0","2","4","2","0","3","90006","0","2","31","3100102","0","0","20003","0","0"
"0","30","0","1001208","0","2","11","1","0","2","90006","0","2","32","3100101","0","0","20003","0","0"
"0","1","0","1001209","0","2","1","4","0","5","90006","0","2","33","3100104","0","0","20003","0","0"
"0","3","0","1001209","0","2","2","3","0","4","90006","0","2","34","3100103","0","0","20003","0","0"
"0","10","0","1001209","0","2","4","2","0","3","90006","0","2","35","3100102","0","0","20003","0","0"
"0","30","0","1001209","0","2","11","1","0","2","90006","0","2","36","3100101","0","0","20003","0","0"
"0","1","0","1001210","0","2","1","4","0","5","90006","0","2","37","3100104","0","0","20003","0","0"
"0","3","0","1001210","0","2","2","3","0","4","90006","0","2","38","3100103","0","0","20003","0","0"
"0","10","0","1001210","0","2","4","2","0","3","90006","0","2","39","3100102","0","0","20003","0","0"
"0","30","0","1001210","0","2","11","1","0","2","90006","0","2","40","3100101","0","0","20003","0","0"
"0","1","0","1002201","0","2","1","5","0","20","90006","0","2","41","3100104","0","0","20003","0","0"
"0","3","0","1002201","0","2","2","4","0","15","90006","0","2","42","3100103","0","0","20003","0","0"
"0","10","0","1002201","0","2","4","3","0","10","90006","0","2","43","3100102","0","0","20003","0","0"
"0","30","0","1002201","0","2","11","1","0","5","90006","0","2","44","3100101","0","0","20003","0","0"
"0","1","0","1002202","0","2","1","5","0","20","90006","0","2","45","3100104","0","0","20003","0","0"
"0","3","0","1002202","0","2","2","4","0","15","90006","0","2","46","3100103","0","0","20003","0","0"
"0","10","0","1002202","0","2","4","3","0","10","90006","0","2","47","3100102","0","0","20003","0","0"
"0","30","0","1002202","0","2","11","1","0","5","90006","0","2","48","3100101","0","0","20003","0","0"
"0","1","0","1002203","0","2","1","5","0","20","90006","0","2","49","3100104","0","0","20003","0","0"
"0","3","0","1002203","0","2","2","4","0","15","90006","0","2","50","3100103","0","0","20003","0","0"
"0","10","0","1002203","0","2","4","3","0","10","90006","0","2","51","3100102","0","0","20003","0","0"
"0","30","0","1002203","0","2","11","1","0","5","90006","0","2","52","3100101","0","0","20003","0","0"
"0","1","0","1002204","0","2","1","5","0","20","90006","0","2","53","3100104","0","0","20003","0","0"
"0","3","0","1002204","0","2","2","4","0","15","90006","0","2","54","3100103","0","0","20003","0","0"
"0","10","0","1002204","0","2","4","3","0","10","90006","0","2","55","3100102","0","0","20003","0","0"
"0","30","0","1002204","0","2","11","1","0","5","90006","0","2","56","3100101","0","0","20003","0","0"
"0","1","0","1002205","0","2","1","10","0","40","90006","0","2","57","3100104","0","0","20003","0","0"
"0","3","0","1002205","0","2","2","8","0","30","90006","0","2","58","3100103","0","0","20003","0","0"
"0","10","0","1002205","0","2","4","6","0","20","90006","0","2","59","3100102","0","0","20003","0","0"
"0","30","0","1002205","0","2","11","2","0","10","90006","0","2","60","3100101","0","0","20003","0","0"
"0","1","0","1002206","0","2","1","4","0","10","90006","0","2","61","3100104","0","0","20003","0","0"
"0","3","0","1002206","0","2","2","3","0","8","90006","0","2","62","3100103","0","0","20003","0","0"
"0","10","0","1002206","0","2","4","2","0","6","90006","0","2","63","3100102","0","0","20003","0","0"
"0","30","0","1002206","0","2","11","1","0","4","90006","0","2","64","3100101","0","0","20003","0","0"
"0","1","0","1002207","0","2","1","4","0","10","90006","0","2","65","3100104","0","0","20003","0","0"
"0","3","0","1002207","0","2","2","3","0","8","90006","0","2","66","3100103","0","0","20003","0","0"
"0","10","0","1002207","0","2","4","2","0","6","90006","0","2","67","3100102","0","0","20003","0","0"
"0","30","0","1002207","0","2","11","1","0","4","90006","0","2","68","3100101","0","0","20003","0","0"
"0","1","0","1002208","0","2","1","4","0","10","90006","0","2","69","3100104","0","0","20003","0","0"
"0","3","0","1002208","0","2","2","3","0","8","90006","0","2","70","3100103","0","0","20003","0","0"
"0","10","0","1002208","0","2","4","2","0","6","90006","0","2","71","3100102","0","0","20003","0","0"
"0","30","0","1002208","0","2","11","1","0","4","90006","0","2","72","3100101","0","0","20003","0","0"
"0","1","0","1002209","0","2","1","4","0","10","90006","0","2","73","3100104","0","0","20003","0","0"
"0","3","0","1002209","0","2","2","3","0","8","90006","0","2","74","3100103","0","0","20003","0","0"
"0","10","0","1002209","0","2","4","2","0","6","90006","0","2","75","3100102","0","0","20003","0","0"
"0","30","0","1002209","0","2","11","1","0","4","90006","0","2","76","3100101","0","0","20003","0","0"
"0","1","0","1002210","0","2","1","4","0","10","90006","0","2","77","3100104","0","0","20003","0","0"
"0","3","0","1002210","0","2","2","3","0","8","90006","0","2","78","3100103","0","0","20003","0","0"
"0","10","0","1002210","0","2","4","2","0","6","90006","0","2","79","3100102","0","0","20003","0","0"
"0","30","0","1002210","0","2","11","1","0","4","90006","0","2","80","3100101","0","0","20003","0","0"
"0","1","0","1003201","0","2","1","5","0","20","90006","0","2","81","3100104","0","0","20003","0","0"
"0","3","0","1003201","0","2","2","4","0","15","90006","0","2","82","3100103","0","0","20003","0","0"
"0","10","0","1003201","0","2","4","3","0","10","90006","0","2","83","3100102","0","0","20003","0","0"
"0","30","0","1003201","0","2","11","1","0","5","90006","0","2","84","3100101","0","0","20003","0","0"
"0","1","0","1003202","0","2","1","5","0","20","90006","0","2","85","3100104","0","0","20003","0","0"
"0","3","0","1003202","0","2","2","4","0","15","90006","0","2","86","3100103","0","0","20003","0","0"
"0","10","0","1003202","0","2","4","3","0","10","90006","0","2","87","3100102","0","0","20003","0","0"
"0","30","0","1003202","0","2","11","1","0","5","90006","0","2","88","3100101","0","0","20003","0","0"
"0","1","0","1003203","0","2","1","5","0","20","90006","0","2","89","3100104","0","0","20003","0","0"
"0","3","0","1003203","0","2","2","4","0","15","90006","0","2","90","3100103","0","0","20003","0","0"
"0","10","0","1003203","0","2","4","3","0","10","90006","0","2","91","3100102","0","0","20003","0","0"
"0","30","0","1003203","0","2","11","1","0","5","90006","0","2","92","3100101","0","0","20003","0","0"
"0","1","0","1003204","0","2","1","5","0","20","90006","0","2","93","3100104","0","0","20003","0","0"
"0","3","0","1003204","0","2","2","4","0","15","90006","0","2","94","3100103","0","0","20003","0","0"
"0","10","0","1003204","0","2","4","3","0","10","90006","0","2","95","3100102","0","0","20003","0","0"
"0","30","0","1003204","0","2","11","1","0","5","90006","0","2","96","3100101","0","0","20003","0","0"
"0","1","0","1003205","0","2","1","10","0","40","90006","0","2","97","3100104","0","0","20003","0","0"
"0","3","0","1003205","0","2","2","8","0","30","90006","0","2","98","3100103","0","0","20003","0","0"
"0","10","0","1003205","0","2","4","6","0","20","90006","0","2","99","3100102","0","0","20003","0","0"
"0","30","0","1003205","0","2","11","2","0","10","90006","0","2","100","3100101","0","0","20003","0","0"
"0","1","0","1003206","0","2","1","4","0","10","90006","0","2","101","3100104","0","0","20003","0","0"
"0","3","0","1003206","0","2","2","3","0","8","90006","0","2","102","3100103","0","0","20003","0","0"
"0","10","0","1003206","0","2","4","2","0","6","90006","0","2","103","3100102","0","0","20003","0","0"
"0","30","0","1003206","0","2","11","1","0","4","90006","0","2","104","3100101","0","0","20003","0","0"
"0","1","0","1003207","0","2","1","4","0","10","90006","0","2","105","3100104","0","0","20003","0","0"
"0","3","0","1003207","0","2","2","3","0","8","90006","0","2","106","3100103","0","0","20003","0","0"
"0","10","0","1003207","0","2","4","2","0","6","90006","0","2","107","3100102","0","0","20003","0","0"
"0","30","0","1003207","0","2","11","1","0","4","90006","0","2","108","3100101","0","0","20003","0","0"
"0","1","0","1003208","0","2","1","4","0","10","90006","0","2","109","3100104","0","0","20003","0","0"
"0","3","0","1003208","0","2","2","3","0","8","90006","0","2","110","3100103","0","0","20003","0","0"
"0","10","0","1003208","0","2","4","2","0","6","90006","0","2","111","3100102","0","0","20003","0","0"
"0","30","0","1003208","0","2","11","1","0","4","90006","0","2","112","3100101","0","0","20003","0","0"
"0","1","0","1003209","0","2","1","4","0","10","90006","0","2","113","3100104","0","0","20003","0","0"
"0","3","0","1003209","0","2","2","3","0","8","90006","0","2","114","3100103","0","0","20003","0","0"
"0","10","0","1003209","0","2","4","2","0","6","90006","0","2","115","3100102","0","0","20003","0","0"
"0","30","0","1003209","0","2","11","1","0","4","90006","0","2","116","3100101","0","0","20003","0","0"
"0","1","0","1003210","0","2","1","4","0","10","90006","0","2","117","3100104","0","0","20003","0","0"
"0","3","0","1003210","0","2","2","3","0","8","90006","0","2","118","3100103","0","0","20003","0","0"
"0","10","0","1003210","0","2","4","2","0","6","90006","0","2","119","3100102","0","0","20003","0","0"
"0","30","0","1003210","0","2","11","1","0","4","90006","0","2","120","3100101","0","0","20003","0","0"
"0","1","0","1004201","0","2","1","5","0","20","90006","0","2","121","3100104","0","0","20003","0","0"
"0","3","0","1004201","0","2","2","4","0","15","90006","0","2","122","3100103","0","0","20003","0","0"
"0","10","0","1004201","0","2","4","3","0","10","90006","0","2","123","3100102","0","0","20003","0","0"
"0","30","0","1004201","0","2","11","1","0","5","90006","0","2","124","3100101","0","0","20003","0","0"
"0","1","0","1004202","0","2","1","5","0","20","90006","0","2","125","3100104","0","0","20003","0","0"
"0","3","0","1004202","0","2","2","4","0","15","90006","0","2","126","3100103","0","0","20003","0","0"
"0","10","0","1004202","0","2","4","3","0","10","90006","0","2","127","3100102","0","0","20003","0","0"
"0","30","0","1004202","0","2","11","1","0","5","90006","0","2","128","3100101","0","0","20003","0","0"
"0","1","0","1004203","0","2","1","5","0","20","90006","0","2","129","3100104","0","0","20003","0","0"
"0","3","0","1004203","0","2","2","4","0","15","90006","0","2","130","3100103","0","0","20003","0","0"
"0","10","0","1004203","0","2","4","3","0","10","90006","0","2","131","3100102","0","0","20003","0","0"
"0","30","0","1004203","0","2","11","1","0","5","90006","0","2","132","3100101","0","0","20003","0","0"
"0","1","0","1004204","0","2","1","5","0","20","90006","0","2","133","3100104","0","0","20003","0","0"
"0","3","0","1004204","0","2","2","4","0","15","90006","0","2","134","3100103","0","0","20003","0","0"
"0","10","0","1004204","0","2","4","3","0","10","90006","0","2","135","3100102","0","0","20003","0","0"
"0","30","0","1004204","0","2","11","1","0","5","90006","0","2","136","3100101","0","0","20003","0","0"
"0","1","0","1004205","0","2","1","10","0","40","90006","0","2","137","3100104","0","0","20003","0","0"
"0","3","0","1004205","0","2","2","8","0","30","90006","0","2","138","3100103","0","0","20003","0","0"
"0","10","0","1004205","0","2","4","6","0","20","90006","0","2","139","3100102","0","0","20003","0","0"
"0","30","0","1004205","0","2","11","2","0","10","90006","0","2","140","3100101","0","0","20003","0","0"
"0","1","0","1004206","0","2","1","4","0","10","90006","0","2","141","3100104","0","0","20003","0","0"
"0","3","0","1004206","0","2","2","3","0","8","90006","0","2","142","3100103","0","0","20003","0","0"
"0","10","0","1004206","0","2","4","2","0","6","90006","0","2","143","3100102","0","0","20003","0","0"
"0","30","0","1004206","0","2","11","1","0","4","90006","0","2","144","3100101","0","0","20003","0","0"
"0","1","0","1004207","0","2","1","4","0","10","90006","0","2","145","3100104","0","0","20003","0","0"
"0","3","0","1004207","0","2","2","3","0","8","90006","0","2","146","3100103","0","0","20003","0","0"
"0","10","0","1004207","0","2","4","2","0","6","90006","0","2","147","3100102","0","0","20003","0","0"
"0","30","0","1004207","0","2","11","1","0","4","90006","0","2","148","3100101","0","0","20003","0","0"
"0","1","0","1004208","0","2","1","4","0","10","90006","0","2","149","3100104","0","0","20003","0","0"
"0","3","0","1004208","0","2","2","3","0","8","90006","0","2","150","3100103","0","0","20003","0","0"
"0","10","0","1004208","0","2","4","2","0","6","90006","0","2","151","3100102","0","0","20003","0","0"
"0","30","0","1004208","0","2","11","1","0","4","90006","0","2","152","3100101","0","0","20003","0","0"
"0","1","0","1004209","0","2","1","4","0","10","90006","0","2","153","3100104","0","0","20003","0","0"
"0","3","0","1004209","0","2","2","3","0","8","90006","0","2","154","3100103","0","0","20003","0","0"
"0","10","0","1004209","0","2","4","2","0","6","90006","0","2","155","3100102","0","0","20003","0","0"
"0","30","0","1004209","0","2","11","1","0","4","90006","0","2","156","3100101","0","0","20003","0","0"
"0","1","0","1004210","0","2","1","4","0","10","90006","0","2","157","3100104","0","0","20003","0","0"
"0","3","0","1004210","0","2","2","3","0","8","90006","0","2","158","3100103","0","0","20003","0","0"
"0","10","0","1004210","0","2","4","2","0","6","90006","0","2","159","3100102","0","0","20003","0","0"
"0","30","0","1004210","0","2","11","1","0","4","90006","0","2","160","3100101","0","0","20003","0","0"
