008eef3edd02461cd6f14faa60169bab716d0be6672e5d171abbe40559c21278,57eef3760b581263c111de627f382b44f91ac0abcf4b7b5d9e32449db379fee1,9dde1bf3d9672aa0fa44d68138d03114b9c5c485debaacd13551c2efc394cd04,fb5268e5fe01653615391f05c7bf422a8fd1a71269fe64b6dae4ba4e4ae3bd3f,cd8567424fa2c463f96dfacf1db180c83720649c6780383d43929741670d02db,b8d8040519a01a17c1ebacdc90b56d20b83b2acfff23f7b263542f809799629e
"4","10011001","1","60000001","6","101011"
"4","10011001","1","60000002","6","101071"
"4","10011001","1","60000003","6","101101"
"4","10011001","1","60000004","7","101131"
"4","10011001","1","60000005","6","101161"
"4","10011001","1","60000006","6","101191"
"4","10011001","1","60000007","7","101251"
"4","10011001","1","60000008","7","101281"
"4","10011001","1","60000009","7","101371"
"4","10011001","1","60000010","7","101401"
"4","10011001","1","60000011","7","101431"
"4","10011001","1","60000012","7","101521"
"4","10011001","1","60000013","7","101551"
"4","10011001","1","60000014","7","101581"
"4","10011001","1","60000015","7","101611"
"4","10011002","1","60000016","2","102011"
"4","10011002","1","60000017","2","102013"
"4","10011002","1","60000018","2","102014"
"4","10011002","1","60000019","2","102041"
"4","10011002","1","60000020","2","102071"
"4","10011002","1","60000021","2","102101"
"4","10011002","1","60000022","2","102131"
"4","10011002","1","60000023","2","102162"
"4","10011002","1","60000024","2","102163"
"4","10011002","1","60000025","2","102191"
"4","10011002","1","60000026","2","102192"
"4","10011002","1","60000027","2","102221"
"4","10011002","1","60000028","2","102222"
"4","10011002","1","60000029","2","102251"
"4","10011002","1","60000030","3","102252"
"4","10011002","1","60000031","3","102281"
"4","10011002","1","60000032","3","102461"
"4","10011002","1","60000033","3","102551"
"4","10011002","1","60000034","3","102552"
"4","10011002","1","60000035","3","102581"
"4","10011002","1","60000036","3","102582"
"4","10011002","1","60000037","3","102611"
"4","10011002","1","60000038","3","102612"
"4","10011002","1","60000039","3","122282"
"4","10011002","1","60000040","3","122311"
"4","10011002","1","60000041","3","122312"
"4","10011002","1","60000042","3","122341"
"4","10011002","1","60000043","3","122342"
"4","10011002","1","60000044","3","122371"
"4","10011002","1","60000045","3","122372"
"4","10011002","1","60000046","3","122401"
"4","10011002","1","60000047","3","122431"
"4","10011002","1","60000048","3","122432"
"4","10011002","1","60000049","3","122491"
"4","10011002","1","60000050","3","122493"
"4","10011002","1","60000051","3","122521"
"4","10011002","1","60000052","3","122613"
"4","10011002","1","60000053","3","122614"
"4","10011003","1","60000054","2","113011"
"4","10011003","1","60000055","2","113012"
"4","10011003","1","60000056","2","113013"
"4","10011003","1","60000057","2","113071"
"4","10011003","1","60000058","2","113101"
"4","10011003","1","60000059","2","113131"
"4","10011003","1","60000060","2","113162"
"4","10011003","1","60000061","2","113191"
"4","10011003","1","60000062","2","113221"
"4","10011003","1","60000063","2","113222"
"4","10011003","1","60000064","2","113252"
"4","10011003","1","60000065","3","113283"
"4","10011003","1","60000066","3","113342"
"4","10011003","1","60000067","3","113372"
"4","10011003","1","60000068","3","113401"
"4","10011003","1","60000069","3","113431"
"4","10011003","1","60000070","3","113521"
"4","10011003","1","60000071","3","113522"
"4","10011003","1","60000072","3","113551"
"4","10011003","1","60000073","3","113552"
"4","10011003","1","60000074","3","113553"
"4","10011003","1","60000075","3","113581"
"4","10011003","1","60000076","3","113611"
"4","10011003","1","60000077","3","113614"
"4","10011003","1","60000078","2","123041"
"4","10011003","1","60000079","2","123042"
"4","10011003","1","60000080","2","123072"
"4","10011003","1","60000081","2","123132"
"4","10011003","1","60000082","2","123161"
"4","10011003","1","60000083","2","123192"
"4","10011003","1","60000084","2","123193"
"4","10011003","1","60000085","2","123251"
"4","10011003","1","60000086","3","123281"
"4","10011003","1","60000087","3","123282"
"4","10011003","1","60000088","3","123311"
"4","10011003","1","60000089","3","123341"
"4","10011003","1","60000090","3","123343"
"4","10011003","1","60000091","3","123371"
"4","10011003","1","60000092","3","123432"
"4","10011003","1","60000093","3","123461"
"4","10011003","1","60000094","3","123491"
"4","10011003","1","60000095","3","123582"
"4","10011003","1","60000096","3","123583"
"4","10011003","1","60000097","3","123612"
"4","10011004","1","60000098","2","114011"
"4","10011004","1","60000099","2","114012"
"4","10011004","1","60000100","2","114041"
