2e1dc471b90f5d09586562a295b036f723f03e3e975ce8e838e23d84c1974c09,589c74919302b39af0cf378be83f76324223a749fc682db709507c4b234fdf23,ecb96ad18827ed42e63bb162e7eddc301b9af659ccf8c56817ba8c0185173b6c,e87579839932fc7f853140ce4592451c28882a66f63c58c8c88a3a67bdc5766b,7c55313e78d71f46d4179cfea051bf2b9041b6973ff0eccd1731d6f12cb404e9,f1a6d9ed168d8ebe549fee25194afb46e68118cffc3932faedf22c527580d9f1,813103ec48de07d145e47ec45d500fb56f7be34bf7c7f9410847d86cd0d05bdf,964101616b50ba4467603100918cb445a8adabc0e77f75e0c6d71919dcd3e780,89db5c27566f9a95af60f6dbcf2526ffa2c54bae9a26e90c5a93f2dc9622f294,99df09fd2506faea35d2702a8138ebfcbadaa0886f3a36f3dbd79c979e7c2253,184571e787e7acbcb5d9467d1a2163750466188e4ef5fb81c41fc02922db0aad,ec07c5b6d5eeb20f134498b9ae8574a0de20680bf67a7e5954d11448d4c8b0c7,71452a6ab79bcb2cfcc81152f304de534a9cb7496da86a14174464d1f162d235,b2ea69bb461ab102e4a17efae6c23c4c4439453eaa3b1560d09b61f33d5c77f3,308d7f1986949769d2529ca7eb3e532592b8667fc5f7b2cdd3b0a406a3f6782b,fae5916da8a36e67ef3841f821c9dcb8bcbbb02b6f7b99264d0cc235e06d4623,f28dc72e836b89d022ddb1adea3cd119a6c3e81aadc3c1cae76f4cea23de767a,bd0adf9b8c593bba1eae6ae2d36947abec8a7049850953d46411cd210f0be8a6,3cc097a21f56c73bbd00c0ea34e39bd478e5f364925df7a9431e2531ecc99808,b031e88f100f8a408c861137bad656ec3ce9919558c5f3b6f8cb0be6abd20863,82a8f11152f915a4fad66cb87125d033f6684802008a526d25d17f333e759aed,1c773871a375fd741467d462d6bd4ff151a7e817425e418a779de51eee979b27,04a275506763e10afbc651393b8ae6937f49858ee2af98e5a8b366e810b43c9a,c08d05bfddcac19671b9f55ef3d330a068423017cc8b2513bb4917c5a7defdea,444bdb3df540d9455cbf587fa7ca14727bb9a5ad679f6e9864c2bc4d8128464e,2d1b912ba8a69b4d79202ab36265688cd44d6e7e4ad947589995ef0cd0e57061,73ba8da9e5264a68aea2701f904fcfc65bca12f6bbdd06adb7e81644a4547712,94d4aef861fa6378d43fecd2d0933248bbd515ff75c35bd5d690405c2f41c764,844d33bfb588a9131f824d7c6c00523a69670799f89ad19b182c6ffb65bf3ae3,f03061365b5bcfbdac28a958c8e173e0f6bd5c5898a50434018c29e7e5f13dd2,24bb3725311c6a3e9829055409827a4fdd4a75244f13760e70ecb5790ebf151a,f578b1759f4cabb27a3ff8c682494e691d70a44e04453ea04a8e50ce6695290d,73ef3c7e6e16e8c2892fb9e3705bddeb79a80d57374aa589080db5ffc0553405,79e0e2c7e46d86aa4d2703ced8961b1320efe95698370a1d40b13392dd9980ed,3dfb92fd4c7701d5c9029892198190252b4b98d9cd72102f8fc3d620b1fa1cb1,80672bc9f5c93f5ca17b41429e0cdb0bc9b9d5948c9efcc657d15b2e777c767a,7b5eb7602a04413fc473fb2984af93f8b58b8f8ed0f22154f1493fa78041f3f6,9616e1bcad8cf41a3b16434ba1e1766f71f0f73777b778f609af6d6fda00732f,1667a2d902132a834e80ebde7cc33d94091e37478461f18969df0578fd1be221,a48dc5c7bb6ec17a0cf6395145879cb7105fe17d688c84a9b8d160d7b62c4839,69fcb0e97d597d80ba580898583343bd9d3c9d2e1e3da4f9c065baf6044e0e83,c7d1dce8422c124276f2a8f9093465cac108296b8a68b6d30d1eb85da51626cd
"bgm_M126","0","-1","72010070","0","2200101","40001","0","166","-1","101182","0","0","0.7","0.7","333","720100701","91002","300","-20","94002","1","0.7","1","0","1","140000","1","0","0","70","-168","0","-335","0","90","90005","100000","0.7","0","0","30"
"bgm_M126","0","-1","72020110","0","2200102","40001","0","166","-1","101312","0","0","0.7","0.7","333","720201101","91002","300","-20","94002","1","0.7","2","0","0.7","140000","1","0","0","110","-168","0","-335","0","90","90005","100000","0.7","0","0","30"
"bgm_M126","0","-1","72030130","0","2200103","40001","0","166","-1","101322","0","0","0.7","0.7","333","720301301","91002","300","0","94002","1","0.7","3","0","0.8","140000","1","0","0","130","-168","0","-335","0","90","90005","100000","0.7","0","0","30"
"bgm_M126","0","-1","72040150","0","2200104","40001","0","166","-1","101372","0","0","0.7","0.7","333","720401501","91002","300","-20","94002","1","0.7","4","0","0.7","140000","1","0","0","150","-168","0","-335","0","90","90005","100000","0.7","0","0","30"
"bgm_M126","0","-1","72050170","0","2200105","40001","0","166","-1","101492","0","0","0.7","0.7","333","720501701","91002","300","10","94002","1","0.7","5","0","1.1","140000","1","0","0","170","-168","0","-335","0","90","90005","100000","0.7","0","0","30"
"bgm_M126","0","-1","72060190","0","2200106","40001","0","166","-1","101502","0","0","0.7","0.7","333","720601901","91002","300","10","94002","1","0.7","6","0","1","140000","1","0","0","190","-168","0","-335","0","90","90005","100000","0.7","0","0","30"
"bgm_M126","0","-1","72070210","0","2200107","40001","0","166","-1","101512","0","0","0.7","0.7","333","720702101","91002","300","10","94002","1","0.7","7","0","1","140000","1","0","0","210","-168","0","-335","0","90","90005","200000","0.7","0","0","30"
"bgm_M126","0","-1","72080230","0","2200108","40001","0","299","99","101522","0","0","0.7","0","0","720802301","91002","300","-10","94002","1","0.7","8","0","0.7","140000","1","0","0","230","-101","0","-301","0","90","90005","200000","0.7","0","0","30"
"bgm_M126","0","-1","72090250","0","2200109","40001","0","299","99","101722","0","0","0.7","0","0","720902501","91002","300","-10","94002","1","0.7","9","0","1.1","140000","1","0","0","250","-101","0","-301","0","90","90005","200000","0.7","0","0","30"
"bgm_M126","0","-1","72100270","0","2200110","40001","0","166","-1","101812","0","0","0.7","0.7","333","721002701","91002","300","10","94002","1","0.7","10","0","0.9","140000","1","0","0","270","-168","0","-335","0","90","90005","300000","0.7","0","0","30"
"bgm_M126","0","-1","72110290","0","2200111","40001","0","166","-1","101892","0","0","0.7","0.7","333","721102901","91002","300","10","94002","1","0.7","11","0","0.9","140000","1","0","0","290","-168","0","-335","0","90","90005","300000","0.7","0","0","30"
"bgm_M126","0","-1","72120310","0","2200112","40001","0","166","-1","101902","0","0","0.7","0.7","333","721203101","91002","300","10","94002","1","0.75","12","0","0.7","140000","1","0","0","310","-168","0","-335","0","90","90005","300000","0.7","0","0","30"
"bgm_M126","0","-1","72130330","0","2200113","40001","0","166","-1","101912","0","0","0.7","0.7","333","721303301","91002","300","10","94002","1","0.7","13","0","0.9","140000","1","0","0","330","-168","0","-335","0","90","90005","300000","0.7","0","0","30"
"bgm_M126","0","-1","72140350","0","2200114","40001","0","166","-1","102142","0","0","0.7","0.7","333","721403501","91002","300","10","94002","1","0.7","14","0","0.9","140000","1","0","0","350","-168","0","-335","0","90","90005","300000","0.7","0","0","30"
"bgm_M126","0","-1","72150360","0","2200115","40001","0","166","-1","102152","0","0","0.7","0.7","333","721503601","91002","300","-40","94002","1","0.7","15","0","0.9","140000","1","0","0","360","-168","0","-335","0","90","90005","400000","0.7","0","0","30"
"bgm_M126","0","-1","72160370","0","2200116","40001","0","166","-1","102152","0","0","0.7","0.7","333","721603701","91002","300","-40","94002","1","0.7","16","0","0.9","140000","1","0","0","370","-168","0","-335","0","90","90005","480000","0.7","0","0","30"
"bgm_M126","0","-1","72170380","0","2200117","40001","0","166","-1","102162","0","0","0.7","0.7","333","721703801","91002","300","0","94002","1","0.7","17","0","0.9","140000","1","0","0","380","-168","0","-335","0","90","90005","480000","0.7","0","0","30"
"bgm_M126","0","-1","72180390","0","2200118","40001","0","166","-1","102162","0","0","0.7","0.7","333","721803901","91002","300","0","94002","1","0.7","18","0","0.9","140000","1","0","0","390","-168","0","-335","0","90","90005","560000","0.7","0","0","30"
"bgm_M126","0","-1","72190400","0","2200119","40001","0","166","-1","102322","0","0","0.7","0.7","333","721904001","91002","300","0","94002","1","0.7","19","0","0.9","140000","1","0","0","400","-168","0","-335","0","90","90005","560000","0.7","0","0","30"
"bgm_M126","0","-1","72200410","0","2200120","40001","0","166","-1","102322","0","0","0.7","0.7","333","722004101","91002","300","0","94002","1","0.7","20","0","0.9","140000","1","0","0","410","-168","0","-335","0","90","90005","640000","0.7","0","0","30"
"bgm_M126","0","-1","72210420","0","2200121","40001","0","166","-1","102502","0","0","0.7","0.7","333","722104201","91002","300","0","94002","1","0.7","21","0","0.8","140000","1","0","0","420","-168","0","-335","0","90","90005","640000","0.7","0","0","30"
"bgm_M126","0","-1","72220430","0","2200122","40001","0","166","-1","102502","0","0","0.7","0.7","333","722204301","91002","300","0","94002","1","0.7","22","0","0.8","140000","1","0","0","430","-168","0","-335","0","90","90005","720000","0.7","0","0","30"
"bgm_M126","0","-1","72230440","0","2200123","40001","0","166","-1","102512","0","0","0.7","0.7","333","722304401","91002","300","0","94002","1","0.7","23","0","0.9","140000","1","0","0","440","-168","0","-335","0","90","90005","720000","0.7","0","0","30"
"bgm_M126","0","-1","72240450","0","2200124","40001","0","166","-1","102512","0","0","0.7","0.7","333","722404501","91002","300","0","94002","1","0.7","24","0","0.9","140000","1","0","0","450","-168","0","-335","0","90","90005","800000","0.7","0","0","30"
"bgm_M126","0","-1","72250460","0","2200125","40001","0","166","-1","102632","0","0","0.7","0.7","333","722504601","91002","300","0","94002","1","0.7","25","0","0.9","140000","1","0","0","460","-168","0","-335","0","90","90005","800000","0.7","0","0","30"
"bgm_M126","0","-1","72260470","0","2200126","40001","0","166","-1","102632","0","0","0.7","0.7","333","722604701","91002","300","0","94002","1","0.7","26","0","0.9","140000","1","0","0","470","-168","0","-335","0","90","90005","880000","0.7","0","0","30"
"bgm_M126","0","-1","72270480","0","2200127","40001","0","166","-1","102642","0","0","0.7","0.7","333","722704801","91002","300","0","94002","1","0.7","27","0","0.8","140000","1","0","0","480","-168","0","-335","0","90","90005","880000","0.7","0","0","30"
"bgm_M126","0","-1","72280490","0","2200128","40001","0","166","-1","102642","0","0","0.7","0.7","333","722804901","91002","300","0","94002","1","0.7","28","0","0.8","140000","1","0","0","490","-168","0","-335","0","90","90005","960000","0.7","0","0","30"
"bgm_M126","0","-1","72290500","0","2200129","40001","0","166","-1","102702","0","0","0.7","0.7","333","722905001","91002","300","0","94002","1","0.7","29","0","0.8","140000","1","0","0","500","-168","0","-335","0","90","90005","960000","0.7","0","0","30"
"bgm_M126","0","-1","72300510","0","2200130","40001","0","166","-1","102702","0","0","0.7","0.7","333","723005101","91002","300","0","94002","1","0.7","30","0","0.8","140000","1","0","0","510","-168","0","-335","0","90","90005","1040000","0.7","0","0","30"
"bgm_M126","0","-1","72310520","0","2200131","40001","0","166","-1","102712","0","0","0.7","0.7","333","723105201","91002","300","0","94002","1","0.7","31","0","0.8","140000","1","0","0","520","-168","0","-335","0","90","90005","1040000","0.7","0","0","30"
"bgm_M126","0","-1","72320530","0","2200132","40001","0","166","-1","102712","0","0","0.7","0.7","333","723205301","91002","300","0","94002","1","0.7","32","0","0.8","140000","1","0","0","530","-168","0","-335","0","90","90005","1120000","0.7","0","0","30"
"bgm_M126","0","-1","72330540","0","2200133","40001","0","166","-1","102502","0","0","0.7","0.7","333","723305401","91002","300","0","94002","1","0.7","33","0","0.8","140000","1","0","0","540","-168","0","-335","0","90","90005","1120000","0.7","0","0","30"
"bgm_M126","0","-1","72340550","0","2200134","40001","0","166","-1","102502","0","0","0.7","0.7","333","723405501","91002","300","0","94002","1","0.7","34","0","0.8","140000","1","0","0","550","-168","0","-335","0","90","90005","1200000","0.7","0","0","30"
"bgm_M126","0","-1","72350560","0","2200135","40001","0","166","-1","102832","0","0","0.7","0.7","333","723505601","91002","300","0","94002","1","0.7","35","0","0.9","140000","1","0","0","560","-168","0","-335","0","90","90005","1200000","0.7","0","0","30"
"bgm_M126","0","-1","72360570","0","2200136","40001","0","166","-1","102832","0","0","0.7","0.7","333","723605701","91002","300","0","94002","1","0.7","36","0","0.9","140000","1","0","0","570","-168","0","-335","0","90","90005","1280000","0.7","0","0","30"
"bgm_M126","0","-1","72370580","0","2200137","40001","0","166","-1","102502","0","0","0.7","0.7","333","723705801","91002","300","0","94002","1","0.7","37","0","0.8","140000","1","0","0","580","-168","0","-335","0","90","90005","1280000","0.7","0","0","30"
"bgm_M126","0","-1","72380590","0","2200138","40001","0","299","99","102502","0","0","0.7","0","0","723805901","91002","300","0","94002","1","0.7","38","0","0.8","140000","1","0","0","590","-101","0","-301","0","90","90005","1360000","0.7","0","0","30"
"bgm_M126","0","-1","72390600","0","2200139","40001","0","299","99","101902","0","0","0.7","0","0","723906001","91002","300","0","94002","1","0.7","39","0","0.9","140000","1","0","0","600","-101","0","-301","0","90","90005","1360000","0.7","0","0","30"
"bgm_M126","0","-1","72400610","0","2200140","40001","0","299","99","101902","0","0","0.7","0","0","724006101","91002","300","0","94002","1","0.7","40","0","0.9","140000","1","0","0","610","-101","0","-301","0","90","90005","1440000","0.7","0","0","30"
"bgm_M126","0","-1","72410620","0","2200141","40001","0","299","99","102162","0","0","0.7","0","0","724106201","91002","300","0","94002","1","0.7","41","0","0.9","140000","1","0","0","620","-101","0","-301","0","90","90005","1440000","0.7","0","0","30"
"bgm_M126","0","-1","72420630","0","2200142","40001","0","299","99","102162","0","0","0.7","0","0","724206301","91002","300","0","94002","1","0.7","42","0","0.9","140000","1","0","0","630","-101","0","-301","0","90","90005","1520000","0.7","0","0","30"
"bgm_M126","0","-1","72430640","0","2200143","40001","0","299","99","101312","0","0","0.7","0","0","724306401","91002","300","0","94002","1","0.7","43","0","0.7","140000","1","0","0","640","-101","0","-301","0","90","90005","1520000","0.7","0","0","30"
"bgm_M126","0","-1","72440650","0","2200144","40001","0","299","99","101312","0","0","0.7","0","0","724406501","91002","300","0","94002","1","0.7","44","0","0.7","140000","1","0","0","650","-101","0","-301","0","90","90005","1600000","0.7","0","0","30"
"bgm_M126","0","-1","72450660","0","2200145","40001","0","299","99","102142","0","0","0.7","0","0","724506601","91002","300","0","94002","1","0.7","45","0","0.7","140000","1","0","0","660","-101","0","-301","0","90","90005","1600000","0.7","0","0","30"
"bgm_M126","0","-1","72460670","0","2200146","40001","0","299","99","102142","0","0","0.7","0","0","724606701","91002","300","0","94002","1","0.7","46","0","0.7","140000","1","0","0","670","-101","0","-301","0","90","90005","1680000","0.7","0","0","30"
