ec2ef2c45b5c040500543a346af1054b5187792570a1c801bfa99ba42c4507ad,6fe8bae077de8a8c1d9734b40acffcb5928fa0fa7fc4bec8c2e4aead61ce4133,546ec6c7a7b8dfb6eb6f69295fd4f1bae45e811ab8c6d6a01bfe410caf97eb10,ed3ffd6da604cf0148a1d549d41f7ce8dd5f57a8535dee1203ef7b1268d4c67d,d9ca7657ea006c97459649b669a9915d09c5b0483c0ff8c409d5bb805f33b5f8,bd4607600ff0a8bb8fffe1129eac1f1c8b61fab02214df01bf1fdbb5fde0c682,e2e2a9d96f29f772cabf09c3ee8477ac7d51d298c8d7b436e3dccd8829a69a0f,bbe4e0b517666413da2a147f80889a39d28f0f83e8163523b24fcbe068b0ff13,44e1016472c6a34f9792748a8afee84a16eb165503756f056d909c226c6678b7,34f0fe707f5f3af153767e7992a1224a997f995ae57fe78093bb25279255da4e,fa674f8a6e4b8a17dc15ced39d1c93d45c76d4e3005255900bf01eff406f4768,e783d9d7aee5c3baabe283f594efa78f8c3c1409ec209c4574f5b03897d44a7b,66d8626b23236a2e86f8560960724e9af59c6cb10fd5cebd1513ac024c418088,46dedff366bacef2656f8aac0e948e3bcf946a1cb8af4759909f9b14903c3284,ae33eba1bd8b6609ec550483434ba96dbb0d549fcfcf062d786756681bad450c,3dac4c6d38c9e7afba52ee715afb96e0a1bd80fa51a641d9b4da55d8b6b4d551,8a947f9bd51844aecb28b06e2e44ba551d4d335e4d3e4f28353c4f122711bf09,0769e7a59f5136759e8efff848f6646b0cf06a63a03e16c664fcbde8a6dff524,68c856158298a08048849ff2a9c7d180194d340617cf9a1a42a7d3eabd0817c1,9921aa46699a9e76a1850ac3bda96649bc9a0c6547cb2edffc256d2b4b57d850,f0921b37378cd1e83203466e5cd257cde537ddedba54998aee4a216312e06283,c371d23f2bb9db36b9da692a42b51e8daffcbd5b30e0a4471f8701bc5b6cccfe,e72f3c6201dbe9c4c0bbba9ad080cb5eff05558b68aa828744568fc5adeb50ab,64cc4636d0d434cfdd614dd37a8c46facb432bd61f3925f8e36284ff15050421,8524b66d37f2d92d729f5c1df12224da74554fd0d35eb48e4c6eca5db3abce12,b216159029486bbb08adf14b476d475995201c23d341162c8b8a179438575d26,1742321514769af110f999294f30579ee67d6a95b5ee9e49264cd31b3ca94626,f979389bb7bdb7a5afa50767898496023f81fef16a4fae2f99a9a4ee8a2e7520,b21ade5aae5ca942804db69084c354a4a33b8498027a90805748fd9fa5a2b71f
"0","0","0.4","99002","100091","0","1.2","bgm_M06","31001","1","40001","0","3100101","31001001","0","100091","90","1","0","0","0","0","94002","0","0","bgm_M06","0","0","0"
"0","0","0.4","99002","100092","0","1.2","bgm_M06","31001","1","40001","0","3100101","31001002","0","100092","90","2","0","0","0","0","94002","0","0","bgm_M06","0","0","0"
"100","0","0.6","90002","100101","0","1.2","bgm_M06","31001","1","40004","99002","3100102","31001003","0","100101","90","3","0","0","0","0","94002","0","0","bgm_M06","0","0","0"
"0","0","0.65","99002","100102","0","1.2","bgm_M06","31001","1","40001","0","3100103","31001004","0","100102","90","4","0","0","0","0","94002","0","0","bgm_M06","0","0","0"
"0","0","0.7","99002","100102","0","1.2","bgm_M06","31001","1","40001","0","3100103","31001005","0","100102","90","5","0","0","0","0","94002","0","0","bgm_M06","0","0","0"
"100","90005","0.75","90002","100102","0","1.2","bgm_M06","31001","1","40004","99002","3100104","31001006","0","100102","90","6","0","0","0","0","94002","0","0","bgm_M06","0","0","0"
"100","0","1","90002","100722","0","1.2","bgm_M63","31001","3","40004","99002","3100105","31001007","0","100722","90","7","0","0","0","501010011","94002","0","0","bgm_M63","0","0","0"
"0","0","0.4","99002","100251","0","1.2","bgm_M06","31002","1","40001","0","3100201","31002001","0","100251","90","1","0","0","0","0","94002","0","0","bgm_M06","0","0","0"
"0","0","0.4","99002","100252","0","1.2","bgm_M06","31002","1","40001","0","3100201","31002002","0","100252","90","2","0","0","0","0","94002","0","0","bgm_M06","0","0","0"
"200","0","0.6","90002","100253","0","1.2","bgm_M06","31002","1","40004","99002","3100202","31002003","0","100253","90","3","0","0","0","0","94002","0","0","bgm_M06","0","0","0"
"0","0","0.65","99002","100254","0","1.2","bgm_M06","31002","1","40001","0","3100203","31002004","0","100254","90","4","0","0","0","0","94002","0","0","bgm_M06","0","0","0"
"0","0","0.7","99002","100255","0","1.2","bgm_M06","31002","1","40001","0","3100203","31002005","0","100255","90","5","0","0","0","0","94002","0","0","bgm_M06","0","0","0"
"200","0","0.75","90002","100256","0","1.2","bgm_M06","31002","1","40004","99002","3100204","31002006","0","100256","90","6","0","0","0","0","94002","0","0","bgm_M06","0","0","0"
"0","0","0.8","99002","100257","0","1.2","bgm_M06","31002","1","40001","0","3100205","31002007","0","100257","90","7","0","0","0","0","94002","0","0","bgm_M06","0","0","0"
"0","0","0.8","99002","100258","0","1.2","bgm_M06","31002","1","40001","0","3100205","31002008","0","100258","90","8","0","0","0","0","94002","0","0","bgm_M06","0","0","0"
"200","90005","0.8","90002","100259","0","1.2","bgm_M06","31002","1","40004","99002","3100206","31002009","0","100259","90","9","0","0","0","0","94002","0","0","bgm_M06","0","0","0"
"200","0","1","90002","100261","0","1.2","bgm_M63","31002","3","40004","99002","3100207","31002010","0","100261","90","10","0","0","0","501010021","94002","0","0","bgm_M63","0","0","0"
"0","0","0.4","99002","100291","0","1.2","bgm_M06","31003","1","40001","0","3100301","31003001","-50","100291","90","1","0","0","0","0","94002","0","0","bgm_M06","0","0","0"
"0","0","0.4","99002","100292","0","1.2","bgm_M06","31003","1","40001","0","3100302","31003002","-50","100292","90","2","0","0","0","0","94002","0","0","bgm_M06","0","0","0"
"300","0","0.6","90002","100293","0","1.2","bgm_M06","31003","1","40004","99002","3100302","31003003","-50","100293","90","3","0","0","0","0","94002","0","0","bgm_M06","0","0","0"
"0","0","0.65","99002","100291","0","1.2","bgm_M06","31003","1","40001","0","3100303","31003004","-50","100291","90","4","0","0","0","0","94002","0","0","bgm_M06","0","0","0"
"300","0","0.75","90002","100292","0","1.2","bgm_M06","31003","1","40004","99002","3100303","31003005","-50","100292","90","5","0","0","0","0","94002","0","0","bgm_M06","0","0","0"
"0","0","0.75","99002","100294","0","1.2","bgm_M06","31003","1","40001","0","3100304","31003006","-50","100294","90","6","0","0","0","0","94002","0","0","bgm_M06","0","0","0"
"300","0","0.8","90002","100295","0","1.2","bgm_M06","31003","1","40004","99002","3100304","31003007","-50","100295","90","7","0","0","0","0","94002","0","0","bgm_M06","0","0","0"
"0","0","0.85","99002","100296","0","1.2","bgm_M06","31003","1","40001","0","3100305","31003008","-50","100296","90","8","0","0","0","0","94002","0","0","bgm_M06","0","0","0"
"300","90005","0.85","90002","100297","0","1.2","bgm_M06","31003","1","40004","99002","3100307","31003009","-50","100297","90","9","0","0","0","0","94002","0","0","bgm_M06","0","0","0"
"300","0","1","90002","100313","0","1.2","bgm_M63","31003","3","40004","99002","3100306","31003010","-50","100313","90","10","0","0","0","501010031","94002","0","0","bgm_M63","0","0","0"
"400","0","0.7","90002","100271","0","1.2","bgm_M06","31004","1","40004","99002","3100401","31004001","-50","100271","90","1","0","0","0","0","94002","0","0","bgm_M06","0","0","0"
"400","0","0.85","90002","100273","0","1.2","bgm_M06","31004","1","40004","99002","3100401","31004002","-50","100273","90","2","0","0","0","0","94002","0","0","bgm_M06","0","0","0"
"400","0","0.9","90002","100274","0","1.2","bgm_M06","31004","1","40004","99002","3100401","31004003","-50","100274","90","3","0","0","0","0","94002","0","0","bgm_M06","0","0","0"
"400","90005","1","90002","100277","0","1.2","bgm_M06","31004","1","40004","99002","3100403","31004004","-50","100277","90","4","0","0","0","0","94002","0","0","bgm_M06","0","0","0"
"400","0","1","90002","100283","0","1.2","bgm_M63","31004","3","40004","99002","3100402","31004005","-50","100283","90","5","0","0","0","501010041","94002","0","0","bgm_M63","0","0","0"
"500","140001","0.7","90002","101601","0","1.2","bgm_M06","31005","1","40004","99002","3100501","31005001","-50","101601","90","1","0","0","0","0","94002","0","0","bgm_M06","0","0","0"
"500","140001","0.85","90002","101601","0","1.2","bgm_M06","31005","1","40004","99002","3100501","31005002","-50","101601","90","2","0","0","0","0","94002","0","0","bgm_M06","0","0","0"
"600","140001","0.9","90002","101602","0","1.2","bgm_M06","31005","1","40004","99002","3100501","31005003","-50","101602","90","3","0","0","0","0","94002","0","0","bgm_M06","0","0","0"
"600","140001","1","90002","101602","0","1.2","bgm_M06","31005","1","40004","99002","3100502","31005004","-50","101602","90","4","0","0","0","0","94002","0","90005","bgm_M06","0","0","0"
"300","140001","1","90002","101611","0","1.6","bgm_M63","31005","3","40004","99002","3100503","31005005","-50","101611","90","5","0","0","0","501010051","94002","0","0","bgm_M63","0","0","0"
"600","140001","0.7","99002","102171","0","1.2","bgm_M06","31006","1","40004","20000","3100601","31006001","-50","102171","90","1","0","0","0","0","90002","0","25001","bgm_M06","94002","0","0"
"600","140001","0.85","99002","102172","0","1.2","bgm_M06","31006","1","40004","20000","3100601","31006002","-50","102172","90","2","0","0","0","0","90002","0","25001","bgm_M06","94002","0","0"
"800","140001","0.9","99002","102173","0","1.2","bgm_M06","31006","1","40004","20000","3100601","31006003","-50","102173","90","3","0","0","0","0","90002","0","25001","bgm_M06","94002","0","0"
"800","140001","1","99002","102172","0","1.2","bgm_M06","31006","1","40004","20000","3100602","31006004","-50","102172","90","4","0","0","0","0","90002","0","25001","bgm_M06","90005","0","0"
"400","140001","1","99002","102174","0","1.3","bgm_M63","31006","3","40004","20000","3100603","31006005","-50","102174","90","5","0","0","0","501010061","90002","0","25001","bgm_M63","94002","0","0"
"700","140001","0.7","99002","102741","0","1.2","bgm_M06","31007","1","40004","20000","3100701","31007001","-50","102741","90","1","0","0","0","0","90002","0","25001","bgm_M06","94002","0","0"
"700","140001","0.85","99002","102742","0","1.2","bgm_M06","31007","1","40004","20000","3100701","31007002","-50","102742","90","2","0","0","0","0","90002","0","25001","bgm_M06","94002","0","0"
"1000","140001","0.9","99002","102743","0","1.2","bgm_M06","31007","1","40004","20000","3100701","31007003","-50","102743","90","3","0","0","0","0","90002","0","25001","bgm_M06","94002","0","0"
