3182f9e1528a2dabd2ed7ed62048d1a3af1e3c1b9ea702c76cc8c12a27118474,731b0790a81daea86b4a7fc1ba26ac711c10b38d2634c68e47da8ee91f6f1c4e,2704840d1070f4b65d518127fe579b93deeb38f2f65774aa883c3ab8efea7732,9cdca370d5dc5e31fcf547556823f73b6ed2cb28643cffde706d7b1eed2fa2a7,b9099bb5b6a3474972c295a2947c5ea041f761e0ee7308a7f2c82d642998f785,546c78239101a6a7cafd3f766576a27bfd54af5af9610b43cbda46a949a88d87,51d61e37534baf4bcb0d8aace82af744c96d49e4d05bc251e43af271e3593c09,a8ff07f13c644ca20e97cd0fa2681fd669e9586c91593a4f9e4204bf96776254,f8f90b1cd24bf2f79471efdaf1e5936bad144a233f31890e25e9cd2502e13e4e,33bb77506ab92e3f065712ad04822c79b2e8515b283480f64138d53edd279659,3fc9698f220e2f996ab8855ec263533e6e13d9b8cd44d6c059e5cf7466ad9551,1a1640d5313558a8f8fd50b05d77b69dcc1ff3b3db2b433114f0a7d83ea7ef6f,d1336297b608aa6a6982b081a8f74033800ebc6efc5db67e534653eadab0839c,854f74a1a59e78d38a6f360dc9244698ed5f671ef17054a5f716c1f3a022740b,2e18752ae5335f98df3db12b72e9af60f93f18d6bd2219dca063b49afc95a118
"0","登頂1次特殊地下城","32001","603","1","1004110","80001","32001001","1st Round Clear！","1","2015/04/01 15:00:00","0","2030/04/01 14:59:59","3200101","0"
"0","登頂2次特殊地下城","32001","603","1","1004110","80001","32001002","2nd Round Clear！","2","2015/04/01 15:00:00","0","2030/04/01 14:59:59","3200102","0"
"0","登頂3次特殊地下城","32001","603","1","1004110","80001","32001003","3rd Round Clear！","3","2015/04/01 15:00:00","0","2030/04/01 14:59:59","3200103","0"
"0","登頂4次特殊地下城","32001","603","1","1004110","80001","32001004","4th Round Clear！","4","2015/04/01 15:00:00","0","2030/04/01 14:59:59","3200104","0"
"0","登頂5次特殊地下城","32001","603","1","1004110","80001","32001005","CONQUEST！","5","2015/04/01 15:00:00","0","2030/04/01 14:59:59","3200105","0"
"0","登頂1次特殊地下城","32002","603","1","1004110","80001","32001001","1st Round Clear！","1","2015/04/01 15:00:00","0","2030/04/01 14:59:59","3200201","0"
"0","登頂2次特殊地下城","32002","603","1","1004110","80001","32001002","2nd Round Clear！","2","2015/04/01 15:00:00","0","2030/04/01 14:59:59","3200202","0"
"0","登頂3次特殊地下城","32002","603","1","1004110","80001","32001003","3rd Round Clear！","3","2015/04/01 15:00:00","0","2030/04/01 14:59:59","3200203","0"
"0","登頂4次特殊地下城","32002","603","1","1004110","80001","32001004","4th Round Clear！","4","2015/04/01 15:00:00","0","2030/04/01 14:59:59","3200204","0"
"0","登頂5次特殊地下城","32002","603","1","1004110","80001","32001005","CONQUEST！","5","2015/04/01 15:00:00","0","2030/04/01 14:59:59","3200205","0"
"0","登頂1次特殊地下城","32003","603","1","1004110","80001","32001001","1st Round Clear！","1","2015/04/01 15:00:00","0","2030/04/01 14:59:59","3200301","0"
"0","登頂2次特殊地下城","32003","603","1","1004110","80001","32001002","2nd Round Clear！","2","2015/04/01 15:00:00","0","2030/04/01 14:59:59","3200302","0"
"0","登頂3次特殊地下城","32003","603","1","1004110","80001","32001003","3rd Round Clear！","3","2015/04/01 15:00:00","0","2030/04/01 14:59:59","3200303","0"
"0","登頂4次特殊地下城","32003","603","1","1004110","80001","32001004","4th Round Clear！","4","2015/04/01 15:00:00","0","2030/04/01 14:59:59","3200304","0"
"0","登頂5次特殊地下城","32003","603","1","1004110","80001","32001005","CONQUEST！","5","2015/04/01 15:00:00","0","2030/04/01 14:59:59","3200305","0"
"0","登頂1次特殊地下城","32004","603","1","1004110","80001","32001001","1st Round Clear！","1","2015/04/01 15:00:00","0","2030/04/01 14:59:59","3200401","0"
"0","登頂2次特殊地下城","32004","603","1","1004110","80001","32001002","2nd Round Clear！","2","2015/04/01 15:00:00","0","2030/04/01 14:59:59","3200402","0"
"0","登頂3次特殊地下城","32004","603","1","1004110","80001","32001003","3rd Round Clear！","3","2015/04/01 15:00:00","0","2030/04/01 14:59:59","3200403","0"
"0","登頂4次特殊地下城","32004","603","1","1004110","80001","32001004","4th Round Clear！","4","2015/04/01 15:00:00","0","2030/04/01 14:59:59","3200404","0"
"0","登頂5次特殊地下城","32004","603","1","1004110","80001","32001005","CONQUEST！","5","2015/04/01 15:00:00","0","2030/04/01 14:59:59","3200405","0"
"0","登頂1次特殊地下城","32005","603","1","1004110","80001","32001001","1st Round Clear！","1","2015/04/01 15:00:00","0","2030/04/01 14:59:59","3200501","0"
"0","登頂2次特殊地下城","32005","603","1","1004110","80001","32001002","2nd Round Clear！","2","2015/04/01 15:00:00","0","2030/04/01 14:59:59","3200502","0"
"0","登頂3次特殊地下城","32005","603","1","1004110","80001","32001003","3rd Round Clear！","3","2015/04/01 15:00:00","0","2030/04/01 14:59:59","3200503","0"
"0","登頂4次特殊地下城","32005","603","1","1004110","80001","32001004","4th Round Clear！","4","2015/04/01 15:00:00","0","2030/04/01 14:59:59","3200504","0"
"0","登頂5次特殊地下城","32005","603","1","1004110","80001","32001005","CONQUEST！","5","2015/04/01 15:00:00","0","2030/04/01 14:59:59","3200505","0"
"0","登頂1次特殊地下城","32006","603","1","1004110","80001","32001001","1st Round Clear！","1","2015/04/01 15:00:00","0","2030/04/01 14:59:59","3200601","0"
"0","登頂2次特殊地下城","32006","603","1","1004110","80001","32001002","2nd Round Clear！","2","2015/04/01 15:00:00","0","2030/04/01 14:59:59","3200602","0"
"0","登頂3次特殊地下城","32006","603","1","1004110","80001","32001003","3rd Round Clear！","3","2015/04/01 15:00:00","0","2030/04/01 14:59:59","3200603","0"
"0","登頂4次特殊地下城","32006","603","1","1004110","80001","32001004","4th Round Clear！","4","2015/04/01 15:00:00","0","2030/04/01 14:59:59","3200604","0"
"0","登頂5次特殊地下城","32006","603","1","1004110","80001","32001005","CONQUEST！","5","2015/04/01 15:00:00","0","2030/04/01 14:59:59","3200605","0"
"0","登頂1次特殊地下城","32007","603","1","1004110","80001","32001001","1st Round Clear！","1","2015/04/01 15:00:00","0","2030/04/01 14:59:59","3200701","0"
"0","登頂2次特殊地下城","32007","603","1","1004110","80001","32001002","2nd Round Clear！","2","2015/04/01 15:00:00","0","2030/04/01 14:59:59","3200702","0"
"0","登頂3次特殊地下城","32007","603","1","1004110","80001","32001003","3rd Round Clear！","3","2015/04/01 15:00:00","0","2030/04/01 14:59:59","3200703","0"
"0","登頂4次特殊地下城","32007","603","1","1004110","80001","32001004","4th Round Clear！","4","2015/04/01 15:00:00","0","2030/04/01 14:59:59","3200704","0"
"0","登頂5次特殊地下城","32007","603","1","1004110","80001","32001005","CONQUEST！","5","2015/04/01 15:00:00","0","2030/04/01 14:59:59","3200705","0"
"0","登頂1次特殊地下城","32008","603","1","1004110","80001","32001001","1st Round Clear！","1","2015/04/01 15:00:00","0","2030/04/01 14:59:59","3200801","0"
"0","登頂2次特殊地下城","32008","603","1","1004110","80001","32001002","2nd Round Clear！","2","2015/04/01 15:00:00","0","2030/04/01 14:59:59","3200802","0"
"0","登頂3次特殊地下城","32008","603","1","1004110","80001","32001003","3rd Round Clear！","3","2015/04/01 15:00:00","0","2030/04/01 14:59:59","3200803","0"
"0","登頂4次特殊地下城","32008","603","1","1004110","80001","32001004","4th Round Clear！","4","2015/04/01 15:00:00","0","2030/04/01 14:59:59","3200804","0"
"0","登頂5次特殊地下城","32008","603","1","1004110","80001","32001005","CONQUEST！","5","2015/04/01 15:00:00","0","2030/04/01 14:59:59","3200805","0"
"0","登頂1次特殊地下城","32009","603","1","1004110","80001","32001001","1st Round Clear！","1","2015/04/01 15:00:00","0","2030/04/01 14:59:59","3200901","0"
"0","登頂2次特殊地下城","32009","603","1","1004110","80001","32001002","2nd Round Clear！","2","2015/04/01 15:00:00","0","2030/04/01 14:59:59","3200902","0"
"0","登頂3次特殊地下城","32009","603","1","1004110","80001","32001003","3rd Round Clear！","3","2015/04/01 15:00:00","0","2030/04/01 14:59:59","3200903","0"
"0","登頂4次特殊地下城","32009","603","1","1004110","80001","32001004","4th Round Clear！","4","2015/04/01 15:00:00","0","2030/04/01 14:59:59","3200904","0"
"0","登頂5次特殊地下城","32009","603","1","1004110","80001","32001005","CONQUEST！","5","2015/04/01 15:00:00","0","2030/04/01 14:59:59","3200905","0"
"0","登頂1次特殊地下城","32010","603","1","1004110","80001","32001001","1st Round Clear！","1","2015/04/01 15:00:00","0","2030/04/01 14:59:59","3201001","0"
"0","登頂2次特殊地下城","32010","603","1","1004110","80001","32001002","2nd Round Clear！","2","2015/04/01 15:00:00","0","2030/04/01 14:59:59","3201002","0"
"0","登頂3次特殊地下城","32010","603","1","1004110","80001","32001003","3rd Round Clear！","3","2015/04/01 15:00:00","0","2030/04/01 14:59:59","3201003","0"
"0","登頂4次特殊地下城","32010","603","1","1004110","80001","32001004","4th Round Clear！","4","2015/04/01 15:00:00","0","2030/04/01 14:59:59","3201004","0"
"0","登頂5次特殊地下城","32010","603","1","1004110","80001","32001005","CONQUEST！","5","2015/04/01 15:00:00","0","2030/04/01 14:59:59","3201005","0"
