0863c11bca4939871ca822d85f6ce60b3b3f041be5df7be9fda7027c61154253,4bc50405e94aedd8244a843e98a58ac9e89d833b04b92e9de1a3cb5d2f282e95,800853aa2fe9648011bf9682f20227dbabb4fc5e5abbcbe4080425df2ffa839e,bc6e0783143373d3dd114175820416b76dff130e898ea4a55ed84d1072f61799,2da82eaaeca18de4b3320ebde59ade467ab956b317d186f8db41f398ab901977,51a0a8167194556e9e2830fbae573b2be76ca3dcd9da085bba10b44c2ba498fa,b9d22eab457a1a5c469c9fec0473fdc12baa3d93d9fabeb08e50789a4477171c,049fd9bf33a02baeced6ffb13612b13fec5e011d4e3879fd3a5534fd4a124dd8,d0f40e91086142c4ac54d8ebfc1389a2382d3ad8ba3d9f43a93997fe16abd9f6,1935c34d74b42df14b2a32a354e0fb7b3f14395017219c6ca425e0b0ce1c526c,031a232ab7bc22374ac5c68547b40d2a4dec6365b180c757a2b9f8a6de0f5c05
"0","0","0","100701","0","0","0","0","0","1001","0"
"0","0","0","100301","0","0","0","0","0","1010","0"
"0","0","0","105201","0","0","0","0","0","1011","0"
"0","0","0","104601","0","0","0","0","0","1012","0"
"0","0","0","101301","0","0","0","0","0","1013","0"
"0","0","0","111001","0","0","0","0","0","1014","0"
"0","0","0","101801","0","0","0","0","0","1015","0"
"0","0","0","102001","0","0","0","0","0","1016","0"
"0","0","0","103001","0","0","0","0","0","1017","0"
"0","0","0","102801","0","0","0","0","0","1018","0"
"0","0","0","103301","0","0","0","0","0","1019","0"
"0","0","0","103601","0","0","0","0","0","1020","0"
"0","0","0","102301","0","0","0","0","0","1021","0"
"0","0","0","106101","0","0","0","0","0","1022","0"
"0","0","0","110901","0","0","0","0","0","1023","0"
"0","0","0","100101","0","0","0","0","0","1096","0"
"0","0","0","101201","0","0","0","0","0","1099","0"
"0","0","0","106501","0","0","0","0","0","1100","0"
"0","0","0","101601","0","0","0","0","0","1101","0"
"0","0","0","107101","0","0","0","0","0","1140","0"
"0","0","0","107001","0","0","0","0","0","1164","0"
"0","0","0","102801","0","0","0","0","0","1166","0"
"0","0","0","105901","0","0","0","0","0","1171","0"
"0","0","0","105701","0","0","0","0","0","1174","0"
"0","0","0","100601","0","0","0","0","0","1175","0"
"0","0","0","104301","0","0","0","0","0","1210","0"
"0","0","0","102801","0","0","0","0","0","1214","0"
"0","0","0","100701","0","0","0","0","0","1218","0"
"0","0","0","106801","0","0","0","0","0","1221","0"
"0","0","0","101001","0","0","0","0","0","1223","0"
"0","0","0","106001","0","0","0","0","0","1225","0"
"0","0","0","103801","0","0","0","0","0","1231","0"
"0","0","0","100701","0","0","0","0","0","1232","0"
"0","0","0","104901","0","0","0","0","0","1233","0"
"0","0","0","107001","0","0","0","0","0","1239","0"
"0","0","0","100801","0","0","0","0","0","1240","0"
"0","0","0","101601","0","0","0","0","0","1246","0"
"0","0","0","101301","0","0","0","0","0","1255","0"
"0","0","0","102001","0","0","0","0","0","1261","0"
"0","0","0","104301","0","0","0","0","0","1262","0"
"0","0","0","101101","0","0","0","0","0","1263","0"
"0","0","0","100801","0","0","0","0","0","1264","0"
"0","0","0","101701","0","0","0","0","0","1265","0"
"0","0","0","106001","0","0","0","0","0","1266","0"
"0","0","0","105301","0","0","0","0","0","1267","0"
"0","0","0","101001","0","0","0","0","0","2088","0"
"0","0","0","110901","0","0","0","0","0","2089","0"
"0","0","0","110901","0","0","0","0","0","2091","0"
"0","0","0","101201","0","0","0","0","103801","2128","0"
"0","0","0","105801","105901","0","0","0","106001","2129","0"
"0","0","0","104701","103701","0","0","0","107101","2130","100501"
"0","0","0","101401","0","0","0","0","104301","2135","0"
"0","105301","0","103001","104501","0","0","0","100801","2137","105501"
"0","0","0","101601","105001","0","0","0","101801","2139","0"
"0","0","0","104401","107101","0","0","0","102901","2143","0"
"0","0","0","101101","100101","0","0","0","106601","2148","106701"
"0","0","0","102201","0","0","0","0","100601","2149","0"
"0","0","0","105301","103801","0","0","0","103701","2151","101401"
"0","0","0","102801","0","0","0","0","103201","2154","0"
"0","0","0","105201","103301","0","0","0","101001","2157","0"
"0","0","0","104901","0","0","0","0","102701","2162","0"
"0","0","0","104001","110901","0","0","0","111001","2163","110801"
"0","0","0","104401","101701","0","0","0","101001","2164","0"
"0","0","0","101701","101601","0","0","0","103001","2167","0"
"0","0","0","105801","106001","0","0","0","105901","2169","102501"
"0","0","0","104301","101401","0","0","0","101001","2229","101701"
"0","0","0","106001","0","0","0","0","0","2230","0"
"0","0","0","102801","102101","0","0","0","102301","2231","102501"
"0","0","0","101601","0","0","0","0","0","2248","0"
"0","0","0","100401","103601","0","0","0","102001","2279","0"
"0","0","0","105301","103801","0","0","0","103701","2280","101401"
"0","0","0","104901","104501","0","0","0","101801","2281","0"
"0","0","0","106701","106601","0","0","0","106501","2282","0"
"0","0","0","104701","103701","0","0","0","107101","2283","100501"
"0","0","0","102301","104201","0","0","0","102101","2284","0"
"0","0","0","104801","104601","0","0","0","103201","2285","0"
"0","0","0","104001","0","0","0","0","0","2287","0"
"0","0","0","103601","0","0","0","0","0","2288","0"
"0","0","0","102101","0","0","0","0","0","2289","0"
"0","0","0","102101","0","0","0","0","0","2290","0"
"0","0","0","100901","0","0","0","0","0","3002","0"
"0","0","0","105901","0","0","0","0","0","3016","0"
"0","0","0","106001","0","0","0","0","0","3020","0"
"0","0","0","102001","0","0","0","0","0","3026","0"
"0","0","0","101201","0","0","0","0","0","3029","0"
"0","0","0","104001","0","0","0","0","0","3066","0"
"0","0","0","101201","0","0","0","0","103801","3067","0"
"0","0","0","107101","0","0","0","0","0","3068","0"
"0","0","0","100501","0","0","0","0","0","3069","0"
"0","0","0","102301","0","0","0","0","0","3070","0"
"0","0","0","104801","0","0","0","0","0","3073","0"
"0","0","0","104601","0","0","0","0","0","3074","0"
"0","0","0","101801","0","0","0","0","0","3075","0"
"0","0","0","105001","0","0","0","0","0","3076","0"
"0","0","0","100801","0","0","0","0","0","3077","0"
"0","0","0","106301","0","0","0","0","0","3080","0"
"0","0","0","109401","0","0","0","0","0","3082","0"
"0","0","0","111401","0","0","0","0","0","3085","0"
"0","0","0","104901","0","0","0","0","102701","3086","0"
"0","0","0","104501","0","0","0","0","0","3087","0"
"0","0","0","101701","0","0","0","0","0","3088","0"
"0","0","0","106501","0","0","0","0","106601","3089","0"
"0","0","0","102601","0","0","0","0","0","3090","0"
"0","0","0","101501","0","0","0","0","0","3091","0"
"0","0","0","100701","0","0","0","0","0","3103","0"
"0","0","0","102901","0","0","0","0","0","3124","0"
"0","0","0","100601","0","0","0","0","0","3134","0"
"0","0","0","105801","105901","0","0","0","106001","3143","106401"
"0","0","0","105801","105901","0","0","0","106001","3144","106401"
"0","0","0","106001","0","0","0","0","0","3145","0"
"0","0","0","102801","0","0","0","0","102501","3146","0"
"0","0","0","101101","0","0","0","0","104901","3147","0"
"0","0","0","101401","0","0","0","0","104301","3148","0"
"0","105301","0","103001","104501","0","0","0","100801","3149","105501"
"0","0","0","101601","105001","0","0","0","101801","3150","0"
"0","0","0","110901","110801","0","0","0","111001","3151","0"
"0","100101","100201","105801","105901","0","100301","0","106001","3152","106401"
"0","0","0","103301","0","0","0","0","102601","3153","0"
"0","0","0","100301","0","0","0","0","105401","3154","0"
"0","0","0","102901","105401","0","0","0","104201","3155","0"
"0","0","0","100801","0","0","0","0","0","3156","0"
"0","0","0","110901","110801","0","0","0","111001","3157","0"
"0","0","0","100701","0","0","0","0","0","3158","0"
"0","0","0","104501","0","0","0","0","0","3167","0"
"0","0","0","104501","0","0","0","0","0","3168","0"
"0","0","0","104501","0","0","0","0","0","3169","0"
"0","0","0","104501","0","0","0","0","0","3171","0"
"0","0","0","104501","0","0","0","0","0","3173","0"
"0","0","0","104501","0","0","0","0","0","3174","0"
"0","0","0","104501","0","0","0","0","0","3175","0"
"0","0","0","104501","0","0","0","0","0","3177","0"
"0","0","0","106501","0","0","0","0","106601","3179","0"
"0","0","0","102901","105401","0","0","0","104201","3244","0"
"0","0","0","102901","105401","0","0","0","104201","3245","0"
"0","0","0","101601","0","0","0","0","0","3287","0"
"0","0","0","103301","103801","0","0","0","105201","4017","102601"
"0","0","0","111001","0","0","0","0","0","4049","0"
"0","0","0","104001","104801","0","0","0","104601","4050","0"
"0","0","0","106501","0","0","0","0","106601","4053","0"
"0","0","0","105801","106001","0","0","0","105901","4054","0"
"0","0","0","110901","0","0","0","0","0","4087","0"
"0","0","0","111001","0","0","0","0","0","4088","0"
"0","0","0","105901","0","0","0","0","0","4200","0"
"0","0","0","101201","0","0","0","0","0","4204","0"
"0","0","0","101601","0","0","0","0","0","4212","0"
"0","0","0","107001","0","0","0","0","0","4218","0"
"0","0","0","104001","0","0","0","0","0","5003","0"
"0","0","0","105801","0","0","0","0","0","5032","0"
"0","0","0","105801","0","0","0","0","0","5035","0"
"0","0","0","104601","0","0","0","0","0","5036","0"
"0","105101","0","102701","101301","0","0","0","100901","5038","105601"
"0","103101","0","100701","100601","0","0","0","102201","5039","104401"
"0","103001","0","105301","104501","0","0","0","100801","5040","105501"
"0","0","0","102601","105201","0","0","0","103301","5041","103801"
"0","0","0","106801","0","0","0","0","0","5042","0"
"0","0","0","104701","103701","0","0","0","107101","5043","100501"
"0","0","0","104801","104601","0","0","0","103201","5044","0"
"0","0","0","105801","0","0","0","0","0","5049","0"
"0","0","0","101001","0","0","0","0","0","5103","0"
