b3e7af12250afe129ab9d3353ffd71577332249fe6f6c2506a7fcdce8132b9e6,06db2ec23483ecf735f546201ef0c7ecca830ab038c03568aa994dbe9ea59509,877b6cfb475e43cf9467c7252b930790fda3f627c9eb3a07869bde0e0e9596b2,6b5e8192e8ed7c24f639e8da9d5c7b5477a0f790caf91cdf5391ec36faa4c47b,d89d58701da8f4b9616207cc24393afd9cacdf8e90bdf84ab2dc21cca1193bcf,e9e1a061c8cf0ce38487995f0a69fbf4c8c7ff59b89c75b96de5629b791c5a38,1dee6c8709bd5129a372b005921049aabbcbf038ebf0734ee4e15acbedcf96aa,3a07fae0df477701882d73c03f0ad8c5a690ff24d880a1340112d0578c94b378,f02b6bc20099cf0e3b3e183268babfc024af2ca9984bc867e1863cd81e1b5545,32d1fe207491cbb34137f26b03d828c9ac04d157a1aa65c38181fb62988e4d0e,4310ff2b8aca46212e975e8a224b425a334adb2caf4155059c359d95604ac201,2e199eabe6cbc54a15d5379d797a987898672273fe5e5eb9bcfd9a0efda407eb,d341dad44a9b0e168a13d636c44dd650a5ad65813a7035a59cb3c5218eb4c26f,b5c307acafa967a23f7d5df41507b9d470eff7b67a01f345ecebd404d2d04e94,4839377273bb00a1daa109bab2e8cdf3ba251364fe15233797eac13020c71fac,1ad9e800c2bbe410788b420e97b824b1c12713dc6ba6af0d879a19065dafe0da,e35b2338aa8234177b0b48db3af7884d045eb215485835191c5232a7876cd110,ad90356149543e8293860f257e84c967a98dac5c82d913f7aeaf9d8c5c94e7c3,e60b6aa45bcff016c0f76c83bd62e7b77283203234728d512de2c5e336fcc19d,3631b18501c17c78c1f484c5e975a6f111604bb64d206cb5c9610cccab5afbff,2e4e2e189f0846a6e0145c7770201fc31e030a77576f6c96bba9ba013dd913b3,4fbde1a3e4ccc3f05e893ecab6463d3fcb4f02ae6e9e8a3bfe119e5074c01ccd,4f84658f9a1a2eca08731d1070b15d05c55e29f8eb3358523ea2816560333e0d,2ec1d9e13723e48785b8d776010b4bbb565fc9f4761e02bb685ac5ad8d655ae0,f621b1d9f7a15227b651776f5f570f31a8ba31d8051b3281a661e24e0f425a35,1e7a377484a4e6e4620533da39a4fe49bc189e0f27bd124bfc3daa47a82e602b,95f7b38d4187acafcda86654915fd070822d4cc645ee110be9edd3515a676fa1,2617da75d8cea4c20b9877a034e27cc94d7408cbf252ff56c18aa59ced7be36d,4eeab78392c49371326009a7323d4b479cd51ac82065ccdf39664857484b2d66,74db30a34fe54f3b1c5442d467005539cad54b493c389fdb38ab3507a04a38f3,4b945ba4b4d0d357dfbb0a891ffbf74f52b721d31fcf7b0915733ce0742955f5,2732fdec8077dd4fa28319808a67feeaf92b2e721bff72293e34d879906b4129,34ab73ea20b0bd9b9972af9bc34d98f43620f696156cb1a27a1e87b073b3723d,085b57c1804b2eacb4244fda3352f7d70f3c90c9ea1fe416e367d8027a656750,68120cffced8799f08379e7071d80b94286ec7572b3f5b8839abaa111014a634,b29aee656d31d9583be24340913e2a8f49c95eb3858a72a4d8071ead3e70e916,751f7412702a3b4a8f0bec96a9c67ebeda214f813fdd1f29847c3edbbf1dc8e4,1dbbed14717d791c53e6a11774b3dd9401a8d5239d92f12b6a56530625070baa,3668eb61b6b255574e768658ecb3f0f6770fe04e0a1496cb52f1bca6bc87b01f,884bcda50d5c275e69baa7c338c79f63d9c65283295627dec956f55ea8d2b09e,0f62f463ffa02ed649d3f5410a4882f753040be5327eb803b81f32e0356da604,270ee0a88ab23436317c2c1688cd13e1debdc16ff3dc83cdec2a1ca98857f2cb,c04f50ac569409af67a07210fbe3b225cfb079b90b011a2d04375c8f7d4dae4f,df7b5aa7ea1cfaeb0ae20914edcd592e5abb48515328db166e4d7b5622a7f626
"0","0","0","0","810100101","0","1","0","0","0","0","3010","0","0","0","1057","0","0","156","1660167","301","3010","251100","0","0","0","3010","0","0","岩龜暴君","42","3010","200000001","0","0","3010","0","3010","0","0","0","1585","0","0"
"0","0","0","0","810100102","0","1","0","0","0","0","3010","0","0","0","422","0","0","204","2397387","301","3010","250800","0","0","0","3010","0","0","青藍魔像","42","3010","200000001","0","0","3010","0","3010","0","0","0","2536","0","0"
"0","0","0","0","810100103","0","1","0","0","0","0","3010","0","0","0","845","0","0","462","1693693","301","3010","251000","0","0","0","3010","0","0","生者劍士","42","3010","200000001","0","0","3010","0","3010","0","0","0","1902","0","0"
"0","0","0","5","810100104","0","32","0","0","30","0","301","0","0","0","1787","6","0","3329","1190448","301","301","604701","1","0","0","301","0","0","純的闇影","42","301","200000001","0","26","301","536","301","0","0","0","2050","0","69"
"0","0","0","2","810100105","0","32","0","0","29","0","301","0","0","0","856","6","0","6925","565544","301","301","604001","1","0","0","301","0","0","碧的闇影","67","301","200000001","0","34","301","1165","301","0","0","0","866","0","55"
"0","0","0","0","810100106","0","1","0","0","0","150","0","5000","0","0","0","1","0","0","1000000000","301","100","217300","0","0","0","100","0","0","爆裂敵人","100","0","300000008","0","1","0","0","0","0","0","0","0","0","0"
"0","0","0","0","810100107","0","1","0","0","0","0","250","0","0","0","0","1","0","0","1000000000","301","0","217301","0","0","0","0","0","0","爆裂敵人","100","0","300000008","0","1","0","0","0","0","0","0","0","0","0"
"0","15693","0","0","810100201","0","1","0","0","0","0","3010","0","0","0","1510","0","0","0","5862568","301","3010","251500","0","0","0","3010","0","0","守門者","42","3010","200000001","0","0","3010","0","3010","0","0","0","2265","0","0"
"0","0","0","0","810100202","0","1","0","0","0","0","3010","0","0","0","906","0","0","5318","7557183","301","3010","252900","0","0","0","3010","0","0","高等獸人","42","3010","200000001","0","0","3010","0","3010","0","0","0","2265","0","0"
"0","3487","0","0","810100203","0","1","0","0","0","0","3010","0","0","0","604","0","0","0","8817438","301","3010","250600","0","0","0","3010","0","0","小狸貓","42","3010","200000001","0","0","3010","0","3010","0","0","0","906","0","0"
"0","13901","0","20","810100204","0","32","0","0","19","0","301","0","0","0","2191","5","0","0","5287114","301","301","609501","1","0","0","301","0","120","空花（大江戶）的闇影","42","301","200000001","0","12","301","0","301","0","0","0","3031","0","207"
"0","33886","0","17","810100205","0","32","0","0","24","0","301","0","0","0","385","5","0","0","3292795","301","301","612001","1","0","0","301","0","2239","凱留（新年）的闇影","42","301","200000001","0","0","301","0","301","0","0","0","457","0","45"
"0","0","0","0","810100301","0","1","0","0","0","0","3010","0","0","0","906","0","0","8814","8734904","301","3010","251300","0","0","0","3010","0","0","叢林護衛","42","3010","200000001","0","0","3010","0","3010","0","0","0","2265","0","0"
"0","0","0","1","810100302","0","32","0","0","27","0","301","0","0","0","476","5","0","43840","5186139","301","301","611502","1","0","0","301","0","0","克莉絲提娜（聖誕節）的闇影","44","301","200000001","0","3","301","2062","301","0","0","0","406","0","30"
"0","0","0","0","810100303","0","32","0","0","38","0","301","0","0","0","646","6","0","45320","4764712","301","301","603801","1","0","0","301","0","0","栞的闇影","65","301","200000001","0","12","301","1921","301","0","0","0","853","0","35"
"0","0","0","0","810100304","0","32","0","0","34","0","301","0","0","0","489","5","0","42130","4300082","301","301","612901","1","0","0","301","0","0","璃乃（奇幻）的闇影","65","301","200000001","0","5","301","2026","301","0","0","0","700","0","30"
"0","0","0","0","810100305","0","1","0","0","0","0","3010","0","0","0","604","0","0","17600","8354042","301","3010","258300","0","0","0","3010","0","0","鬼燈螢","42","3010","200000001","0","0","3010","0","3010","0","0","0","906","0","903"
