dungeon_area_id,floor_num,enemy_name
"32001","6","電光・怪人"
"32001","7","壞亂黑鎧騎士"
"32001","8","雷雷"
"32001","9","芒刺爬行者"
"32001","10","白陽・黑月守護像"
"32002","6","電光・怪人"
"32002","7","壞亂黑鎧騎士"
"32002","8","雷雷"
"32002","9","芒刺爬行者"
"32002","10","白陽・黑月守護像"
"32003","6","高等加爾格"
"32003","7","詛咒・奧拉姆"
"32003","8","狂暴格里芬"
"32003","9","貪婪豺狼"
"32003","10","黑月・白陽守護像"
"32004","6","擲岩猴仙"
"32004","7","殺人虎鯨"
"32004","8","沙陸樹懶"
"32004","9","狂焰戰熊"
"32004","10","狂怒綠龍"
"32005","6","岩之錘"
"32005","7","水瑚麟"
"32005","8","飛龍"
"32005","9","稜鏡夫人"
"32005","10","狂怒綠龍"
