ee751b4d6768896858fe46b3c26c59c42ffe058a843142f6bcd89716dd6245a6,f8e083f0d96d8a7b358a5b57725d04cda64f0536c73adc598fe9fd065da3b138,97ee756c45b255957ba345218e670003894f57c63c524e7dd1d19ad995187ac4,735988864cfae227d39ab85f634f59d91b610b61a7cd666401815343d923d2ca,1314dbe531621a608c98b7be975659ce83e24fb127469afdd676e67b6c46f130,07b7e3a9c860c8fbe2a0f81d26a2cec26486bd3c66a06c94cb53b6c9bad5338d,bd3fbb7f884b58efb49f13155b1d70c58590ef9b28e7516aec63f9dcb57aae23,407654cb5aea603b565405d59b3a2cba72de92bef04bbe32c2837eebdaa3d342,f995cb8f531130c4ceec73596a323260d34e156f9be6d108e79a61b0f1c992d0,70a318c481f6847fa71416df9493aec9ce939c3724181211469c2f22e88cc134,93217263e8a0dbe543644379915ca1155b6b5eeb79eb329adc385bfabb05a5f7,88435a67d4b718b47e58e6417cd538fde14afe92b8028e6b5bb94431103d36ab,bdbcad31e0b7bc5fddc395269c74e19af1c068cc895adfca30fac2bf82bc4102,8ad6ca3918ed4927034cff2025a2905293522c68a4d9825b9ab1f8a47e961b85,4b012e159513c487563e27dfbda34abb3d23d94394d64344c287408e036ad8aa,1935bdd5fbf554f0cb24111002e678795c46458addf2a24b9d9a1b161e9e6544,fa43ea41c141630a64f8ace9318cbdb0efa118b1a62d4fea7ffafc35fda7fd90,c6415ee440ed384954544c37b9b021e2e67233bc51fdfde7f4a06dfc9a7e8392,3ad9ac5756d65cb9f65b4a9033e997bd3f706dd4032e944634e491a414e88476,1d0f0978f508307ec42e76c5cbbfd29a1a1b459c3b8d9003d0ff6890244cd91a,e328c8efe25d08874b2a4923db3fe2d798ff4eeac6d4fda809b77e88ebe56450,7d468c3f3694af2f7d9c0af8270836c1e73c11d98b0b7cb31e2c5d84d7e41c9d,48b128bb2cb02952cb257130f390ce7b4f9ec877acad900ba552563a88c76119,80bbe25f0b7c55a55bcc8866cbd3dd2ea08b384a79ba810ca8ac3002024eb4d8,12c86ee117fcb2fb44f23b5cee3b09110ef5048a9be7722be6968cca599b48a5,3d32d6bd7ec83a59715fd2970407b5488b5e64833ca860d2ca8fb0bac7ddd02c,1542440273d1827a3071094130b11a0dfc076a9c64ad620784e4403e37368a5f,4dcf3b664f0240cae955db4f1d41027d677e72fb1660da808d10c0f1c6b63766,42da2915a7a23891dc2096be1c6454a48d7f03157508f38da3c6f1c5a5d78caf,2741bbda897be94345e18cbf931603cbbe94fb0dc43812c8bd162dbd1f083918,b0c10acc8068f97e4aae220f8fafbf35ca2f5a11b9fde042250b6e27dfc38e3f,e9c5aa53e240f236a2b0cf700147da212e48da73b459eb9a0829aedf2694c268,cdd63f49e65211e7bd78c6506e81e0b5a349ea726f09a42e05088e220502e972,c5ae1382f173482dd3266ced926f91efcf4c244eabf868b047e762fbe16c1299,02e6208ebe41fcc17ea6d9e97d41284e5aeef3e60a4a903f008462fde6e5cb09,8f6c6b4e634f44f89bcda5f7c0de01b2626829e549b14907d31989fa63ed73a2,d9a67c483b5a10cf633463409442db320fd25839ef2dcf276c14b050af6031c6,b7d9af51242438163b8870d89f2191e8aabf4fc672c518786668101e495e9839,5bd7ca6a910463e83c615b4749db59a78e26bfd09bd99dc3448025217bb8f83e,0a3932c40380a25c1c169fa730857cb9de69163b564a24658a4e6670d9822f2a
"0","0","bgm_M06","94002","0","0","-50","0","1","0","3200101","32001","0","90008","102841","0","0","0","90002","90","102841","0","40004","140001","0","0","1","1","20","0","bgm_M06","25001","0","320010101","1.2","600","0","0","0","0"
"0","0","bgm_M06","94002","0","0","-50","0","1","0","3200101","32001","0","90008","102842","0","0","0","90002","90","102842","0","40004","140001","0","0","2","1","20","0","bgm_M06","25001","0","320010102","1.2","800","0","0","0","0"
"0","0","bgm_M06","94002","0","0","-50","0","1","0","3200102","32001","0","90008","102843","0","0","0","90002","90","102843","0","40004","140001","0","0","3","1","20","0","bgm_M06","25001","0","320010103","1.2","800","0","0","0","0"
"0","0","bgm_M06","94002","0","0","-50","0","1","0","3200103","32001","0","90008","102842","0","0","0","90002","90","102842","0","40004","140001","0","0","4","1","20","0","bgm_M06","25001","0","320010104","1.2","1200","0","0","0","0"
"0","0","bgm_M06","94002","0","0","-50","0","1","0","3200104","32001","0","90008","102841","0","0","0","90002","90","102841","0","40004","140001","0","0","5","1","20","90005","bgm_M06","25001","0","320010105","1.2","1200","0","0","0","0"
"1","0","bgm_M126","94002","1.2","0","-50","0","1","1","3200105","32001","0","90008","102842","1.2","0","0","90002","90","102842","1.2","40004","140001","0","502001111","6","5","50","0","bgm_M126","25001","1","320010106","1.2","100","1","0","0","0"
"1","0","bgm_M126","94002","1.2","0","-50","0","1","1","3200105","32001","0","90008","102843","1.2","0","0","90002","90","102843","1.2","40004","140001","0","502001121","7","5","50","0","bgm_M126","25001","1","320010107","1.2","100","1","0","0","0"
"1","0","bgm_M64","94002","1","0","-50","0","1","0","3200105","32001","0","90008","102851","0","0","0","90002","90","102851","0","40004","140001","0","502001131","8","3","50","0","bgm_M64","25001","0","320010108","1.2","100","1","0","0","0"
"1","0","bgm_M64","94002","1","0","-50","0","1","0","3200105","32001","0","90008","102851","0","0","0","90002","90","102851","0","40004","140001","0","502001141","9","3","50","0","bgm_M64","25001","0","320010109","1.2","100","1","0","0","0"
"1","0","bgm_M63","94002","1","0","-50","0","1","0","3200105","32001","0","90008","102852","1","0","5.1","90002","90","102852","0","40004","140001","0","502001151","10","3","50","0","bgm_M63","25001","0","320010110","0.5","100","1","0","1","0"
"0","0","bgm_M06","94002","0","0","-50","100","2","0","3200101","32001","0","90008","102841","0","0","0","90002","90","102841","0","40004","140001","0","0","1","1","20","0","bgm_M06","25001","0","320010201","1.2","600","0","0","0","0"
"0","0","bgm_M06","94002","0","0","-50","100","2","0","3200101","32001","0","90008","102842","0","0","0","90002","90","102842","0","40004","140001","0","0","2","1","20","0","bgm_M06","25001","0","320010202","1.2","800","0","0","0","0"
"0","0","bgm_M06","94002","0","0","-50","100","2","0","3200102","32001","0","90008","102843","0","0","0","90002","90","102843","0","40004","140001","0","0","3","1","20","0","bgm_M06","25001","0","320010203","1.2","800","0","0","0","0"
"0","0","bgm_M06","94002","0","0","-50","100","2","0","3200103","32001","0","90008","102842","0","0","0","90002","90","102842","0","40004","140001","0","0","4","1","20","0","bgm_M06","25001","0","320010204","1.2","1200","0","0","0","0"
"0","0","bgm_M06","94002","0","0","-50","100","2","0","3200104","32001","0","90008","102841","0","0","0","90002","90","102841","0","40004","140001","0","0","5","1","20","90005","bgm_M06","25001","0","320010205","1.2","1200","0","0","0","0"
