7462bcc6d8d1c1fb8c01f0360b621cafd111c8e880a6d6bff2272639d24e9640,bfea19e82232dcb1ab62bbfd5cedcdfd1d69d6cedb2fdb73429991ca4c466d2f,eadc5c16ef0bd4c93f9915e0c5db5dc526ed42611b49f28bd2ab029e2d97036a,fce0e8fda0fc732089d4f5fd326c675fd6b2a428d6b1aadaca4041ac191f6c6d,a70354f11e8274d9ffc131f1e7d57729200ee7a30d0ce6431a2d0f213492f6d8,c35cb1f8f161a8556f532531707c0489f84e6f360e8ebac317ed4d26cd37e31b,c6519c8492e07cf6fa5e61fdbbb4d406e342ea3d68053a34b2319b756c100048,2df4d4127468372d6fa4747f0ac8a41a8450ce11c928639e2e2fc4940a400315,f07c4a0a3831bbd167d25502373709b8acbb46d1b47c410372b5fba74265f118,b6b0e70d6e4d822c5bb494605cb12bc00ba3cd3f86315be10ba8fc0afb939286,e49632deca33d01fcbcd33243472091352e25a8613b8e1dab5fbd74969ab7395,6e5a33a3a2a8499a35e6cabbcc4b50b7bbd7bbaa160cdcc29adffc1a443dcd58,e09a1335031071836c23da569ee8c6cbfca5aec4d71ee8f40fc816cfe1e6ebd4,65b9e4c5fc5bcf8220383523d16509e5a2959e56b13283168a7182c51bc298fe,5fe936b1208f4c9a1f59c12a124f559d3436e5e732f413bcae4a5379527935ad,66f0b15015cace468d8d5aef15a6060c000f53612a97e3052bd45f3017260261,569fb3bc51da9dec81bf0f77515983ee8a03d0404024e73d374a72015f6a0414,8c55cf2f828b6fbeac96f4b2fc9f5f55002201426a099d47e0d2dba191533723
"10","8","1","500","0","0","0","0","0","0","0","0","0","0","91002","0","1","0"
"100","8","11","50","0","0","0","0","0","0","0","0","0","0","91002","0","2","0"
"200","8","101","30","0","0","0","0","0","0","0","0","0","0","91002","0","3","0"
"500","8","201","10","0","0","0","0","0","0","0","0","0","0","91002","0","4","0"
"1000","8","501","5","0","0","0","0","0","0","0","0","0","0","91002","0","5","0"
"2000","8","1001","3","0","0","0","0","0","0","0","0","0","0","91002","0","6","0"
"4000","8","2001","2","0","0","0","0","0","0","0","0","0","0","91002","0","7","0"
"7999","8","4001","1","0","0","0","0","0","0","0","0","0","0","91002","0","8","0"
"8000","8","8000","30","0","0","0","0","0","0","0","0","0","0","91002","0","9","0"
"8100","8","8100","30","0","0","0","0","0","0","0","0","0","0","91002","0","10","0"
"8200","8","8200","30","0","0","0","0","0","0","0","0","0","0","91002","0","11","0"
"8300","8","8300","30","0","0","0","0","0","0","0","0","0","0","91002","0","12","0"
"8400","8","8400","30","0","0","0","0","0","0","0","0","0","0","91002","0","13","0"
"8500","8","8500","30","0","0","0","0","0","0","0","0","0","0","91002","0","14","0"
"8600","8","8600","30","0","0","0","0","0","0","0","0","0","0","91002","0","15","0"
"8700","8","8700","30","0","0","0","0","0","0","0","0","0","0","91002","0","16","0"
"8800","8","8800","30","0","0","0","0","0","0","0","0","0","0","91002","0","17","0"
"8900","8","8900","30","0","0","0","0","0","0","0","0","0","0","91002","0","18","0"
"9000","8","9000","30","0","0","0","0","0","0","0","0","0","0","91002","0","19","0"
"9100","8","9100","30","0","0","0","0","0","0","0","0","0","0","91002","0","20","0"
"9200","8","9200","30","0","0","0","0","0","0","0","0","0","0","91002","0","21","0"
"9300","8","9300","30","0","0","0","0","0","0","0","0","0","0","91002","0","22","0"
"9400","8","9400","30","0","0","0","0","0","0","0","0","0","0","91002","0","23","0"
"9500","8","9500","30","0","0","0","0","0","0","0","0","0","0","91002","0","24","0"
"9600","8","9600","30","0","0","0","0","0","0","0","0","0","0","91002","0","25","0"
"9700","8","9700","30","0","0","0","0","0","0","0","0","0","0","91002","0","26","0"
"9800","8","9800","30","0","0","0","0","0","0","0","0","0","0","91002","0","27","0"
"9900","8","9900","30","0","0","0","0","0","0","0","0","0","0","91002","0","28","0"
"10000","8","10000","30","0","0","0","0","0","0","0","0","0","0","91002","0","29","0"
"10100","8","10100","30","0","0","0","0","0","0","0","0","0","0","91002","0","30","0"
"10200","8","10200","30","0","0","0","0","0","0","0","0","0","0","91002","0","31","0"
"10300","8","10300","30","0","0","0","0","0","0","0","0","0","0","91002","0","32","0"
"10400","8","10400","30","0","0","0","0","0","0","0","0","0","0","91002","0","33","0"
"10500","8","10500","30","0","0","0","0","0","0","0","0","0","0","91002","0","34","0"
"10600","8","10600","30","0","0","0","0","0","0","0","0","0","0","91002","0","35","0"
"10700","8","10700","30","0","0","0","0","0","0","0","0","0","0","91002","0","36","0"
"10800","8","10800","30","0","0","0","0","0","0","0","0","0","0","91002","0","37","0"
"10900","8","10900","30","0","0","0","0","0","0","0","0","0","0","91002","0","38","0"
"11000","8","11000","30","0","0","0","0","0","0","0","0","0","0","91002","0","39","0"
"11100","8","11100","30","0","0","0","0","0","0","0","0","0","0","91002","0","40","0"
"11200","8","11200","30","0","0","0","0","0","0","0","0","0","0","91002","0","41","0"
"11300","8","11300","30","0","0","0","0","0","0","0","0","0","0","91002","0","42","0"
"11400","8","11400","30","0","0","0","0","0","0","0","0","0","0","91002","0","43","0"
"11500","8","11500","30","0","0","0","0","0","0","0","0","0","0","91002","0","44","0"
"11600","8","11600","30","0","0","0","0","0","0","0","0","0","0","91002","0","45","0"
"11700","8","11700","30","0","0","0","0","0","0","0","0","0","0","91002","0","46","0"
"11800","8","11800","30","0","0","0","0","0","0","0","0","0","0","91002","0","47","0"
"11900","8","11900","30","0","0","0","0","0","0","0","0","0","0","91002","0","48","0"
"12000","8","12000","30","0","0","0","0","0","0","0","0","0","0","91002","0","49","0"
"12100","8","12100","30","0","0","0","0","0","0","0","0","0","0","91002","0","50","0"
"12200","8","12200","30","0","0","0","0","0","0","0","0","0","0","91002","0","51","0"
"12300","8","12300","30","0","0","0","0","0","0","0","0","0","0","91002","0","52","0"
"12400","8","12400","30","0","0","0","0","0","0","0","0","0","0","91002","0","53","0"
"12500","8","12500","30","0","0","0","0","0","0","0","0","0","0","91002","0","54","0"
"12600","8","12600","30","0","0","0","0","0","0","0","0","0","0","91002","0","55","0"
"12700","8","12700","30","0","0","0","0","0","0","0","0","0","0","91002","0","56","0"
"12800","8","12800","30","0","0","0","0","0","0","0","0","0","0","91002","0","57","0"
"12900","8","12900","30","0","0","0","0","0","0","0","0","0","0","91002","0","58","0"
"13000","8","13000","30","0","0","0","0","0","0","0","0","0","0","91002","0","59","0"
"13100","8","13100","30","0","0","0","0","0","0","0","0","0","0","91002","0","60","0"
"13200","8","13200","30","0","0","0","0","0","0","0","0","0","0","91002","0","61","0"
"13300","8","13300","30","0","0","0","0","0","0","0","0","0","0","91002","0","62","0"
"13400","8","13400","30","0","0","0","0","0","0","0","0","0","0","91002","0","63","0"
"13500","8","13500","30","0","0","0","0","0","0","0","0","0","0","91002","0","64","0"
"13600","8","13600","30","0","0","0","0","0","0","0","0","0","0","91002","0","65","0"
"13700","8","13700","30","0","0","0","0","0","0","0","0","0","0","91002","0","66","0"
"13800","8","13800","30","0","0","0","0","0","0","0","0","0","0","91002","0","67","0"
"13900","8","13900","30","0","0","0","0","0","0","0","0","0","0","91002","0","68","0"
"14000","8","14000","30","0","0","0","0","0","0","0","0","0","0","91002","0","69","0"
"14100","8","14100","30","0","0","0","0","0","0","0","0","0","0","91002","0","70","0"
"14200","8","14200","30","0","0","0","0","0","0","0","0","0","0","91002","0","71","0"
"14300","8","14300","30","0","0","0","0","0","0","0","0","0","0","91002","0","72","0"
"14400","8","14400","30","0","0","0","0","0","0","0","0","0","0","91002","0","73","0"
"14500","8","14500","30","0","0","0","0","0","0","0","0","0","0","91002","0","74","0"
"14600","8","14600","30","0","0","0","0","0","0","0","0","0","0","91002","0","75","0"
"14700","8","14700","30","0","0","0","0","0","0","0","0","0","0","91002","0","76","0"
"14800","8","14800","30","0","0","0","0","0","0","0","0","0","0","91002","0","77","0"
"14900","8","14900","30","0","0","0","0","0","0","0","0","0","0","91002","0","78","0"
"15000","8","15000","30","0","0","0","0","0","0","0","0","0","0","91002","0","79","0"
