92c7fd12c9c0b1a5ed46d735b785a516a408ba601112819c0112d917ce028d16,fefceb4f746269c36c6ebe65be25f1f90ee615c16d72d17980b540d8abc616b0,072b36dff8339c985f3f3511daae23de36f2e95da47b4214296407ec8c604f07,1602f57ae27eea304f00dd29e2bcd9f1102b0063b6907e8c0fe504c338dd0661,3138889f7eb280715c33bccda8b330817eccb9ee81ebcd86f02477ed5c8144f8,7c9c235827a1d7dbdd07b930b5d2b52b93033bed46eb678428cc86dbf73ef748,c6eae632c535bb9e91e3feb81d3712d0ab5d0794a12a73b4683b0b5c35fca751,e8ecf456f6d93b1ce327c9b01e90b5ee7f3ce9fa042fc53f668ad0ed98f90ab7,3ad74c565b9f0851fd7f5333a1fdb5d092079c59554d0f6c6cd90acc1eb67c9b,66e1701a44929b61a8c246ec6b4ae436f3b9abdc049635e29959e886c0b5945f,2c34d9b1277e21b16e1eacb3eb44e030c18dcb321dd3481c00b4fab5f26fc7ce,3b02122c586aecbf75f9a5ed3e046fca75cc73d6acd09666cacbcc6e09922a0d,72fd1afe769aefe9acfe8deeb0c80d9bc4bec499989675ab4d23865ddff7dc51,768461aa24b46c2c472e0771dc5d7e01c39dcc19d5f0757a7fb215253811e983,37117616605d532620a278ec8ac2d0d0cd84da7a06eaecd7d33a7b1150cf0b10,8f3188f83d8903d9ac19a633c00f91fc23eaae499cf14cb050cd0e3801e0bd8e,44ec30eb47afd33b379e84da673c598b1cee3ff598e2c090e9a7d858b73a6017,2f825adbce8b23ab7d159ac7e6a5a5c0e4c7341ea811de234c56e77ccaf9ab04,5e05bedd04ba70fb9e5f08511d7bb1a05b82798149f3a6113e9e7a967d3a4ab9,031b6b46048afd63a5feed3ed73294897ea4fe3cae6597f10e0b4531e1ff1ce4,93d9ff7e7a292892329594262726922d904b1cd54776fe55d973a48d39672b81,efa6e1c19c41168d009f9e531964346b9a16e7fc42ffa1b13f8674ca51cbd7e6,b8f2d66c1f7640c08807817d272a8dd489dd87b1d59a4e4a5613c07cccf8f1d6,cc9ef00a9b5be71be1a54845b34f8fb28b91472ee6e366d2971d91b2b684b697
"5","15063001","-356","5","30","300010","1","2","8","-120","在戰鬥中獲得勝利。","31056","91002","31013","0","2015/12/17 15:00:00","31009","2","11063","【暮光流星群】出動！","0","5","0","2"
"5","15063002","-214","5","30","300010","1","2","8","-168","在戰鬥中獲得勝利。","31053","91002","31005","0","2015/12/17 15:00:00","31043","2","11063","背面世界的戰鬥訓練","0","5","0","2"
"5","15063003","-84","5","30","300010","1","2","8","-65","在戰鬥中獲得勝利。","31018","91002","31050","0","2015/12/17 15:00:00","31016","2","11063","前往背面世界的畢業旅行？","0","5","0","2"
"0","15063004","-116","0","150","300020","2","0","8","109","在戰鬥中獲得勝利。","0","91002","0","0","2015/12/17 15:00:00","0","0","11063","《EX》成群的危險暗影","0","0","0","0"
"5","15063005","614","5","30","300010","1","2","8","-120","在戰鬥中獲得勝利。","31004","91002","31036","0","2015/12/17 15:00:00","31020","2","11063","小小反轉大冒險","0","5","0","2"
"5","15063006","655","5","30","300010","1","2","8","51","在戰鬥中獲得勝利。","31044","91002","31022","0","2015/12/17 15:00:00","31006","2","11063","目標，出征背面世界？","0","5","0","2"
"0","15063007","881","0","150","300020","2","0","8","30","在戰鬥中獲得勝利。","0","91002","0","0","2015/12/17 15:00:00","0","0","11063","《EX》成群的危險暗影","0","0","0","0"
"5","15064001","-247","5","30","300010","1","2","8","-179","在戰鬥中獲得勝利。","31065","91002","0","0","2015/12/17 15:00:00","31066","0","11064","代替招呼的背面世界火拼！","0","0","0","2"
"5","15064002","0","5","30","300010","1","2","8","-105","在戰鬥中獲得勝利。","31032","91002","31034","0","2015/12/17 15:00:00","31048","2","11064","新生意的甜～美香氣","0","5","0","2"
"0","15064003","159","0","150","300020","2","0","8","-90","在戰鬥中獲得勝利。","0","91002","0","0","2015/12/17 15:00:00","0","0","11064","《EX》危險的魔物‧胡狼與眼蔓","0","0","0","0"
"10","15064004","453","0","30","300010","1","0","8","-79","在戰鬥中獲得勝利。","90005","91002","0","0","2015/12/17 15:00:00","0","0","11064","用火箭拳擊退魔物！","0","0","0","2"
"5","15064005","570","5","30","300010","1","2","8","58","在戰鬥中獲得勝利。","31028","91002","31023","0","2015/12/17 15:00:00","31021","2","11064","在背面世界野餐？","0","5","0","2"
"0","15064006","905","0","150","300020","2","0","8","-18","在戰鬥中獲得勝利。","0","91002","0","0","2015/12/17 15:00:00","0","0","11064","《EX》危險暗影與怪鳥獸","0","0","0","0"
"5","15065001","-442","5","30","300010","1","2","8","-123","在戰鬥中獲得勝利。","31006","91002","31011","0","2015/12/17 15:00:00","31022","2","11065","妹妹們的照顧之戰","0","5","0","2"
"5","15065002","-289","5","30","300010","1","2","8","117","在戰鬥中獲得勝利。","31052","91002","31026","2","2015/12/17 15:00:00","31033","2","11065","背面世界開拓記","1","5","51011","2"
"0","15065003","-150","0","150","300020","2","0","8","-162","在戰鬥中獲得勝利。","0","91002","0","0","2015/12/17 15:00:00","0","0","11065","《EX》成群的危險暗影","0","0","0","0"
"5","15065004","141","5","30","300010","1","2","8","-109","在戰鬥中獲得勝利。","31037","91002","0","0","2015/12/17 15:00:00","31049","0","11065","令人興奮的森林野餐！","0","0","0","2"
"5","15065005","332","5","30","300010","1","2","8","-34","在戰鬥中獲得勝利。","31030","91002","51012","0","2015/12/17 15:00:00","31055","2","11065","在甘海高舉大漁旗","0","1","0","2"
"0","15065006","640","0","150","300020","2","0","8","77","在戰鬥中獲得勝利。","0","91002","0","0","2015/12/17 15:00:00","0","0","11065","《EX》危險的魔物‧狂熊與翼龍","0","0","0","0"
"5","15066001","-701","5","30","300010","1","2","8","-56","在戰鬥中獲得勝利。","31180","91002","51013","0","2015/12/17 15:00:00","31185","2","11066","支援背面世界復興總部","0","1","0","2"
"5","15066002","-427","5","30","300010","1","2","8","109","在戰鬥中獲得勝利。","31010","91002","0","0","2015/12/17 15:00:00","31017","0","11066","公主們的泡澡外交","0","0","0","2"
"1","15066003","-573","0","150","300020","2","0","8","-180","在戰鬥中獲得勝利。","4102402","91002","0","0","2015/12/17 15:00:00","0","0","11066","《EX》天才發明家三女，襲來","0","0","0","18"
"5","15066004","-165","5","30","300010","1","2","8","-25","在戰鬥中獲得勝利。","31015","91002","31040","2","2015/12/17 15:00:00","31012","2","11066","背面世界安全講習會","1","5","51016","2"
"5","15066005","110","5","30","300010","1","2","8","-88","在戰鬥中獲得勝利。","31029","91002","31042","0","2015/12/17 15:00:00","31054","2","11066","背面世界登台！","0","5","0","2"
"10","15066006","135","0","30","300010","1","0","8","97","在戰鬥中獲得勝利。","90005","91002","0","0","2015/12/17 15:00:00","0","0","11066","龍族姊妹的請求","0","0","0","2"
"0","15066007","443","0","150","300020","2","0","8","42","在戰鬥中獲得勝利。","0","91002","0","0","2015/12/17 15:00:00","0","0","11066","《EX》危險暗影與魔物‧雷雷傲M","0","0","0","0"
"5","15067001","-208","5","30","300010","1","2","8","-32","在戰鬥中獲得勝利。","31258","91002","0","0","2015/12/17 15:00:00","31008","0","11067","甜蜜又美味的美容法","0","0","0","2"
"5","15067002","-58","5","30","300010","1","2","8","44","在戰鬥中獲得勝利。","31233","91002","51017","0","2015/12/17 15:00:00","31045","2","11067","確保被虐狂與正太","0","1","0","2"
"1","15067003","-84","0","150","300020","2","0","8","-165","在戰鬥中獲得勝利。","4105402","91002","0","0","2015/12/17 15:00:00","0","0","11067","《EX》受難體質的次女，遇難","0","0","0","18"
"5","15067004","425","5","30","300010","1","2","8","90","在戰鬥中獲得勝利。","31181","91002","31059","2","2015/12/17 15:00:00","31034","2","11067","寵溺的人是誰","1","5","51018","2"
"10","15067005","551","0","30","300010","1","0","8","36","在戰鬥中獲得勝利。","90005","91002","0","0","2015/12/17 15:00:00","0","0","11067","餓肚子咕嚕咕嚕二重奏","0","0","0","2"
"0","15067006","602","0","150","300020","2","0","8","-120","在戰鬥中獲得勝利。","0","91002","0","0","2015/12/17 15:00:00","0","0","11067","《EX》危險的魔物‧大鬼與雷鳥","0","0","0","0"
"5","15068001","-40","5","30","300010","1","2","8","-20","在戰鬥中獲得勝利。","31093","91002","51021","0","2015/12/17 15:00:00","31014","2","11068","背面世界也有發生事件的預感","0","1","0","2"
"5","15068002","90","5","30","300010","1","2","8","-179","在戰鬥中獲得勝利。","31027","91002","0","0","2015/12/17 15:00:00","31051","0","11068","如煉獄中盛開的花朵般","0","0","0","2"
"1","15068003","245","0","150","300020","2","0","8","-171","在戰鬥中獲得勝利。","4101403","91002","0","0","2015/12/17 15:00:00","0","0","11068","《EX》心胸開闊的長女，狂醉","0","0","0","18"
"5","15068004","643","5","30","300010","1","2","8","44","在戰鬥中獲得勝利。","31032","91002","51022","0","2015/12/17 15:00:00","31033","2","11068","當心泡昏頭","0","1","0","2"
"10","15068005","768","0","30","300010","1","0","8","-93","在戰鬥中獲得勝利。","90005","91002","0","0","2015/12/17 15:00:00","0","0","11068","在吉歐‧格黑納追兔子","0","0","0","2"
"0","15068006","814","0","150","300020","2","0","8","91","在戰鬥中獲得勝利。","0","91002","0","0","2015/12/17 15:00:00","0","0","11068","《EX》成群的危險暗影","0","0","0","0"
"5","15069001","-324","5","30","300010","1","2","8","0","在戰鬥中獲得勝利。","31047","91002","51023","0","2015/12/17 15:00:00","31020","2","11069","背面世界的走失兒童","0","1","0","2"
"5","15069002","-175","5","30","300010","1","2","8","-78","在戰鬥中獲得勝利。","31016","91002","0","0","2015/12/17 15:00:00","31060","0","11069","吉歐‧格黑納的魔法研究","0","0","0","2"
"0","15069003","0","0","150","300020","2","0","8","-136","在戰鬥中獲得勝利。","0","91002","0","0","2015/12/17 15:00:00","0","0","11069","《EX》成群的危險暗影","0","0","0","0"
"5","15069004","411","5","30","300010","1","2","8","-9","在戰鬥中獲得勝利。","31096","91002","51024","0","2015/12/17 15:00:00","31055","2","11069","活躍於吉歐‧格黑納的忍者們","0","1","0","2"
"5","15069005","522","5","30","300010","1","2","8","-167","在戰鬥中獲得勝利。","31223","91002","0","0","2015/12/17 15:00:00","31063","0","11069","特別讓你成為眷屬！","0","0","0","2"
"0","15069006","859","0","150","300020","2","0","8","-39","在戰鬥中獲得勝利。","0","91002","0","0","2015/12/17 15:00:00","0","0","11069","《EX》成群的危險暗影","0","0","0","0"
"5","15070001","-291","1","30","300010","1","2","8","128","在戰鬥中獲得勝利。","31040","91002","0","0","2015/12/17 15:00:00","51025","0","11070","在吉歐‧格黑納採集植物","0","0","0","2"
"5","15070002","-143","5","30","300010","1","2","8","38","在戰鬥中獲得勝利。","31066","91002","0","0","2015/12/17 15:00:00","31065","0","11070","灼熱的打架時間","0","0","0","2"
"0","15070003","0","0","150","300020","2","0","8","-14","在戰鬥中獲得勝利。","0","91002","0","0","2015/12/17 15:00:00","0","0","11070","《EX》成群的危險暗影‧偶像","0","0","0","0"
"5","15070004","434","1","30","300010","1","2","8","38","在戰鬥中獲得勝利。","31009","91002","0","0","2015/12/17 15:00:00","51026","0","11070","在深淵般的煉獄中邂逅","0","0","0","2"
"5","15070005","575","5","30","300010","1","2","8","22","在戰鬥中獲得勝利。","31004","91002","31050","0","2015/12/17 15:00:00","31261","2","11070","展現大人的從容吧","0","5","0","2"
"0","15070006","546","0","150","300020","2","0","8","-180","在戰鬥中獲得勝利。","0","91002","0","0","2015/12/17 15:00:00","0","0","11070","《EX》成群的危險暗影‧財團","0","0","0","0"
"5","15071001","15","5","30","300010","1","2","8","90","在戰鬥中獲得勝利。","31028","91002","31002","2","2015/12/17 15:00:00","31180","2","11071","輕快的少女們","1","5","51027","2"
"5","15071002","-89","0","30","300010","1","0","8","-81","在戰鬥中獲得勝利。","31018","91002","0","0","2015/12/17 15:00:00","0","0","11071","伊緒老師的背面世界教室","0","0","0","2"
"0","15071003","-408","0","150","300020","2","0","8","-135","在戰鬥中獲得勝利。","0","91002","0","0","2015/12/17 15:00:00","0","0","11071","《EX》成群的危險暗影‧遊戲","0","0","0","0"
"5","15071004","253","5","30","300010","1","2","8","-73","在戰鬥中獲得勝利。","31026","91002","31093","2","2015/12/17 15:00:00","31006","2","11071","清除傀儡的絲線","1","5","51028","2"
"5","15071005","383","5","30","300010","1","2","8","-173","在戰鬥中獲得勝利。","31056","91002","0","0","2015/12/17 15:00:00","31296","0","11071","花瓣與刀刃舞動","0","0","0","2"
"0","15071006","622","0","150","300020","2","0","8","-173","在戰鬥中獲得勝利。","0","91002","0","0","2015/12/17 15:00:00","0","0","11071","《EX》成群的危險暗影‧獸苑","0","0","0","0"
"5","15072001","-252","1","30","300010","1","2","8","94","在戰鬥中獲得勝利。","31064","91002","0","0","2015/12/17 15:00:00","51029","0","11072","降臨煉獄的冰龍","0","0","0","2"
"5","15072002","-193","5","30","300010","1","2","8","-111","在戰鬥中獲得勝利。","31258","91002","0","0","2015/12/17 15:00:00","31008","0","11072","美麗的黑天使群","0","0","0","2"
"0","15072003","84","0","150","300020","2","0","8","94","在戰鬥中獲得勝利。","0","91002","0","0","2015/12/17 15:00:00","0","0","11072","《EX》成群的危險暗影‧美食","0","0","0","0"
"5","15072004","277","1","30","300010","1","2","8","-120","在戰鬥中獲得勝利。","31022","91002","0","0","2015/12/17 15:00:00","51030","0","11072","展現魅力，灼熱的表現風格","0","0","0","2"
"5","15072005","510","0","30","300010","1","0","8","-106","在戰鬥中獲得勝利。","31064","91002","0","0","2015/12/17 15:00:00","0","0","11072","又冷又熱的散步","0","0","0","2"
"0","15072006","703","0","150","300020","2","0","8","-100","在戰鬥中獲得勝利。","0","91002","0","0","2015/12/17 15:00:00","0","0","11072","《EX》成群的危險暗影‧救護","0","0","0","0"
